"race","pathway","disease_type3","riskfactor","V1","V2","V3"
1,"direct","Other_CVD","dairy_tot",0,0,0
1,"medBMI","Other_CVD","dairy_tot",0,0,0
1,"medSBP","Other_CVD","dairy_tot",0,0,0
2,"direct","Other_CVD","dairy_tot",0,0,0
2,"medBMI","Other_CVD","dairy_tot",0,0,0
2,"medSBP","Other_CVD","dairy_tot",0,0,0
3,"direct","Other_CVD","dairy_tot",0,0,0
3,"medBMI","Other_CVD","dairy_tot",0,0,0
3,"medSBP","Other_CVD","dairy_tot",0,0,0
4,"direct","Other_CVD","dairy_tot",0,0,0
4,"medBMI","Other_CVD","dairy_tot",0,0,0
4,"medSBP","Other_CVD","dairy_tot",0,0,0
1,"direct","Cancer","dairy_tot",7590.22880210514,6767.69449198569,7036.7303640346
1,"medBMI","Cancer","dairy_tot",0,0,0
1,"medSBP","Cancer","dairy_tot",0,0,0
2,"direct","Cancer","dairy_tot",1631.51285498973,1660.1947681685,1795.78881193556
2,"medBMI","Cancer","dairy_tot",0,0,0
2,"medSBP","Cancer","dairy_tot",0,0,0
3,"direct","Cancer","dairy_tot",1051.88367932388,1078.06962461081,1088.76874192285
3,"medBMI","Cancer","dairy_tot",0,0,0
3,"medSBP","Cancer","dairy_tot",0,0,0
4,"direct","Cancer","dairy_tot",1071.94983088188,992.001551585883,1091.90505673958
4,"medBMI","Cancer","dairy_tot",0,0,0
4,"medSBP","Cancer","dairy_tot",0,0,0
1,"direct","DIAB","dairy_tot",0,0,0
1,"medBMI","DIAB","dairy_tot",0,0,0
1,"medSBP","DIAB","dairy_tot",0,0,0
2,"direct","DIAB","dairy_tot",0,0,0
2,"medBMI","DIAB","dairy_tot",0,0,0
2,"medSBP","DIAB","dairy_tot",0,0,0
3,"direct","DIAB","dairy_tot",0,0,0
3,"medBMI","DIAB","dairy_tot",0,0,0
3,"medSBP","DIAB","dairy_tot",0,0,0
4,"direct","DIAB","dairy_tot",0,0,0
4,"medBMI","DIAB","dairy_tot",0,0,0
4,"medSBP","DIAB","dairy_tot",0,0,0
1,"direct","All_HD","dairy_tot",0,0,0
1,"medBMI","All_HD","dairy_tot",0,0,0
1,"medSBP","All_HD","dairy_tot",0,0,0
2,"direct","All_HD","dairy_tot",0,0,0
2,"medBMI","All_HD","dairy_tot",0,0,0
2,"medSBP","All_HD","dairy_tot",0,0,0
3,"direct","All_HD","dairy_tot",0,0,0
3,"medBMI","All_HD","dairy_tot",0,0,0
3,"medSBP","All_HD","dairy_tot",0,0,0
4,"direct","All_HD","dairy_tot",0,0,0
4,"medBMI","All_HD","dairy_tot",0,0,0
4,"medSBP","All_HD","dairy_tot",0,0,0
1,"direct","All_STK","dairy_tot",0,0,0
1,"medBMI","All_STK","dairy_tot",0,0,0
1,"medSBP","All_STK","dairy_tot",0,0,0
2,"direct","All_STK","dairy_tot",0,0,0
2,"medBMI","All_STK","dairy_tot",0,0,0
2,"medSBP","All_STK","dairy_tot",0,0,0
3,"direct","All_STK","dairy_tot",0,0,0
3,"medBMI","All_STK","dairy_tot",0,0,0
3,"medSBP","All_STK","dairy_tot",0,0,0
4,"direct","All_STK","dairy_tot",0,0,0
4,"medBMI","All_STK","dairy_tot",0,0,0
4,"medSBP","All_STK","dairy_tot",0,0,0
1,"direct","Other_CVD","leg_tot",0,0,0
1,"medBMI","Other_CVD","leg_tot",1146.87679595498,1291.84305623744,1143.01722830439
1,"medSBP","Other_CVD","leg_tot",0,0,0
2,"direct","Other_CVD","leg_tot",0,0,0
2,"medBMI","Other_CVD","leg_tot",203.122910785482,194.490564624191,185.565053824732
2,"medSBP","Other_CVD","leg_tot",0,0,0
3,"direct","Other_CVD","leg_tot",0,0,0
3,"medBMI","Other_CVD","leg_tot",77.6047009890082,82.3465080814624,71.5430571060289
3,"medSBP","Other_CVD","leg_tot",0,0,0
4,"direct","Other_CVD","leg_tot",0,0,0
4,"medBMI","Other_CVD","leg_tot",37.1759622613484,42.8273984072228,41.5281236454966
4,"medSBP","Other_CVD","leg_tot",0,0,0
1,"direct","Cancer","leg_tot",1889.37219273647,1988.89554056542,1915.45629778489
1,"medBMI","Cancer","leg_tot",4268.20049665941,3991.69770004496,4200.99415950751
1,"medSBP","Cancer","leg_tot",0,0,0
2,"direct","Cancer","leg_tot",175.397928571082,234.160458264207,192.8983209291
2,"medBMI","Cancer","leg_tot",608.374400207063,614.528337679303,582.36257739036
2,"medSBP","Cancer","leg_tot",0,0,0
3,"direct","Cancer","leg_tot",99.2735912655219,122.19169176045,123.81972332223
3,"medBMI","Cancer","leg_tot",462.391335438806,457.541008326691,441.052163607182
3,"medSBP","Cancer","leg_tot",0,0,0
4,"direct","Cancer","leg_tot",145.908458128918,129.042764025902,143.054899830049
4,"medBMI","Cancer","leg_tot",352.992605421034,346.011956756836,382.821959825911
4,"medSBP","Cancer","leg_tot",0,0,0
1,"direct","DIAB","leg_tot",0,0,0
1,"medBMI","DIAB","leg_tot",1745.85749196942,1935.90800663624,1874.87161767817
1,"medSBP","DIAB","leg_tot",0,0,0
2,"direct","DIAB","leg_tot",0,0,0
2,"medBMI","DIAB","leg_tot",496.083818841521,476.115781912358,455.958588601977
2,"medSBP","DIAB","leg_tot",0,0,0
3,"direct","DIAB","leg_tot",0,0,0
3,"medBMI","DIAB","leg_tot",227.60845146041,225.728679157168,227.726771804569
3,"medSBP","DIAB","leg_tot",0,0,0
4,"direct","DIAB","leg_tot",0,0,0
4,"medBMI","DIAB","leg_tot",104.558271398547,107.859050378446,88.4888426378164
4,"medSBP","DIAB","leg_tot",0,0,0
1,"direct","All_HD","leg_tot",4702.69387769467,4065.09623648894,4396.49287324089
1,"medBMI","All_HD","leg_tot",5633.71364446314,5219.37601542538,5266.74639902261
1,"medSBP","All_HD","leg_tot",0,0,0
2,"direct","All_HD","leg_tot",672.784974918906,606.246804406843,862.895676506446
2,"medBMI","All_HD","leg_tot",781.761287544235,834.953532381032,943.24166431339
2,"medSBP","All_HD","leg_tot",0,0,0
3,"direct","All_HD","leg_tot",367.43326011296,287.052659326216,279.983450309606
3,"medBMI","All_HD","leg_tot",398.971933948328,407.937791071286,339.462047478684
3,"medSBP","All_HD","leg_tot",0,0,0
4,"direct","All_HD","leg_tot",155.74959098011,182.498723515174,209.135011728649
4,"medBMI","All_HD","leg_tot",165.492263304143,177.282448032481,173.784618858478
4,"medSBP","All_HD","leg_tot",0,0,0
1,"direct","All_STK","leg_tot",5373.17753907634,5928.5818564276,5223.95876509418
1,"medBMI","All_STK","leg_tot",1516.93331513767,1367.76704900714,1409.94760882429
1,"medSBP","All_STK","leg_tot",0,0,0
2,"direct","All_STK","leg_tot",978.140501831723,1076.81325432288,1217.77439022259
2,"medBMI","All_STK","leg_tot",258.038051974872,264.845515998477,287.751026628704
2,"medSBP","All_STK","leg_tot",0,0,0
3,"direct","All_STK","leg_tot",423.521090747876,504.670205217169,516.33953250187
3,"medBMI","All_STK","leg_tot",112.235453852942,128.299552971809,139.182773531018
3,"medSBP","All_STK","leg_tot",0,0,0
4,"direct","All_STK","leg_tot",249.587784473172,278.615646963856,318.823400258584
4,"medBMI","All_STK","leg_tot",55.7181025627116,74.5333073531541,67.8838047544193
4,"medSBP","All_STK","leg_tot",0,0,0
