"age","female","race","pathway","disease_type1","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","CMD","leg_tot",29.4879431566537,3.38041571982905,30.0885144655753,26.0595444836454,32.4058562170787,0.0198937715608776,0.00227650536102325,0.0201115746872529,0.017645961521667,0.0219564489426692,2.01115746872529,1.7645961521667,2.19564489426692,0.152824375683411,0.0175193610211736,0.155936899837832,0.135056337946329,0.167946767889233
25,0,1,"direct","Cancer","dairy_tot",57.3326040199783,11.1852745614807,60.6599001232824,45.6511524355952,66.1858539165528,0.0210931999294395,0.00373404532659203,0.0222189716940294,0.0171904518065761,0.0240390420524014,2.22189716940294,1.71904518065761,2.40390420524014,0.29713226755459,0.0579688651943197,0.314376330560272,0.236591912604248,0.343015168950103
25,0,1,"direct","Cancer","leg_tot",10.3673412458612,4.63376128545231,12.0916004108838,5.46729555266971,13.8017666487834,0.00382682432733152,0.00170747178161966,0.00456206789527132,0.00200925599384186,0.00501943562807236,0.456206789527132,0.200925599384186,0.501943562807236,0.0537298395136828,0.0240149566130528,0.0626659945045921,0.0283348358708737,0.0715291114142188
25,0,1,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medBMI","CMD","leg_tot",52.4825962738341,3.1388064523276,50.7351133271778,50.6128916585898,55.8376613937362,0.0354154105100086,0.00228054351718398,0.0342947169784145,0.0339311774750945,0.0378522330467776,3.42947169784145,3.39311774750945,3.78522330467776,0.271996590850162,0.0162671955083374,0.262940076161382,0.262306649472456,0.289384569713332
25,0,1,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medBMI","Cancer","leg_tot",11.1859485741244,0.13616707971039,11.1980997669388,11.0518124662921,11.3097561680646,0.00412616662906345,9.1152115109511e-05,0.00410822077474904,0.00404846707402696,0.00421912016026718,0.410822077474904,0.404846707402696,0.421912016026718,0.0579723583359382,0.00070570025297536,0.0580353331743593,0.0572771838089398,0.0586140042502786
25,0,1,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"direct","CMD","leg_tot",14.1968824252068,2.11100558156544,14.5416856802676,12.0650506888117,16.0356313948003,0.0172159273230725,0.00259775490898665,0.0175493178891426,0.0146216592847646,0.0195268133802209,1.75493178891426,1.46216592847646,1.95268133802209,0.339098131116168,0.0504222001735858,0.347333892735654,0.288178490027769,0.383017374828003
25,0,2,"direct","Cancer","dairy_tot",7.82805616202976,0.6389172014512,8.16886611280368,7.14488655261028,8.2215373132914,0.0239380979415682,0.00155763051656583,0.0233876338921741,0.0227633022021337,0.0255807881229875,2.33876338921741,2.27633022021337,2.55807881229875,0.186976206135483,0.0152607891268718,0.195116586108486,0.170658430806289,0.196374658487625
25,0,2,"direct","Cancer","leg_tot",1.22802781143218,0.475751905461965,1.49300867793798,0.719500530847504,1.51132135548692,0.00363784139436147,0.00102039972024451,0.00420803953425002,0.00254719859548027,0.0042438157743374,0.420803953425002,0.254719859548027,0.42438157743374,0.029331928189809,0.0113635217356361,0.0356611006040373,0.0171855537039798,0.0360985061235442
25,0,2,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medBMI","CMD","leg_tot",33.2764940119111,11.2896632278743,28.7837074807211,25.1178263295947,45.2540302457389,0.0403055541452838,0.0134887035343663,0.0348923985113986,0.0305906756599962,0.054621614919374,3.48923985113986,3.05906756599962,5.4621614919374,0.794822172331472,0.269658054975919,0.687510195617105,0.599949179753944,1.08091034511621
25,0,2,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medBMI","Cancer","leg_tot",1.75380938419155,0.603339882515561,1.40838321648312,1.40285758115893,2.39837342977634,0.00532496300504034,0.00154480000387977,0.00510367472032671,0.00396278705156275,0.00687523400052451,0.510367472032671,0.396278705156275,0.687523400052451,0.0418904282434168,0.0144110108445794,0.0336397881098776,0.0335078061327405,0.0572860944676015
25,0,2,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"direct","CMD","leg_tot",10.0195727917289,3.77649099779728,8.54596786515601,7.2692428692147,14.0224669018299,0.0222187416508235,0.00828110962414042,0.0196305125563625,0.0157453512173202,0.0308921268146188,1.96305125563625,1.57453512173202,3.08921268146188,0.14550260575098,0.0548415877798925,0.124103154784285,0.105562762134987,0.203631982688662
25,0,3,"direct","Cancer","dairy_tot",16.4665013914909,3.40646430685269,17.3720100741777,12.9324367680684,19.2308836346296,0.0187099353488519,0.00300260507449183,0.0202051598586654,0.0155008826726586,0.0206480471917038,2.02051598586654,1.55008826726586,2.06480471917038,0.239123853867491,0.0494681203827302,0.25227350361801,0.187802742449965,0.279267762997075
25,0,3,"direct","Cancer","leg_tot",2.39944170565521,0.436548530778669,2.20710982712331,2.09783573385174,2.8645297742108,0.00276226501521136,0.000645007132487712,0.00256706084628313,0.00225389036033569,0.00343656321367601,0.256706084628313,0.225389036033569,0.343656321367601,0.0348443020253927,0.00633948673116011,0.0320512897805519,0.0304644291785496,0.0415982352803506
25,0,3,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medBMI","CMD","leg_tot",10.6328824861917,0.858631806645754,10.5847762671303,9.83858815366742,11.4680671049183,0.02354785194548,0.00119009113417207,0.023287465791838,0.0225484110018846,0.0247686211196711,2.3287465791838,2.25484110018846,2.47686211196711,0.154408989339544,0.012468911384202,0.153710398653917,0.142874376285889,0.166537404475983
25,0,3,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
