"age","female","race","disease_type","riskfactor","V1","V2","V3"
65,1,3,"Cancer","dairy_tot",86.0279279518805,122.705917438774,143.366319414014
65,1,4,"Cancer","dairy_tot",75.4099892951022,71.5061539790742,79.3588487925263
75,1,1,"Cancer","dairy_tot",1517.27746587685,1321.08421830223,1059.19276258342
75,1,2,"Cancer","dairy_tot",342.53176882568,202.864637440262,235.548535739816
75,1,3,"Cancer","dairy_tot",74.3764754792222,96.151004612131,105.588756973169
75,1,4,"Cancer","dairy_tot",81.5455168347395,79.1485756318425,61.1601683848433
25,0,1,"CMD","leg_tot",76.4539523711553,88.634038127555,80.8236277927531
25,0,2,"CMD","leg_tot",60.6625750189022,40.7184089594562,41.0391453329953
25,0,3,"CMD","leg_tot",24.8954799603641,18.7166029131775,18.3452829602201
25,0,4,"CMD","leg_tot",8.45197345240675,8.60154902103075,8.71630572741335
35,0,1,"CMD","leg_tot",239.881597941148,288.62096026521,251.493112482344
35,0,2,"CMD","leg_tot",159.673877661039,155.042540041101,124.833843394567
35,0,3,"CMD","leg_tot",55.923176884634,59.7360811925379,67.355744893435
35,0,4,"CMD","leg_tot",23.0883241166735,23.7723530104262,18.4103722336948
45,0,1,"CMD","leg_tot",942.106424850099,973.597522578246,932.636666583923
45,0,2,"CMD","leg_tot",375.820693892671,276.071899185032,228.229215644904
45,0,3,"CMD","leg_tot",139.217035193317,102.774080891534,104.36001362837
45,0,4,"CMD","leg_tot",65.9399769729957,82.7323056096932,78.2471637792475
55,0,1,"CMD","leg_tot",1880.48272540365,1860.83165073609,2058.66219855688
55,0,2,"CMD","leg_tot",540.906785327334,409.786548341428,613.278865307131
55,0,3,"CMD","leg_tot",208.722141413786,210.7278331337,234.144627604303
55,0,4,"CMD","leg_tot",83.4976053399782,98.5181395458595,98.1494810315509
65,0,1,"CMD","leg_tot",3071.82653524039,3803.94468059136,2879.27398708083
65,0,2,"CMD","leg_tot",495.038603886963,531.160374301583,570.530362194888
65,0,3,"CMD","leg_tot",158.973773106297,188.498880243888,243.616610232482
65,0,4,"CMD","leg_tot",89.5277287178206,67.3800138060997,65.7229291049344
75,0,1,"CMD","leg_tot",4613.15046090466,3987.74808881887,4052.38065255302
75,0,2,"CMD","leg_tot",355.429803030288,345.004966824998,396.098639340443
75,0,3,"CMD","leg_tot",271.813509626279,219.503767290139,232.351109034198
75,0,4,"CMD","leg_tot",144.561403602185,191.873114622264,151.309849966374
25,1,1,"CMD","leg_tot",47.8923743936101,50.9929616006147,44.0922857397033
25,1,2,"CMD","leg_tot",27.688901501587,29.7452372040404,34.0976929158285
25,1,3,"CMD","leg_tot",10.2498206837783,14.5275120796912,13.4142346223146
25,1,4,"CMD","leg_tot",3.50378502256438,5.73848001122418,6.34805447873021
35,1,1,"CMD","leg_tot",140.188892796928,178.963567806051,140.53579825344
35,1,2,"CMD","leg_tot",99.0442903875372,71.7098947755709,58.1934346157666
35,1,3,"CMD","leg_tot",25.1187973863153,26.0582998098852,28.4358309002677
35,1,4,"CMD","leg_tot",11.2734371784552,13.1026756516518,13.6454567087311
45,1,1,"CMD","leg_tot",346.05100620291,403.659901177808,460.586711342548
45,1,2,"CMD","leg_tot",177.770234074255,197.633546555817,198.734349688268
45,1,3,"CMD","leg_tot",62.2412778668679,40.5023736564604,82.0318004778635
45,1,4,"CMD","leg_tot",27.9306201981094,33.8568899247279,28.4742351623094
55,1,1,"CMD","leg_tot",969.599090912812,686.613439613668,1029.39090062195
55,1,2,"CMD","leg_tot",256.927495674814,437.099278850925,326.630101813279
55,1,3,"CMD","leg_tot",114.343123851662,121.27421592762,106.188160740425
55,1,4,"CMD","leg_tot",53.6476948537073,48.7491270043873,66.4283635478745
65,1,1,"CMD","leg_tot",1843.74233785408,1653.22861007604,1603.40112773451
65,1,2,"CMD","leg_tot",360.766721614236,339.529132038235,354.140507404668
65,1,3,"CMD","leg_tot",141.25837110569,99.5602107352259,115.661559284212
65,1,4,"CMD","leg_tot",82.809959747248,82.2963375511002,81.6674346343876
75,1,1,"CMD","leg_tot",5947.87726542478,5831.73679883121,5781.75742342263
75,1,2,"CMD","leg_tot",480.201563827111,619.963626567596,1007.3802424451
75,1,3,"CMD","leg_tot",394.618384032532,534.155537951252,328.332658353685
75,1,4,"CMD","leg_tot",174.049465777887,206.995588891869,282.524155508195
25,0,1,"Cancer","leg_tot",25.2074082189019,16.1627610632323,23.2897001778226
25,0,2,"Cancer","leg_tot",3.94348685578238,2.9148519388682,2.0871727922206
25,0,3,"Cancer","leg_tot",4.92535549444697,5.68399714684083,6.09630510883642
25,0,4,"Cancer","leg_tot",6.05653825955361,5.44033315205133,7.39046294838775
35,0,1,"Cancer","leg_tot",55.1231521500417,77.9197045033804,50.6173475879344
35,0,2,"Cancer","leg_tot",17.2113106743439,21.440259137731,13.879241033947
35,0,3,"Cancer","leg_tot",15.0974312546893,14.3616747440499,13.5111041950279
35,0,4,"Cancer","leg_tot",7.52401064198151,13.0503869013393,9.25412151008117
45,0,1,"Cancer","leg_tot",265.240681656118,315.980323717724,179.724073939295
45,0,2,"Cancer","leg_tot",49.0580500034033,60.4399486849278,47.0671372821801
45,0,3,"Cancer","leg_tot",42.2500091524293,20.2622636762049,35.9318360759256
45,0,4,"Cancer","leg_tot",30.4889175381179,50.8942025810369,61.0658941213732
55,0,1,"Cancer","leg_tot",596.347736116652,827.079440719326,817.121124388613
55,0,2,"Cancer","leg_tot",105.336659448374,119.176684252033,109.623423945888
55,0,3,"Cancer","leg_tot",72.6679143732959,81.2900954681611,74.4338271592074
55,0,4,"Cancer","leg_tot",64.5301583734665,52.4961723197266,62.2406666953913
65,0,1,"Cancer","leg_tot",939.304631294304,990.481317934291,892.945430814654
65,0,2,"Cancer","leg_tot",97.9824167074562,105.327133035176,97.3015813185824
65,0,3,"Cancer","leg_tot",60.0084763658766,58.6891127037405,51.1202349389716
65,0,4,"Cancer","leg_tot",43.5865234275438,36.0004303318112,45.6499965421343
75,0,1,"Cancer","leg_tot",639.826367602631,649.646947043695,563.656793553262
75,0,2,"Cancer","leg_tot",39.0657191160184,46.4642635574866,30.9304303044275
75,0,3,"Cancer","leg_tot",29.8064558390733,33.6982856355371,30.4019848368398
75,0,4,"Cancer","leg_tot",31.7098680940805,33.1024591743235,37.5351319970725
25,1,1,"Cancer","leg_tot",38.4006569821345,44.981425182981,30.5500370318758
25,1,2,"Cancer","leg_tot",8.2161865122469,7.28809618783965,7.57317448048857
25,1,3,"Cancer","leg_tot",15.424370212719,13.0027317230138,12.1539330971616
25,1,4,"Cancer","leg_tot",8.00230557128995,9.24350005476569,10.5924322253813
35,1,1,"Cancer","leg_tot",58.3467074109749,77.2696312936255,109.532727388402
35,1,2,"Cancer","leg_tot",23.2268905222621,20.3301543327738,27.1665541447637
35,1,3,"Cancer","leg_tot",30.5938400398051,36.1346027840798,24.478757393342
35,1,4,"Cancer","leg_tot",26.8977750364595,30.0551998423058,25.2461803677865
45,1,1,"Cancer","leg_tot",401.677863170955,378.599552534903,355.497566048804
45,1,2,"Cancer","leg_tot",60.7568996362022,57.0125123286577,54.2009457562737
45,1,3,"Cancer","leg_tot",61.5909514740136,58.2644274168449,61.1783221817604
45,1,4,"Cancer","leg_tot",43.389989933832,46.6783818253741,37.7595802458234
55,1,1,"Cancer","leg_tot",1043.18631765254,833.287904051873,1082.4332654276
55,1,2,"Cancer","leg_tot",144.525578246619,184.587108011019,191.835796105125
55,1,3,"Cancer","leg_tot",107.401421379933,124.442856661788,150.170228153984
55,1,4,"Cancer","leg_tot",132.473171069042,111.258086571243,113.867004907265
65,1,1,"Cancer","leg_tot",1235.74932133313,813.515923697741,1275.24211272578
65,1,2,"Cancer","leg_tot",160.525735220745,141.860832304749,95.042760242277
65,1,3,"Cancer","leg_tot",73.1136302609128,79.4948782071721,68.1029944572301
65,1,4,"Cancer","leg_tot",72.9339670987607,55.0425928335558,72.8214816089088
75,1,1,"Cancer","leg_tot",859.161845807496,955.668308867605,735.840278208359
75,1,2,"Cancer","leg_tot",73.9233958346918,81.8469521722468,98.552680913288
75,1,3,"Cancer","leg_tot",48.7850708571336,54.4077739197073,37.2923593311249
75,1,4,"Cancer","leg_tot",31.3078385058243,31.7929751952046,42.4539064863545
