"age","female","race","pathway","disease_type2","riskfactor","V1","V2","V3"
25,0,1,"direct","Cancer","dairy_tot",0.0241348352291579,0.0222189716940294,0.0169257928651312
25,0,1,"direct","DIAB","dairy_tot",0,0,0
25,0,1,"direct","HHD","dairy_tot",0,0,0
25,0,1,"direct","HSTK","dairy_tot",0,0,0
25,0,1,"direct","IHD","dairy_tot",0,0,0
25,0,1,"direct","ISTK","dairy_tot",0,0,0
25,0,1,"direct","OSTK","dairy_tot",0,0,0
25,0,1,"direct","Other_CVD","dairy_tot",0,0,0
25,0,1,"medBMI","Cancer","dairy_tot",0,0,0
25,0,1,"medBMI","DIAB","dairy_tot",0,0,0
25,0,1,"medBMI","HHD","dairy_tot",0,0,0
25,0,1,"medBMI","HSTK","dairy_tot",0,0,0
25,0,1,"medBMI","IHD","dairy_tot",0,0,0
25,0,1,"medBMI","ISTK","dairy_tot",0,0,0
25,0,1,"medBMI","OSTK","dairy_tot",0,0,0
25,0,1,"medBMI","Other_CVD","dairy_tot",0,0,0
25,0,1,"medSBP","Cancer","dairy_tot",0,0,0
25,0,1,"medSBP","DIAB","dairy_tot",0,0,0
25,0,1,"medSBP","HHD","dairy_tot",0,0,0
25,0,1,"medSBP","HSTK","dairy_tot",0,0,0
25,0,1,"medSBP","IHD","dairy_tot",0,0,0
25,0,1,"medSBP","ISTK","dairy_tot",0,0,0
25,0,1,"medSBP","OSTK","dairy_tot",0,0,0
25,0,1,"medSBP","Other_CVD","dairy_tot",0,0,0
25,0,2,"direct","Cancer","dairy_tot",0.0233876338921741,0.0227304426395,0.0256962172930303
25,0,2,"direct","DIAB","dairy_tot",0,0,0
25,0,2,"direct","HHD","dairy_tot",0,0,0
25,0,2,"direct","HSTK","dairy_tot",0,0,0
25,0,2,"direct","IHD","dairy_tot",0,0,0
25,0,2,"direct","ISTK","dairy_tot",0,0,0
25,0,2,"direct","OSTK","dairy_tot",0,0,0
25,0,2,"direct","Other_CVD","dairy_tot",0,0,0
25,0,2,"medBMI","Cancer","dairy_tot",0,0,0
25,0,2,"medBMI","DIAB","dairy_tot",0,0,0
25,0,2,"medBMI","HHD","dairy_tot",0,0,0
25,0,2,"medBMI","HSTK","dairy_tot",0,0,0
25,0,2,"medBMI","IHD","dairy_tot",0,0,0
25,0,2,"medBMI","ISTK","dairy_tot",0,0,0
25,0,2,"medBMI","OSTK","dairy_tot",0,0,0
25,0,2,"medBMI","Other_CVD","dairy_tot",0,0,0
25,0,2,"medSBP","Cancer","dairy_tot",0,0,0
25,0,2,"medSBP","DIAB","dairy_tot",0,0,0
25,0,2,"medSBP","HHD","dairy_tot",0,0,0
25,0,2,"medSBP","HSTK","dairy_tot",0,0,0
25,0,2,"medSBP","IHD","dairy_tot",0,0,0
25,0,2,"medSBP","ISTK","dairy_tot",0,0,0
25,0,2,"medSBP","OSTK","dairy_tot",0,0,0
25,0,2,"medSBP","Other_CVD","dairy_tot",0,0,0
25,0,3,"direct","Cancer","dairy_tot",0.0206713570513374,0.0202051598586654,0.015253289136553
25,0,3,"direct","DIAB","dairy_tot",0,0,0
25,0,3,"direct","HHD","dairy_tot",0,0,0
25,0,3,"direct","HSTK","dairy_tot",0,0,0
25,0,3,"direct","IHD","dairy_tot",0,0,0
25,0,3,"direct","ISTK","dairy_tot",0,0,0
25,0,3,"direct","OSTK","dairy_tot",0,0,0
25,0,3,"direct","Other_CVD","dairy_tot",0,0,0
25,0,3,"medBMI","Cancer","dairy_tot",0,0,0
25,0,3,"medBMI","DIAB","dairy_tot",0,0,0
25,0,3,"medBMI","HHD","dairy_tot",0,0,0
25,0,3,"medBMI","HSTK","dairy_tot",0,0,0
25,0,3,"medBMI","IHD","dairy_tot",0,0,0
25,0,3,"medBMI","ISTK","dairy_tot",0,0,0
25,0,3,"medBMI","OSTK","dairy_tot",0,0,0
