"age","female","race","mean (food)","se (food)","sd (food)","mean (food, counterfactual)","se (food, counterfactual)","sd (food, counterfactual)","V1","V2","V3","outcome","pathway","disease_type","disease_type1","disease_type2","disease_type3","riskfactor"
35,0,2,1.06,0.07,0.47,3,0,0.3,0.0751821495409766,0.109055480425781,0.103722561515218,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,3,1.3,0.08,0.54,3,0,0.3,0.0764682419988419,0.0749087288330568,0.0862311769207289,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,4,1.18,0.08,0.5,3,0,0.3,0.0960571394452837,0.0811310374032496,0.0881666318163656,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,1,1.5,0.09,0.59,3,0,0.3,0.072562417114579,0.0773008478120684,0.0528691371136359,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,2,1.04,0.07,0.47,3,0,0.3,0.0978189849771305,0.090911944762201,0.0835377852228848,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,3,1.28,0.06,0.54,3,0,0.3,0.0868829886719629,0.0847264024367818,0.0683746344569584,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,4,1.2,0.12,0.51,3,0,0.3,0.108620300015764,0.0796663970293194,0.0915522127127928,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,1,1.46,0.07,0.58,3,0,0.3,0.0778844004587995,0.0599893356856338,0.0498946324625435,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,2,1.1,0.09,0.48,3,0,0.3,0.0895744808706956,0.0848271402992456,0.0963384743463478,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,3,1.25,0.1,0.53,3,0,0.3,0.0764453635755459,0.0944946351948447,0.0596613345750496,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,4,1.06,0.09,0.47,3,0,0.3,0.104017684687134,0.0697248316889492,0.10568124761919,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,1,1.51,0.08,0.6,3,0,0.3,0.0672940778517601,0.0738857511777163,0.0756711932224304,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,2,0.88,0.05,0.42,3,0,0.3,0.0838165958065845,0.0973676937482681,0.126557787615515,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,3,1.42,0.09,0.56,3,0,0.3,0.0739860912766998,0.0604069381585475,0.0845933757983766,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,4,1.09,0.08,0.49,3,0,0.3,0.104223476568211,0.0850347125840517,0.0873541451321824,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,1,1.33,0.07,0.55,3,0,0.3,0.0706769120723101,0.0831235014130855,0.0846976870645272,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,2,0.93,0.06,0.43,3,0,0.3,0.101336921633285,0.114358818695718,0.125937578260865,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,3,1.08,0.07,0.48,3,0,0.3,0.0908653369840518,0.0773691372443863,0.0899654917178166,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,4,1.13,0.14,0.5,3,0,0.3,0.0826396742612089,0.0756288592966869,0.10088862750028,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,1,1.37,0.07,0.56,3,0,0.3,0.0755615216943788,0.0785983692138557,0.0702328362972439,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,2,0.88,0.06,0.42,3,0,0.3,0.0834234668031212,0.114019721732865,0.108113992283882,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,3,1.23,0.06,0.53,3,0,0.3,0.0565725972286397,0.0794340020758028,0.0947737218010688,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,4,1.27,0.13,0.54,3,0,0.3,0.0807848243554815,0.0751518093297931,0.0814781814739047,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,1,1.39,0.06,0.57,3,0,0.3,0.0822918852561795,0.0654933807331272,0.0860997703641486,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,2,1,0.07,0.46,3,0,0.3,0.0753859292374696,0.0999897823276432,0.0990852189906058,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,3,1.33,0.09,0.55,3,0,0.3,0.0773860279457763,0.0872546194232247,0.0655860500280612,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,4,1.33,0.11,0.55,3,0,0.3,0.0709649815125532,0.0888257657817188,0.0878854596893065,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,1,1.45,0.06,0.58,3,0,0.3,0.0823563670737699,0.0726552706546989,0.058770787370497,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,2,0.93,0.08,0.43,3,0,0.3,0.13871004746926,0.0911952586268383,0.107690976305626,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,3,1.43,0.07,0.58,3,0,0.3,0.0653287123543004,0.0844255415680462,0.0962964877684899,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,4,1.38,0.13,0.58,3,0,0.3,0.0797775301503278,0.0818152719476641,0.0581563533656042,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,1,1.46,0.08,0.58,3,0,0.3,0.0687462854802053,0.0399057434298229,0.0599906428866338,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,2,1.02,0.09,0.46,3,0,0.3,0.107230556882017,0.0975070499118357,0.0967165665591465,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,3,1.36,0.15,0.56,3,0,0.3,0.0739103764388543,0.0687427357253559,0.0634224366404906,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,4,0.91,0.15,0.43,3,0,0.3,0.103610044557226,0.11189881486833,0.0996702232321754,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,1,1.51,0.05,0.59,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,2,1.16,0.06,0.5,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,3,1.35,0.06,0.56,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,4,1.17,0.09,0.51,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,1,1.59,0.06,0.62,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,2,1.26,0.07,0.53,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,3,1.45,0.07,0.59,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,4,1.31,0.05,0.55,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,1,1.48,0.06,0.6,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,2,1.1,0.06,0.48,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,3,1.35,0.05,0.55,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,4,1.29,0.08,0.54,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,1,1.55,0.13,0.61,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,2,1.06,0.07,0.47,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,3,1.3,0.08,0.54,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,4,1.18,0.08,0.5,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,1,1.5,0.09,0.59,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,2,1.04,0.07,0.47,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,3,1.28,0.06,0.54,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,4,1.2,0.12,0.51,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,1,1.46,0.07,0.58,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,2,1.1,0.09,0.48,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,3,1.25,0.1,0.53,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,4,1.06,0.09,0.47,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,1,1.51,0.08,0.6,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,2,0.88,0.05,0.42,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,3,1.42,0.09,0.56,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,4,1.09,0.08,0.49,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,1,1.33,0.07,0.55,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,2,0.93,0.06,0.43,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,3,1.08,0.07,0.48,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,4,1.13,0.14,0.5,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,1,1.37,0.07,0.56,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,2,0.88,0.06,0.42,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,3,1.23,0.06,0.53,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,4,1.27,0.13,0.54,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,1,1.39,0.06,0.57,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,2,1,0.07,0.46,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,3,1.33,0.09,0.55,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,4,1.33,0.11,0.55,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,1,1.45,0.06,0.58,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,2,0.93,0.08,0.43,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,3,1.43,0.07,0.58,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,4,1.38,0.13,0.58,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,1,1.46,0.08,0.58,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,2,1.02,0.09,0.46,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,3,1.36,0.15,0.56,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,4,0.91,0.15,0.43,3,0,0.3,0,0,0,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,1,1.51,0.05,0.59,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,2,1.16,0.06,0.5,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,3,1.35,0.06,0.56,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,4,1.17,0.09,0.51,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,1,1.59,0.06,0.62,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,2,1.26,0.07,0.53,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,3,1.45,0.07,0.59,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,4,1.31,0.05,0.55,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,1,1.48,0.06,0.6,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,2,1.1,0.06,0.48,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,3,1.35,0.05,0.55,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,4,1.29,0.08,0.54,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,1,1.55,0.13,0.61,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,2,1.06,0.07,0.47,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,3,1.3,0.08,0.54,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,4,1.18,0.08,0.5,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,1,1.5,0.09,0.59,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,2,1.04,0.07,0.47,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,3,1.28,0.06,0.54,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,4,1.2,0.12,0.51,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,1,1.46,0.07,0.58,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,2,1.1,0.09,0.48,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,3,1.25,0.1,0.53,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,4,1.06,0.09,0.47,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,1,1.51,0.08,0.6,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,2,0.88,0.05,0.42,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,3,1.42,0.09,0.56,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,4,1.09,0.08,0.49,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,1,1.33,0.07,0.55,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,2,0.93,0.06,0.43,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,3,1.08,0.07,0.48,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,4,1.13,0.14,0.5,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,1,1.37,0.07,0.56,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,2,0.88,0.06,0.42,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,3,1.23,0.06,0.53,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,4,1.27,0.13,0.54,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,1,1.39,0.06,0.57,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,2,1,0.07,0.46,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,3,1.33,0.09,0.55,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,4,1.33,0.11,0.55,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,1,1.45,0.06,0.58,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,2,0.93,0.08,0.43,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,3,1.43,0.07,0.58,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,4,1.38,0.13,0.58,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,1,1.46,0.08,0.58,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,2,1.02,0.09,0.46,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,3,1.36,0.15,0.56,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,4,0.91,0.15,0.43,3,0,0.3,0,0,0,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,1,1.51,0.05,0.59,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,2,1.16,0.06,0.5,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,3,1.35,0.06,0.56,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,1,4,1.17,0.09,0.51,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,1,1.59,0.06,0.62,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,2,1.26,0.07,0.53,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,3,1.45,0.07,0.59,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
25,0,4,1.31,0.05,0.55,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,1,1.48,0.06,0.6,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,2,1.1,0.06,0.48,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,3,1.35,0.05,0.55,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,1,4,1.29,0.08,0.54,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,1,1.55,0.13,0.61,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,2,1.06,0.07,0.47,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,3,1.3,0.08,0.54,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
35,0,4,1.18,0.08,0.5,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,1,1.5,0.09,0.59,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,2,1.04,0.07,0.47,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,3,1.28,0.06,0.54,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,1,4,1.2,0.12,0.51,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,1,1.46,0.07,0.58,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,2,1.1,0.09,0.48,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,3,1.25,0.1,0.53,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
45,0,4,1.06,0.09,0.47,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,1,1.51,0.08,0.6,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,2,0.88,0.05,0.42,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,3,1.42,0.09,0.56,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,1,4,1.09,0.08,0.49,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,1,1.33,0.07,0.55,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,2,0.93,0.06,0.43,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,3,1.08,0.07,0.48,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
55,0,4,1.13,0.14,0.5,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,1,1.37,0.07,0.56,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,2,0.88,0.06,0.42,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,3,1.23,0.06,0.53,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,1,4,1.27,0.13,0.54,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,1,1.39,0.06,0.57,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,2,1,0.07,0.46,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,3,1.33,0.09,0.55,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
65,0,4,1.33,0.11,0.55,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,1,1.45,0.06,0.58,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,2,0.93,0.08,0.43,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,3,1.43,0.07,0.58,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,1,4,1.38,0.13,0.58,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
75,0,1,1.46,0.08,0.58,3,0,0.3,0,0,0,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot"
