"age","female","outcome","pathway","riskfactor","V1","V2","V3"
25,0,"AA","direct","dairy_tot",0,0,0
25,0,"AA","medBMI","dairy_tot",0,0,0
25,0,"AA","medSBP","dairy_tot",0,0,0
35,0,"AA","direct","dairy_tot",0,0,0
35,0,"AA","medBMI","dairy_tot",0,0,0
35,0,"AA","medSBP","dairy_tot",0,0,0
45,0,"AA","direct","dairy_tot",0,0,0
45,0,"AA","medBMI","dairy_tot",0,0,0
45,0,"AA","medSBP","dairy_tot",0,0,0
55,0,"AA","direct","dairy_tot",0,0,0
55,0,"AA","medBMI","dairy_tot",0,0,0
55,0,"AA","medSBP","dairy_tot",0,0,0
65,0,"AA","direct","dairy_tot",0,0,0
65,0,"AA","medBMI","dairy_tot",0,0,0
65,0,"AA","medSBP","dairy_tot",0,0,0
75,0,"AA","direct","dairy_tot",0,0,0
75,0,"AA","medBMI","dairy_tot",0,0,0
75,0,"AA","medSBP","dairy_tot",0,0,0
25,1,"AA","direct","dairy_tot",0,0,0
25,1,"AA","medBMI","dairy_tot",0,0,0
25,1,"AA","medSBP","dairy_tot",0,0,0
35,1,"AA","direct","dairy_tot",0,0,0
35,1,"AA","medBMI","dairy_tot",0,0,0
35,1,"AA","medSBP","dairy_tot",0,0,0
45,1,"AA","direct","dairy_tot",0,0,0
45,1,"AA","medBMI","dairy_tot",0,0,0
45,1,"AA","medSBP","dairy_tot",0,0,0
55,1,"AA","direct","dairy_tot",0,0,0
55,1,"AA","medBMI","dairy_tot",0,0,0
55,1,"AA","medSBP","dairy_tot",0,0,0
65,1,"AA","direct","dairy_tot",0,0,0
65,1,"AA","medBMI","dairy_tot",0,0,0
65,1,"AA","medSBP","dairy_tot",0,0,0
75,1,"AA","direct","dairy_tot",0,0,0
75,1,"AA","medBMI","dairy_tot",0,0,0
75,1,"AA","medSBP","dairy_tot",0,0,0
25,0,"AFF","direct","dairy_tot",0,0,0
25,0,"AFF","medBMI","dairy_tot",0,0,0
25,0,"AFF","medSBP","dairy_tot",0,0,0
35,0,"AFF","direct","dairy_tot",0,0,0
35,0,"AFF","medBMI","dairy_tot",0,0,0
35,0,"AFF","medSBP","dairy_tot",0,0,0
45,0,"AFF","direct","dairy_tot",0,0,0
45,0,"AFF","medBMI","dairy_tot",0,0,0
45,0,"AFF","medSBP","dairy_tot",0,0,0
55,0,"AFF","direct","dairy_tot",0,0,0
55,0,"AFF","medBMI","dairy_tot",0,0,0
55,0,"AFF","medSBP","dairy_tot",0,0,0
65,0,"AFF","direct","dairy_tot",0,0,0
65,0,"AFF","medBMI","dairy_tot",0,0,0
65,0,"AFF","medSBP","dairy_tot",0,0,0
75,0,"AFF","direct","dairy_tot",0,0,0
75,0,"AFF","medBMI","dairy_tot",0,0,0
75,0,"AFF","medSBP","dairy_tot",0,0,0
25,1,"AFF","direct","dairy_tot",0,0,0
25,1,"AFF","medBMI","dairy_tot",0,0,0
25,1,"AFF","medSBP","dairy_tot",0,0,0
35,1,"AFF","direct","dairy_tot",0,0,0
35,1,"AFF","medBMI","dairy_tot",0,0,0
35,1,"AFF","medSBP","dairy_tot",0,0,0
45,1,"AFF","direct","dairy_tot",0,0,0
45,1,"AFF","medBMI","dairy_tot",0,0,0
45,1,"AFF","medSBP","dairy_tot",0,0,0
55,1,"AFF","direct","dairy_tot",0,0,0
55,1,"AFF","medBMI","dairy_tot",0,0,0
55,1,"AFF","medSBP","dairy_tot",0,0,0
65,1,"AFF","direct","dairy_tot",0,0,0
65,1,"AFF","medBMI","dairy_tot",0,0,0
65,1,"AFF","medSBP","dairy_tot",0,0,0
75,1,"AFF","direct","dairy_tot",0,0,0
75,1,"AFF","medBMI","dairy_tot",0,0,0
75,1,"AFF","medSBP","dairy_tot",0,0,0
25,0,"APCA","direct","dairy_tot",0,0,0
25,0,"APCA","medBMI","dairy_tot",0,0,0
25,0,"APCA","medSBP","dairy_tot",0,0,0
35,0,"APCA","direct","dairy_tot",0,0,0
35,0,"APCA","medBMI","dairy_tot",0,0,0
35,0,"APCA","medSBP","dairy_tot",0,0,0
45,0,"APCA","direct","dairy_tot",0,0,0
45,0,"APCA","medBMI","dairy_tot",0,0,0
45,0,"APCA","medSBP","dairy_tot",0,0,0
55,0,"APCA","direct","dairy_tot",0,0,0
55,0,"APCA","medBMI","dairy_tot",0,0,0
55,0,"APCA","medSBP","dairy_tot",0,0,0
65,0,"APCA","direct","dairy_tot",0,0,0
65,0,"APCA","medBMI","dairy_tot",0,0,0
65,0,"APCA","medSBP","dairy_tot",0,0,0
75,0,"APCA","direct","dairy_tot",0,0,0
75,0,"APCA","medBMI","dairy_tot",0,0,0
75,0,"APCA","medSBP","dairy_tot",0,0,0
25,1,"APCA","direct","dairy_tot",0,0,0
25,1,"APCA","medBMI","dairy_tot",0,0,0
25,1,"APCA","medSBP","dairy_tot",0,0,0
35,1,"APCA","direct","dairy_tot",0,0,0
35,1,"APCA","medBMI","dairy_tot",0,0,0
35,1,"APCA","medSBP","dairy_tot",0,0,0
45,1,"APCA","direct","dairy_tot",0,0,0
45,1,"APCA","medBMI","dairy_tot",0,0,0
45,1,"APCA","medSBP","dairy_tot",0,0,0
55,1,"APCA","direct","dairy_tot",0,0,0
55,1,"APCA","medBMI","dairy_tot",0,0,0
55,1,"APCA","medSBP","dairy_tot",0,0,0
65,1,"APCA","direct","dairy_tot",0,0,0
65,1,"APCA","medBMI","dairy_tot",0,0,0
65,1,"APCA","medSBP","dairy_tot",0,0,0
75,1,"APCA","direct","dairy_tot",0,0,0
75,1,"APCA","medBMI","dairy_tot",0,0,0
75,1,"APCA","medSBP","dairy_tot",0,0,0
25,0,"BC","direct","dairy_tot",0,0,0
25,0,"BC","medBMI","dairy_tot",0,0,0
25,0,"BC","medSBP","dairy_tot",0,0,0
35,0,"BC","direct","dairy_tot",0,0,0
35,0,"BC","medBMI","dairy_tot",0,0,0
35,0,"BC","medSBP","dairy_tot",0,0,0
45,0,"BC","direct","dairy_tot",0,0,0
45,0,"BC","medBMI","dairy_tot",0,0,0
45,0,"BC","medSBP","dairy_tot",0,0,0
55,0,"BC","direct","dairy_tot",0,0,0
55,0,"BC","medBMI","dairy_tot",0,0,0
55,0,"BC","medSBP","dairy_tot",0,0,0
65,0,"BC","direct","dairy_tot",0,0,0
65,0,"BC","medBMI","dairy_tot",0,0,0
65,0,"BC","medSBP","dairy_tot",0,0,0
75,0,"BC","direct","dairy_tot",0,0,0
75,0,"BC","medBMI","dairy_tot",0,0,0
75,0,"BC","medSBP","dairy_tot",0,0,0
25,1,"BC","direct","dairy_tot",0,0,0
25,1,"BC","medBMI","dairy_tot",0,0,0
25,1,"BC","medSBP","dairy_tot",0,0,0
35,1,"BC","direct","dairy_tot",0,0,0
35,1,"BC","medBMI","dairy_tot",0,0,0
35,1,"BC","medSBP","dairy_tot",0,0,0
45,1,"BC","direct","dairy_tot",0,0,0
45,1,"BC","medBMI","dairy_tot",0,0,0
45,1,"BC","medSBP","dairy_tot",0,0,0
55,1,"BC","direct","dairy_tot",0,0,0
55,1,"BC","medBMI","dairy_tot",0,0,0
55,1,"BC","medSBP","dairy_tot",0,0,0
65,1,"BC","direct","dairy_tot",0,0,0
65,1,"BC","medBMI","dairy_tot",0,0,0
65,1,"BC","medSBP","dairy_tot",0,0,0
75,1,"BC","direct","dairy_tot",0,0,0
75,1,"BC","medBMI","dairy_tot",0,0,0
75,1,"BC","medSBP","dairy_tot",0,0,0
25,0,"CC","direct","dairy_tot",101.800822484147,95.35294814901,71.5116768445965
25,0,"CC","medBMI","dairy_tot",0,0,0
25,0,"CC","medSBP","dairy_tot",0,0,0
35,0,"CC","direct","dairy_tot",283.435464844662,278.824213438151,297.905761307706
35,0,"CC","medBMI","dairy_tot",0,0,0
35,0,"CC","medSBP","dairy_tot",0,0,0
45,0,"CC","direct","dairy_tot",869.680385906844,742.098856536742,708.334120890473
45,0,"CC","medBMI","dairy_tot",0,0,0
45,0,"CC","medSBP","dairy_tot",0,0,0
55,0,"CC","direct","dairy_tot",1613.33277456835,1724.76935068627,1910.23402559654
55,0,"CC","medBMI","dairy_tot",0,0,0
55,0,"CC","medSBP","dairy_tot",0,0,0
65,0,"CC","direct","dairy_tot",1578.09220416167,1411.04201768981,1769.36601434469
65,0,"CC","medBMI","dairy_tot",0,0,0
65,0,"CC","medSBP","dairy_tot",0,0,0
75,0,"CC","direct","dairy_tot",1431.86225613427,973.209581176539,1258.17593537165
75,0,"CC","medBMI","dairy_tot",0,0,0
75,0,"CC","medSBP","dairy_tot",0,0,0
25,1,"CC","direct","dairy_tot",98.7034243728467,108.340000544885,103.509512250485
25,1,"CC","medBMI","dairy_tot",0,0,0
25,1,"CC","medSBP","dairy_tot",0,0,0
35,1,"CC","direct","dairy_tot",259.554116522862,226.585915690363,264.76596943715
35,1,"CC","medBMI","dairy_tot",0,0,0
35,1,"CC","medSBP","dairy_tot",0,0,0
45,1,"CC","direct","dairy_tot",680.543719399837,679.636951232973,537.772934199832
45,1,"CC","medBMI","dairy_tot",0,0,0
45,1,"CC","medSBP","dairy_tot",0,0,0
55,1,"CC","direct","dairy_tot",1192.98438181559,1205.20512346737,1370.28282610686
55,1,"CC","medBMI","dairy_tot",0,0,0
55,1,"CC","medSBP","dairy_tot",0,0,0
65,1,"CC","direct","dairy_tot",1219.85439007308,1353.6470417523,1259.84397460135
65,1,"CC","medBMI","dairy_tot",0,0,0
65,1,"CC","medSBP","dairy_tot",0,0,0
75,1,"CC","direct","dairy_tot",2015.73122701649,1699.24843598647,1461.49022368125
75,1,"CC","medBMI","dairy_tot",0,0,0
75,1,"CC","medSBP","dairy_tot",0,0,0
25,0,"CM","direct","dairy_tot",0,0,0
25,0,"CM","medBMI","dairy_tot",0,0,0
25,0,"CM","medSBP","dairy_tot",0,0,0
35,0,"CM","direct","dairy_tot",0,0,0
35,0,"CM","medBMI","dairy_tot",0,0,0
35,0,"CM","medSBP","dairy_tot",0,0,0
45,0,"CM","direct","dairy_tot",0,0,0
45,0,"CM","medBMI","dairy_tot",0,0,0
45,0,"CM","medSBP","dairy_tot",0,0,0
55,0,"CM","direct","dairy_tot",0,0,0
55,0,"CM","medBMI","dairy_tot",0,0,0
55,0,"CM","medSBP","dairy_tot",0,0,0
65,0,"CM","direct","dairy_tot",0,0,0
65,0,"CM","medBMI","dairy_tot",0,0,0
65,0,"CM","medSBP","dairy_tot",0,0,0
75,0,"CM","direct","dairy_tot",0,0,0
75,0,"CM","medBMI","dairy_tot",0,0,0
75,0,"CM","medSBP","dairy_tot",0,0,0
25,1,"CM","direct","dairy_tot",0,0,0
25,1,"CM","medBMI","dairy_tot",0,0,0
25,1,"CM","medSBP","dairy_tot",0,0,0
35,1,"CM","direct","dairy_tot",0,0,0
35,1,"CM","medBMI","dairy_tot",0,0,0
35,1,"CM","medSBP","dairy_tot",0,0,0
45,1,"CM","direct","dairy_tot",0,0,0
45,1,"CM","medBMI","dairy_tot",0,0,0
45,1,"CM","medSBP","dairy_tot",0,0,0
55,1,"CM","direct","dairy_tot",0,0,0
55,1,"CM","medBMI","dairy_tot",0,0,0
55,1,"CM","medSBP","dairy_tot",0,0,0
65,1,"CM","direct","dairy_tot",0,0,0
65,1,"CM","medBMI","dairy_tot",0,0,0
65,1,"CM","medSBP","dairy_tot",0,0,0
75,1,"CM","direct","dairy_tot",0,0,0
75,1,"CM","medBMI","dairy_tot",0,0,0
75,1,"CM","medSBP","dairy_tot",0,0,0
25,0,"DIAB","direct","dairy_tot",0,0,0
25,0,"DIAB","medBMI","dairy_tot",0,0,0
25,0,"DIAB","medSBP","dairy_tot",0,0,0
35,0,"DIAB","direct","dairy_tot",0,0,0
35,0,"DIAB","medBMI","dairy_tot",0,0,0
35,0,"DIAB","medSBP","dairy_tot",0,0,0
45,0,"DIAB","direct","dairy_tot",0,0,0
45,0,"DIAB","medBMI","dairy_tot",0,0,0
45,0,"DIAB","medSBP","dairy_tot",0,0,0
55,0,"DIAB","direct","dairy_tot",0,0,0
55,0,"DIAB","medBMI","dairy_tot",0,0,0
55,0,"DIAB","medSBP","dairy_tot",0,0,0
65,0,"DIAB","direct","dairy_tot",0,0,0
65,0,"DIAB","medBMI","dairy_tot",0,0,0
65,0,"DIAB","medSBP","dairy_tot",0,0,0
75,0,"DIAB","direct","dairy_tot",0,0,0
75,0,"DIAB","medBMI","dairy_tot",0,0,0
75,0,"DIAB","medSBP","dairy_tot",0,0,0
25,1,"DIAB","direct","dairy_tot",0,0,0
25,1,"DIAB","medBMI","dairy_tot",0,0,0
25,1,"DIAB","medSBP","dairy_tot",0,0,0
35,1,"DIAB","direct","dairy_tot",0,0,0
35,1,"DIAB","medBMI","dairy_tot",0,0,0
35,1,"DIAB","medSBP","dairy_tot",0,0,0
45,1,"DIAB","direct","dairy_tot",0,0,0
45,1,"DIAB","medBMI","dairy_tot",0,0,0
45,1,"DIAB","medSBP","dairy_tot",0,0,0
55,1,"DIAB","direct","dairy_tot",0,0,0
55,1,"DIAB","medBMI","dairy_tot",0,0,0
55,1,"DIAB","medSBP","dairy_tot",0,0,0
65,1,"DIAB","direct","dairy_tot",0,0,0
65,1,"DIAB","medBMI","dairy_tot",0,0,0
65,1,"DIAB","medSBP","dairy_tot",0,0,0
75,1,"DIAB","direct","dairy_tot",0,0,0
75,1,"DIAB","medBMI","dairy_tot",0,0,0
75,1,"DIAB","medSBP","dairy_tot",0,0,0
25,0,"ECA","direct","dairy_tot",0,0,0
25,0,"ECA","medBMI","dairy_tot",0,0,0
25,0,"ECA","medSBP","dairy_tot",0,0,0
35,0,"ECA","direct","dairy_tot",0,0,0
35,0,"ECA","medBMI","dairy_tot",0,0,0
35,0,"ECA","medSBP","dairy_tot",0,0,0
45,0,"ECA","direct","dairy_tot",0,0,0
45,0,"ECA","medBMI","dairy_tot",0,0,0
45,0,"ECA","medSBP","dairy_tot",0,0,0
55,0,"ECA","direct","dairy_tot",0,0,0
55,0,"ECA","medBMI","dairy_tot",0,0,0
55,0,"ECA","medSBP","dairy_tot",0,0,0
65,0,"ECA","direct","dairy_tot",0,0,0
65,0,"ECA","medBMI","dairy_tot",0,0,0
65,0,"ECA","medSBP","dairy_tot",0,0,0
75,0,"ECA","direct","dairy_tot",0,0,0
75,0,"ECA","medBMI","dairy_tot",0,0,0
75,0,"ECA","medSBP","dairy_tot",0,0,0
25,1,"ECA","direct","dairy_tot",0,0,0
25,1,"ECA","medBMI","dairy_tot",0,0,0
25,1,"ECA","medSBP","dairy_tot",0,0,0
35,1,"ECA","direct","dairy_tot",0,0,0
35,1,"ECA","medBMI","dairy_tot",0,0,0
35,1,"ECA","medSBP","dairy_tot",0,0,0
45,1,"ECA","direct","dairy_tot",0,0,0
45,1,"ECA","medBMI","dairy_tot",0,0,0
45,1,"ECA","medSBP","dairy_tot",0,0,0
55,1,"ECA","direct","dairy_tot",0,0,0
55,1,"ECA","medBMI","dairy_tot",0,0,0
55,1,"ECA","medSBP","dairy_tot",0,0,0
65,1,"ECA","direct","dairy_tot",0,0,0
65,1,"ECA","medBMI","dairy_tot",0,0,0
65,1,"ECA","medSBP","dairy_tot",0,0,0
75,1,"ECA","direct","dairy_tot",0,0,0
75,1,"ECA","medBMI","dairy_tot",0,0,0
75,1,"ECA","medSBP","dairy_tot",0,0,0
25,0,"ENDO","direct","dairy_tot",0,0,0
25,0,"ENDO","medBMI","dairy_tot",0,0,0
25,0,"ENDO","medSBP","dairy_tot",0,0,0
35,0,"ENDO","direct","dairy_tot",0,0,0
35,0,"ENDO","medBMI","dairy_tot",0,0,0
35,0,"ENDO","medSBP","dairy_tot",0,0,0
45,0,"ENDO","direct","dairy_tot",0,0,0
45,0,"ENDO","medBMI","dairy_tot",0,0,0
45,0,"ENDO","medSBP","dairy_tot",0,0,0
55,0,"ENDO","direct","dairy_tot",0,0,0
55,0,"ENDO","medBMI","dairy_tot",0,0,0
55,0,"ENDO","medSBP","dairy_tot",0,0,0
65,0,"ENDO","direct","dairy_tot",0,0,0
65,0,"ENDO","medBMI","dairy_tot",0,0,0
65,0,"ENDO","medSBP","dairy_tot",0,0,0
75,0,"ENDO","direct","dairy_tot",0,0,0
75,0,"ENDO","medBMI","dairy_tot",0,0,0
75,0,"ENDO","medSBP","dairy_tot",0,0,0
25,1,"ENDO","direct","dairy_tot",0,0,0
25,1,"ENDO","medBMI","dairy_tot",0,0,0
25,1,"ENDO","medSBP","dairy_tot",0,0,0
35,1,"ENDO","direct","dairy_tot",0,0,0
35,1,"ENDO","medBMI","dairy_tot",0,0,0
35,1,"ENDO","medSBP","dairy_tot",0,0,0
45,1,"ENDO","direct","dairy_tot",0,0,0
45,1,"ENDO","medBMI","dairy_tot",0,0,0
45,1,"ENDO","medSBP","dairy_tot",0,0,0
55,1,"ENDO","direct","dairy_tot",0,0,0
55,1,"ENDO","medBMI","dairy_tot",0,0,0
55,1,"ENDO","medSBP","dairy_tot",0,0,0
65,1,"ENDO","direct","dairy_tot",0,0,0
65,1,"ENDO","medBMI","dairy_tot",0,0,0
65,1,"ENDO","medSBP","dairy_tot",0,0,0
75,1,"ENDO","direct","dairy_tot",0,0,0
75,1,"ENDO","medBMI","dairy_tot",0,0,0
75,1,"ENDO","medSBP","dairy_tot",0,0,0
25,0,"GC","direct","dairy_tot",0,0,0
25,0,"GC","medBMI","dairy_tot",0,0,0
25,0,"GC","medSBP","dairy_tot",0,0,0
35,0,"GC","direct","dairy_tot",0,0,0
35,0,"GC","medBMI","dairy_tot",0,0,0
35,0,"GC","medSBP","dairy_tot",0,0,0
45,0,"GC","direct","dairy_tot",0,0,0
45,0,"GC","medBMI","dairy_tot",0,0,0
45,0,"GC","medSBP","dairy_tot",0,0,0
55,0,"GC","direct","dairy_tot",0,0,0
55,0,"GC","medBMI","dairy_tot",0,0,0
55,0,"GC","medSBP","dairy_tot",0,0,0
65,0,"GC","direct","dairy_tot",0,0,0
65,0,"GC","medBMI","dairy_tot",0,0,0
65,0,"GC","medSBP","dairy_tot",0,0,0
75,0,"GC","direct","dairy_tot",0,0,0
75,0,"GC","medBMI","dairy_tot",0,0,0
75,0,"GC","medSBP","dairy_tot",0,0,0
25,1,"GC","direct","dairy_tot",0,0,0
25,1,"GC","medBMI","dairy_tot",0,0,0
25,1,"GC","medSBP","dairy_tot",0,0,0
35,1,"GC","direct","dairy_tot",0,0,0
35,1,"GC","medBMI","dairy_tot",0,0,0
35,1,"GC","medSBP","dairy_tot",0,0,0
45,1,"GC","direct","dairy_tot",0,0,0
45,1,"GC","medBMI","dairy_tot",0,0,0
45,1,"GC","medSBP","dairy_tot",0,0,0
55,1,"GC","direct","dairy_tot",0,0,0
55,1,"GC","medBMI","dairy_tot",0,0,0
55,1,"GC","medSBP","dairy_tot",0,0,0
65,1,"GC","direct","dairy_tot",0,0,0
65,1,"GC","medBMI","dairy_tot",0,0,0
65,1,"GC","medSBP","dairy_tot",0,0,0
75,1,"GC","direct","dairy_tot",0,0,0
75,1,"GC","medBMI","dairy_tot",0,0,0
75,1,"GC","medSBP","dairy_tot",0,0,0
25,0,"HHD","direct","dairy_tot",0,0,0
25,0,"HHD","medBMI","dairy_tot",0,0,0
25,0,"HHD","medSBP","dairy_tot",0,0,0
35,0,"HHD","direct","dairy_tot",0,0,0
35,0,"HHD","medBMI","dairy_tot",0,0,0
35,0,"HHD","medSBP","dairy_tot",0,0,0
