"age","pathway","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","All_HD","leg_tot",35.4355443680199,2.90830285296102,34.7224881831175,33.0387058415836,38.4384806516232,0.0223275020426695,0.0015555478800094,0.0226912747640986,0.0207257516707266,0.0236200456013976,2.26912747640986,2.07257516707266,2.36200456013976,0.0525976226685368,0.00431684679307271,0.0515392204110336,0.0490399516729507,0.0570549355830004
25,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","All_STK","leg_tot",56.3195786252779,6.92463452178972,56.7304134237436,49.5752602319122,62.7146874399478,0.11253973405736,0.0150169997539546,0.110096882454999,0.0994540739491942,0.127701818027533,11.0096882454999,9.94540739491942,12.7701818027533,0.0835961743558474,0.0102783608997784,0.0842059839155476,0.0735854599633554,0.0930885506225941
25,"direct","Cancer","dairy_tot",193.07279488199,15.7142390355253,200.504246856993,176.295341983177,203.53351360205,0.0125713404156197,0.000799744856831133,0.0129077027371341,0.0117208199956336,0.0131359528623187,1.29077027371341,1.17208199956336,1.31359528623187,0.286581459206469,0.0233249306608561,0.297612098465205,0.26167838088076,0.302108494162251
25,"direct","Cancer","leg_tot",34.1681286177481,6.52444752884246,37.5189484173969,27.1926297440226,38.2954306617722,0.0022342077256985,0.000474710790929982,0.00246028633750143,0.00172729277527566,0.00254895585608885,0.246028633750143,0.172729277527566,0.254895585608885,0.0507163744307612,0.00968435607136966,0.0556900571720724,0.0403625146487697,0.0568426038826381
25,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","All_HD","leg_tot",49.0708954634244,9.87318198367814,46.4930802308949,41.0298632880475,59.3030705864514,0.0308822161449485,0.00583822095990618,0.0284837111107902,0.0267181833204257,0.0370849782485058,2.84837111107902,2.67181833204257,3.70849782485058,0.0728368221689219,0.0146549434974665,0.0690105241586067,0.060901371937551,0.0880246257090608
25,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","All_STK","leg_tot",15.2240270106245,0.929549952687608,14.708580173203,14.6685074297363,16.2176764033209,0.0303751163037489,0.00111748098628016,0.0300166836192953,0.0295076225341432,0.03154727785514,3.00166836192953,2.95076225341432,3.154727785514,0.0225973000410035,0.00137974789254665,0.0218322129301969,0.0217727322286092,0.0240721918975834
25,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","Cancer","leg_tot",70.7076121885328,8.50511671229635,72.6573596896783,61.9599417126476,77.7979972884443,0.00460042267799287,0.000451611419225262,0.00476447013852221,0.00412345356584749,0.0049379514486883,0.476447013852221,0.412345356584749,0.49379514486883,0.104952594125859,0.0126242993458556,0.107846639785187,0.0919682678194588,0.115476981621832
25,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","DIAB","leg_tot",49.0692261539969,9.21012080121201,49.4342698559864,40.1696237522608,57.6585414090421,0.0607198069621562,0.0131200684158003,0.064572411164004,0.0470281414452741,0.0711367589074677,6.4572411164004,4.70281414452741,7.11367589074677,0.0728343443825933,0.0136707497309109,0.073376185385383,0.059624502756766,0.0855836211560494
25,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","Other_CVD","leg_tot",49.6641556756953,5.02586227371751,50.5911811169359,44.5569098003525,53.9834299259835,0.0293662729554619,0.00378652220490651,0.0293140150169845,0.0257915434262525,0.0329854217323771,2.93140150169845,2.57915434262525,3.29854217323771,0.0737174090865436,0.00745997873523846,0.0750934098008578,0.0661366311919855,0.0801285863739346
25,"medSBP","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","All_HD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","All_STK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"direct","All_HD","leg_tot",155.626989315008,20.6282326504715,149.250233745282,139.455595184805,177.218625679479,0.0252355190665077,0.00311336790859298,0.024088258433556,0.0229200567046071,0.0285261529664172,2.4088258433556,2.29200567046071,2.85261529664172,0.380879478608193,0.0504852694966475,0.365273089592383,0.341301817999388,0.433722569880435
35,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"direct","All_STK","leg_tot",178.596653028552,8.03429749777061,177.286964546419,171.597128450333,186.709412816584,0.104017947389378,0.00427600952070355,0.102351879392938,0.100902064403072,0.108549988172659,10.2351879392938,10.0902064403072,10.8549988172659,0.437095136172008,0.0196630356688323,0.433889821538539,0.419964590348359,0.456950199434107
35,"direct","Cancer","dairy_tot",537.023813746964,29.0932215884395,542.989581367523,507.289101740465,561.687623275989,0.018167565868803,0.000821193254938955,0.0180822338563286,0.017426863685873,0.0189808002623362,1.80822338563286,1.7426863685873,1.89808002623362,1.3143051284383,0.071202373819673,1.32890567086874,1.24153277927541,1.3746670165353
35,"direct","Cancer","leg_tot",74.8948487099718,17.4305110591818,68.3209424633192,62.0379439887398,93.3395737408586,0.00254090552515983,0.000633475819756805,0.00231043642641491,0.0020677044866957,0.00321000529755714,0.231043642641491,0.20677044866957,0.321000529755714,0.183296683002417,0.0426592070778772,0.167207789972583,0.15183086085748,0.228438064222712
35,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medBMI","All_HD","leg_tot",167.960352046843,22.7640429283821,180.124595541643,143.619721906863,181.961375216242,0.0272684742766783,0.00381331061921378,0.0293016995906911,0.0231910448369886,0.0296176621994571,2.93016995906911,2.31910448369886,2.96176621994571,0.411063990867043,0.0557124239165664,0.440834602894913,0.351493047822293,0.445329913688104
35,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
