"female","race","disease_type3","riskfactor","V1","V2","V3"
0,1,"All_HD","dairy_tot",0,0,0
0,1,"All_STK","dairy_tot",0,0,0
0,1,"Cancer","dairy_tot",0.0128181456824102,0.010522747630782,0.0127595578903064
0,1,"DIAB","dairy_tot",0,0,0
0,1,"Other_CVD","dairy_tot",0,0,0
0,2,"All_HD","dairy_tot",0,0,0
0,2,"All_STK","dairy_tot",0,0,0
0,2,"Cancer","dairy_tot",0.0167272697631614,0.0188688350775183,0.0196657498418207
0,2,"DIAB","dairy_tot",0,0,0
0,2,"Other_CVD","dairy_tot",0,0,0
0,3,"All_HD","dairy_tot",0,0,0
0,3,"All_STK","dairy_tot",0,0,0
0,3,"Cancer","dairy_tot",0.0175481107581002,0.0176569492151308,0.0163017570709182
0,3,"DIAB","dairy_tot",0,0,0
0,3,"Other_CVD","dairy_tot",0,0,0
0,4,"All_HD","dairy_tot",0,0,0
0,4,"All_STK","dairy_tot",0,0,0
0,4,"Cancer","dairy_tot",0.0207788123775,0.0192062722672171,0.022704137925011
0,4,"DIAB","dairy_tot",0,0,0
0,4,"Other_CVD","dairy_tot",0,0,0
1,1,"All_HD","dairy_tot",0,0,0
1,1,"All_STK","dairy_tot",0,0,0
1,1,"Cancer","dairy_tot",0.00840634398075887,0.00820560785467915,0.00724339344477854
1,1,"DIAB","dairy_tot",0,0,0
1,1,"Other_CVD","dairy_tot",0,0,0
1,2,"All_HD","dairy_tot",0,0,0
1,2,"All_STK","dairy_tot",0,0,0
1,2,"Cancer","dairy_tot",0.0135852283627939,0.0124961923605754,0.0138154585794128
1,2,"DIAB","dairy_tot",0,0,0
1,2,"Other_CVD","dairy_tot",0,0,0
1,3,"All_HD","dairy_tot",0,0,0
1,3,"All_STK","dairy_tot",0,0,0
1,3,"Cancer","dairy_tot",0.00849388314467542,0.00892961979633933,0.0100469153736302
1,3,"DIAB","dairy_tot",0,0,0
1,3,"Other_CVD","dairy_tot",0,0,0
1,4,"All_HD","dairy_tot",0,0,0
1,4,"All_STK","dairy_tot",0,0,0
1,4,"Cancer","dairy_tot",0.0105294647117555,0.00916922184754946,0.00923787044435506
1,4,"DIAB","dairy_tot",0,0,0
1,4,"Other_CVD","dairy_tot",0,0,0
0,1,"All_HD","leg_tot",0.0340502901266508,0.032611680059207,0.0312805658541969
0,1,"All_STK","leg_tot",0.0629846605593433,0.0658118469279145,0.0625646874802175
0,1,"Cancer","leg_tot",0.00821646135398561,0.00946342889825231,0.00827439621380453
0,1,"DIAB","leg_tot",0.0366833631819454,0.0451644383310297,0.0352575696244776
0,1,"Other_CVD","leg_tot",0.0143511732045238,0.014243889977656,0.0137933678859846
0,2,"All_HD","leg_tot",0.033794557432469,0.0280036066450577,0.0341523583419783
0,2,"All_STK","leg_tot",0.0755446829257631,0.0715629748446175,0.0786896841117907
0,2,"Cancer","leg_tot",0.0071699063969644,0.00799310895069964,0.00675983275738524
0,2,"DIAB","leg_tot",0.0410928607194356,0.0346500219194244,0.0321081706388594
0,2,"Other_CVD","leg_tot",0.0177880883424855,0.0167573045879824,0.0153668066825122
0,3,"All_HD","leg_tot",0.0269641936819441,0.0235235014835918,0.0232983857838297
0,3,"All_STK","leg_tot",0.0476799951779357,0.0513111917233252,0.0630729597939859
0,3,"Cancer","leg_tot",0.00667125174114877,0.00633159206293056,0.00627613275590221
0,3,"DIAB","leg_tot",0.0300947171807974,0.0253701392925887,0.0322142089127129
0,3,"Other_CVD","leg_tot",0.0138908358845964,0.0120217451968206,0.0120743177740543
0,4,"All_HD","leg_tot",0.0252647151671529,0.029880624219447,0.0250597828941536
0,4,"All_STK","leg_tot",0.0499196472677085,0.0548081179826977,0.054232541463201
0,4,"Cancer","leg_tot",0.00611637901847448,0.00622364508989355,0.00730490704554589
0,4,"DIAB","leg_tot",0.0313894946470691,0.0309551246283848,0.0252287039017953
0,4,"Other_CVD","leg_tot",0.0117829401959567,0.0138206210378188,0.0121439396285491
1,1,"All_HD","leg_tot",0.029377305828283,0.0233638277339369,0.0283788897672176
1,1,"All_STK","leg_tot",0.0619199182141469,0.0661545634651031,0.0575411946743443
1,1,"Cancer","leg_tot",0.00835870631278485,0.00713625799324267,0.00828091492272216
1,1,"DIAB","leg_tot",0.0352077348418006,0.0324927319573802,0.0432742147791365
1,1,"Other_CVD","leg_tot",0.0116814657026046,0.0148145223068681,0.0120342833557229
1,2,"All_HD","leg_tot",0.0230328847566137,0.0290482734883131,0.0370221744422317
1,2,"All_STK","leg_tot",0.0554697561011883,0.0656981216102747,0.0744466570108167
1,2,"Cancer","leg_tot",0.00709467745321333,0.00750846257006937,0.00712013955366054
1,2,"DIAB","leg_tot",0.0322845005848064,0.0367787752705514,0.0375910279111923
1,2,"Other_CVD","leg_tot",0.0154668379725419,0.014737374445254,0.0146028219597425
1,3,"All_HD","leg_tot",0.0264157342728604,0.0258792032242793,0.020147348597248
1,3,"All_STK","leg_tot",0.0500685554700119,0.0606644842068526,0.0529529991388929
1,3,"Cancer","leg_tot",0.00621177086984248,0.00678537250254752,0.00658170256967681
1,3,"DIAB","leg_tot",0.0300759765009963,0.0369631596468432,0.0292686208169228
1,3,"Other_CVD","leg_tot",0.0120732790644772,0.0158142999728075,0.0122111695396247
1,4,"All_HD","leg_tot",0.021563776238074,0.0204423165616759,0.031724254087776
1,4,"All_STK","leg_tot",0.0490872453434363,0.0594883717975415,0.0680650413856992
1,4,"Cancer","leg_tot",0.00741671416263948,0.00646936556640237,0.00702008064591472
1,4,"DIAB","leg_tot",0.0310155876550637,0.0345795769171933,0.0294652348879101
1,4,"Other_CVD","leg_tot",0.0113149306694875,0.0138690451248781,0.0146381607812737
