"female","pathway","disease_type3","riskfactor","V1","V2","V3"
0,"direct","Other_CVD","dairy_tot",0,0,0
0,"medBMI","Other_CVD","dairy_tot",0,0,0
0,"medSBP","Other_CVD","dairy_tot",0,0,0
1,"direct","Other_CVD","dairy_tot",0,0,0
1,"medBMI","Other_CVD","dairy_tot",0,0,0
1,"medSBP","Other_CVD","dairy_tot",0,0,0
0,"direct","Cancer","dairy_tot",5878.20390809994,5225.29696767653,6015.52753435566
0,"medBMI","Cancer","dairy_tot",0,0,0
0,"medSBP","Cancer","dairy_tot",0,0,0
1,"direct","Cancer","dairy_tot",5467.37125920071,5272.66346867436,4997.66544027693
1,"medBMI","Cancer","dairy_tot",0,0,0
1,"medSBP","Cancer","dairy_tot",0,0,0
0,"direct","DIAB","dairy_tot",0,0,0
0,"medBMI","DIAB","dairy_tot",0,0,0
0,"medSBP","DIAB","dairy_tot",0,0,0
1,"direct","DIAB","dairy_tot",0,0,0
1,"medBMI","DIAB","dairy_tot",0,0,0
1,"medSBP","DIAB","dairy_tot",0,0,0
0,"direct","All_HD","dairy_tot",0,0,0
0,"medBMI","All_HD","dairy_tot",0,0,0
0,"medSBP","All_HD","dairy_tot",0,0,0
1,"direct","All_HD","dairy_tot",0,0,0
1,"medBMI","All_HD","dairy_tot",0,0,0
1,"medSBP","All_HD","dairy_tot",0,0,0
0,"direct","All_STK","dairy_tot",0,0,0
0,"medBMI","All_STK","dairy_tot",0,0,0
0,"medSBP","All_STK","dairy_tot",0,0,0
1,"direct","All_STK","dairy_tot",0,0,0
1,"medBMI","All_STK","dairy_tot",0,0,0
1,"medSBP","All_STK","dairy_tot",0,0,0
0,"direct","Other_CVD","leg_tot",0,0,0
0,"medBMI","Other_CVD","leg_tot",760.742725883646,754.144509685796,721.944530590327
0,"medSBP","Other_CVD","leg_tot",0,0,0
1,"direct","Other_CVD","leg_tot",0,0,0
1,"medBMI","Other_CVD","leg_tot",704.037644107168,857.36301766452,719.708932290323
1,"medSBP","Other_CVD","leg_tot",0,0,0
0,"direct","Cancer","leg_tot",1526.87601712244,1863.11488399911,1520.50324661787
0,"medBMI","Cancer","leg_tot",1715.42326153614,1774.88816542359,1742.3717766502
0,"medSBP","Cancer","leg_tot",0,0,0
1,"direct","Cancer","leg_tot",783.076153579555,611.175570616871,854.725995248398
1,"medBMI","Cancer","leg_tot",3976.53557619017,3634.8908373842,3864.85908368076
1,"medSBP","Cancer","leg_tot",0,0,0
0,"direct","DIAB","leg_tot",0,0,0
0,"medBMI","DIAB","leg_tot",1494.82932074238,1675.0207419812,1381.59904575092
0,"medSBP","DIAB","leg_tot",0,0,0
1,"direct","DIAB","leg_tot",0,0,0
1,"medBMI","DIAB","leg_tot",1079.27871292752,1070.59077610302,1265.44677497162
1,"medSBP","DIAB","leg_tot",0,0,0
0,"direct","All_HD","leg_tot",3453.94416326934,3612.91233285062,3790.16943227108
0,"medBMI","All_HD","leg_tot",4480.70195295304,3942.78577115522,3604.65572164772
0,"medSBP","All_HD","leg_tot",0,0,0
1,"direct","All_HD","leg_tot",2444.71754043731,1527.98209088655,1958.33757951451
1,"medBMI","All_HD","leg_tot",2499.23717630681,2696.76401575495,3118.57900802544
1,"medSBP","All_HD","leg_tot",0,0,0
0,"direct","All_STK","leg_tot",3029.99841966834,3224.15757625921,3230.05090200534
0,"medBMI","All_STK","leg_tot",865.829581398289,824.975468119242,821.590174195513
0,"medSBP","All_STK","leg_tot",0,0,0
1,"direct","All_STK","leg_tot",3994.42849646077,4564.5233866723,4046.84518607188
1,"medBMI","All_STK","leg_tot",1077.09534212991,1010.46995721134,1083.17503954292
1,"medSBP","All_STK","leg_tot",0,0,0
