"age","female","disease_type3","riskfactor","V1","V2","V3"
25,0,"All_HD","dairy_tot",0,0,0
25,0,"All_STK","dairy_tot",0,0,0
25,0,"Cancer","dairy_tot",0.022495555381205,0.0216531263408914,0.0168236970307108
25,0,"DIAB","dairy_tot",0,0,0
25,0,"Other_CVD","dairy_tot",0,0,0
25,1,"All_HD","dairy_tot",0,0,0
25,1,"All_STK","dairy_tot",0,0,0
25,1,"Cancer","dairy_tot",0.00920358411763099,0.00952266198679237,0.00961817778513424
25,1,"DIAB","dairy_tot",0,0,0
25,1,"Other_CVD","dairy_tot",0,0,0
35,0,"All_HD","dairy_tot",0,0,0
35,0,"All_STK","dairy_tot",0,0,0
35,0,"Cancer","dairy_tot",0.0251809163010293,0.0259181062160224,0.0279708701325448
35,0,"DIAB","dairy_tot",0,0,0
35,0,"Other_CVD","dairy_tot",0,0,0
35,1,"All_HD","dairy_tot",0,0,0
35,1,"All_STK","dairy_tot",0,0,0
35,1,"Cancer","dairy_tot",0.0138259733306411,0.0123807914846416,0.0139939678372646
35,1,"DIAB","dairy_tot",0,0,0
35,1,"Other_CVD","dairy_tot",0,0,0
45,0,"All_HD","dairy_tot",0,0,0
45,0,"All_STK","dairy_tot",0,0,0
45,0,"Cancer","dairy_tot",0.0233539944148399,0.0197475402185265,0.0191734614182281
45,0,"DIAB","dairy_tot",0,0,0
45,0,"Other_CVD","dairy_tot",0,0,0
45,1,"All_HD","dairy_tot",0,0,0
45,1,"All_STK","dairy_tot",0,0,0
45,1,"Cancer","dairy_tot",0.0113714289593665,0.0113094537233467,0.00909961657877165
45,1,"DIAB","dairy_tot",0,0,0
45,1,"Other_CVD","dairy_tot",0,0,0
55,0,"All_HD","dairy_tot",0,0,0
55,0,"All_STK","dairy_tot",0,0,0
55,0,"Cancer","dairy_tot",0.0134148865787608,0.0144780071126621,0.0159150919382917
55,0,"DIAB","dairy_tot",0,0,0
55,0,"Other_CVD","dairy_tot",0,0,0
55,1,"All_HD","dairy_tot",0,0,0
55,1,"All_STK","dairy_tot",0,0,0
55,1,"Cancer","dairy_tot",0.00669063445991626,0.00678477493353432,0.00774376292447725
55,1,"DIAB","dairy_tot",0,0,0
55,1,"Other_CVD","dairy_tot",0,0,0
65,0,"All_HD","dairy_tot",0,0,0
65,0,"All_STK","dairy_tot",0,0,0
65,0,"Cancer","dairy_tot",0.0121327083829049,0.0108041243728509,0.0133801860255796
65,0,"DIAB","dairy_tot",0,0,0
65,0,"Other_CVD","dairy_tot",0,0,0
65,1,"All_HD","dairy_tot",0,0,0
65,1,"All_STK","dairy_tot",0,0,0
65,1,"Cancer","dairy_tot",0.00692686206829527,0.0077021892083724,0.00713496452969365
65,1,"DIAB","dairy_tot",0,0,0
65,1,"Other_CVD","dairy_tot",0,0,0
75,0,"All_HD","dairy_tot",0,0,0
75,0,"All_STK","dairy_tot",0,0,0
75,0,"Cancer","dairy_tot",0.0129194372806571,0.008802568818735,0.0114286687441267
75,0,"DIAB","dairy_tot",0,0,0
75,0,"Other_CVD","dairy_tot",0,0,0
75,1,"All_HD","dairy_tot",0,0,0
75,1,"All_STK","dairy_tot",0,0,0
75,1,"Cancer","dairy_tot",0.0130531969130775,0.010950630913842,0.00945637289674437
75,1,"DIAB","dairy_tot",0,0,0
75,1,"Other_CVD","dairy_tot",0,0,0
25,0,"All_HD","leg_tot",0.0598268326191896,0.0525174609456578,0.0445196199560361
25,0,"All_STK","leg_tot",0.147009575877751,0.128850764324297,0.158944894186487
25,0,"Cancer","leg_tot",0.00886838977984173,0.00685837728913074,0.00914298406921572
25,0,"DIAB","leg_tot",0.0510578486520921,0.0673751131619119,0.0629406931690039
25,0,"Other_CVD","leg_tot",0.0335847545963101,0.027717513884976,0.0266524014883526
25,1,"All_HD","leg_tot",0.0530370750974567,0.0511670989061435,0.0643389683001003
25,1,"All_STK","leg_tot",0.135463548623164,0.127837108623808,0.158295540576338
25,1,"Cancer","leg_tot",0.00653119611269451,0.00654964303448933,0.00565604454098163
25,1,"DIAB","leg_tot",0.039371245795904,0.0771677317859845,0.0666443348770002
25,1,"Other_CVD","leg_tot",0.0326117663374309,0.0316303456003495,0.0239211747973841
35,0,"All_HD","leg_tot",0.051321744809621,0.0595545213643358,0.0479915728466461
35,0,"All_STK","leg_tot",0.112576625796765,0.120927500318398,0.108622116566189
35,0,"Cancer","leg_tot",0.00843605330186849,0.0117840942724461,0.00819315767965092
35,0,"DIAB","leg_tot",0.0788097102477499,0.0695594190345422,0.0738206387702966
35,0,"Other_CVD","leg_tot",0.024173230090005,0.0265748910827043,0.0253304653712438
35,1,"All_HD","leg_tot",0.0557362344378617,0.0538280440803725,0.0440739837460016
35,1,"All_STK","leg_tot",0.149639725974267,0.16039212888333,0.155299708004553
35,1,"Cancer","leg_tot",0.00740774969030374,0.00894956217086391,0.00985328490076516
35,1,"DIAB","leg_tot",0.0601016193570892,0.0758980962135682,0.0396676328488687
35,1,"Other_CVD","leg_tot",0.0267227020294126,0.026421229623637,0.0230662393068473
