"age","race","pathway","riskfactor","V1","V2","V3"
65,3,"direct","dairy_tot",214.873720453834,265.103437572867,257.530109249606
65,3,"medBMI","dairy_tot",0,0,0
65,3,"medSBP","dairy_tot",0,0,0
65,4,"direct","dairy_tot",175.798508512504,196.936512496521,217.192682157573
65,4,"medBMI","dairy_tot",0,0,0
65,4,"medSBP","dairy_tot",0,0,0
75,1,"direct","dairy_tot",2567.21777386538,1919.75172664986,1983.36720649417
75,1,"medBMI","dairy_tot",0,0,0
75,1,"medSBP","dairy_tot",0,0,0
75,2,"direct","dairy_tot",515.243564079917,369.942153321379,387.609752404613
75,2,"medBMI","dairy_tot",0,0,0
75,2,"medSBP","dairy_tot",0,0,0
75,3,"direct","dairy_tot",161.607637770323,173.686647877104,174.226762334244
75,3,"medBMI","dairy_tot",0,0,0
75,3,"medSBP","dairy_tot",0,0,0
75,4,"direct","dairy_tot",203.524507435138,209.07748931466,174.462437819872
75,4,"medBMI","dairy_tot",0,0,0
75,4,"medSBP","dairy_tot",0,0,0
25,1,"direct","leg_tot",65.4148613350095,56.9796843729912,68.8097682019889
25,1,"medBMI","leg_tot",122.539530630792,143.791501601392,109.945882540166
25,1,"medSBP","leg_tot",0,0,0
25,2,"direct","leg_tot",29.2589172666637,27.7775816561544,31.4691590831799
25,2,"medBMI","leg_tot",71.2522326218548,52.8890126340501,53.3280264383531
25,2,"medSBP","leg_tot",0,0,0
25,3,"direct","leg_tot",20.9493657933698,16.6496081225422,18.8839341394849
25,3,"medBMI","leg_tot",34.5456605579387,35.2812357401812,31.1258216490478
25,3,"medSBP","leg_tot",0,0,0
25,4,"direct","leg_tot",11.5763031644426,13.0749975602544,16.9255741370563
25,4,"medBMI","leg_tot",14.4382991413721,15.9488646788176,16.1216812428563
25,4,"medSBP","leg_tot",0,0,0
35,1,"direct","leg_tot",179.580981445549,286.25536361364,233.020480449434
35,1,"medBMI","leg_tot",313.959368853543,336.518500254628,319.158505262687
35,1,"medSBP","leg_tot",0,0,0
35,2,"direct","leg_tot",119.743934776699,92.7651238188407,84.5512523093091
35,2,"medBMI","leg_tot",179.412434468484,175.757724468336,139.521820879736
35,2,"medSBP","leg_tot",0,0,0
35,3,"direct","leg_tot",45.4242820985061,54.1645325866618,55.8063505518732
35,3,"medBMI","leg_tot",81.3089634669377,82.126125943891,77.9750868301994
35,3,"medSBP","leg_tot",0,0,0
35,4,"direct","leg_tot",27.1958128225369,27.3673012431428,21.480057444403
35,4,"medBMI","leg_tot",41.5877341510328,52.6133141625803,45.0760733758906
35,4,"medSBP","leg_tot",0,0,0
45,1,"direct","leg_tot",761.443857755002,895.185846771609,828.321130706819
45,1,"medBMI","leg_tot",1193.63211812508,1176.65145323707,1100.12388720775
45,1,"medSBP","leg_tot",0,0,0
45,2,"direct","leg_tot",304.801541440428,267.388548029524,228.376799939081
45,2,"medBMI","leg_tot",358.604336166104,323.76935872491,299.854848432546
45,2,"medSBP","leg_tot",0,0,0
45,3,"direct","leg_tot",110.364565208414,77.0425077125116,99.4232498988994
45,3,"medBMI","leg_tot",194.934708478214,144.760637928533,184.07872246502
45,3,"medSBP","leg_tot",0,0,0
45,4,"direct","leg_tot",76.7329122851344,99.2693082352373,92.4598142408053
45,4,"medBMI","leg_tot",91.0165923579206,114.892471705595,113.087059067948
45,4,"medSBP","leg_tot",0,0,0
55,1,"direct","leg_tot",1691.87966742489,1724.46053760128,2254.77222623856
55,1,"medBMI","leg_tot",2797.73620266076,2483.35189751968,2732.83526275648
55,1,"medSBP","leg_tot",0,0,0
55,2,"direct","leg_tot",404.407678702505,532.841129153108,493.940346072947
55,2,"medBMI","leg_tot",643.288839994636,617.808490302298,747.427841098476
55,2,"medSBP","leg_tot",0,0,0
55,3,"direct","leg_tot",172.398798747519,191.973464367156,223.617145710147
55,3,"medBMI","leg_tot",330.735802271158,345.761536824113,341.319697947773
55,3,"medSBP","leg_tot",0,0,0
55,4,"direct","leg_tot",128.257192966274,118.695518121055,142.036032023532
55,4,"medBMI","leg_tot",205.891436669919,192.326007320161,198.64948415855
55,4,"medSBP","leg_tot",0,0,0
65,1,"direct","leg_tot",3199.98392315508,3691.66055950149,2928.298467611
65,1,"medBMI","leg_tot",3890.63890256683,3569.50997279794,3722.56419074477
65,1,"medSBP","leg_tot",0,0,0
65,2,"direct","leg_tot",500.891095656348,507.482543944607,634.846774958604
65,2,"medBMI","leg_tot",613.422381773052,610.394927735137,482.168436201811
65,2,"medSBP","leg_tot",0,0,0
65,3,"direct","leg_tot",192.276690525843,196.247613443871,211.457379758132
65,3,"medBMI","leg_tot",241.077560312934,229.995468446156,267.044019154763
65,3,"medSBP","leg_tot",0,0,0
65,4,"direct","leg_tot",117.836061277336,94.4338101310861,105.242137240163
65,4,"medBMI","leg_tot",171.022117714037,146.285564391481,160.619704650202
65,4,"medSBP","leg_tot",0,0,0
75,1,"direct","leg_tot",6066.94031839195,5328.03164162095,5222.68586291215
75,1,"medBMI","leg_tot",5993.07562134761,6096.76850194044,5910.94928482512
75,1,"medSBP","leg_tot",0,0,0
75,2,"direct","leg_tot",467.220237479068,488.965590391697,800.384055295014
75,2,"medBMI","leg_tot",481.400244329041,604.31421873063,732.577937708242
75,2,"medSBP","leg_tot",0,0,0
75,3,"direct","leg_tot",348.814239752706,377.836830071093,310.954646075169
75,3,"medBMI","leg_tot",396.209180602312,463.928534725543,317.423465480679
75,3,"medSBP","leg_tot",0,0,0
75,4,"direct","leg_tot",189.647551066475,237.316199214156,292.869696731322
75,4,"medBMI","leg_tot",191.981024913502,226.447938669505,220.953347226675
75,4,"medSBP","leg_tot",0,0,0
