age,female,race,outcome,disease_type,disease_type1,disease_type2,disease_type3,pathway,riskfactor,V1,V2,V3
25,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,2,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,3,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,4,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,1,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,2,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,3,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,4,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,1,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,2,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,3,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,4,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,1,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,2,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,3,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,4,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,1,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,2,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,3,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,4,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,1,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,1,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,2,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,2,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,3,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,3,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,4,APCA,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,4,APCA,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,1,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,1,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,1,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,2,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,2,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,2,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,3,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,3,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,3,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,4,BC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,4,BC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,4,BC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,1,CC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0.07583069919826144,0.07812884169047393,0.05369299953241877
25,0,1,CC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,1,CC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,2,CC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0.07236927543150977,0.081075873248532,0.0743680451370458
25,0,2,CC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,2,CC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,3,CC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
