"female","outcome","pathway","riskfactor","V1","V2","V3"
0,"PVD","medBMI","dairy_tot",0,0,0
0,"PVD","medSBP","dairy_tot",0,0,0
0,"RHD","direct","dairy_tot",0,0,0
0,"RHD","medBMI","dairy_tot",0,0,0
0,"RHD","medSBP","dairy_tot",0,0,0
0,"SCC","direct","dairy_tot",0,0,0
0,"SCC","medBMI","dairy_tot",0,0,0
0,"SCC","medSBP","dairy_tot",0,0,0
0,"SCNC","direct","dairy_tot",0,0,0
0,"SCNC","medBMI","dairy_tot",0,0,0
0,"SCNC","medSBP","dairy_tot",0,0,0
0,"TC","direct","dairy_tot",0,0,0
0,"TC","medBMI","dairy_tot",0,0,0
0,"TC","medSBP","dairy_tot",0,0,0
0,"UC","direct","dairy_tot",NA,NA,NA
0,"UC","medBMI","dairy_tot",NA,NA,NA
0,"UC","medSBP","dairy_tot",NA,NA,NA
1,"AA","direct","dairy_tot",0,0,0
1,"AA","medBMI","dairy_tot",0,0,0
1,"AA","medSBP","dairy_tot",0,0,0
1,"AFF","direct","dairy_tot",0,0,0
1,"AFF","medBMI","dairy_tot",0,0,0
1,"AFF","medSBP","dairy_tot",0,0,0
1,"APCA","direct","dairy_tot",NA,NA,NA
1,"APCA","medBMI","dairy_tot",NA,NA,NA
1,"APCA","medSBP","dairy_tot",NA,NA,NA
1,"BC","direct","dairy_tot",0,0,0
1,"BC","medBMI","dairy_tot",0,0,0
1,"BC","medSBP","dairy_tot",0,0,0
1,"CC","direct","dairy_tot",0.0798881054666943,0.0776713935913767,0.0739146389217727
1,"CC","medBMI","dairy_tot",0,0,0
1,"CC","medSBP","dairy_tot",0,0,0
1,"CM","direct","dairy_tot",0,0,0
1,"CM","medBMI","dairy_tot",0,0,0
1,"CM","medSBP","dairy_tot",0,0,0
1,"DIAB","direct","dairy_tot",0,0,0
1,"DIAB","medBMI","dairy_tot",0,0,0
1,"DIAB","medSBP","dairy_tot",0,0,0
1,"ECA","direct","dairy_tot",0,0,0
1,"ECA","medBMI","dairy_tot",0,0,0
1,"ECA","medSBP","dairy_tot",0,0,0
1,"ENDO","direct","dairy_tot",0,0,0
1,"ENDO","medBMI","dairy_tot",0,0,0
1,"ENDO","medSBP","dairy_tot",0,0,0
1,"GC","direct","dairy_tot",0,0,0
1,"GC","medBMI","dairy_tot",0,0,0
1,"GC","medSBP","dairy_tot",0,0,0
1,"HHD","direct","dairy_tot",0,0,0
1,"HHD","medBMI","dairy_tot",0,0,0
1,"HHD","medSBP","dairy_tot",0,0,0
1,"HSTK","direct","dairy_tot",0,0,0
1,"HSTK","medBMI","dairy_tot",0,0,0
1,"HSTK","medSBP","dairy_tot",0,0,0
1,"IHD","direct","dairy_tot",0,0,0
1,"IHD","medBMI","dairy_tot",0,0,0
1,"IHD","medSBP","dairy_tot",0,0,0
1,"ISTK","direct","dairy_tot",0,0,0
1,"ISTK","medBMI","dairy_tot",0,0,0
1,"ISTK","medSBP","dairy_tot",0,0,0
1,"KC","direct","dairy_tot",0,0,0
1,"KC","medBMI","dairy_tot",0,0,0
1,"KC","medSBP","dairy_tot",0,0,0
1,"LC","direct","dairy_tot",0,0,0
1,"LC","medBMI","dairy_tot",0,0,0
1,"LC","medSBP","dairy_tot",0,0,0
1,"LVC","direct","dairy_tot",0,0,0
1,"LVC","medBMI","dairy_tot",0,0,0
1,"LVC","medSBP","dairy_tot",0,0,0
1,"MLPC","direct","dairy_tot",0,0,0
1,"MLPC","medBMI","dairy_tot",0,0,0
1,"MLPC","medSBP","dairy_tot",0,0,0
1,"MMC","direct","dairy_tot",0,0,0
1,"MMC","medBMI","dairy_tot",0,0,0
1,"MMC","medSBP","dairy_tot",0,0,0
1,"OC","direct","dairy_tot",0,0,0
1,"OC","medBMI","dairy_tot",0,0,0
1,"OC","medSBP","dairy_tot",0,0,0
1,"OSTK","direct","dairy_tot",0,0,0
1,"OSTK","medBMI","dairy_tot",0,0,0
1,"OSTK","medSBP","dairy_tot",0,0,0
1,"OTH","direct","dairy_tot",0,0,0
1,"OTH","medBMI","dairy_tot",0,0,0
1,"OTH","medSBP","dairy_tot",0,0,0
1,"PC","direct","dairy_tot",0,0,0
1,"PC","medBMI","dairy_tot",0,0,0
1,"PC","medSBP","dairy_tot",0,0,0
1,"PVD","direct","dairy_tot",0,0,0
1,"PVD","medBMI","dairy_tot",0,0,0
1,"PVD","medSBP","dairy_tot",0,0,0
1,"RHD","direct","dairy_tot",0,0,0
1,"RHD","medBMI","dairy_tot",0,0,0
1,"RHD","medSBP","dairy_tot",0,0,0
1,"SCC","direct","dairy_tot",0,0,0
1,"SCC","medBMI","dairy_tot",0,0,0
1,"SCC","medSBP","dairy_tot",0,0,0
1,"SCNC","direct","dairy_tot",0,0,0
1,"SCNC","medBMI","dairy_tot",0,0,0
1,"SCNC","medSBP","dairy_tot",0,0,0
1,"TC","direct","dairy_tot",0,0,0
1,"TC","medBMI","dairy_tot",0,0,0
1,"TC","medSBP","dairy_tot",0,0,0
1,"UC","direct","dairy_tot",0,0,0
1,"UC","medBMI","dairy_tot",0,0,0
1,"UC","medSBP","dairy_tot",0,0,0
0,"AA","direct","leg_tot",0,0,0
0,"AA","medBMI","leg_tot",0.0152605421037786,0.0162111396984393,0.0145119465060369
0,"AA","medSBP","leg_tot",0,0,0
0,"AFF","direct","leg_tot",0,0,0
0,"AFF","medBMI","leg_tot",0.0143817711327392,0.0140121574731758,0.0155555482353119
0,"AFF","medSBP","leg_tot",0,0,0
0,"APCA","direct","leg_tot",0,0,0
0,"APCA","medBMI","leg_tot",0.00180577060562205,0.00205085239304574,0.00242504104196716
0,"APCA","medSBP","leg_tot",0,0,0
0,"BC","direct","leg_tot",NA,NA,NA
0,"BC","medBMI","leg_tot",NA,NA,NA
0,"BC","medSBP","leg_tot",NA,NA,NA
0,"CC","direct","leg_tot",0,0,0
0,"CC","medBMI","leg_tot",0.00246832420637327,0.00257653978993445,0.00198637696662289
0,"CC","medSBP","leg_tot",0,0,0
0,"CM","direct","leg_tot",0,0,0
0,"CM","medBMI","leg_tot",0.0161370034671087,0.0146612109404141,0.0132851010200789
0,"CM","medSBP","leg_tot",0,0,0
0,"DIAB","direct","leg_tot",0,0,0
0,"DIAB","medBMI","leg_tot",0.0365153400107566,0.0408522498442391,0.0340039166505632
0,"DIAB","medSBP","leg_tot",0,0,0
0,"ECA","direct","leg_tot",0,0,0
0,"ECA","medBMI","leg_tot",0.0189636080236683,0.0230089120623592,0.0180162474275221
0,"ECA","medSBP","leg_tot",0,0,0
0,"ENDO","direct","leg_tot",0,0,0
0,"ENDO","medBMI","leg_tot",0.0193845331869383,0.0199155034621114,0.0179622860791177
0,"ENDO","medSBP","leg_tot",0,0,0
0,"GC","direct","leg_tot",0,0,0
0,"GC","medBMI","leg_tot",0.0101269904550766,0.00817511568517122,0.0115682490636539
0,"GC","medSBP","leg_tot",0,0,0
0,"HHD","direct","leg_tot",0,0,0
0,"HHD","medBMI","leg_tot",0.0341577999127377,0.028563594838776,0.0293350154131187
0,"HHD","medSBP","leg_tot",0,0,0
0,"HSTK","direct","leg_tot",0.0498491873194447,0.044676192671991,0.0491054479354266
0,"HSTK","medBMI","leg_tot",0.0159378972173253,0.0153142078977604,0.0129382140254338
0,"HSTK","medSBP","leg_tot",0,0,0
0,"IHD","direct","leg_tot",0.0162071701538609,0.0167864710994207,0.0177209937894016
0,"IHD","medBMI","leg_tot",0.0169060999834601,0.014894828479992,0.0133096092953276
0,"IHD","medSBP","leg_tot",0,0,0
0,"ISTK","direct","leg_tot",0.0508778820650537,0.0420010668089448,0.0458033652176332
0,"ISTK","medBMI","leg_tot",0.0144923948614875,0.0109092623391385,0.0145459463989191
0,"ISTK","medSBP","leg_tot",0,0,0
0,"KC","direct","leg_tot",0,0,0
0,"KC","medBMI","leg_tot",0.0136960786934632,0.0143563354740612,0.0158289589400109
0,"KC","medSBP","leg_tot",0,0,0
0,"LC","direct","leg_tot",0,0,0
0,"LC","medBMI","leg_tot",0,0,0
0,"LC","medSBP","leg_tot",0,0,0
0,"LVC","direct","leg_tot",0,0,0
0,"LVC","medBMI","leg_tot",0.0132676317534048,0.0131974125287333,0.0128473978961344
0,"LVC","medSBP","leg_tot",0,0,0
0,"MLPC","direct","leg_tot",0.0352856551302173,0.0427856432290706,0.035219361126316
0,"MLPC","medBMI","leg_tot",0,0,0
0,"MLPC","medSBP","leg_tot",0,0,0
0,"MMC","direct","leg_tot",0,0,0
0,"MMC","medBMI","leg_tot",0.00459410194934028,0.00428915083271659,0.00372426329563919
0,"MMC","medSBP","leg_tot",0,0,0
0,"OC","direct","leg_tot",NA,NA,NA
0,"OC","medBMI","leg_tot",NA,NA,NA
0,"OC","medSBP","leg_tot",NA,NA,NA
0,"OSTK","direct","leg_tot",0.0473220419767329,0.0611759599900624,0.0559535302719409
0,"OSTK","medBMI","leg_tot",0.0126186428484818,0.0134467844786712,0.0123051065426501
0,"OSTK","medSBP","leg_tot",0,0,0
0,"OTH","direct","leg_tot",0,0,0
0,"OTH","medBMI","leg_tot",0.013035653754063,0.0134528701401607,0.0129838384427648
0,"OTH","medSBP","leg_tot",0,0,0
0,"PC","direct","leg_tot",0,0,0
0,"PC","medBMI","leg_tot",0.00541471040724677,0.00574578874954713,0.00490674704883841
0,"PC","medSBP","leg_tot",0,0,0
0,"PVD","direct","leg_tot",0,0,0
0,"PVD","medBMI","leg_tot",0.0147596121290878,0.0135230335060107,0.0122466350492772
0,"PVD","medSBP","leg_tot",0,0,0
0,"RHD","direct","leg_tot",0,0,0
0,"RHD","medBMI","leg_tot",0.0165710377272255,0.017378409459053,0.01481090548319
0,"RHD","medSBP","leg_tot",0,0,0
0,"SCC","direct","leg_tot",0,0,0
0,"SCC","medBMI","leg_tot",0.0131062623592679,0.0097210555743462,0.01426919022547
0,"SCC","medSBP","leg_tot",0,0,0
0,"SCNC","direct","leg_tot",0,0,0
0,"SCNC","medBMI","leg_tot",0,0,0
0,"SCNC","medSBP","leg_tot",0,0,0
0,"TC","direct","leg_tot",0,0,0
0,"TC","medBMI","leg_tot",0.0030421392419437,0.00314088792031667,0.00321959369299989
0,"TC","medSBP","leg_tot",0,0,0
0,"UC","direct","leg_tot",NA,NA,NA
0,"UC","medBMI","leg_tot",NA,NA,NA
0,"UC","medSBP","leg_tot",NA,NA,NA
1,"AA","direct","leg_tot",0,0,0
1,"AA","medBMI","leg_tot",0.0133459201476092,0.0126582308245427,0.0142137482377896
1,"AA","medSBP","leg_tot",0,0,0
1,"AFF","direct","leg_tot",0,0,0
1,"AFF","medBMI","leg_tot",0.013612430733196,0.0107007098076974,0.010941475445225
1,"AFF","medSBP","leg_tot",0,0,0
1,"APCA","direct","leg_tot",NA,NA,NA
1,"APCA","medBMI","leg_tot",NA,NA,NA
1,"APCA","medSBP","leg_tot",NA,NA,NA
1,"BC","direct","leg_tot",0,0,0
1,"BC","medBMI","leg_tot",0.00672724614273617,0.00582368410252563,0.00630055363391704
1,"BC","medSBP","leg_tot",0,0,0
1,"CC","direct","leg_tot",0,0,0
1,"CC","medBMI","leg_tot",0.00257218296436475,0.00236600090371332,0.00189987682156121
1,"CC","medSBP","leg_tot",0,0,0
1,"CM","direct","leg_tot",0,0,0
1,"CM","medBMI","leg_tot",0.011514367343706,0.0150424265017276,0.0123615636526771
1,"CM","medSBP","leg_tot",0,0,0
1,"DIAB","direct","leg_tot",0,0,0
1,"DIAB","medBMI","leg_tot",0.0338497935336896,0.0339530179240866,0.0400373726472798
1,"DIAB","medSBP","leg_tot",0,0,0
1,"ECA","direct","leg_tot",0,0,0
1,"ECA","medBMI","leg_tot",0.0205503678107643,0.0177583407775867,0.0219579508054606
1,"ECA","medSBP","leg_tot",0,0,0
1,"ENDO","direct","leg_tot",0,0,0
1,"ENDO","medBMI","leg_tot",0.0194942143885519,0.0160915739361838,0.0182789681968118
1,"ENDO","medSBP","leg_tot",0,0,0
1,"GC","direct","leg_tot",0,0,0
1,"GC","medBMI","leg_tot",0.00985864324210929,0.0108709736847025,0.0111576344028879
1,"GC","medSBP","leg_tot",0,0,0
1,"HHD","direct","leg_tot",0,0,0
1,"HHD","medBMI","leg_tot",0.0314914582197544,0.0264755254692123,0.0208088453855975
1,"HHD","medSBP","leg_tot",0,0,0
1,"HSTK","direct","leg_tot",0.0627744703078679,0.062959899030432,0.0662239533965226
1,"HSTK","medBMI","leg_tot",0.0120601169025251,0.015327834673302,0.0153916228174939
1,"HSTK","medSBP","leg_tot",0,0,0
1,"IHD","direct","leg_tot",0.0162280557536357,0.0102343900634735,0.013096282453227
1,"IHD","medBMI","leg_tot",0.0113352162650701,0.0135407555857275,0.0173625242475072
1,"IHD","medSBP","leg_tot",0,0,0
1,"ISTK","direct","leg_tot",0.0349252548179526,0.0548350157560781,0.0439069935926525
1,"ISTK","medBMI","leg_tot",0.0148385952994115,0.010132800279379,0.0102904156352072
1,"ISTK","medSBP","leg_tot",0,0,0
1,"KC","direct","leg_tot",0,0,0
1,"KC","medBMI","leg_tot",0.0132877560422668,0.0134329578913162,0.0117213148647177
1,"KC","medSBP","leg_tot",0,0,0
1,"LC","direct","leg_tot",0,0,0
1,"LC","medBMI","leg_tot",0,0,0
1,"LC","medSBP","leg_tot",0,0,0
1,"LVC","direct","leg_tot",0,0,0
1,"LVC","medBMI","leg_tot",0.0130374022072016,0.00988976634010765,0.0142901289366531
1,"LVC","medSBP","leg_tot",0,0,0
1,"MLPC","direct","leg_tot",0.0469218798397983,0.037563734545255,0.0523098966856094
1,"MLPC","medBMI","leg_tot",0,0,0
1,"MLPC","medSBP","leg_tot",0,0,0
1,"MMC","direct","leg_tot",0,0,0
1,"MMC","medBMI","leg_tot",0.00463743932752725,0.00451075193518433,0.0044556588436252
1,"MMC","medSBP","leg_tot",0,0,0
1,"OC","direct","leg_tot",0,0,0
1,"OC","medBMI","leg_tot",0.00287376778843139,0.00292842164620502,0.00272576421269186
1,"OC","medSBP","leg_tot",0,0,0
1,"OSTK","direct","leg_tot",0.0477197623167764,0.048598370175669,0.0406371422632703
1,"OSTK","medBMI","leg_tot",0.0116352005149379,0.011375833069186,0.0128280772795438
1,"OSTK","medSBP","leg_tot",0,0,0
1,"OTH","direct","leg_tot",0,0,0
1,"OTH","medBMI","leg_tot",0.0107574360661753,0.0185875471956619,0.0124523524639537
1,"OTH","medSBP","leg_tot",0,0,0
1,"PC","direct","leg_tot",0,0,0
1,"PC","medBMI","leg_tot",0.00415925488679484,0.00552304146721816,0.00479525675525704
1,"PC","medSBP","leg_tot",0,0,0
1,"PVD","direct","leg_tot",0,0,0
1,"PVD","medBMI","leg_tot",0.012774082194767,0.0126943761473262,0.0144221155716978
1,"PVD","medSBP","leg_tot",0,0,0
1,"RHD","direct","leg_tot",0,0,0
1,"RHD","medBMI","leg_tot",0.0118678893410066,0.0114311469775653,0.0126740002435647
1,"RHD","medSBP","leg_tot",0,0,0
1,"SCC","direct","leg_tot",0,0,0
1,"SCC","medBMI","leg_tot",0.0106901761135368,0.0122391845860731,0.0119290840008464
1,"SCC","medSBP","leg_tot",0,0,0
1,"SCNC","direct","leg_tot",0,0,0
1,"SCNC","medBMI","leg_tot",0,0,0
1,"SCNC","medSBP","leg_tot",0,0,0
1,"TC","direct","leg_tot",0,0,0
1,"TC","medBMI","leg_tot",0.00326924465687503,0.00294585616423155,0.00384270276998726
1,"TC","medSBP","leg_tot",0,0,0
1,"UC","direct","leg_tot",0,0,0
1,"UC","medBMI","leg_tot",0.0251172706648923,0.023163696146829,0.0256486606960393
1,"UC","medSBP","leg_tot",0,0,0
