"outcome","pathway","riskfactor","V1","V2","V3"
"OTH","direct","dairy_tot",0,0,0
"OTH","medBMI","dairy_tot",0,0,0
"OTH","medSBP","dairy_tot",0,0,0
"PC","direct","dairy_tot",0,0,0
"PC","medBMI","dairy_tot",0,0,0
"PC","medSBP","dairy_tot",0,0,0
"PVD","direct","dairy_tot",0,0,0
"PVD","medBMI","dairy_tot",0,0,0
"PVD","medSBP","dairy_tot",0,0,0
"RHD","direct","dairy_tot",0,0,0
"RHD","medBMI","dairy_tot",0,0,0
"RHD","medSBP","dairy_tot",0,0,0
"SCC","direct","dairy_tot",0,0,0
"SCC","medBMI","dairy_tot",0,0,0
"SCC","medSBP","dairy_tot",0,0,0
"SCNC","direct","dairy_tot",0,0,0
"SCNC","medBMI","dairy_tot",0,0,0
"SCNC","medSBP","dairy_tot",0,0,0
"TC","direct","dairy_tot",0,0,0
"TC","medBMI","dairy_tot",0,0,0
"TC","medSBP","dairy_tot",0,0,0
"UC","direct","dairy_tot",0,0,0
"UC","medBMI","dairy_tot",0,0,0
"UC","medSBP","dairy_tot",0,0,0
"AA","direct","leg_tot",0,0,0
"AA","medBMI","leg_tot",142.487055920933,145.232692822876,144.054649100557
"AA","medSBP","leg_tot",0,0,0
"AFF","direct","leg_tot",0,0,0
"AFF","medBMI","leg_tot",361.534997333482,312.411244629903,333.492500014582
"AFF","medSBP","leg_tot",0,0,0
"APCA","direct","leg_tot",0,0,0
"APCA","medBMI","leg_tot",88.3403765982509,101.711226237089,117.482477581297
"APCA","medSBP","leg_tot",0,0,0
"BC","direct","leg_tot",0,0,0
"BC","medBMI","leg_tot",1467.71231388962,1274.22884030784,1368.11644593272
"BC","medSBP","leg_tot",0,0,0
"CC","direct","leg_tot",0,0,0
"CC","medBMI","leg_tot",361.537040682993,350.504910499543,279.040762992621
"CC","medSBP","leg_tot",0,0,0
"CM","direct","leg_tot",0,0,0
"CM","medBMI","leg_tot",303.220812686812,316.529857832221,270.152963122143
"CM","medSBP","leg_tot",0,0,0
"DIAB","direct","leg_tot",0,0,0
"DIAB","medBMI","leg_tot",2574.1080336699,2745.61151808422,2647.04582072253
"DIAB","medSBP","leg_tot",0,0,0
"ECA","direct","leg_tot",0,0,0
"ECA","medBMI","leg_tot",208.071393710095,239.339020783616,194.663075298054
"ECA","medSBP","leg_tot",0,0,0
"ENDO","direct","leg_tot",0,0,0
"ENDO","medBMI","leg_tot",33.7631019709601,32.6336316940733,30.3513569404937
"ENDO","medSBP","leg_tot",0,0,0
"GC","direct","leg_tot",0,0,0
"GC","medBMI","leg_tot",43.4124954705863,42.4206386496574,44.8983446487247
"GC","medSBP","leg_tot",0,0,0
"HHD","direct","leg_tot",0,0,0
"HHD","medBMI","leg_tot",1669.42151015911,1412.15273037657,1280.28787540495
"HHD","medSBP","leg_tot",0,0,0
"HSTK","direct","leg_tot",1937.02993801074,1875.97225090455,2019.32851952242
"HSTK","medBMI","leg_tot",473.240304764974,527.518623877339,493.78779420374
"HSTK","medSBP","leg_tot",0,0,0
"IHD","direct","leg_tot",5898.66170370665,5140.89442373717,5748.50701178559
"IHD","medBMI","leg_tot",5310.51761910073,5227.39705653361,5442.94685426821
"IHD","medSBP","leg_tot",0,0,0
"ISTK","direct","leg_tot",1766.37547869885,2114.48291174132,1916.36502195467
"ISTK","medBMI","leg_tot",628.707328796629,444.457071301141,514.692817932946
"ISTK","medSBP","leg_tot",0,0,0
"KC","direct","leg_tot",0,0,0
"KC","medBMI","leg_tot",885.755647465109,915.973430851127,916.895307816006
"KC","medSBP","leg_tot",0,0,0
"LC","direct","leg_tot",0,0,0
"LC","medBMI","leg_tot",0,0,0
"LC","medSBP","leg_tot",0,0,0
"LVC","direct","leg_tot",0,0,0
"LVC","medBMI","leg_tot",478.150301600363,438.904808011128,476.62979373065
"LVC","medSBP","leg_tot",0,0,0
"MLPC","direct","leg_tot",2309.95217070199,2474.29045461598,2375.22924186627
"MLPC","medBMI","leg_tot",0,0,0
"MLPC","medSBP","leg_tot",0,0,0
"MMC","direct","leg_tot",0,0,0
"MMC","medBMI","leg_tot",117.699401619758,111.33523711088,105.212850895673
"MMC","medSBP","leg_tot",0,0,0
"OC","direct","leg_tot",0,0,0
"OC","medBMI","leg_tot",58.4518060545788,58.4779820797456,55.6041576028839
"OC","medSBP","leg_tot",0,0,0
"OSTK","direct","leg_tot",3321.02149941952,3798.22580028564,3341.20254660013
"OSTK","medBMI","leg_tot",840.977289966598,863.469730152098,896.284601601747
"OSTK","medSBP","leg_tot",0,0,0
"OTH","direct","leg_tot",0,0,0
"OTH","medBMI","leg_tot",474.564853618474,656.622092303897,513.07024963887
"OTH","medSBP","leg_tot",0,0,0
"PC","direct","leg_tot",0,0,0
"PC","medBMI","leg_tot",256.830464458959,299.821241930669,260.023714857284
"PC","medSBP","leg_tot",0,0,0
"PVD","direct","leg_tot",0,0,0
"PVD","medBMI","leg_tot",101.25780619046,98.9801584342537,103.271202645371
"PVD","medSBP","leg_tot",0,0,0
"RHD","direct","leg_tot",0,0,0
"RHD","medBMI","leg_tot",47.9517422696929,49.0978496330928,47.2605414186316
"RHD","medSBP","leg_tot",0,0,0
"SCC","direct","leg_tot",0,0,0
"SCC","medBMI","leg_tot",100.532219417271,82.8440418271118,109.383794771549
"SCC","medSBP","leg_tot",0,0,0
"SCNC","direct","leg_tot",0,0,0
"SCNC","medBMI","leg_tot",0,0,0
"SCNC","medSBP","leg_tot",0,0,0
"TC","direct","leg_tot",0,0,0
"TC","medBMI","leg_tot",153.167943494256,143.444067928623,178.279325619436
"TC","medSBP","leg_tot",0,0,0
"UC","direct","leg_tot",0,0,0
"UC","medBMI","leg_tot",1472.29743326447,1350.77355659075,1501.00080858406
"UC","medSBP","leg_tot",0,0,0
