"female","race","pathway","disease_type3","riskfactor","V1","V2","V3"
0,1,"direct","All_HD","dairy_tot",0,0,0
0,1,"direct","All_STK","dairy_tot",0,0,0
0,1,"direct","Cancer","dairy_tot",0.0128181456824102,0.010522747630782,0.0127595578903064
0,1,"direct","DIAB","dairy_tot",0,0,0
0,1,"direct","Other_CVD","dairy_tot",0,0,0
0,1,"medBMI","All_HD","dairy_tot",0,0,0
0,1,"medBMI","All_STK","dairy_tot",0,0,0
0,1,"medBMI","Cancer","dairy_tot",0,0,0
0,1,"medBMI","DIAB","dairy_tot",0,0,0
0,1,"medBMI","Other_CVD","dairy_tot",0,0,0
0,1,"medSBP","All_HD","dairy_tot",0,0,0
0,1,"medSBP","All_STK","dairy_tot",0,0,0
0,1,"medSBP","Cancer","dairy_tot",0,0,0
0,1,"medSBP","DIAB","dairy_tot",0,0,0
0,1,"medSBP","Other_CVD","dairy_tot",0,0,0
0,2,"direct","All_HD","dairy_tot",0,0,0
0,2,"direct","All_STK","dairy_tot",0,0,0
0,2,"direct","Cancer","dairy_tot",0.0167272697631614,0.0188688350775183,0.0196657498418207
0,2,"direct","DIAB","dairy_tot",0,0,0
0,2,"direct","Other_CVD","dairy_tot",0,0,0
0,2,"medBMI","All_HD","dairy_tot",0,0,0
0,2,"medBMI","All_STK","dairy_tot",0,0,0
0,2,"medBMI","Cancer","dairy_tot",0,0,0
0,2,"medBMI","DIAB","dairy_tot",0,0,0
0,2,"medBMI","Other_CVD","dairy_tot",0,0,0
0,2,"medSBP","All_HD","dairy_tot",0,0,0
0,2,"medSBP","All_STK","dairy_tot",0,0,0
0,2,"medSBP","Cancer","dairy_tot",0,0,0
0,2,"medSBP","DIAB","dairy_tot",0,0,0
0,2,"medSBP","Other_CVD","dairy_tot",0,0,0
0,3,"direct","All_HD","dairy_tot",0,0,0
0,3,"direct","All_STK","dairy_tot",0,0,0
0,3,"direct","Cancer","dairy_tot",0.0175481107581002,0.0176569492151308,0.0163017570709182
0,3,"direct","DIAB","dairy_tot",0,0,0
0,3,"direct","Other_CVD","dairy_tot",0,0,0
0,3,"medBMI","All_HD","dairy_tot",0,0,0
0,3,"medBMI","All_STK","dairy_tot",0,0,0
0,3,"medBMI","Cancer","dairy_tot",0,0,0
0,3,"medBMI","DIAB","dairy_tot",0,0,0
0,3,"medBMI","Other_CVD","dairy_tot",0,0,0
0,3,"medSBP","All_HD","dairy_tot",0,0,0
0,3,"medSBP","All_STK","dairy_tot",0,0,0
0,3,"medSBP","Cancer","dairy_tot",0,0,0
0,3,"medSBP","DIAB","dairy_tot",0,0,0
0,3,"medSBP","Other_CVD","dairy_tot",0,0,0
0,4,"direct","All_HD","dairy_tot",0,0,0
