"age","pathway","disease_type2","riskfactor","V1","V2","V3"
25,"direct","Other_CVD","dairy_tot",0,0,0
25,"medBMI","Other_CVD","dairy_tot",0,0,0
25,"medSBP","Other_CVD","dairy_tot",0,0,0
35,"direct","Other_CVD","dairy_tot",0,0,0
35,"medBMI","Other_CVD","dairy_tot",0,0,0
35,"medSBP","Other_CVD","dairy_tot",0,0,0
45,"direct","Other_CVD","dairy_tot",0,0,0
45,"medBMI","Other_CVD","dairy_tot",0,0,0
45,"medSBP","Other_CVD","dairy_tot",0,0,0
55,"direct","Other_CVD","dairy_tot",0,0,0
55,"medBMI","Other_CVD","dairy_tot",0,0,0
55,"medSBP","Other_CVD","dairy_tot",0,0,0
65,"direct","Other_CVD","dairy_tot",0,0,0
65,"medBMI","Other_CVD","dairy_tot",0,0,0
65,"medSBP","Other_CVD","dairy_tot",0,0,0
75,"direct","Other_CVD","dairy_tot",0,0,0
75,"medBMI","Other_CVD","dairy_tot",0,0,0
75,"medSBP","Other_CVD","dairy_tot",0,0,0
25,"direct","Cancer","dairy_tot",200.504246856993,203.692948693895,175.021189095082
25,"medBMI","Cancer","dairy_tot",0,0,0
25,"medSBP","Cancer","dairy_tot",0,0,0
35,"direct","Cancer","dairy_tot",542.989581367523,505.410129128514,562.671730744856
35,"medBMI","Cancer","dairy_tot",0,0,0
35,"medSBP","Cancer","dairy_tot",0,0,0
45,"direct","Cancer","dairy_tot",1550.22410530668,1421.73580776971,1246.10705509031
45,"medBMI","Cancer","dairy_tot",0,0,0
45,"medSBP","Cancer","dairy_tot",0,0,0
55,"direct","Cancer","dairy_tot",2806.31715638394,2929.97447415364,3280.5168517034
55,"medBMI","Cancer","dairy_tot",0,0,0
55,"medSBP","Cancer","dairy_tot",0,0,0
65,"direct","Cancer","dairy_tot",2797.94659423475,2764.68905944211,3029.20998894604
65,"medBMI","Cancer","dairy_tot",0,0,0
65,"medSBP","Cancer","dairy_tot",0,0,0
75,"direct","Cancer","dairy_tot",3447.59348315076,2672.458017163,2719.6661590529
75,"medBMI","Cancer","dairy_tot",0,0,0
75,"medSBP","Cancer","dairy_tot",0,0,0
25,"direct","DIAB","dairy_tot",0,0,0
25,"medBMI","DIAB","dairy_tot",0,0,0
25,"medSBP","DIAB","dairy_tot",0,0,0
35,"direct","DIAB","dairy_tot",0,0,0
35,"medBMI","DIAB","dairy_tot",0,0,0
35,"medSBP","DIAB","dairy_tot",0,0,0
45,"direct","DIAB","dairy_tot",0,0,0
45,"medBMI","DIAB","dairy_tot",0,0,0
45,"medSBP","DIAB","dairy_tot",0,0,0
55,"direct","DIAB","dairy_tot",0,0,0
55,"medBMI","DIAB","dairy_tot",0,0,0
55,"medSBP","DIAB","dairy_tot",0,0,0
65,"direct","DIAB","dairy_tot",0,0,0
65,"medBMI","DIAB","dairy_tot",0,0,0
65,"medSBP","DIAB","dairy_tot",0,0,0
75,"direct","DIAB","dairy_tot",0,0,0
75,"medBMI","DIAB","dairy_tot",0,0,0
75,"medSBP","DIAB","dairy_tot",0,0,0
25,"direct","HHD","dairy_tot",0,0,0
25,"medBMI","HHD","dairy_tot",0,0,0
25,"medSBP","HHD","dairy_tot",0,0,0
35,"direct","HHD","dairy_tot",0,0,0
35,"medBMI","HHD","dairy_tot",0,0,0
35,"medSBP","HHD","dairy_tot",0,0,0
45,"direct","HHD","dairy_tot",0,0,0
45,"medBMI","HHD","dairy_tot",0,0,0
45,"medSBP","HHD","dairy_tot",0,0,0
55,"direct","HHD","dairy_tot",0,0,0
55,"medBMI","HHD","dairy_tot",0,0,0
55,"medSBP","HHD","dairy_tot",0,0,0
65,"direct","HHD","dairy_tot",0,0,0
65,"medBMI","HHD","dairy_tot",0,0,0
65,"medSBP","HHD","dairy_tot",0,0,0
75,"direct","HHD","dairy_tot",0,0,0
75,"medBMI","HHD","dairy_tot",0,0,0
75,"medSBP","HHD","dairy_tot",0,0,0
25,"direct","HSTK","dairy_tot",0,0,0
25,"medBMI","HSTK","dairy_tot",0,0,0
25,"medSBP","HSTK","dairy_tot",0,0,0
35,"direct","HSTK","dairy_tot",0,0,0
35,"medBMI","HSTK","dairy_tot",0,0,0
35,"medSBP","HSTK","dairy_tot",0,0,0
45,"direct","HSTK","dairy_tot",0,0,0
45,"medBMI","HSTK","dairy_tot",0,0,0
45,"medSBP","HSTK","dairy_tot",0,0,0
55,"direct","HSTK","dairy_tot",0,0,0
55,"medBMI","HSTK","dairy_tot",0,0,0
55,"medSBP","HSTK","dairy_tot",0,0,0
65,"direct","HSTK","dairy_tot",0,0,0
65,"medBMI","HSTK","dairy_tot",0,0,0
65,"medSBP","HSTK","dairy_tot",0,0,0
75,"direct","HSTK","dairy_tot",0,0,0
75,"medBMI","HSTK","dairy_tot",0,0,0
75,"medSBP","HSTK","dairy_tot",0,0,0
25,"direct","IHD","dairy_tot",0,0,0
25,"medBMI","IHD","dairy_tot",0,0,0
25,"medSBP","IHD","dairy_tot",0,0,0
35,"direct","IHD","dairy_tot",0,0,0
