"age","pathway","disease_type","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
55,"direct","CMD","leg_tot",2033.62652231382,352.948970497041,1860.36397543087,1803.77112139769,2410.75508808045,0.0214177852863547,0.00373920655132518,0.0195936943813964,0.0189733528380008,0.0254126950039232,1.95936943813964,1.89733528380008,2.54126950039232,4.25301460018915,0.73813805444361,3.89066284411513,3.77230766344229,5.04172052959892
55,"direct","Cancer","dairy_tot",3005.60282741366,245.979823609345,2929.97447415364,2812.50002227242,3262.98973282591,0.0101061689323319,0.000847931214278315,0.0098730769503961,0.00942285831123127,0.0109876077380779,0.98730769503961,0.942285831123127,1.09876077380779,6.28575235772201,0.514428667055443,6.12758738147201,5.88190777731757,6.82403716793894
55,"direct","Cancer","leg_tot",659.466723395843,57.2567597187494,674.642708667392,600.075383756359,705.958475554511,0.00221758941037023,0.000199443105164941,0.0022716797374493,0.00201043027259669,0.00237877177012656,0.22716797374493,0.201043027259669,0.237877177012656,1.37917241546902,0.119743636489506,1.41091063594557,1.25496463599724,1.47640270753574
55,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medBMI","CMD","leg_tot",2137.90667607112,152.071628115778,2093.14965784559,2017.23192772895,2296.62488990499,0.0225125795397281,0.00158052740691633,0.0220654671174208,0.0212468579708758,0.0241583466675416,2.20654671174208,2.12468579708758,2.41583466675416,4.4711003753172,0.318034234680941,4.37749801033746,4.21872784725365,4.80303491361353
55,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medBMI","Cancer","leg_tot",1741.13749043688,162.549875540157,1670.31816895151,1628.22699897885,1914.24440515747,0.00585415088255953,0.000552752790549828,0.00559437553839511,0.00548490114198147,0.00644420966567735,0.559437553839511,0.548490114198147,0.644420966567735,3.64131913432137,0.339947864736067,3.49321150248834,3.40518434584548,4.00334540985535
55,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"direct","CMD","leg_tot",3321.57787681504,338.725111996208,3238.30384319985,3042.55840834498,3671.38027385801,0.0234187978044188,0.00236975753715285,0.0228500811148017,0.0214583926065226,0.0258626121884897,2.28500811148017,2.14583926065226,2.58626121884897,11.3704626809387,1.15952760642261,11.0853980741077,10.4153201037801,12.5679101739036
65,"direct","Cancer","dairy_tot",2863.94854754097,144.083392230274,2797.94659423475,2766.35193618174,3017.64681921048,0.00932409230399128,0.000424010430762851,0.00913841550896923,0.00903028525233979,0.0097757246314115,0.913841550896923,0.903028525233979,0.97757246314115,9.80390082293302,0.493227885979385,9.57796219533805,9.46980700716188,10.3300424721599
65,"direct","Cancer","leg_tot",805.307808919479,38.3748201747999,795.650756812618,773.832268884647,844.991843245144,0.0026218498590243,0.000112549307523077,0.00259719087383622,0.0025273504251652,0.00273730943029327,0.259719087383622,0.25273504251652,0.273730943029327,2.75673873308897,0.131365115275782,2.72368060389218,2.64899131105001,2.89258556494519
65,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medBMI","CMD","leg_tot",2986.27438594735,96.3045721699185,3005.64018807287,2887.95258500602,3068.13525508199,0.0210555790635908,0.000668655152232175,0.0212083625950026,0.0203679845753973,0.0216133075500842,2.12083625950026,2.03679845753973,2.16133075500842,10.2226480063795,0.329670892711933,10.2889412376452,9.88607171348879,10.5028750526943
65,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medBMI","Cancer","leg_tot",1715.30669621569,215.06735073545,1750.63785011747,1498.05528352971,1902.52662808515,0.00558518402575837,0.000700453021080684,0.00566896139069809,0.00488772758178627,0.0062114297095317,0.566896139069809,0.488772758178627,0.62114297095317,5.87185714109654,0.73622096970691,5.99280314381375,5.12815966599903,6.51275051388442
65,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"direct","CMD","leg_tot",6178.75423779421,324.789088681581,6122.43719290242,5897.63801304464,6507.73995070182,0.0136424819510883,0.000739415234190834,0.0135086245839605,0.0130056133558689,0.0143931293083663,1.35086245839605,1.30056133558689,1.43931293083663,30.1224688077898,1.58340157520394,29.8479137174249,28.7519798086342,31.7263296337555
75,"direct","Cancer","dairy_tot",2946.57255312222,434.53841189263,2719.6661590529,2674.8184242575,3411.19711694587,0.0111103561424786,0.00163784432237082,0.0102768412620751,0.0100679145892227,0.0128612853440776,1.02768412620751,1.00679145892227,1.28612853440776,14.3650380651812,2.11844803244595,13.2588311317782,13.040190862157,16.630161161598
75,"direct","Cancer","leg_tot",531.801385206369,23.6968579393242,544.603303472623,506.464379879307,546.256760007114,0.00200510676401935,8.56683914534882e-05,0.00205313570118534,0.00191354593977837,0.00205584299166922,0.205313570118534,0.191354593977837,0.205584299166922,2.59262142841548,0.115526178360307,2.6550329386996,2.46909925496848,2.66309381812098
75,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"medBMI","CMD","leg_tot",6004.85178775497,134.146433732074,6051.17501253556,5863.55742298451,6106.77141146194,0.0132574665514862,0.000276517890717596,0.0133438029933189,0.0129678671159028,0.0134736800115118,1.33438029933189,1.29678671159028,1.34736800115118,29.2746650393759,0.653986485018897,29.5004985714808,28.5858311852179,29.7715403912447
75,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"medBMI","Cancer","leg_tot",1207.15797907813,134.048162609737,1208.98325818433,1079.04533555273,1333.71913536325,0.00455103558580614,0.000496113631077313,0.00455782525314481,0.00407687513208188,0.00501942482229253,0.455782525314481,0.407687513208188,0.501942482229253,5.88509870621374,0.653507396726437,5.89399724964595,5.26052796590625,6.50210568460384
75,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
