"age","race","pathway","riskfactor","V1","V2","V3"
35,2,"medBMI","leg_tot",0.0248446483156143,0.0236911393046214,0.0194553009159689
35,2,"medSBP","leg_tot",0,0,0
35,3,"direct","leg_tot",0.00584606646251248,0.00711291013812077,0.00720107305493567
35,3,"medBMI","leg_tot",0.0104643944266397,0.0107848388222727,0.0100616559079112
35,3,"medSBP","leg_tot",0,0,0
35,4,"direct","leg_tot",0.00553628958271094,0.00567946692764008,0.00444503463352309
35,4,"medBMI","leg_tot",0.00846607309924256,0.0109187082454754,0.00932794094325247
35,4,"medSBP","leg_tot",0,0,0
45,1,"direct","leg_tot",0.00884072659399836,0.0104196371968347,0.0098102002064677
45,1,"medBMI","leg_tot",0.0138586385623644,0.013695794335974,0.0130292892277373
45,1,"medSBP","leg_tot",0,0,0
45,2,"direct","leg_tot",0.0149202639222491,0.0130962816524647,0.010961732862544
45,2,"medBMI","leg_tot",0.0175539510527933,0.0158577274290413,0.0143925685399435
45,2,"medSBP","leg_tot",0,0,0
45,3,"direct","leg_tot",0.00653699507347875,0.00466370900431392,0.00591654035733191
45,3,"medBMI","leg_tot",0.011546162725017,0.00876297398180208,0.0109542706710742
45,3,"medSBP","leg_tot",0,0,0
45,4,"direct","leg_tot",0.00642567661492023,0.00754607678675616,0.0073800933775305
45,4,"medBMI","leg_tot",0.00762180362594318,0.00873369049430805,0.0090265491290965
45,4,"medSBP","leg_tot",0,0,0
55,1,"direct","leg_tot",0.00624836721469661,0.00642219513299778,0.0083653528539541
55,1,"medBMI","leg_tot",0.0103324624680208,0.00924844038005999,0.0101389980764591
55,1,"medSBP","leg_tot",0,0,0
55,2,"direct","leg_tot",0.00706334937150498,0.00945845182108423,0.00868093272963929
55,2,"medBMI","leg_tot",0.0112356269748647,0.0109667056848046,0.0131359401199374
55,2,"medSBP","leg_tot",0,0,0
55,3,"direct","leg_tot",0.00475482880039386,0.00523656777096466,0.00617279886562267
55,3,"medBMI","leg_tot",0.00912182758456086,0.00943153120740436,0.0094218975813136
55,3,"medSBP","leg_tot",0,0,0
55,4,"direct","leg_tot",0.00436802200964308,0.00393027569143928,0.00486793690336661
55,4,"medBMI","leg_tot",0.00701199134467045,0.00636834687078144,0.00680822423010193
55,4,"medSBP","leg_tot",0,0,0
65,1,"direct","leg_tot",0.00945617721974093,0.010920775890449,0.00861507958421245
65,1,"medBMI","leg_tot",0.0114971111868637,0.0105594265299714,0.0109518162562061
65,1,"medSBP","leg_tot",0,0,0
65,2,"direct","leg_tot",0.00941998543779894,0.00946997060892808,0.0118561978564026
65,2,"medBMI","leg_tot",0.0115362999135576,0.0113903859245284,0.00900482542436113
65,2,"medSBP","leg_tot",0,0,0
65,3,"direct","leg_tot",0.00563094175837495,0.00571670358151166,0.00620563899369794
65,3,"medBMI","leg_tot",0.00706010540154789,0.00669978042088979,0.00783693990815605
65,3,"medSBP","leg_tot",0,0,0
65,4,"direct","leg_tot",0.00531448865083891,0.00422314904493079,0.00456003373531374
65,4,"medBMI","leg_tot",0.00771321693699978,0.00654199741267961,0.00695948686493927
65,4,"medSBP","leg_tot",0,0,0
75,1,"direct","leg_tot",0.0104165822902925,0.0091267523165812,0.0089757878776827
75,1,"medBMI","leg_tot",0.0102897609182778,0.0104435746240831,0.0101586479311522
75,1,"medSBP","leg_tot",0,0,0
75,2,"direct","leg_tot",0.00726005313277669,0.00744874883804033,0.0120809484755917
75,2,"medBMI","leg_tot",0.00748039376637041,0.00920593375696456,0.0110574870417008
75,2,"medSBP","leg_tot",0,0,0
75,3,"direct","leg_tot",0.00827134429338796,0.00907265084681271,0.00750372249583984
75,3,"medBMI","leg_tot",0.00939520859952915,0.0111398923515379,0.0076598231565224
75,3,"medSBP","leg_tot",0,0,0
75,4,"direct","leg_tot",0.00668104466298021,0.00843225023024293,0.010345457599051
75,4,"medBMI","leg_tot",0.0067632500112919,0.00804608235471045,0.00780505293177871
75,4,"medSBP","leg_tot",0,0,0
