"race","disease_type2","riskfactor","V1","V2","V3"
1,"Cancer","dairy_tot",0.0102309735901297,0.00915904936350109,0.00952375944178466
1,"DIAB","dairy_tot",0,0,0
1,"HHD","dairy_tot",0,0,0
1,"HSTK","dairy_tot",0,0,0
1,"IHD","dairy_tot",0,0,0
1,"ISTK","dairy_tot",0,0,0
1,"OSTK","dairy_tot",0,0,0
1,"Other_CVD","dairy_tot",0,0,0
2,"Cancer","dairy_tot",0.0148304540267504,0.0150710216507138,0.0161585860936875
2,"DIAB","dairy_tot",0,0,0
2,"HHD","dairy_tot",0,0,0
2,"HSTK","dairy_tot",0,0,0
2,"IHD","dairy_tot",0,0,0
2,"ISTK","dairy_tot",0,0,0
2,"OSTK","dairy_tot",0,0,0
2,"Other_CVD","dairy_tot",0,0,0
3,"Cancer","dairy_tot",0.0119630915708014,0.0122928694411731,0.0124588616171168
3,"DIAB","dairy_tot",0,0,0
3,"HHD","dairy_tot",0,0,0
3,"HSTK","dairy_tot",0,0,0
3,"IHD","dairy_tot",0,0,0
3,"ISTK","dairy_tot",0,0,0
3,"OSTK","dairy_tot",0,0,0
3,"Other_CVD","dairy_tot",0,0,0
4,"Cancer","dairy_tot",0.0147776722696685,0.0132981470640279,0.0148213639165822
4,"DIAB","dairy_tot",0,0,0
4,"HHD","dairy_tot",0,0,0
4,"HSTK","dairy_tot",0,0,0
4,"IHD","dairy_tot",0,0,0
4,"ISTK","dairy_tot",0,0,0
4,"OSTK","dairy_tot",0,0,0
4,"Other_CVD","dairy_tot",0,0,0
1,"Cancer","leg_tot",0.00829987675036101,0.00809382704533101,0.00827822010781827
1,"DIAB","leg_tot",0.0360644987361907,0.0399054272928926,0.0386464884448476
1,"HHD","leg_tot",0.0347824039706662,0.0282369148894254,0.0244801962989782
1,"HSTK","leg_tot",0.070524805351059,0.0682937231567497,0.0691220741537539
1,"IHD","leg_tot",0.0317369961788976,0.0288070107573138,0.0307625010603091
1,"ISTK","leg_tot",0.0568928746473618,0.0601857358466809,0.0540975549581618
1,"OSTK","leg_tot",0.0619341475809448,0.0684038872511872,0.0585821747742657
1,"Other_CVD","leg_tot",0.0129224135850184,0.0145485955215676,0.0128541250607017
2,"Cancer","leg_tot",0.0071244915134037,0.00770428112630017,0.00697583139359376
2,"DIAB","leg_tot",0.0367538919361806,0.0356902928357828,0.0347614555355665
2,"HHD","leg_tot",0.0308144177730987,0.0259936374457778,0.028357719159737
2,"HSTK","leg_tot",0.0857450006360403,0.0837955602281648,0.0900978826127215
2,"IHD","leg_tot",0.0285494080858841,0.0290657847327996,0.0371464094822913
2,"ISTK","leg_tot",0.0593933938444799,0.0605548901707315,0.0731879738158193
2,"OSTK","leg_tot",0.0571985859704153,0.0649936673856259,0.0712288267057526
2,"Other_CVD","leg_tot",0.0166239831114216,0.0157681715141499,0.0149880293340872
3,"Cancer","leg_tot",0.00638782508213288,0.00661049920177717,0.00646387097614884
3,"DIAB","leg_tot",0.0300863317420418,0.0305925165542976,0.0309363807666593
3,"HHD","leg_tot",0.0246393649066479,0.0278084110757687,0.0250420153278108
3,"HSTK","leg_tot",0.0577186691926152,0.0633233760502858,0.0776260838804201
3,"IHD","leg_tot",0.0270324363942261,0.0240116751121895,0.0215795034684413
3,"ISTK","leg_tot",0.0467497526756988,0.0588095717750823,0.0518213390358626
3,"OSTK","leg_tot",0.0444404842340916,0.0493325528224306,0.0486430948523385
3,"Other_CVD","leg_tot",0.0129714104240495,0.013827198195988,0.0121415766423622
4,"Cancer","leg_tot",0.00687774390156381,0.0063682839309376,0.00713817768693541
4,"DIAB","leg_tot",0.031216671142225,0.0326618441967903,0.0272614720907768
4,"HHD","leg_tot",0.0192324505277627,0.0201064821678766,0.0199137397551604
4,"HSTK","leg_tot",0.0578713803939677,0.0649687327936585,0.0652457294156382
4,"IHD","leg_tot",0.024346891511975,0.0268389506075128,0.0287543757523694
4,"ISTK","leg_tot",0.0467800410365336,0.0608440046189317,0.063350237943085
4,"OSTK","leg_tot",0.0442711768704666,0.0499834438526166,0.0582845806157724
4,"Other_CVD","leg_tot",0.0115530377972231,0.0138444238068198,0.0134296621712609
