"race","pathway","disease_type2","riskfactor","V1","V2","V3"
1,"direct","Other_CVD","dairy_tot",0,0,0
1,"medBMI","Other_CVD","dairy_tot",0,0,0
1,"medSBP","Other_CVD","dairy_tot",0,0,0
2,"direct","Other_CVD","dairy_tot",0,0,0
2,"medBMI","Other_CVD","dairy_tot",0,0,0
2,"medSBP","Other_CVD","dairy_tot",0,0,0
3,"direct","Other_CVD","dairy_tot",0,0,0
3,"medBMI","Other_CVD","dairy_tot",0,0,0
3,"medSBP","Other_CVD","dairy_tot",0,0,0
4,"direct","Other_CVD","dairy_tot",0,0,0
4,"medBMI","Other_CVD","dairy_tot",0,0,0
4,"medSBP","Other_CVD","dairy_tot",0,0,0
1,"direct","Cancer","dairy_tot",7590.22880210514,6767.69449198569,7036.7303640346
1,"medBMI","Cancer","dairy_tot",0,0,0
1,"medSBP","Cancer","dairy_tot",0,0,0
2,"direct","Cancer","dairy_tot",1631.51285498973,1660.1947681685,1795.78881193556
2,"medBMI","Cancer","dairy_tot",0,0,0
2,"medSBP","Cancer","dairy_tot",0,0,0
3,"direct","Cancer","dairy_tot",1051.88367932388,1078.06962461081,1088.76874192285
3,"medBMI","Cancer","dairy_tot",0,0,0
3,"medSBP","Cancer","dairy_tot",0,0,0
4,"direct","Cancer","dairy_tot",1071.94983088188,992.001551585883,1091.90505673958
4,"medBMI","Cancer","dairy_tot",0,0,0
4,"medSBP","Cancer","dairy_tot",0,0,0
1,"direct","DIAB","dairy_tot",0,0,0
1,"medBMI","DIAB","dairy_tot",0,0,0
1,"medSBP","DIAB","dairy_tot",0,0,0
2,"direct","DIAB","dairy_tot",0,0,0
2,"medBMI","DIAB","dairy_tot",0,0,0
2,"medSBP","DIAB","dairy_tot",0,0,0
3,"direct","DIAB","dairy_tot",0,0,0
3,"medBMI","DIAB","dairy_tot",0,0,0
3,"medSBP","DIAB","dairy_tot",0,0,0
4,"direct","DIAB","dairy_tot",0,0,0
4,"medBMI","DIAB","dairy_tot",0,0,0
4,"medSBP","DIAB","dairy_tot",0,0,0
1,"direct","HHD","dairy_tot",0,0,0
1,"medBMI","HHD","dairy_tot",0,0,0
1,"medSBP","HHD","dairy_tot",0,0,0
2,"direct","HHD","dairy_tot",0,0,0
2,"medBMI","HHD","dairy_tot",0,0,0
2,"medSBP","HHD","dairy_tot",0,0,0
3,"direct","HHD","dairy_tot",0,0,0
3,"medBMI","HHD","dairy_tot",0,0,0
3,"medSBP","HHD","dairy_tot",0,0,0
4,"direct","HHD","dairy_tot",0,0,0
4,"medBMI","HHD","dairy_tot",0,0,0
4,"medSBP","HHD","dairy_tot",0,0,0
1,"direct","HSTK","dairy_tot",0,0,0
1,"medBMI","HSTK","dairy_tot",0,0,0
1,"medSBP","HSTK","dairy_tot",0,0,0
2,"direct","HSTK","dairy_tot",0,0,0
2,"medBMI","HSTK","dairy_tot",0,0,0
2,"medSBP","HSTK","dairy_tot",0,0,0
3,"direct","HSTK","dairy_tot",0,0,0
3,"medBMI","HSTK","dairy_tot",0,0,0
3,"medSBP","HSTK","dairy_tot",0,0,0
4,"direct","HSTK","dairy_tot",0,0,0
4,"medBMI","HSTK","dairy_tot",0,0,0
4,"medSBP","HSTK","dairy_tot",0,0,0
1,"direct","IHD","dairy_tot",0,0,0
1,"medBMI","IHD","dairy_tot",0,0,0
1,"medSBP","IHD","dairy_tot",0,0,0
2,"direct","IHD","dairy_tot",0,0,0
2,"medBMI","IHD","dairy_tot",0,0,0
2,"medSBP","IHD","dairy_tot",0,0,0
3,"direct","IHD","dairy_tot",0,0,0
3,"medBMI","IHD","dairy_tot",0,0,0
3,"medSBP","IHD","dairy_tot",0,0,0
4,"direct","IHD","dairy_tot",0,0,0
4,"medBMI","IHD","dairy_tot",0,0,0
4,"medSBP","IHD","dairy_tot",0,0,0
1,"direct","ISTK","dairy_tot",0,0,0
1,"medBMI","ISTK","dairy_tot",0,0,0
1,"medSBP","ISTK","dairy_tot",0,0,0
2,"direct","ISTK","dairy_tot",0,0,0
2,"medBMI","ISTK","dairy_tot",0,0,0
2,"medSBP","ISTK","dairy_tot",0,0,0
3,"direct","ISTK","dairy_tot",0,0,0
3,"medBMI","ISTK","dairy_tot",0,0,0
3,"medSBP","ISTK","dairy_tot",0,0,0
4,"direct","ISTK","dairy_tot",0,0,0
4,"medBMI","ISTK","dairy_tot",0,0,0
4,"medSBP","ISTK","dairy_tot",0,0,0
1,"direct","OSTK","dairy_tot",0,0,0
1,"medBMI","OSTK","dairy_tot",0,0,0
1,"medSBP","OSTK","dairy_tot",0,0,0
2,"direct","OSTK","dairy_tot",0,0,0
2,"medBMI","OSTK","dairy_tot",0,0,0
2,"medSBP","OSTK","dairy_tot",0,0,0
3,"direct","OSTK","dairy_tot",0,0,0
3,"medBMI","OSTK","dairy_tot",0,0,0
3,"medSBP","OSTK","dairy_tot",0,0,0
4,"direct","OSTK","dairy_tot",0,0,0
4,"medBMI","OSTK","dairy_tot",0,0,0
4,"medSBP","OSTK","dairy_tot",0,0,0
1,"direct","Other_CVD","leg_tot",0,0,0
1,"medBMI","Other_CVD","leg_tot",1146.87679595498,1291.84305623744,1143.01722830439
1,"medSBP","Other_CVD","leg_tot",0,0,0
2,"direct","Other_CVD","leg_tot",0,0,0
2,"medBMI","Other_CVD","leg_tot",203.122910785482,194.490564624191,185.565053824732
2,"medSBP","Other_CVD","leg_tot",0,0,0
3,"direct","Other_CVD","leg_tot",0,0,0
3,"medBMI","Other_CVD","leg_tot",77.6047009890082,82.3465080814624,71.5430571060289
3,"medSBP","Other_CVD","leg_tot",0,0,0
4,"direct","Other_CVD","leg_tot",0,0,0
4,"medBMI","Other_CVD","leg_tot",37.1759622613484,42.8273984072228,41.5281236454966
4,"medSBP","Other_CVD","leg_tot",0,0,0
1,"direct","Cancer","leg_tot",1889.37219273647,1988.89554056542,1915.45629778489
1,"medBMI","Cancer","leg_tot",4268.20049665941,3991.69770004496,4200.99415950751
1,"medSBP","Cancer","leg_tot",0,0,0
2,"direct","Cancer","leg_tot",175.397928571082,234.160458264207,192.8983209291
2,"medBMI","Cancer","leg_tot",608.374400207063,614.528337679303,582.36257739036
2,"medSBP","Cancer","leg_tot",0,0,0
3,"direct","Cancer","leg_tot",99.2735912655219,122.19169176045,123.81972332223
3,"medBMI","Cancer","leg_tot",462.391335438806,457.541008326691,441.052163607182
3,"medSBP","Cancer","leg_tot",0,0,0
4,"direct","Cancer","leg_tot",145.908458128918,129.042764025902,143.054899830049
4,"medBMI","Cancer","leg_tot",352.992605421034,346.011956756836,382.821959825911
4,"medSBP","Cancer","leg_tot",0,0,0
1,"direct","DIAB","leg_tot",0,0,0
1,"medBMI","DIAB","leg_tot",1745.85749196942,1935.90800663624,1874.87161767817
1,"medSBP","DIAB","leg_tot",0,0,0
2,"direct","DIAB","leg_tot",0,0,0
2,"medBMI","DIAB","leg_tot",496.083818841521,476.115781912358,455.958588601977
2,"medSBP","DIAB","leg_tot",0,0,0
3,"direct","DIAB","leg_tot",0,0,0
3,"medBMI","DIAB","leg_tot",227.60845146041,225.728679157168,227.726771804569
3,"medSBP","DIAB","leg_tot",0,0,0
4,"direct","DIAB","leg_tot",0,0,0
4,"medBMI","DIAB","leg_tot",104.558271398547,107.859050378446,88.4888426378164
4,"medSBP","DIAB","leg_tot",0,0,0
1,"direct","HHD","leg_tot",0,0,0
1,"medBMI","HHD","leg_tot",1251.58862371425,1025.74371606413,876.978262341903
1,"medSBP","HHD","leg_tot",0,0,0
2,"direct","HHD","leg_tot",0,0,0
2,"medBMI","HHD","leg_tot",300.986551250289,256.101607627712,282.003185303004
2,"medSBP","HHD","leg_tot",0,0,0
3,"direct","HHD","leg_tot",0,0,0
3,"medBMI","HHD","leg_tot",86.8155711258087,98.4843614708503,89.5831680501448
3,"medSBP","HHD","leg_tot",0,0,0
4,"direct","HHD","leg_tot",0,0,0
4,"medBMI","HHD","leg_tot",30.0307640687677,31.8230452138804,31.7232597098998
4,"medSBP","HHD","leg_tot",0,0,0
1,"direct","HSTK","leg_tot",1384.08193023444,1293.25328884479,1364.73606371631
1,"medBMI","HSTK","leg_tot",335.281268329767,379.70078729245,331.932787636695
1,"medSBP","HSTK","leg_tot",0,0,0
2,"direct","HSTK","leg_tot",315.172848064881,319.845300308303,334.276761335796
2,"medBMI","HSTK","leg_tot",75.9249071387973,81.7533570529907,96.365222156557
2,"medSBP","HSTK","leg_tot",0,0,0
3,"direct","HSTK","leg_tot",142.313276025645,155.481918548336,204.863814868127
3,"medBMI","HSTK","leg_tot",37.6260575275684,39.1437366715588,40.9842049481349
3,"medSBP","HSTK","leg_tot",0,0,0
4,"direct","HSTK","leg_tot",95.4618836857702,107.391743203118,115.451879602189
4,"medBMI","HSTK","leg_tot",24.4080717688414,26.9207428603392,24.5055794623527
4,"medSBP","HSTK","leg_tot",0,0,0
1,"direct","IHD","leg_tot",4702.69387769467,4065.09623648894,4396.49287324089
1,"medBMI","IHD","leg_tot",4382.12502074889,4193.63229936125,4389.76813668071
1,"medSBP","IHD","leg_tot",0,0,0
2,"direct","IHD","leg_tot",672.784974918906,606.246804406843,862.895676506446
2,"medBMI","IHD","leg_tot",480.774736293945,578.851924753321,661.238479010386
2,"medSBP","IHD","leg_tot",0,0,0
3,"direct","IHD","leg_tot",367.43326011296,287.052659326216,279.983450309606
3,"medBMI","IHD","leg_tot",312.156362822519,309.453429600436,249.87887942854
3,"medSBP","IHD","leg_tot",0,0,0
4,"direct","IHD","leg_tot",155.74959098011,182.498723515174,209.135011728649
4,"medBMI","IHD","leg_tot",135.461499235375,145.459402818601,142.061359148578
4,"medSBP","IHD","leg_tot",0,0,0
1,"direct","ISTK","leg_tot",1316.53849898064,1598.93828519389,1360.8912180679
1,"medBMI","ISTK","leg_tot",518.831580223049,316.639320621264,384.723693457487
1,"medSBP","ISTK","leg_tot",0,0,0
2,"direct","ISTK","leg_tot",257.643248109241,269.205954716249,332.134124535002
2,"medBMI","ISTK","leg_tot",63.6664538286526,68.8660900824911,71.0272847377881
2,"medSBP","ISTK","leg_tot",0,0,0
3,"direct","ISTK","leg_tot",131.489534034005,179.495551969795,146.193594979034
3,"medBMI","ISTK","leg_tot",35.2784383409333,44.0483457945124,44.786153543085
3,"medSBP","ISTK","leg_tot",0,0,0
4,"direct","ISTK","leg_tot",60.7041975749686,66.8431198613828,77.1460843727411
4,"medBMI","ISTK","leg_tot",10.9308564039938,14.9033148028731,14.1556861945863
4,"medSBP","ISTK","leg_tot",0,0,0
1,"direct","OSTK","leg_tot",2672.55710986126,3036.39028238892,2498.33148330998
1,"medBMI","OSTK","leg_tot",662.820466584859,671.426941093423,693.29112773011
1,"medSBP","OSTK","leg_tot",0,0,0
2,"direct","OSTK","leg_tot",405.324405657601,487.76199929833,551.363504351792
2,"medBMI","OSTK","leg_tot",118.446691007422,114.226068862995,120.358519734359
2,"medSBP","OSTK","leg_tot",0,0,0
3,"direct","OSTK","leg_tot",149.718280688227,169.692734699038,165.282122654709
3,"medBMI","OSTK","leg_tot",39.3309579844402,45.1074705057383,53.4124150397976
3,"medSBP","OSTK","leg_tot",0,0,0
4,"direct","OSTK","leg_tot",93.4217032124331,104.380783899356,126.225436283654
4,"medBMI","OSTK","leg_tot",20.3791743898764,32.7092496899418,29.2225390974804
4,"medSBP","OSTK","leg_tot",0,0,0
