"age","female","pathway","disease_type2","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"direct","Cancer","dairy_tot",89.555149159251,15.9552167248742,95.35294814901,72.7037404098171,101.47842876739,0.0203241262509357,0.00306058412992428,0.0216531263408914,0.0170651684962198,0.0224534339291893,2.16531263408914,1.70651684962198,2.24534339291893,0.262213986984777,0.0467162528331661,0.279189716500202,0.212873718826195,0.297124885055247
25,0,"direct","Cancer","leg_tot",18.5973198601502,5.53484260465549,21.3869106926497,12.6809612408751,22.1425262718007,0.0042362642413389,0.00126664057643258,0.00490175860090278,0.00288189976218941,0.00502495851485909,0.490175860090278,0.288189976218941,0.502495851485909,0.0544522278567096,0.0162058034666341,0.0626200411104752,0.0371293603660509,0.0648324540816676
25,0,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","HHD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","HSTK","leg_tot",18.5515703523098,2.48595652529592,19.1879638205929,15.9782137028876,20.5839925536914,0.118109420683162,0.0113182716483729,0.11719559054316,0.107771757495915,0.12922383948941,11.719559054316,10.7771757495915,12.922383948941,0.0543182750805037,0.00727878383418815,0.0561816103568799,0.0467835870886512,0.0602691280874365
25,0,"direct","IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","IHD","leg_tot",26.9119838698236,3.04599632945385,25.1817013905092,25.1280288740984,30.1666789729661,0.0354545152146155,0.00441619348286903,0.0347881277482316,0.0315783232120304,0.0398971365636268,3.47881277482316,3.15783232120304,3.98971365636268,0.0787972400741349,0.00891855855732876,0.0737310403997404,0.0735738893631814,0.0883268605083237
25,0,"direct","ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","ISTK","leg_tot",7.11315692417513,1.88973944317752,7.19452407715007,5.28457195248187,8.87257981583969,0.102367634791306,0.0350598777642641,0.100284485002027,0.0699902134093132,0.136515733494186,10.0284485002027,6.99902134093132,13.6515733494186,0.0208270462909911,0.00553308345092274,0.0210652861442152,0.0154730207495284,0.0259785679572134
25,0,"direct","OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","OSTK","leg_tot",4.90461896502316,1.09235641942428,4.54738856712512,4.06119167830141,6.05169208995824,0.117400390110412,0.0198516925569977,0.111715267697728,0.101546675665002,0.138086458606602,11.1715267697728,10.1546675665002,13.8086458606602,0.0143605332081234,0.00319837702951408,0.0133145765235063,0.0118910109789796,0.0177191186191918
25,0,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","Cancer","leg_tot",17.8021378588315,0.282176215279341,17.9504933158762,17.5004184836806,17.9777550954943,0.00405365280472383,7.67221718735305e-05,0.00408278588687361,0.00397243891433568,0.00411010357528466,0.408278588687361,0.397243891433568,0.411010357528466,0.0521239659432206,0.00082620096259454,0.0525583449403845,0.0512405433700731,0.0526381663687786
25,0,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","DIAB","leg_tot",28.0218231754922,3.36375407858402,26.9561234583907,25.401814257006,31.5476768535147,0.060457884994336,0.00843721118587205,0.0629406931690039,0.0516519908779377,0.0671533921622665,6.29406931690039,5.16519908779377,6.71533921622665,0.0820468063133054,0.00984894086450982,0.0789264790694434,0.0743755222955625,0.0923703684883308
25,0,"medBMI","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","HHD","leg_tot",15.1786235213034,5.69140486179356,16.2096117275494,9.40056726821404,20.0803397990837,0.0360408453299808,0.0146801084077626,0.0373748014258694,0.0215710606543118,0.0493767673241445,3.73748014258694,2.15710606543118,4.93767673241445,0.0444424181951211,0.0166642116546715,0.047461111487824,0.0275244946433364,0.0587944524481085
25,0,"medBMI","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","HSTK","leg_tot",4.5578481166553,0.103108842585944,4.6005443200254,4.4482640068305,4.63114045361553,0.0291533106295579,0.00204894689462874,0.0291223825579706,0.0272201218315914,0.0311127882883735,2.91223825579706,2.72201218315914,3.11127882883735,0.0133452016769466,0.000301898673182583,0.0134702144966437,0.0130243436736146,0.0135597987835362
