"female","pathway","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","All_HD","leg_tot",3619.00864279702,168.195516067001,3612.91233285062,3461.8925717484,3781.30657730006,0.0150878123060647,0.000679236429033519,0.0149894745140935,0.0144894232995988,0.0157697884357062,1.49894745140935,1.44894232995988,1.57697884357062,3.07041576867855,0.14269934551856,3.06524357705436,2.93711637382338,3.20811152641428
0,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","All_STK","leg_tot",3161.40229931096,113.837241318195,3224.15757625921,3039.70637749789,3229.75623571803,0.0506946156125898,0.00151484517746842,0.0514252755668717,0.0490765462085332,0.0516916240555068,5.14252755668717,4.90765462085332,5.16916240555068,2.68217637176984,0.0965810516926844,2.73541879557372,2.5789279094976,2.74016877380879
0,"direct","Cancer","dairy_tot",5706.34280337738,422.218268927165,5878.20390809994,5257.9423146977,6008.66135304288,0.0137888617055981,0.000999189209036166,0.014192250264281,0.0127280991075348,0.014506744028781,1.4192250264281,1.27280991075348,1.4506744028781,4.84133823770974,0.35821567691427,4.98714751810838,4.46090921224569,5.09782937483496
0,"direct","Cancer","leg_tot",1636.83138257981,195.993163941782,1526.87601712244,1520.8218851431,1846.30294065528,0.00395607783436173,0.000480477479606657,0.00368646731149802,0.00367172877492946,0.00446959583822817,0.368646731149802,0.367172877492946,0.446959583822817,1.38870983293831,0.166283245086409,1.2954222171093,1.29028580984152,1.56642832948976
0,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
