"female","race","pathway","disease_type1","riskfactor","V1","V2","V3"
0,1,"direct","CMD","dairy_tot",0,0,0
0,1,"medBMI","CMD","dairy_tot",0,0,0
0,1,"medSBP","CMD","dairy_tot",0,0,0
0,2,"direct","CMD","dairy_tot",0,0,0
0,2,"medBMI","CMD","dairy_tot",0,0,0
0,2,"medSBP","CMD","dairy_tot",0,0,0
0,3,"direct","CMD","dairy_tot",0,0,0
0,3,"medBMI","CMD","dairy_tot",0,0,0
0,3,"medSBP","CMD","dairy_tot",0,0,0
0,4,"direct","CMD","dairy_tot",0,0,0
0,4,"medBMI","CMD","dairy_tot",0,0,0
0,4,"medSBP","CMD","dairy_tot",0,0,0
1,1,"direct","CMD","dairy_tot",0,0,0
1,1,"medBMI","CMD","dairy_tot",0,0,0
1,1,"medSBP","CMD","dairy_tot",0,0,0
1,2,"direct","CMD","dairy_tot",0,0,0
1,2,"medBMI","CMD","dairy_tot",0,0,0
1,2,"medSBP","CMD","dairy_tot",0,0,0
1,3,"direct","CMD","dairy_tot",0,0,0
1,3,"medBMI","CMD","dairy_tot",0,0,0
1,3,"medSBP","CMD","dairy_tot",0,0,0
1,4,"direct","CMD","dairy_tot",0,0,0
1,4,"medBMI","CMD","dairy_tot",0,0,0
1,4,"medSBP","CMD","dairy_tot",0,0,0
0,1,"direct","Cancer","dairy_tot",3932.98093742544,3199.34683397668,3897.31466102369
0,1,"medBMI","Cancer","dairy_tot",0,0,0
0,1,"medSBP","Cancer","dairy_tot",0,0,0
0,2,"direct","Cancer","dairy_tot",729.284987701897,839.827915290856,875.348215632845
0,2,"medBMI","Cancer","dairy_tot",0,0,0
0,2,"medSBP","Cancer","dairy_tot",0,0,0
0,3,"direct","Cancer","dairy_tot",591.198932490674,596.742465669104,549.342248013556
0,3,"medBMI","Cancer","dairy_tot",0,0,0
0,3,"medSBP","Cancer","dairy_tot",0,0,0
0,4,"direct","Cancer","dairy_tot",624.739050481926,589.379752739887,693.52240968557
0,4,"medBMI","Cancer","dairy_tot",0,0,0
0,4,"medSBP","Cancer","dairy_tot",0,0,0
1,1,"direct","Cancer","dairy_tot",3657.2478646797,3568.34765800901,3139.41570301091
1,1,"medBMI","Cancer","dairy_tot",0,0,0
1,1,"medSBP","Cancer","dairy_tot",0,0,0
1,2,"direct","Cancer","dairy_tot",902.227867287836,820.366852877648,920.44059630272
1,2,"medBMI","Cancer","dairy_tot",0,0,0
1,2,"medSBP","Cancer","dairy_tot",0,0,0
1,3,"direct","Cancer","dairy_tot",460.684746833209,481.327158941706,539.426493909293
1,3,"medBMI","Cancer","dairy_tot",0,0,0
1,3,"medSBP","Cancer","dairy_tot",0,0,0
1,4,"direct","Cancer","dairy_tot",447.210780399958,402.621798845995,398.382647054008
1,4,"medBMI","Cancer","dairy_tot",0,0,0
1,4,"medSBP","Cancer","dairy_tot",0,0,0
0,1,"direct","CMD","leg_tot",4916.49754916404,5354.36330844196,5275.3634395441
0,1,"medBMI","CMD","leg_tot",5907.40414754706,5649.01363267538,4979.90680550564
0,1,"medSBP","CMD","leg_tot",0,0,0
0,2,"direct","CMD","leg_tot",949.849077713743,856.886522930625,1064.7849173287
0,2,"medBMI","CMD","leg_tot",1037.68326110345,900.898214722973,909.225153886232
0,2,"medSBP","CMD","leg_tot",0,0,0
0,3,"direct","CMD","leg_tot",410.381541062161,377.429575962469,437.799938852027
0,3,"medBMI","CMD","leg_tot",449.163575122517,422.527669702508,462.37344950098
0,3,"medSBP","CMD","leg_tot",0,0,0
0,4,"direct","CMD","leg_tot",207.214414997742,248.390501774777,242.272038551592
0,4,"medBMI","CMD","leg_tot",207.852597204318,224.486973840597,178.284063291623
0,4,"medSBP","CMD","leg_tot",0,0,0
1,1,"direct","CMD","leg_tot",5159.37386760697,4639.31478447458,4345.08819879096
1,1,"medBMI","CMD","leg_tot",4135.97709997815,4165.88049463082,4714.67604832382
1,1,"medSBP","CMD","leg_tot",0,0,0
1,2,"direct","CMD","leg_tot",701.076399036887,826.1735357991,1015.88514940034
1,2,"medBMI","CMD","leg_tot",701.322808042654,869.507180193085,963.291179482571
1,2,"medSBP","CMD","leg_tot",0,0,0
1,3,"direct","CMD","leg_tot",380.572809798675,414.293288580916,358.523043959448
1,3,"medBMI","CMD","leg_tot",367.256965128171,421.784861579219,315.54120041932
1,3,"medSBP","CMD","leg_tot",0,0,0
1,4,"direct","CMD","leg_tot",198.12296045554,212.723868704253,285.68637343564
1,4,"medBMI","CMD","leg_tot",155.092002322432,178.015230330708,193.401326604588
1,4,"medSBP","CMD","leg_tot",0,0,0
0,1,"direct","Cancer","leg_tot",1233.74447755312,1515.47776319612,1202.47470290949
0,1,"medBMI","Cancer","leg_tot",1287.30549948552,1361.79273178553,1324.87976755209
0,1,"medSBP","Cancer","leg_tot",0,0,0
0,2,"direct","Cancer","leg_tot",121.15846474739,173.577108260125,129.500756089001
0,2,"medBMI","Cancer","leg_tot",191.439178057988,182.186032346098,171.388230588244
0,2,"medSBP","Cancer","leg_tot",0,0,0
0,3,"direct","Cancer","leg_tot",69.8166255749758,84.5695684576042,85.5379459968198
0,3,"medBMI","Cancer","leg_tot",154.939016904836,129.41586091693,125.957346317989
0,3,"medSBP","Cancer","leg_tot",0,0,0
0,4,"direct","Cancer","leg_tot",102.15644924695,89.490444085257,102.989841622563
0,4,"medBMI","Cancer","leg_tot",81.7395670877938,101.493540375032,120.146432191877
0,4,"medSBP","Cancer","leg_tot",0,0,0
1,1,"direct","Cancer","leg_tot",655.627715183349,473.417777369299,712.981594875403
1,1,"medBMI","Cancer","leg_tot",2980.89499717388,2629.90496825943,2876.11439195541
1,1,"medSBP","Cancer","leg_tot",0,0,0
1,2,"direct","Cancer","leg_tot",54.2394638236917,60.5833500040818,63.3975648400995
1,2,"medBMI","Cancer","leg_tot",416.935222149076,432.342305333204,410.974346802116
1,2,"medSBP","Cancer","leg_tot",0,0,0
1,3,"direct","Cancer","leg_tot",29.4569656905461,37.6221233028457,38.28177732541
1,3,"medBMI","Cancer","leg_tot",307.452318533971,328.125147409761,315.094817289193
1,3,"medSBP","Cancer","leg_tot",0,0,0
1,4,"direct","Cancer","leg_tot",43.7520088819676,39.5523199406452,40.0650582074856
1,4,"medBMI","Cancer","leg_tot",271.25303833324,244.518416381804,262.675527634034
1,4,"medSBP","Cancer","leg_tot",0,0,0
