"age","disease_type1","riskfactor","V1","V2","V3"
25,"CMD","dairy_tot",0,0,0
25,"Cancer","dairy_tot",0.0131479660268021,0.0129077027371341,0.0116583524829231
35,"CMD","dairy_tot",0,0,0
35,"Cancer","dairy_tot",0.0180822338563286,0.0173923705190069,0.0190280932310734
45,"CMD","dairy_tot",0,0,0
45,"Cancer","dairy_tot",0.0159675597343327,0.0145559449252707,0.0129746212472045
55,"CMD","dairy_tot",0,0,0
55,"Cancer","dairy_tot",0.00939916259338048,0.0098730769503961,0.011046267253219
65,"CMD","dairy_tot",0,0,0
65,"Cancer","dairy_tot",0.00913841550896923,0.0090245941862014,0.0098092672168032
75,"CMD","dairy_tot",0,0,0
75,"Cancer","dairy_tot",0.0129973087168146,0.0100569184485462,0.0102768412620751
25,"CMD","leg_tot",0.0564020847173978,0.0551971429022509,0.0546977050511132
25,"Cancer","leg_tot",0.00722475647602365,0.00663579621069766,0.0066433385243528
35,"CMD","leg_tot",0.0601711438551575,0.0643630613750354,0.0560410511238941
35,"Cancer","leg_tot",0.00779319663457627,0.00999891959029326,0.00925534921915232
45,"CMD","leg_tot",0.055803270011206,0.055068084266145,0.0548064062597374
45,"Cancer","leg_tot",0.00983102444880221,0.0101166399943876,0.00866731607210439
55,"CMD","leg_tot",0.0432092015058963,0.0407974676603487,0.0477844253120033
55,"Cancer","leg_tot",0.00759105583915745,0.00786354752454296,0.00876061751508887
65,"CMD","leg_tot",0.0440584437098043,0.0476557868979828,0.0417088999962417
65,"Cancer","leg_tot",0.00876365528575809,0.0074438008867324,0.00841364548185753
75,"CMD","leg_tot",0.0273877632056897,0.0263229420740252,0.0269891402280088
75,"Cancer","leg_tot",0.00661096095433014,0.00709970501710026,0.00595776107804605
