"race","pathway","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","All_HD","leg_tot",4388.0943291415,318.881780092595,4396.49287324089,4081.66606832653,4687.38382747198,0.0136187151070015,0.00100587684316214,0.0136774940859049,0.0126393754657461,0.0145480926161889,1.36774940859049,1.26393754657461,1.45480926161889,2.87578154901882,0.208982366996648,2.88128561897448,2.67496072055636,3.07192391801896
1,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","All_STK","leg_tot",5508.57272019937,371.311616453851,5373.17753907634,5231.41970379329,5900.81164056004,0.0497350654834599,0.00348440174672935,0.0486290030946245,0.0470224966624391,0.0533877873349908,4.86290030946245,4.70224966624391,5.33877873349908,3.6100982800151,0.24334278514547,3.52136569258783,3.42846327605851,3.86715598328488
1,"direct","Cancer","dairy_tot",7131.55121937514,419.38516758054,7036.7303640346,6781.14628558813,7562.55388020162,0.00963792746513848,0.000545005633067868,0.00952375944178466,0.00917728486741527,0.0101956128827124,0.952375944178466,0.917728486741527,1.01956128827124,4.67373348753287,0.274848268153852,4.61159169070785,4.44409210617564,4.95619539619135
1,"direct","Cancer","leg_tot",1931.24134369559,51.6052317752061,1915.45629778489,1890.67639798889,1985.22357842639,0.00261027525877828,7.41054740290297e-05,0.0025924462154459,0.00254899748829376,0.00268670771609532,0.25924462154459,0.254899748829376,0.268670771609532,1.26565834877772,0.0338200052780114,1.25531346091171,1.23907370550203,1.30103614673951
1,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","All_HD","leg_tot",5373.27868630371,226.783517664238,5266.74639902261,5221.74453460524,5615.36528219111,0.0166753900737645,0.000708668925795801,0.0163848537462751,0.0161694952512266,0.0174282407746685,1.63848537462751,1.61694952512266,1.74282407746685,3.5214319804359,0.148624848693258,3.45161497944228,3.42212255707035,3.68008585464602
1,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","All_STK","leg_tot",1431.54932432303,76.8935583920919,1409.94760882429,1369.87607699799,1511.58402982201,0.0129240119786264,0.000712231184050771,0.0126685612287616,0.012389426480806,0.0136757306138319,1.26685612287616,1.2389426480806,1.36757306138319,0.938180181328045,0.0503929632947616,0.924023280815245,0.897762001265785,0.990631726826185
1,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","Cancer","leg_tot",4153.63078540396,144.207891735361,4200.99415950751,4002.16252301808,4264.84017980181,0.00561369937572515,0.000186273126940615,0.00568577389237237,0.00541633898236005,0.00574979642994012,0.568577389237237,0.541633898236005,0.574979642994012,2.72212351835157,0.0945080855535277,2.75316357973806,2.62285727620667,2.79500570831796
1,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","DIAB","leg_tot",1852.21237209461,97.0303075801221,1874.87161767817,1752.30819825486,1932.85618718834,0.0382054714913103,0.00195807431151179,0.0386464884448476,0.0361935982216236,0.0398424803504903,3.86464884448476,3.61935982216236,3.98424803504903,1.2138659210583,0.0635897834696566,1.22871588449941,1.14839272056433,1.26671665262733
1,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","Other_CVD","leg_tot",1193.9123601656,84.8324229905542,1146.87679595498,1143.21020668692,1284.59474322332,0.0134417113890959,0.000959197681751021,0.0129224135850184,0.0128575394869175,0.0144672864247401,1.29224135850184,1.28575394869175,1.44672864247401,0.782442417818643,0.0555957776875148,0.751617189927274,0.749214253943223,0.841872025401726
1,"medSBP","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","All_HD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","All_STK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","All_HD","leg_tot",713.975818610731,133.190371613465,672.784974918906,609.573712932446,853.390141427069,0.0141040526992887,0.00254841917186126,0.0134091831655183,0.0120468400961603,0.0167519044061221,1.34091831655183,1.20468400961603,1.67519044061221,2.54242456314123,0.474282830786745,2.39574646838112,2.1706550003616,3.03887050646695
2,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","All_STK","leg_tot",1090.90938212573,120.437227345232,1076.81325432288,983.074139456281,1210.7263334276,0.0559090903816551,0.00539142649798949,0.0548338116665487,0.0513212071194619,0.0614109605516889,5.48338116665487,5.13212071194619,6.14109605516889,3.88466210896963,0.428869657959786,3.83446665327356,3.50066735370106,4.31132300157986
