"age","race","disease_type3","riskfactor","V1","V2","V3"
25,1,"All_HD","dairy_tot",0,0,0
25,1,"All_STK","dairy_tot",0,0,0
25,1,"Cancer","dairy_tot",0.0131185657153989,0.0131663107172568,0.0111222011505007
25,1,"DIAB","dairy_tot",0,0,0
25,1,"Other_CVD","dairy_tot",0,0,0
25,2,"All_HD","dairy_tot",0,0,0
25,2,"All_STK","dairy_tot",0,0,0
25,2,"Cancer","dairy_tot",0.014766615691362,0.0162553883959516,0.0161287534143837
25,2,"DIAB","dairy_tot",0,0,0
25,2,"Other_CVD","dairy_tot",0,0,0
25,3,"All_HD","dairy_tot",0,0,0
25,3,"All_STK","dairy_tot",0,0,0
25,3,"Cancer","dairy_tot",0.0136883846048132,0.0124522235851776,0.0120788681276762
25,3,"DIAB","dairy_tot",0,0,0
25,3,"Other_CVD","dairy_tot",0,0,0
25,4,"All_HD","dairy_tot",0,0,0
25,4,"All_STK","dairy_tot",0,0,0
25,4,"Cancer","dairy_tot",0.0111755392972247,0.0102114590938483,0.0102044765944291
25,4,"DIAB","dairy_tot",0,0,0
25,4,"Other_CVD","dairy_tot",0,0,0
35,1,"All_HD","dairy_tot",0,0,0
35,1,"All_STK","dairy_tot",0,0,0
35,1,"Cancer","dairy_tot",0.0191208995972728,0.0164779794357194,0.019238903660059
35,1,"DIAB","dairy_tot",0,0,0
35,1,"Other_CVD","dairy_tot",0,0,0
35,2,"All_HD","dairy_tot",0,0,0
35,2,"All_STK","dairy_tot",0,0,0
35,2,"Cancer","dairy_tot",0.0234549259189587,0.0314374710075026,0.0292850740279038
35,2,"DIAB","dairy_tot",0,0,0
35,2,"Other_CVD","dairy_tot",0,0,0
35,3,"All_HD","dairy_tot",0,0,0
35,3,"All_STK","dairy_tot",0,0,0
35,3,"Cancer","dairy_tot",0.0138187396122601,0.0144097696866085,0.0164564886656393
35,3,"DIAB","dairy_tot",0,0,0
35,3,"Other_CVD","dairy_tot",0,0,0
35,4,"All_HD","dairy_tot",0,0,0
35,4,"All_STK","dairy_tot",0,0,0
35,4,"Cancer","dairy_tot",0.0155681185617999,0.0122087624806053,0.0129959788816056
35,4,"DIAB","dairy_tot",0,0,0
35,4,"Other_CVD","dairy_tot",0,0,0
45,1,"All_HD","dairy_tot",0,0,0
45,1,"All_STK","dairy_tot",0,0,0
45,1,"Cancer","dairy_tot",0.0133650161469148,0.0122869079616942,0.00944880257215869
45,1,"DIAB","dairy_tot",0,0,0
45,1,"Other_CVD","dairy_tot",0,0,0
45,2,"All_HD","dairy_tot",0,0,0
45,2,"All_STK","dairy_tot",0,0,0
45,2,"Cancer","dairy_tot",0.0212905266971607,0.020166850206742,0.0215185556967495
45,2,"DIAB","dairy_tot",0,0,0
45,2,"Other_CVD","dairy_tot",0,0,0
45,3,"All_HD","dairy_tot",0,0,0
45,3,"All_STK","dairy_tot",0,0,0
45,3,"Cancer","dairy_tot",0.0166246890700103,0.0188657394914192,0.0124068168333746
45,3,"DIAB","dairy_tot",0,0,0
45,3,"Other_CVD","dairy_tot",0,0,0
45,4,"All_HD","dairy_tot",0,0,0
45,4,"All_STK","dairy_tot",0,0,0
45,4,"Cancer","dairy_tot",0.0249992727171006,0.0166429249685669,0.0241919866471276
45,4,"DIAB","dairy_tot",0,0,0
45,4,"Other_CVD","dairy_tot",0,0,0
55,1,"All_HD","dairy_tot",0,0,0
55,1,"All_STK","dairy_tot",0,0,0
55,1,"Cancer","dairy_tot",0.00806223406543687,0.00900851380005628,0.00936291202552772
55,1,"DIAB","dairy_tot",0,0,0
55,1,"Other_CVD","dairy_tot",0,0,0
55,2,"All_HD","dairy_tot",0,0,0
55,2,"All_STK","dairy_tot",0,0,0
55,2,"Cancer","dairy_tot",0.0120073522325997,0.0131455689948445,0.0167104923818399
55,2,"DIAB","dairy_tot",0,0,0
55,2,"Other_CVD","dairy_tot",0,0,0
55,3,"All_HD","dairy_tot",0,0,0
55,3,"All_STK","dairy_tot",0,0,0
55,3,"Cancer","dairy_tot",0.0118832445543313,0.00974597350112127,0.0127866773437728
55,3,"DIAB","dairy_tot",0,0,0
55,3,"Other_CVD","dairy_tot",0,0,0
55,4,"All_HD","dairy_tot",0,0,0
55,4,"All_STK","dairy_tot",0,0,0
55,4,"Cancer","dairy_tot",0.0135276807573542,0.0121194492832943,0.014273934216155
55,4,"DIAB","dairy_tot",0,0,0
