"age","race","pathway","disease_type3","riskfactor","V1","V2","V3"
25,1,"direct","All_HD","dairy_tot",0,0,0
25,1,"direct","All_STK","dairy_tot",0,0,0
25,1,"direct","Cancer","dairy_tot",0.0131185657153989,0.0131663107172568,0.0111222011505007
25,1,"direct","DIAB","dairy_tot",0,0,0
25,1,"direct","Other_CVD","dairy_tot",0,0,0
25,1,"medBMI","All_HD","dairy_tot",0,0,0
25,1,"medBMI","All_STK","dairy_tot",0,0,0
25,1,"medBMI","Cancer","dairy_tot",0,0,0
25,1,"medBMI","DIAB","dairy_tot",0,0,0
25,1,"medBMI","Other_CVD","dairy_tot",0,0,0
25,1,"medSBP","All_HD","dairy_tot",0,0,0
25,1,"medSBP","All_STK","dairy_tot",0,0,0
25,1,"medSBP","Cancer","dairy_tot",0,0,0
25,1,"medSBP","DIAB","dairy_tot",0,0,0
25,1,"medSBP","Other_CVD","dairy_tot",0,0,0
25,2,"direct","All_HD","dairy_tot",0,0,0
25,2,"direct","All_STK","dairy_tot",0,0,0
25,2,"direct","Cancer","dairy_tot",0.014766615691362,0.0162553883959516,0.0161287534143837
25,2,"direct","DIAB","dairy_tot",0,0,0
25,2,"direct","Other_CVD","dairy_tot",0,0,0
25,2,"medBMI","All_HD","dairy_tot",0,0,0
25,2,"medBMI","All_STK","dairy_tot",0,0,0
25,2,"medBMI","Cancer","dairy_tot",0,0,0
25,2,"medBMI","DIAB","dairy_tot",0,0,0
25,2,"medBMI","Other_CVD","dairy_tot",0,0,0
25,2,"medSBP","All_HD","dairy_tot",0,0,0
25,2,"medSBP","All_STK","dairy_tot",0,0,0
25,2,"medSBP","Cancer","dairy_tot",0,0,0
25,2,"medSBP","DIAB","dairy_tot",0,0,0
25,2,"medSBP","Other_CVD","dairy_tot",0,0,0
25,3,"direct","All_HD","dairy_tot",0,0,0
25,3,"direct","All_STK","dairy_tot",0,0,0
25,3,"direct","Cancer","dairy_tot",0.0136883846048132,0.0124522235851776,0.0120788681276762
25,3,"direct","DIAB","dairy_tot",0,0,0
25,3,"direct","Other_CVD","dairy_tot",0,0,0
25,3,"medBMI","All_HD","dairy_tot",0,0,0
25,3,"medBMI","All_STK","dairy_tot",0,0,0
25,3,"medBMI","Cancer","dairy_tot",0,0,0
25,3,"medBMI","DIAB","dairy_tot",0,0,0
25,3,"medBMI","Other_CVD","dairy_tot",0,0,0
25,3,"medSBP","All_HD","dairy_tot",0,0,0
25,3,"medSBP","All_STK","dairy_tot",0,0,0
25,3,"medSBP","Cancer","dairy_tot",0,0,0
25,3,"medSBP","DIAB","dairy_tot",0,0,0
25,3,"medSBP","Other_CVD","dairy_tot",0,0,0
25,4,"direct","All_HD","dairy_tot",0,0,0
25,4,"direct","All_STK","dairy_tot",0,0,0
25,4,"direct","Cancer","dairy_tot",0.0111755392972247,0.0102114590938483,0.0102044765944291
25,4,"direct","DIAB","dairy_tot",0,0,0
25,4,"direct","Other_CVD","dairy_tot",0,0,0
25,4,"medBMI","All_HD","dairy_tot",0,0,0
25,4,"medBMI","All_STK","dairy_tot",0,0,0
25,4,"medBMI","Cancer","dairy_tot",0,0,0
25,4,"medBMI","DIAB","dairy_tot",0,0,0
25,4,"medBMI","Other_CVD","dairy_tot",0,0,0
25,4,"medSBP","All_HD","dairy_tot",0,0,0
25,4,"medSBP","All_STK","dairy_tot",0,0,0
25,4,"medSBP","Cancer","dairy_tot",0,0,0
25,4,"medSBP","DIAB","dairy_tot",0,0,0
25,4,"medSBP","Other_CVD","dairy_tot",0,0,0
35,1,"direct","All_HD","dairy_tot",0,0,0
35,1,"direct","All_STK","dairy_tot",0,0,0
35,1,"direct","Cancer","dairy_tot",0.0191208995972728,0.0164779794357194,0.019238903660059
35,1,"direct","DIAB","dairy_tot",0,0,0
35,1,"direct","Other_CVD","dairy_tot",0,0,0
35,1,"medBMI","All_HD","dairy_tot",0,0,0
35,1,"medBMI","All_STK","dairy_tot",0,0,0
35,1,"medBMI","Cancer","dairy_tot",0,0,0
35,1,"medBMI","DIAB","dairy_tot",0,0,0
35,1,"medBMI","Other_CVD","dairy_tot",0,0,0
35,1,"medSBP","All_HD","dairy_tot",0,0,0
35,1,"medSBP","All_STK","dairy_tot",0,0,0
35,1,"medSBP","Cancer","dairy_tot",0,0,0
35,1,"medSBP","DIAB","dairy_tot",0,0,0
35,1,"medSBP","Other_CVD","dairy_tot",0,0,0
35,2,"direct","All_HD","dairy_tot",0,0,0
35,2,"direct","All_STK","dairy_tot",0,0,0
35,2,"direct","Cancer","dairy_tot",0.0234549259189587,0.0314374710075026,0.0292850740279038
35,2,"direct","DIAB","dairy_tot",0,0,0
35,2,"direct","Other_CVD","dairy_tot",0,0,0
35,2,"medBMI","All_HD","dairy_tot",0,0,0
35,2,"medBMI","All_STK","dairy_tot",0,0,0
35,2,"medBMI","Cancer","dairy_tot",0,0,0
35,2,"medBMI","DIAB","dairy_tot",0,0,0
35,2,"medBMI","Other_CVD","dairy_tot",0,0,0
35,2,"medSBP","All_HD","dairy_tot",0,0,0
35,2,"medSBP","All_STK","dairy_tot",0,0,0
35,2,"medSBP","Cancer","dairy_tot",0,0,0
35,2,"medSBP","DIAB","dairy_tot",0,0,0
35,2,"medSBP","Other_CVD","dairy_tot",0,0,0
35,3,"direct","All_HD","dairy_tot",0,0,0
35,3,"direct","All_STK","dairy_tot",0,0,0
35,3,"direct","Cancer","dairy_tot",0.0138187396122601,0.0144097696866085,0.0164564886656393
35,3,"direct","DIAB","dairy_tot",0,0,0
35,3,"direct","Other_CVD","dairy_tot",0,0,0
35,3,"medBMI","All_HD","dairy_tot",0,0,0
35,3,"medBMI","All_STK","dairy_tot",0,0,0
35,3,"medBMI","Cancer","dairy_tot",0,0,0
35,3,"medBMI","DIAB","dairy_tot",0,0,0
35,3,"medBMI","Other_CVD","dairy_tot",0,0,0
35,3,"medSBP","All_HD","dairy_tot",0,0,0
35,3,"medSBP","All_STK","dairy_tot",0,0,0
35,3,"medSBP","Cancer","dairy_tot",0,0,0
35,3,"medSBP","DIAB","dairy_tot",0,0,0
35,3,"medSBP","Other_CVD","dairy_tot",0,0,0
35,4,"direct","All_HD","dairy_tot",0,0,0
35,4,"direct","All_STK","dairy_tot",0,0,0
35,4,"direct","Cancer","dairy_tot",0.0155681185617999,0.0122087624806053,0.0129959788816056
35,4,"direct","DIAB","dairy_tot",0,0,0
35,4,"direct","Other_CVD","dairy_tot",0,0,0
35,4,"medBMI","All_HD","dairy_tot",0,0,0
35,4,"medBMI","All_STK","dairy_tot",0,0,0
35,4,"medBMI","Cancer","dairy_tot",0,0,0
35,4,"medBMI","DIAB","dairy_tot",0,0,0
35,4,"medBMI","Other_CVD","dairy_tot",0,0,0
35,4,"medSBP","All_HD","dairy_tot",0,0,0
35,4,"medSBP","All_STK","dairy_tot",0,0,0
35,4,"medSBP","Cancer","dairy_tot",0,0,0
35,4,"medSBP","DIAB","dairy_tot",0,0,0
35,4,"medSBP","Other_CVD","dairy_tot",0,0,0
45,1,"direct","All_HD","dairy_tot",0,0,0
45,1,"direct","All_STK","dairy_tot",0,0,0
45,1,"direct","Cancer","dairy_tot",0.0133650161469148,0.0122869079616942,0.00944880257215869
45,1,"direct","DIAB","dairy_tot",0,0,0
45,1,"direct","Other_CVD","dairy_tot",0,0,0
45,1,"medBMI","All_HD","dairy_tot",0,0,0
45,1,"medBMI","All_STK","dairy_tot",0,0,0
