"age","race","pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"direct","Cancer",743.88497395147,28.9079754593921,755.625102618853,713.187462978339,764.603375557326,0.0829532278126728,0.000378440079257847,0.0827448668787862,0.0827257634782346,0.0833577989409146,8.27448668787862,8.27257634782346,8.33577989409146,1.9843310543292,0.0771127196146329,2.01564812983451,1.90244470570325,2.03959788877563
25,1,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","HSTK",4.1824799552874,0.452299246173618,4.26540699223001,3.72300278985567,4.5714691393179,0.0410053778666868,0.00775215559153332,0.04007153248226,0.0340778997946144,0.0487266245155219,4.007153248226,3.40778997946144,4.87266245155219,0.0111568658462076,0.00120651911445996,0.011378075711188,0.00993119945953742,0.0121945038476444
25,1,"direct","IHD",6.57051786905977,1.17795367011499,6.54378468940214,5.46303964107353,7.70071929975499,0.0121063462335497,0.00191928124609766,0.0123935222946468,0.0101763518258831,0.0137922409892839,1.23935222946468,1.01763518258831,1.37922409892839,0.0175270144002812,0.00314221973829345,0.0174557030007595,0.0145727895984102,0.0205418538917455
25,1,"direct","ISTK",2.91600063094809,0.871015049330828,3.26635802350726,1.99146316001012,3.54273431821077,0.0419136957652567,0.012459993833354,0.0475867294387969,0.0286246809237934,0.0503806319842108,4.75867294387969,2.86246809237934,5.03806319842108,0.00777850179671907,0.00232345358717784,0.0087130885655255,0.00531227586298635,0.00945032897696631
25,1,"direct","OSTK",1.73290578748634,0.603641052405754,1.39276331818302,1.37692374570801,2.3780089281725,0.0372144954283957,0.0119944883194828,0.0322539706269789,0.0286838786638927,0.049961558274103,3.22539706269789,2.86838786638927,4.99615582741029,0.00462256785490638,0.00161022702151642,0.00371522963949724,0.00367297719906618,0.00634339599384436
25,1,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","Cancer",339.968685208402,76.9597585189313,360.529213344955,260.102463229173,402.35845827156,0.0377305526188795,0.00727371144581844,0.0397876567307471,0.0301567206257482,0.0435558461169233,3.97876567307471,3.01567206257482,4.35558461169233,0.906874642157389,0.205292006305203,0.961720345328473,0.693829574687494,1.07330086193186
25,1,"medBMI","DIAB",8.63510089331668,2.54140387162072,7.52161161202602,6.87455274557813,11.3421149301523,0.0204979384796077,0.00626094924487646,0.0187759457843134,0.0154530712540242,0.0270064994961915,1.87759457843134,1.54530712540242,2.70064994961915,0.0230343392592736,0.00677925593423592,0.0200640798281806,0.0183380347437488,0.0302553642912275
25,1,"medBMI","HHD",3.78939111108051,0.692016356216263,4.1511685281523,3.04945840839812,4.22181300925188,0.0160300760448321,0.0026351771345933,0.0168709897941833,0.0132667657494404,0.0180786096532754,1.68709897941833,1.32667657494404,1.80786096532754,0.0101082919026761,0.00184597026936755,0.0110733418614583,0.00813450362698742,0.0112617877133999
25,1,"medBMI","HSTK",1.0398486073315,0.271978892238841,0.930921740670491,0.843801787641537,1.32848326368331,0.010060489097465,0.00227920386334245,0.0089970090563169,0.00853187693256144,0.0124930592973445,0.89970090563169,0.853187693256144,1.24930592973445,0.00277382116265662,0.000725510234633124,0.00248325612675053,0.00225086155729343,0.00354376104853998
25,1,"medBMI","IHD",4.18370992210015,0.608244958072905,4.31075005946742,3.5614165155691,4.69801921186901,0.00771710505955463,0.00105483657627275,0.00770101082026544,0.00672193784798006,0.00872595237452501,0.770101082026544,0.672193784798006,0.872595237452501,0.0111601468122545,0.00162250805058198,0.0114990294332934,0.00950016418762302,0.0125320792090029
25,1,"medBMI","ISTK",0.885310558269129,0.0620569576235542,0.89052461522085,0.824296750194211,0.941892417935084,0.0127695489763218,0.001596970971116,0.0119127953643146,0.0117902348240642,0.0144771036987855,1.19127953643146,1.17902348240642,1.44771036987855,0.00236158720099857,0.000165538426586962,0.00237549582328648,0.00219883140091457,0.00251252067213786
25,1,"medBMI","OSTK",0.378955756975294,0.110787027542975,0.366147542644814,0.279680425714101,0.489118070417395,0.00819712672624356,0.00239877199543924,0.00858207774543967,0.00577680426753587,0.0102902408186346,0.858207774543967,0.577680426753587,1.02902408186346,0.00101087359351872,0.000295527059785309,0.000976707373825549,0.000746054260357605,0.00130473421341903
25,1,"medBMI","Other_CVD",58.6516888207417,3.86864794111114,58.8063197560684,54.9129576426904,62.2589837037654,0.0637730882725329,0.00645288766460071,0.0603937098823,0.0597458237487171,0.0706728244280467,6.03937098823,5.97458237487171,7.06728244280467,0.156454790177605,0.0103197114024706,0.156867271915606,0.146481634864375,0.166077336013534
25,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"direct","Cancer",125.647598756114,12.7641734985618,131.830807183386,112.012433374254,134.027036974793,0.095664618935586,0.00664974523396612,0.097919723888272,0.0886675321272355,0.100744866534153,9.7919723888272,8.86675321272355,10.0744866534153,1.43057772598709,0.145328223367966,1.50097748164307,1.27533270675436,1.52598295291223
25,2,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"direct","HSTK",3.34552810210091,0.51265734384856,3.54967323769496,2.80161883364046,3.71591400530642,0.0437850552218014,0.00612631118219076,0.0456751452540735,0.0373733577804088,0.0485901761357628,4.56751452540735,3.73733577804088,4.85901761357628,0.0380909625962631,0.00583692951106052,0.040415284642531,0.0318982100715787,0.0423080413816197
25,2,"direct","IHD",3.93776981162181,1.10756603963539,3.69899931973594,3.0055599488832,5.07293459246342,0.0147631278942266,0.00315368801023294,0.0156865797123304,0.0114725884953474,0.0172687332477177,1.56865797123304,1.14725884953474,1.72687332477177,0.044834010664262,0.012610342911826,0.0421154569418154,0.0342202092165488,0.0577585827760549
25,2,"direct","ISTK",1.55873090327499,0.360647980252217,1.71324269418204,1.17490337764128,1.81122340663772,0.0440246304710296,0.0163677351622819,0.0496569774832536,0.026788056276881,0.0564737097047878,4.96569774832536,2.6788056276881,5.64737097047878,0.0177471414743167,0.0041062063467882,0.0195063563631189,0.0133770212791975,0.0206219290139541
25,2,"direct","OSTK",1.04725490800563,0.112222089019123,1.01569868706743,0.957264787235166,1.16406781657358,0.0457273766492146,0.0114010047198854,0.039529730032575,0.0388057368271124,0.0579170160954605,3.9529730032575,3.88057368271124,5.79170160954605,0.0119236623672493,0.00127771976944912,0.0115643747466546,0.0108990676785517,0.0132536515334524
25,2,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medBMI","Cancer",58.7648488487896,13.0751704683551,53.0096995769209,49.7272253498946,72.6943492287729,0.0450782223260229,0.0117478218232684,0.039373916134426,0.037376827563132,0.0576282773517711,3.9373916134426,3.7376827563132,5.76282773517711,0.669075132882199,0.148869121421253,0.603549102623181,0.566176048447866,0.827671343036698
25,2,"medBMI","DIAB",6.49805579552645,0.629397923420165,6.66413542638606,5.84536538215778,7.00957852266446,0.0248589848523422,0.00290046298269668,0.0255392985077156,0.0218718573170996,0.0272678457805175,2.55392985077156,2.18718573170996,2.72678457805175,0.0739844929416058,0.00716609516569532,0.0758754150364171,0.0665531979819392,0.0798085041206829
25,2,"medBMI","HHD",3.0621316335857,1.67752758498966,2.28952293658447,1.92909336164197,4.85188729798048,0.0136194284616981,0.00853537035967126,0.00998367476232518,0.00762791277013206,0.022701334797731,0.998367476232518,0.762791277013206,2.2701334797731,0.0348643137824788,0.0190997171579321,0.0260676729888951,0.021963953325294,0.0552418189142098
25,2,"medBMI","HSTK",0.887700378350619,0.0416152379048863,0.866319694659327,0.861381626075198,0.932192711763637,0.0116558470918898,0.000997788642807068,0.0118961765811275,0.0106266591696692,0.0124807549482584,1.18961765811275,1.06266591696692,1.24807549482584,0.0101070326945417,0.000473815918471636,0.00986360002923065,0.00980737698162937,0.0106136061729685
25,2,"medBMI","IHD",4.10374340301646,2.42137037872607,2.76448048994639,2.65369052613545,6.69216975600705,0.015007735170737,0.00720164777393034,0.0117235067704262,0.0101181414453471,0.022688923036391,1.17235067704262,1.01181414453471,2.2688923036391,0.0467237254324061,0.0275688398701044,0.03147536643752,0.0302139523232838,0.0761946036871816
25,2,"medBMI","ISTK",0.529578420008292,0.15074783979119,0.581825563524258,0.370766197715965,0.643980570312049,0.0142027915706478,0.00306961658327142,0.0129827906218393,0.0119833391950149,0.0174592447527678,1.29827906218393,1.19833391950149,1.74592447527678,0.00602958671178292,0.00171635991440268,0.00662445362925955,0.0042214086799297,0.007332127863781
25,2,"medBMI","OSTK",0.247207514051034,0.0293775355351861,0.260114570126343,0.215912497432855,0.267531533005201,0.010586614897988,0.000599033768546305,0.0107323288657087,0.00996837483626708,0.0110809980871464,1.07323288657087,0.996837483626708,1.10809980871464,0.00281461457918105,0.000334481903331928,0.00296156961144748,0.00245830093569262,0.00304601644524302
25,2,"medBMI","Other_CVD",36.7253760225539,11.9783434017682,35.7496082022287,25.7890036870411,48.4911510053431,0.0853526870896561,0.027497707856686,0.08129701483958,0.0611675020027009,0.112985193589176,8.12970148395801,6.11675020027009,11.2985193589176,0.41814173479228,0.13638104853922,0.40703199832846,0.293624188725569,0.552102556853237
25,2,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
