"female","race","pathway","disease_type3","V1","V2","V3"
0,1,"direct","All_HD",1083.80199489635,1237.40896390533,1123.26518867626
0,1,"medSBP","All_HD",0,0,0
0,1,"medBMI","All_HD",3533.13503623532,3223.98833128586,2920.0294233179
0,1,"direct","All_STK",2421.92340542831,2501.76758380408,2234.17872209924
0,1,"medSBP","All_STK",0,0,0
0,1,"medBMI","All_STK",723.481558030505,671.127977976733,623.623246377736
0,1,"direct","Cancer",26778.2671078853,23870.1340461915,26698.5157331447
0,1,"medSBP","Cancer",0,0,0
0,1,"medBMI","Cancer",13423.2066834377,13017.9131951088,12869.1472291134
0,1,"direct","DIAB",0,0,0
0,1,"medSBP","DIAB",0,0,0
0,1,"medBMI","DIAB",376.532401455958,487.547968011374,332.751034968072
0,1,"direct","Other_CVD",0,0,0
0,1,"medSBP","Other_CVD",0,0,0
0,1,"medBMI","Other_CVD",1509.29959353649,1578.03605672682,1350.04381712256
0,2,"medSBP","All_HD",0,0,0
0,2,"medBMI","All_HD",435.019389264915,305.900285427048,335.986878152395
0,2,"direct","All_HD",187.333687410767,134.657786134676,190.468362350863
0,2,"medSBP","All_STK",0,0,0
0,2,"medBMI","All_STK",135.238323530073,105.956757413684,114.703574550794
0,2,"direct","All_STK",492.76088837184,418.048311058772,520.674352539193
0,2,"medSBP","Cancer",0,0,0
0,2,"medBMI","Cancer",1634.46050535973,1425.95608797492,1572.81831446805
0,2,"direct","Cancer",4468.72216607495,5121.10125059686,5210.86255877628
0,2,"medSBP","DIAB",0,0,0
0,2,"medBMI","DIAB",101.481608663075,77.1488928708354,68.2249192543877
0,2,"direct","DIAB",0,0,0
0,2,"medSBP","Other_CVD",0,0,0
0,2,"medBMI","Other_CVD",264.108797130774,238.647498479736,212.666146773964
0,2,"direct","Other_CVD",0,0,0
0,3,"medBMI","All_HD",41.6354543887141,26.2634086482624,47.6269129739217
0,3,"medSBP","All_HD",0,0,0
0,3,"direct","All_HD",24.4526885591545,5.96219055385631,17.2245643365178
0,3,"medBMI","All_STK",17.1099806553078,4.78303974271371,14.4893828240399
0,3,"medSBP","All_STK",0,0,0
0,3,"direct","All_STK",54.2310249625197,15.4849611044882,72.0088123795412
0,3,"medBMI","Cancer",362.49453034651,121.623699097963,322.023594254483
0,3,"medSBP","Cancer",0,0,0
0,3,"direct","Cancer",2812.54198390415,2772.71854241437,2585.65882161522
0,3,"medBMI","DIAB",14.7296113824772,3.49491017679447,11.820946131912
0,3,"medSBP","DIAB",0,0,0
0,3,"direct","DIAB",0,0,0
0,3,"medBMI","Other_CVD",31.2095529830071,12.3816513138287,23.022042001159
0,3,"medSBP","Other_CVD",0,0,0
0,3,"direct","Other_CVD",0,0,0
0,4,"direct","All_HD",18.5538160563056,33.22933177603,24.4763779609174
0,4,"medSBP","All_HD",0,0,0
0,4,"medBMI","All_HD",40.0513458698917,68.5586868646665,45.7802818980129
0,4,"direct","All_STK",57.9303009154108,87.2861797685947,66.7909401180461
0,4,"medSBP","All_STK",0,0,0
0,4,"medBMI","All_STK",13.1311581856002,16.9331379048821,15.303472395166
0,4,"direct","Cancer",2799.1810801913,2816.62045789778,3133.61592795416
0,4,"medSBP","Cancer",0,0,0
0,4,"medBMI","Cancer",402.180715094127,510.041923439852,507.591568803843
0,4,"direct","DIAB",0,0,0
0,4,"medSBP","DIAB",0,0,0
0,4,"medBMI","DIAB",10.1417863033365,11.2514417563788,7.68885569836686
0,4,"direct","Other_CVD",0,0,0
0,4,"medSBP","Other_CVD",0,0,0
0,4,"medBMI","Other_CVD",25.0736933693025,34.893537169325,23.403272121626
1,1,"direct","All_HD",872.057999335605,466.666553266979,546.333033255217
1,1,"medBMI","All_HD",2368.52476832244,1983.79666330481,1613.78007459321
1,1,"medSBP","All_HD",0,0,0
1,1,"direct","All_STK",3717.17203333044,4053.74374775871,3296.34842250665
1,1,"medBMI","All_STK",1001.82321772468,879.289495980911,861.622268051667
1,1,"medSBP","All_STK",0,0,0
1,1,"direct","Cancer",40361.0840012904,37763.6802493428,37032.7103821678
1,1,"medBMI","Cancer",19919.3611522009,17085.9641615143,18257.1965235155
1,1,"medSBP","Cancer",0,0,0
1,1,"direct","DIAB",0,0,0
1,1,"medBMI","DIAB",271.103346889066,228.967565143181,306.674773128328
1,1,"medSBP","DIAB",0,0,0
1,1,"direct","Other_CVD",0,0,0
1,1,"medBMI","Other_CVD",1509.91012195346,1500.0142823517,1417.57198582513
1,1,"medSBP","Other_CVD",0,0,0
1,2,"medSBP","All_HD",0,0,0
1,2,"direct","All_HD",62.963584566416,91.5165384815396,170.179848498388
1,2,"medBMI","All_HD",122.623477214177,222.333178363234,440.722947434078
1,2,"medSBP","All_STK",0,0,0
1,2,"direct","All_STK",283.934529741229,466.020009383129,734.604878950913
1,2,"medBMI","All_STK",70.4880795658706,115.54747498361,180.307047034541
1,2,"medSBP","Cancer",0,0,0
1,2,"direct","Cancer",7063.70581641764,7243.58512017481,8229.41768269955
1,2,"medBMI","Cancer",1790.31126436643,2083.22916596955,2756.49425055333
1,2,"medSBP","DIAB",0,0,0
1,2,"direct","DIAB",0,0,0
1,2,"medBMI","DIAB",52.2386435328379,69.450608929327,91.0845863807853
1,2,"medSBP","Other_CVD",0,0,0
1,2,"direct","Other_CVD",0,0,0
1,2,"medBMI","Other_CVD",154.920345143704,176.794482835561,244.881567965047
1,3,"medSBP","All_HD",0,0,0
1,3,"medBMI","All_HD",93.6855484391684,179.467788814054,67.4131138002643
1,3,"direct","All_HD",25.8659963548266,33.1560326818226,22.9713110458351
1,3,"medSBP","All_STK",0,0,0
1,3,"medBMI","All_STK",27.4717679257766,54.7473612778635,36.2896166584822
1,3,"direct","All_STK",133.845771380585,275.590188075543,135.955844088166
1,3,"medSBP","Cancer",0,0,0
1,3,"medBMI","Cancer",1006.49957934818,1176.1413305574,1125.34952826249
1,3,"direct","Cancer",3957.15312260937,4285.18789450786,4940.14719740509
1,3,"medSBP","DIAB",0,0,0
1,3,"medBMI","DIAB",18.4362455657675,34.4472314570788,17.7626449556261
1,3,"direct","DIAB",0,0,0
1,3,"medSBP","Other_CVD",0,0,0
1,3,"medBMI","Other_CVD",44.4700624679706,85.8540507034336,42.3519265289357
1,3,"direct","Other_CVD",0,0,0
