"age","female","pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"direct","Cancer",357.358302806694,54.5035845767755,376.622299297406,299.877961860145,398.464246736139,0.0811428239364805,0.0100938993738789,0.0855248881947486,0.0703947751481189,0.0881661181053142,8.55248881947486,7.03947751481189,8.81661181053142,1.04633118520552,0.159584371764312,1.1027354162577,0.878030986787707,1.16668778722899
25,0,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","HSTK",5.70738691163727,0.911521230356781,5.32094526285808,5.06615676481452,6.67709245992234,0.0364630364993476,0.00578887085128167,0.0361059136769615,0.0311232406716585,0.0421063867260649,3.61059136769615,3.11232406716585,4.21063867260649,0.016711006473831,0.0026688986426464,0.0155795203849276,0.0148335095911645,0.0195502665320654
25,0,"direct","IHD",8.87554198299143,0.638581552029124,8.6103699786094,8.42217299313101,9.55430717657658,0.011687511130355,0.000958319362882951,0.0116214168941094,0.0108068231837391,0.0126243791777795,1.16214168941094,1.08068231837391,1.26243791777795,0.025987241067205,0.00186974190032027,0.0252108277715037,0.0246597943316168,0.0279746391041393
25,0,"direct","ISTK",2.33398341148105,0.662992568663463,2.45140497898281,1.66168909784537,2.90646939274023,0.0336042207839658,0.0119561782776456,0.0341701387350248,0.0220148829625494,0.0447125283469821,3.41701387350248,2.20148829625494,4.47125283469821,0.00683381247897299,0.00194121640578572,0.00717761825297586,0.00486536092637574,0.0085100291236678
25,0,"direct","OSTK",1.60403532991153,0.351442134963866,1.45193793176164,1.35914380551669,1.97820964273378,0.0384001227286238,0.00632666056286293,0.035669622758845,0.0339858648227151,0.0451353056088446,3.5669622758845,3.39858648227151,4.51353056088446,0.0046965529404972,0.00102900887630087,0.00425121768559216,0.00397952009991577,0.00579212074774791
25,0,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","Cancer",148.599403330182,7.06632493545046,148.67066767088,141.856363340407,155.281868630363,0.0338132278995119,0.000552876207722479,0.033760725942438,0.0333120879903791,0.0343589944721575,3.3760725942438,3.33120879903791,3.43589944721575,0.435093262381562,0.0206899240529377,0.435301921594122,0.415349904051909,0.454659260380538
25,0,"medBMI","DIAB",9.70695950598683,1.07943202148834,9.13260598205646,9.04096073976573,10.8611587675488,0.020908968418177,0.00240378063244809,0.0210987587471686,0.0185500605461104,0.0231065545106007,2.10987587471686,1.85500605461104,2.31065545106007,0.0284215991761503,0.00316053489599103,0.026739914439288,0.0264715807410603,0.0318010496375734
