"age","female","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"direct",1378.54371547516,51.656617304289,1364.04884784302,1337.10125831171,1432.30681012591,0.188167700915598,0.00574093085796855,0.190286151055573,0.182099463175543,0.192435256036673,19.0286151055573,18.2099463175543,19.2435256036673,4.03632228030529,0.151248562530089,3.99388187270931,3.91498038064579,4.19373852642137
25,0,"medBMI",1122.3281247698,52.6847701426577,1107.62428925062,1080.01066695793,1177.14384277299,0.153150220927806,0.00449629589622594,0.150649924118135,0.150469308976094,0.15795638516774,15.0649924118135,15.0469308976094,15.795638516774,3.28613301483892,0.154258953976135,3.24308075741264,3.16222914737753,3.44663130111264
25,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct",2427.03221034557,196.916977887683,2356.98182509682,2278.83131316156,2634.77593499102,0.192726814922541,0.020480746984217,0.190099432091483,0.174507191700544,0.213179713550937,19.0099432091483,17.4507191700544,21.3179713550937,7.30647787387498,0.592810237867353,7.09559415024959,6.86032533764259,7.93188157518894
25,1,"medBMI",1987.13024481659,230.181705081357,1979.34209044546,1771.86148645259,2209.01893439605,0.157244446511339,0.0137052015318819,0.159641369866309,0.143356019623892,0.169095488547062,15.9641369866309,14.3356019623892,16.9095488547062,5.98217160216135,0.692952292919215,5.95872569264749,5.3341141049355,6.65015812247399
25,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct",3492.44696438689,328.270424759933,3623.66490550053,3144.10423059649,3729.2544482307,0.180222350654824,0.0153106073049099,0.184178828240531,0.164364682652331,0.192717012709465,18.4178828240531,16.4364682652331,19.2717012709465,17.6229232798385,1.65645593750624,18.2850503594376,15.8651822646489,18.817856277369
35,0,"medBMI",2698.46986681844,467.187504220525,2953.10560864842,2198.97577553082,2981.52357755057,0.139150835504695,0.0226811552603115,0.150096530682458,0.114923874667764,0.154073955440526,15.0096530682458,11.4923874667764,15.4073955440526,13.6165066845176,2.35743294834053,14.9014012550963,11.0960543657694,15.0447986182741
35,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"direct",4496.13428979964,355.657373771724,4404.60762068099,4205.65657593387,4864.40967241625,0.197385340342548,0.0145732392412484,0.196473504934043,0.183948633106271,0.211597107676053,19.6473504934043,18.3948633106271,21.1597107676053,21.3671573020133,1.69020464273989,20.9321914824149,19.9867085420685,23.1173270086168
35,1,"medBMI",3364.75770321424,187.774763301688,3333.37541522735,3201.58751295768,3554.60283825966,0.147825498736932,0.0100914201917273,0.144823564489445,0.139838063036545,0.158364578547683,14.4823564489445,13.9838063036545,15.8364578547683,15.9904714792101,0.892369454782072,15.8413321873891,15.2150313127273,16.8926800437408
35,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,"direct",10817.1746441741,2164.79938654463,10858.3760400695,8743.38401065436,12855.9440911827,0.170193322692998,0.0332695959142379,0.171416154350065,0.138083518997904,0.201263719479585,17.1416154350065,13.8083518997904,20.1263719479585,57.0508997629928,11.4173762439218,57.2682001935253,46.1135131112863,67.8035810487467
45,0,"medBMI",8717.62650775111,1762.96393052647,9430.36993442058,6845.90429120054,9983.51681163265,0.137179035835428,0.0273079771244775,0.148872883227804,0.10811646771284,0.156301833674498,14.8872883227804,10.811646771284,15.6301833674498,45.9776653724251,9.29805441760218,49.736748046897,36.1060084866684,52.6541019848806
45,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"direct",14184.1354451435,539.595360607555,14153.3791483282,13685.2161917005,14709.1975508796,0.197561371292973,0.00870403959445746,0.196472746222898,0.189803847907278,0.206244225988231,19.6472746222898,18.9803847907278,20.6244225988231,70.4066488435084,2.67842204544727,70.2539819574669,67.9301332451991,73.0129312949531
45,1,"medBMI",11275.0891196087,1137.92579271987,11172.7378666695,10240.8435372897,12396.333266926,0.157082578874162,0.0168180562515736,0.155096423863725,0.142033322311712,0.173820067195484,15.5096423863725,14.2033322311712,17.3820067195484,55.9668400935466,5.64839090883259,55.4587930044412,50.8330929001486,61.5324273126843
45,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,"direct",28041.2547900466,876.852598793366,27639.7163563545,27447.2054503483,28976.6117983832,0.15199857930485,0.00459607697402662,0.149442552233736,0.149258387066004,0.156911394554143,14.9442552233736,14.9258387066004,15.6911394554143,123.839245789352,3.87246452828308,122.06592226456,121.215731872421,127.970084702356
55,0,"medBMI",19649.4051483785,1969.92574973249,20282.601143009,17582.8364514218,21177.7572498994,0.106490504372059,0.0103580785866291,0.109840845410705,0.0956203794478149,0.114512839413455,10.9840845410705,9.56203794478149,11.4512839413455,86.7781250163008,8.69982891045548,89.5745232159888,77.6514896100332,93.5278219528336
55,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,"direct",33680.6774223115,3403.44254289018,33921.100260146,30351.2834251901,36805.7120072736,0.162006895458409,0.016644388793481,0.162539787915681,0.145974326055471,0.177586506272666,16.2539787915681,14.5974326055471,17.7586506272666,133.797638170838,13.5202914175117,134.752726082558,120.57150712337,146.211944493345
55,1,"medBMI",23482.5200567773,2399.714434707,23863.5923652755,21062.4965998995,25578.6320514317,0.112930045565704,0.0113606493988896,0.115179502717068,0.101341267755134,0.122606784797614,11.5179502717068,10.1341267755134,12.2606784797614,93.2851107031124,9.53294732235911,94.7989334273425,83.6714850984864,101.611986992143
55,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,"direct",36756.0116597398,171.750419296638,36835.892093921,36572.7203488934,36871.4046015323,0.167012107828403,0.000899803807383732,0.166625129422757,0.166383262399809,0.167969884901795,16.6625129422757,16.6383262399809,16.7969884901795,270.226463171068,1.26269163216954,270.81373600701,268.878924076823,271.074820354762
65,0,"medBMI",28034.6854920834,1831.58577722573,27863.5553099646,26373.1148276768,29841.7168112908,0.127410419846512,0.00890926531248512,0.126800271362769,0.119220830226305,0.136118635677901,12.6800271362769,11.9220830226305,13.6118635677901,206.108159306547,13.4656325380446,204.85002759509,193.892460603763,219.393269964068
65,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"direct",35458.2445923567,2709.10429871337,36432.960954171,32598.4657304241,37489.5145467472,0.154949762341031,0.0120782133611941,0.159391792143132,0.142185145744168,0.163938653606109,15.9391792143132,14.2185145744168,16.3938653606109,227.14489328118,17.3544746473851,233.388909208337,208.825200023114,240.157173001162
65,1,"medBMI",24593.4791449696,1657.70753618501,24903.9445036955,22907.5617069413,26015.5010280809,0.107460200370169,0.00719727346446675,0.108604365663378,0.100201628741632,0.113746231499477,10.8604365663378,10.0201628741632,11.3746231499477,157.545396282849,10.6192454174485,159.534231928438,146.745438728708,166.65484353824
65,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,"direct",34478.0408147845,3716.22828644414,35023.7225253234,30744.3706397837,37747.8815358271,0.109747016526429,0.0122555040281475,0.111537811016484,0.0974367975718196,0.120535060164493,11.1537811016484,9.74367975718195,12.0535060164493,396.746640146165,42.7634822576874,403.025923427038,353.782450118573,434.373439385016
75,0,"medBMI",28024.7631542909,2624.90680971595,28051.3039352777,25519.9174572827,30507.0491874604,0.0891657170893819,0.00811732191614914,0.0895839609438068,0.0812841886276965,0.0966917382748062,8.95839609438069,8.12841886276965,9.66917382748062,322.487309591825,30.2053983590918,322.792720381838,293.663481703483,351.051538308656
75,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"direct",55535.454590221,4149.36079856593,57800.7150166934,51099.2193916571,58046.2184262834,0.13750167319385,0.0102619538213057,0.14321592209515,0.126532716963183,0.143613517858413,14.321592209515,12.6532716963183,14.3613517858413,469.7667941436,35.0988739440457,488.92832142912,432.241288992458,491.00500110205
75,1,"medBMI",40296.8705437824,519.808146334674,39998.3397383388,39995.3392909694,40852.1529812224,0.0997730559719969,0.0013514605564256,0.099033031986378,0.0989572182515139,0.101217914080256,9.9033031986378,9.89572182515139,10.1217914080256,340.865701542409,4.39698582239328,338.34047040023,338.315090027419,345.562759528253
75,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
