"age","race","pathway","disease_type3","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"direct","All_HD",9.43983201316571,1.72385607961264,9.36874754504927,7.83342421678914,11.1066616074412,0.0121136161891599,0.00193008647788698,0.0123801171848509,0.0101799274996521,0.0138207790323302,1.23801171848509,1.01799274996521,1.38207790323302,0.0251809788707973,0.00459842754155792,0.024991359342909,0.0208958474487524,0.0296272868915474
25,1,"direct","All_STK",24.9893501778397,4.4255021499701,25.5187498886527,20.582750191073,28.9459604104153,0.114090227041121,0.0195274694654256,0.123399411003761,0.0932375354560703,0.127030112257927,12.3399411003761,9.32375354560703,12.7030112257927,0.0666596924548567,0.0118051333938615,0.0680718789125813,0.0549049810358328,0.0772140453848147
25,1,"direct","Cancer",743.88497395147,28.9079754593921,755.625102618853,713.187462978339,764.603375557326,0.0829532278126728,0.000378440079257847,0.0827448668787862,0.0827257634782346,0.0833577989409146,8.27448668787862,8.27257634782346,8.33577989409146,1.9843310543292,0.0771127196146329,2.01564812983451,1.90244470570325,2.03959788877563
25,1,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","All_HD",18.3125702263353,3.19213922941722,19.6241708866724,14.9210922390796,20.5891876523045,0.0235123733732103,0.00377288384266246,0.0243531107400959,0.0196381960472827,0.026671923937285,2.43531107400959,1.96381960472827,2.6671923937285,0.04884922139464,0.00851510814773937,0.0523479476928208,0.0398023723173734,0.054922153118453
25,1,"medBMI","All_STK",6.88776111560674,0.930048683596712,6.46254615667917,6.25713924440074,7.87981570190119,0.0313643771363357,0.00297463829960331,0.030204976467013,0.0291970688855375,0.0345171759560583,3.0204976467013,2.91970688855375,3.45171759560583,0.0183732683883883,0.00248092722601404,0.0172389972613842,0.0166910693839829,0.021019597850747
25,1,"medBMI","Cancer",339.968685208402,76.9597585189313,360.529213344955,260.102463229173,402.35845827156,0.0377305526188795,0.00727371144581844,0.0397876567307471,0.0301567206257482,0.0435558461169233,3.97876567307471,3.01567206257482,4.35558461169233,0.906874642157389,0.205292006305203,0.961720345328473,0.693829574687494,1.07330086193186
25,1,"medBMI","DIAB",8.63510089331668,2.54140387162072,7.52161161202602,6.87455274557813,11.3421149301523,0.0204979384796077,0.00626094924487646,0.0187759457843134,0.0154530712540242,0.0270064994961915,1.87759457843134,1.54530712540242,2.70064994961915,0.0230343392592736,0.00677925593423592,0.0200640798281806,0.0183380347437488,0.0302553642912275
25,1,"medBMI","Other_CVD",58.6516888207417,3.86864794111114,58.8063197560684,54.9129576426904,62.2589837037654,0.0637730882725329,0.00645288766460071,0.0603937098823,0.0597458237487171,0.0706728244280467,6.03937098823,5.97458237487171,7.06728244280467,0.156454790177605,0.0103197114024706,0.156867271915606,0.146481634864375,0.166077336013534
25,1,"medSBP","All_HD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","All_STK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"direct","All_HD",7.32557766474361,1.48897116910665,7.31116257124109,5.91723118654401,8.74617697242036,0.0147637312440822,0.00312585992212251,0.015718424531092,0.0114941784207968,0.0172217947734093,1.5718424531092,1.14941784207968,1.72217947734093,0.0834063550829359,0.0169528825878757,0.0832422300866218,0.0673714358156335,0.0995807805971055
25,2,"direct","All_STK",18.1392174333543,0.774316092180012,17.8315825259132,17.5792750387742,18.9606494992592,0.132665534182229,0.00936621331391472,0.135845621001326,0.122809441620683,0.139818552947543,13.5845621001326,12.2809441620683,13.9818552947543,0.20652651291301,0.00881608057226949,0.203023894075259,0.200151213062856,0.215879038775252
25,2,"direct","Cancer",125.647598756114,12.7641734985618,131.830807183386,112.012433374254,134.027036974793,0.095664618935586,0.00664974523396612,0.097919723888272,0.0886675321272355,0.100744866534153,9.7919723888272,8.86675321272355,10.0744866534153,1.43057772598709,0.145328223367966,1.50097748164307,1.27533270675436,1.52598295291223
25,2,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medBMI","All_HD",14.2670841623897,8.03479889966941,10.2938271427755,9.05804355906527,22.8533932323863,0.0285309552970831,0.015415819765799,0.0221309187838722,0.0175852563610352,0.0449166852693604,2.21309187838722,1.75852563610352,4.49166852693604,0.162439815957921,0.0914812893556654,0.117201760888402,0.103131579790649,0.260200398934285
25,2,"medBMI","All_STK",4.76682112342318,0.557724840885369,5.0866820227227,4.17101375391344,5.09074672852834,0.0348335978793765,0.00424076704351463,0.0353639237014499,0.030603176716515,0.0386132420934755,3.53639237014499,3.0603176716515,3.86132420934755,0.0542732864809493,0.00635005159270086,0.0579151060022302,0.0474896411089909,0.0579613852598189
25,2,"medBMI","Cancer",58.7648488487896,13.0751704683551,53.0096995769209,49.7272253498946,72.6943492287729,0.0450782223260229,0.0117478218232684,0.039373916134426,0.037376827563132,0.0576282773517711,3.9373916134426,3.7376827563132,5.76282773517711,0.669075132882199,0.148869121421253,0.603549102623181,0.566176048447866,0.827671343036698
