"age","disease_type2","V1","V2","V3"
25,"Cancer",1804.76056618404,1925.47837881574,1798.10809820652
25,"DIAB",13.984181025892,19.6309598622174,16.1669645246444
25,"HHD",9.69103311368419,7.26203669051317,5.5261506804405
25,"HSTK",11.2042599049371,11.6009123871659,13.797151843273
25,"IHD",23.8210264864839,20.1861646368669,19.1013556610632
25,"ISTK",7.60742007413684,5.44737085279995,7.89427670281404
25,"OSTK",4.93805445459307,3.77335841358594,3.62926502667694
25,"Other_CVD",122.124098507458,107.609573983082,101.401763933642
35,"Cancer",3558.29051043055,3586.70076041428,3792.19525348349
35,"DIAB",51.594374343593,51.1045891191108,38.0711118788065
35,"HHD",30.5571643946066,24.9188372988013,7.92797657452198
35,"HSTK",38.9984293466538,45.4117017353122,36.3538304854514
35,"IHD",76.7602426462526,100.053964835897,77.1243907706199
35,"ISTK",18.2830416946098,13.2830999912309,13.7639717555447
35,"OSTK",14.5134418891334,17.1307078415656,16.8511230361417
35,"Other_CVD",161.171007790243,170.958925684174,134.6940372988
45,"Cancer",13312.7582613925,12615.0107888787,11236.5207023379
45,"DIAB",116.740252573069,132.861437665571,110.117749679286
45,"HHD",68.1222411573744,29.9756032392845,37.0967290513763
45,"HSTK",98.0380508697065,93.6124065631755,99.8690646230853
45,"IHD",302.743664171676,326.302848238257,273.689163229986
45,"ISTK",43.31444002295,47.6269954338176,39.1963958005295
45,"OSTK",57.2263946085248,74.7207280371966,52.8140525582104
45,"Other_CVD",273.117150231148,302.469778924894,223.544229179364
55,"Cancer",36027.9745760457,35433.9446460431,40870.1532243607
55,"DIAB",153.372488572819,140.724248119214,169.076255675067
55,"HHD",74.145594219481,57.9057801991964,90.3707528775984
55,"HSTK",129.527708460826,89.5517941157961,149.556029320504
55,"IHD",657.280534892422,518.97938958705,674.891496273221
55,"ISTK",93.873955039644,72.5313247612486,73.1599507775623
55,"OSTK",147.144457332622,162.938672484285,150.681529950225
55,"Other_CVD",492.213284175348,392.585088253291,383.756967678209
65,"Cancer",41531.2476626971,38402.5766297009,42460.3746911002
65,"DIAB",251.402562750085,324.055869439442,208.988412768682
65,"HHD",121.227771646977,79.8395875554436,90.9152963664644
65,"HSTK",185.467905275709,208.224953688416,124.052621749434
65,"IHD",1026.63662906757,1200.51349740428,1032.5258073033
65,"ISTK",170.831774563233,157.239437765958,119.223047754433
65,"OSTK",356.562512695174,320.634371681125,367.488782719218
65,"Other_CVD",706.340710757804,642.839320013141,622.67373160054
75,"Cancer",36181.8112990106,32585.2752168212,30611.819337294
75,"DIAB",268.976607473584,260.171227061022,309.50813063368
75,"HHD",270.775448438159,280.434556660763,182.38101776747
75,"HSTK",356.364703063485,367.22346102055,387.22705785061
75,"IHD",1703.20766038776,1373.31934525962,1570.85956068564
75,"ISTK",476.134319398839,588.637791315353,541.530643755125
75,"OSTK",870.882688288042,1046.73580158297,827.960052029747
75,"Other_CVD",1810.57200226819,2054.126330522,1904.63168939443
