"race","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"AA","medBMI",39.2489734169437,1.7989832232741,40.2381058743744,37.3257433543914,40.3314408906799,0.00502646359879765,0.000310238372704787,0.00516802147882637,0.00469556171189496,0.00523704128767593,0.516802147882637,0.469556171189496,0.523704128767593,0.0257222076610325,0.00117898166548717,0.026370445519486,0.0244617995855552,0.0264316135568243
1,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"AFF","medBMI",109.81827168579,10.7544366650816,105.07436490007,102.392587657276,121.276276482166,0.00480367122381855,0.000464259563134077,0.00460089718074785,0.00448157233429575,0.00529812804995145,0.460089718074785,0.448157233429575,0.529812804995145,0.0719705037701224,0.00704802773407651,0.0688615369655489,0.067104007401476,0.0794796219226563
1,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"APCA","medBMI",20.0089378069947,4.59133002813381,18.8668798022891,16.2349538947211,24.7536710232681,0.000557187025778278,0.000132993722718603,0.000519087591384326,0.000450985305830553,0.000695773264960862,0.0519087591384326,0.0450985305830553,0.0695773264960862,0.0131130577067786,0.00300897409900176,0.0123645985599388,0.010639739567482,0.016222566120889
1,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"BC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"BC","medBMI",364.843560220344,51.8905290108856,351.884450280845,322.221955110529,418.480408778733,0.00224828181792097,0.000316428186881482,0.00218648335764531,0.0019782702525348,0.00257082207454146,0.218648335764531,0.19782702525348,0.257082207454146,0.239103879739356,0.0340069776776028,0.230610997303302,0.21117138413406,0.274255325415299
1,"BC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CC","direct",7131.55121937514,419.385167580541,7036.7303640346,6781.14628558813,7562.55388020162,0.0711073836874417,0.00366532581195825,0.069747161507236,0.0683881486763013,0.0749828075517569,6.9747161507236,6.83881486763013,7.49828075517569,4.67373348753286,0.274848268153853,4.61159169070785,4.44409210617564,4.95619539619135
1,"CC","medBMI",79.9978724894919,21.5813337856888,91.5078811059153,56.9217751729679,93.2904624820559,0.00079860235866979,0.000218625555654134,0.000923728058666076,0.000565036964096522,0.000925810908246214,0.0923728058666076,0.0565036964096522,0.0925810908246214,0.0524274066166325,0.0141435431531032,0.059970605993259,0.0373042552191088,0.0611388385440238
1,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CM","medBMI",70.3141530351611,7.28972765406606,71.7091245727111,62.8918095698319,76.5507706935728,0.00462511647992226,0.000437029489893609,0.0047099089652185,0.00417980444609786,0.00499835490124484,0.47099089652185,0.417980444609786,0.499835490124484,0.0460810841258653,0.00477739599755523,0.0469952926884414,0.0412167770287455,0.0501683139447954
1,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DIAB","medBMI",667.859029865326,42.3372444069345,647.635748345024,639.836305108832,713.071543914078,0.0137761577058299,0.000866140109151444,0.0133783305539752,0.013190298673219,0.0147001698175173,1.33783305539752,1.3190298673219,1.47001698175173,0.437688101342176,0.0277461369718509,0.424434571337027,0.419323128129824,0.467318575058905
1,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ECA","medBMI",68.9076396126289,10.9124695011952,67.7467909371862,59.0782409629353,79.7237596364489,0.00721520526003246,0.0010771430474382,0.00700398245893771,0.00629655281846019,0.00831339708253526,0.700398245893771,0.629655281846019,0.831339708253526,0.0451593114734172,0.00715159613533364,0.0443985376723912,0.0387175166635345,0.0522477640141719
1,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ENDO","medBMI",8.48219763150968,0.801423214534117,8.75625713636405,7.63852373911981,9.09292094477334,0.00651336959179233,0.000462218768897457,0.00654196524721302,0.00606273930281736,0.00693969357365972,0.654196524721302,0.606273930281736,0.693969357365972,0.00555889313541694,0.000525220726912556,0.00573850077560812,0.00500598300378849,0.00595913677288288
1,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"GC","medBMI",9.68941254761813,0.156273456123178,9.74644718243926,9.52432373473404,9.80602192090426,0.00385255300459231,0.000278459963955561,0.00374548599881773,0.00364861599722475,0.00414749696686827,0.374548599881773,0.364861599722475,0.414749696686827,0.00635005351644826,0.000102415373966758,0.00638743173536766,0.00624186091017528,0.00642647463663974
1,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"HHD","medBMI",381.641653985707,83.3668551751471,378.232811376152,303.941571669137,462.239252520398,0.0105853399063773,0.00230170823543916,0.0104120820200558,0.00847700275310527,0.0128409462630226,1.04120820200558,0.847700275310527,1.28409462630226,0.250112678658811,0.0546353031474864,0.247878659527781,0.199191151835811,0.302933121743187
1,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"HSTK","direct",493.651238960175,26.7768942209624,487.310794158992,471.448475352736,521.243380648618,0.020173153388516,0.00116593480166446,0.0198931153833178,0.0192087579529086,0.0213755811285419,1.98931153833178,1.92087579529086,2.13755811285419,0.323519281530507,0.0175485056985404,0.31936400755412,0.308968478122416,0.341602067818527
1,"HSTK","medBMI",124.701728901626,13.2627236524243,123.28325067457,112.759157586402,137.850006709848,0.00509556680539836,0.000544741208475127,0.00505682991477918,0.00459550809598584,0.00562855187183719,0.505682991477918,0.459550809598584,0.562855187183719,0.0817245264588932,0.00869185872238055,0.0807949125520175,0.0738978427871037,0.0903413819515271
1,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"IHD","direct",1573.80588230873,140.519433985734,1509.06090270868,1478.91700946975,1723.72798780774,0.00549910085572751,0.000488890238779697,0.00526370778129655,0.00517700045126103,0.00602128537346031,0.526370778129655,0.517700045126103,0.602128537346031,1.03140944077339,0.0920908178411473,0.988978170212747,0.969223067999832,1.12966239352349
1,"IHD","medBMI",1549.47441771229,51.2133534646307,1535.80465620282,1507.94907547561,1602.61905723202,0.00541412920941564,0.000175319975813231,0.00535699182511182,0.00527863010019475,0.00559819509529478,0.535699182511182,0.527863010019475,0.559819509529478,1.01546357186115,0.0335631839039744,1.00650495680418,0.98824952310475,1.05029244341597
1,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ISTK","direct",523.792182107437,69.7862606978964,496.878680120566,472.740421727119,597.720419176596,0.0163199910327438,0.00230884705658894,0.0154022650708739,0.0146506688675457,0.0187693802655312,1.54022650708739,1.46506688675457,1.87693802655312,0.343272450371315,0.0457351245977639,0.325634417405768,0.309815168112897,0.391722060650447
1,"ISTK","medBMI",148.036040954651,41.2677837277076,132.014408141477,117.923213451591,191.76725634891,0.00460494428110893,0.00126116339672878,0.00409119826632445,0.00370221312237018,0.0059443595524145,0.409119826632445,0.370221312237018,0.59443595524145,0.0970169014690415,0.0270452552090554,0.086516964007967,0.077282158497135,0.125676591282861
1,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"KC","medBMI",246.092990978039,6.86603054642034,248.156181184568,238.918143110335,251.514127170194,0.00529942352730731,0.000104518835746949,0.00531859725501375,0.00519324287170285,0.0053893065143613,0.531859725501375,0.519324287170285,0.53893065143613,0.161279505341891,0.00449972185631164,0.162631637698903,0.156577396962421,0.164832301217902
1,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LVC","medBMI",106.922330749427,11.936226068972,102.846165874228,97.8225280100907,119.486873632683,0.00485967381517799,0.000480711623488989,0.00472077423420098,0.00447655910849689,0.00536085316568954,0.472077423420098,0.447655910849689,0.536085316568954,0.0700726198854177,0.00782252525113395,0.0674012644268512,0.0641089730595725,0.0783069188510445
1,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MLPC","direct",695.540133725031,28.6174409484548,696.621264975959,667.908638538876,722.252667347897,0.0147624938982885,0.000542567263175665,0.0147007057692105,0.0142758278305837,0.0153016798757098,1.47007057692105,1.42758278305837,1.53016798757098,0.455829189879757,0.0187547264226206,0.456537720068554,0.437720612883033,0.473335516216004
1,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MMC","medBMI",25.764348007551,2.6340670178684,24.8891706430751,23.7397630998216,28.532833675085,0.0015648622794994,0.000166989882854917,0.00147419066033548,0.00146339074742008,0.00174340468786805,0.147419066033548,0.146339074742008,0.174340468786805,0.0168849234007034,0.00172626219052747,0.0163113671532534,0.0155580914127481,0.0186992781989911
1,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OC","medBMI",13.5609760637642,1.61805813518133,14.3196162581513,11.8338187816617,14.6432891806377,0.000948016551232297,0.000114799529121652,0.00101055822965448,0.000825278054339679,0.00101759462146605,0.101055822965448,0.0825278054339679,0.101759462146606,0.00888732142603889,0.00106041059771489,0.00938450387238557,0.00775541161016771,0.00959662616251539
1,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OSTK","direct",1012.23582261467,129.563234884983,1020.91229614895,885.670417439429,1131.42622528579,0.0186878261028409,0.00243852072410051,0.0189571739233978,0.0162673817154626,0.0208793248427458,1.89571739233978,1.62673817154626,2.08793248427458,0.663378880120993,0.0849105630749561,0.669065093914235,0.580432974758409,0.741491503759321
1,"OSTK","medBMI",245.597016806182,7.08540772108924,249.394066483818,238.02094680672,249.945594579653,0.00453350582633365,0.000152399270728044,0.00461167173404557,0.00437057254421268,0.0046299980868995,0.461167173404557,0.437057254421268,0.462999808689949,0.160954463703031,0.00464349288397597,0.163442898222576,0.155989410382769,0.16380434768168
1,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OTH","medBMI",160.136347316522,35.8970349162582,141.105962747228,137.928636190199,198.519885326745,0.0048533379753454,0.00110890413182254,0.00425766365683355,0.00417397525723438,0.00603902386419148,0.425766365683355,0.417397525723438,0.603902386419148,0.104946958382779,0.0235254812074325,0.0924752053368931,0.0903929125686562,0.130101994285906
1,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
