"female","pathway","disease_type3","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,"direct","All_HD",1360.27831753901,48.7389011767564,1355.43449332456,1316.20680224268,1408.46708341762,0.00567074382836959,0.000176705126487541,0.00565425428302712,0.00551043109282717,0.00584507267745313,0.565425428302712,0.551043109282717,0.584507267745313,1.15407848065688,0.0413507414576163,1.14996891482914,1.1166876123635,1.19496247990384
0,"direct","All_STK",2981.02849418335,75.6994998548324,3022.58703573593,2900.09953756602,3026.63269048098,0.0478148593994993,0.00152664729934877,0.0484730664327332,0.0461896971449848,0.0488805456757651,4.84730664327332,4.61896971449848,4.88805456757651,2.52914480147429,0.0642244771915551,2.56440362893256,2.46048358259737,2.56783601701169
0,"direct","Cancer",36355.9798922155,1585.0081835989,36858.7123380557,34694.4811991483,37590.1560063186,0.087853851336119,0.0036953739207505,0.0889911405080737,0.0839868869005361,0.0907541199755403,8.89911405080737,8.39868869005361,9.07541199755403,30.8449039404739,1.3447423316031,31.2714289315667,29.435266028449,31.8919956100698
0,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medBMI","All_HD",3674.65847810897,352.870136746962,3624.71071222584,3363.18785713641,4028.58470008219,0.0153230217853408,0.00151326025514128,0.01503842436138,0.014025574523322,0.0168623768577263,1.503842436138,1.4025574523322,1.68623768577263,3.11762983991495,0.29937978576538,3.07525348132762,2.85337396199168,3.41790562263747
0,"medBMI","All_STK",818.627203195745,62.8129680585725,798.800913038014,769.65373799225,884.453015033313,0.0131338696072486,0.00110268728551019,0.0128103274666471,0.0122582056457288,0.0142845443882796,1.28103274666471,1.22582056457288,1.42845443882796,0.694534366024285,0.053291369720379,0.677713473911784,0.652984617281097,0.750381873063098
0,"medBMI","Cancer",15389.8193488331,387.18942854937,15271.5807066397,15085.3371956724,15794.8043478582,0.0371903392047892,0.000894857431869627,0.0368701981325105,0.0365181160172889,0.0381346823037265,3.68701981325105,3.65181160172889,3.81346823037265,13.0569304109898,0.328496736046702,12.9566151514006,12.7986036434629,13.4005251491676
0,"medBMI","DIAB",500.938125557656,79.496617514361,502.885407804847,424.605738640344,575.615322564856,0.0122551538212601,0.00189172080625604,0.0122843667819697,0.0104457642664521,0.014039712359465,1.22843667819697,1.04457642664521,1.4039712359465,0.425002665552012,0.067446003053492,0.426654766087815,0.360241238436257,0.488359807212334
0,"medBMI","Other_CVD",1767.5952195762,138.295782504548,1829.69163701958,1620.16309596932,1862.2453883562,0.0338865397597131,0.00264652786755695,0.0352282561539885,0.0310573953476298,0.0355752252366623,3.52282561539885,3.10573953476298,3.55752252366623,1.4996516368176,0.117332008087033,1.55233507532667,1.37456823365047,1.57995411725202
0,"medSBP","All_HD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","All_STK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","All_HD",787.553535181797,182.078497966567,775.78894647561,619.849925276104,965.257045487749,0.00449644800665846,0.00102544041521009,0.00444238430797208,0.0035462726578742,0.00549257749932615,0.444238430797208,0.35462726578742,0.549257749932615,0.62006718235517,0.143356478205039,0.610804529031001,0.488028533273353,0.759979086762531
1,"direct","All_STK",4512.64651902964,376.837647983892,4373.79332791937,4232.37948111516,4910.93876938784,0.0529169611974993,0.00442087780242828,0.0509737071414308,0.0498592163663615,0.0576264719762955,5.09737071414308,4.98592163663615,5.76264719762955,3.55295721118648,0.296696856978469,3.44363345968699,3.33229361849936,3.86654599264818
1,"direct","Cancer",54408.1630506604,1255.99410481422,54161.410509332,53337.2352318277,55688.8305296222,0.0910156626286601,0.00209338292562621,0.0907442951277573,0.089154851816538,0.0931071358165495,9.07442951277573,8.9154851816538,9.31071358165495,42.8373626081889,0.988886076737737,42.6430860971894,41.9941853948759,43.8456748558514
1,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","All_HD",2408.39303487075,217.650463462925,2425.49181759869,2194.83721516315,2607.41488925959,0.0137540097113069,0.00119900643349619,0.0138758481794879,0.0125675914693517,0.0148368652553085,1.38758481794879,1.25675914693517,1.48368652553085,1.89620821496458,0.171363473832416,1.90967065726747,1.72806859081691,2.0529047631548
1,"medBMI","All_STK",1110.02487940102,17.0833641369511,1119.05667025409,1091.75820452303,1120.61453205389,0.0130166944901186,0.00020702403297356,0.0130418752573597,0.0128104139950945,0.0132015713329876,1.30418752573597,1.28104139950945,1.32015713329876,0.873959633938337,0.0134503027316123,0.881070664307332,0.859577671168048,0.882297220894979
1,"medBMI","Cancer",23091.0379093633,1298.60091418756,23707.5270493206,21704.4450031591,23953.6150466038,0.0386284360729954,0.00219741798355833,0.0397205835498351,0.0362800001321124,0.0400485466585647,3.97205835498351,3.62800001321124,4.00485466585647,18.1803447949862,1.02243183973297,18.6657272698139,17.0886339232608,18.8594805631079
1,"medBMI","DIAB",377.911015497605,46.4048056968643,353.185058934195,349.309115475344,427.529978598765,0.0119330238648269,0.00148728308962276,0.0110770658041408,0.0110718906003585,0.0135217214808786,1.10770658041408,1.10718906003585,1.35217214808786,0.297541955044985,0.0365360522565005,0.27807438422928,0.275022724586939,0.33660862069638
1,"medBMI","Other_CVD",1768.01467715572,35.8295906353817,1761.56714106567,1737.13264292836,1804.37711705961,0.0304586319461247,0.000731477866561666,0.0303157714222708,0.02983445563155,0.0312042397059752,3.03157714222707,2.983445563155,3.12042397059752,1.39201696170847,0.0282098324974084,1.3869406013623,1.3677025054927,1.42064632421849
1,"medSBP","All_HD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","All_STK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
