"female","race","pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"direct","Cancer",25782.3056290738,1656.46919447063,26698.5157331447,24011.5531305392,26774.2795391482,0.0843976676476949,0.0050996749658325,0.0872741908421399,0.0789478165613395,0.0874024740187723,8.72741908421399,7.89478165613395,8.74024740187723,35.1456362982231,2.25804723152554,36.3945853857756,32.7318016248226,36.497864247204
0,1,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"direct","HSTK",176.168224304427,20.545926166481,183.32547764823,154.517170092369,191.735613174251,0.0157463467374669,0.00185470895430219,0.0163244897407467,0.0138040789708266,0.0171971929513193,1.63244897407467,1.38040789708266,1.71971929513193,0.240147038351961,0.02800756685015,0.24990358326825,0.210632995358382,0.261368018166694
0,1,"direct","IHD",1031.24000290577,68.2535052446918,1006.27577922884,980.347795591423,1103.3518003455,0.00609054879952419,0.000372125231290992,0.00595591317087959,0.00581205162555605,0.00648348625784024,0.595591317087959,0.581205162555605,0.648348625784024,1.40575426417387,0.0930410532680887,1.37172381172173,1.33637959169824,1.50405482123382
0,1,"direct","ISTK",209.621304644248,31.0407570562912,192.040934226964,191.395040095577,242.790884047611,0.0165975214219531,0.00237322915201555,0.0152925344517012,0.0151696264554517,0.0191346553131686,1.52925344517012,1.51696264554517,1.91346553131686,0.285749235905339,0.0423137935612588,0.261784222319542,0.260903759549632,0.330964973808974
0,1,"direct","OSTK",459.988841495337,75.0157761039615,458.88767200191,389.197609980366,531.716067079722,0.0210825519142898,0.0033199252779662,0.020910495813721,0.0180049249749302,0.0243064265391329,2.0910495813721,1.80049249749302,2.43064265391329,0.627042466915977,0.102259170359291,0.625541386947587,0.530542064208669,0.724818787596415
0,1,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"medBMI","Cancer",13103.42236922,286.756575991607,13017.9131951088,12876.5855274131,13402.9420090213,0.042899070927861,0.000810865644935566,0.0428163066838519,0.0421669387507547,0.0437015527123749,4.28163066838519,4.21669387507547,4.3701552712375,17.8621773970162,0.390897636189678,17.7456139532067,17.5529604768587,18.2704732444116
0,1,"medBMI","DIAB",398.943801478468,79.794898070803,376.532401455958,334.940103292466,481.997189683603,0.0141527568412333,0.0027288712246395,0.0133964366506043,0.0119575493248555,0.0169908365196457,1.33964366506043,1.19575493248555,1.69908365196457,0.543827769009984,0.108773920625925,0.513277246281058,0.456579920406024,0.65704356193353
0,1,"medBMI","HHD",203.881265864905,18.7504149991361,195.357891106341,191.129157623778,223.878242650812,0.0116098640039076,0.00109724940397249,0.0110699106086855,0.0108963554177867,0.0127823329759672,1.10699106086855,1.08963554177867,1.27823329759672,0.277924593758169,0.0255599819302917,0.266305794663639,0.260541316842359,0.305183849904328
