"age","pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"direct","Cancer",1299.75249396594,28.5314817577764,1306.79302743371,1270.28152241842,1323.23901206584,0.0847271809960651,0.00301305552056711,0.0831720657614813,0.0828275569409622,0.0879486530005643,8.31720657614813,8.28275569409623,8.79486530005643,1.92924625427252,0.0423497970310318,1.93969664608469,1.88550195546811,1.96410772003658
25,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","HSTK",9.74698790015106,1.53270918748478,9.3078903140299,8.52305672411557,11.3441520243895,0.036095449823426,0.00620054141204452,0.0356342762442022,0.0304131664724653,0.042169730716727,3.56342762442022,3.04131664724653,4.2169730716727,0.0144676313252751,0.00227502810925292,0.0138158707960842,0.0126509280315203,0.016838331068842
25,"direct","IHD",11.7358951691279,0.54201194328868,11.4308326036605,11.4159452003434,12.3151483185596,0.0116731785129602,0.000609116060033037,0.0119282332352752,0.0110255075942545,0.0121040529176982,1.19282332352752,1.10255075942545,1.21040529176982,0.0174198025398582,0.000804518180357543,0.016966992628372,0.0169448949849986,0.0182795985194811
25,"direct","ISTK",5.31349400346675,1.32862154348937,5.86628909879723,3.90115060364943,6.25596157225316,0.0390488329177393,0.0119684040153725,0.040944162694951,0.0269807687246694,0.0495058668001794,4.0944162694951,2.69807687246694,4.95058668001794,0.00788691574040277,0.00197209710927457,0.00870743954935689,0.00579054875784749,0.00928583748534704
25,"direct","OSTK",3.35973037566768,0.68276603485446,2.98202880760668,2.9509065642112,4.08960051997602,0.0364647176182612,0.00811613544153427,0.03256014621227,0.0311148987367423,0.0451334221948725,3.256014621227,3.11148987367423,4.51334221948725,0.00498690887127649,0.0010134420371591,0.00442627956777646,0.00438008425615057,0.00607026839437742
25,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","Cancer",543.029853769496,72.5683690845386,536.400701924318,477.123367698254,614.571118909139,0.0353177400958051,0.00381763884939664,0.0351742086075807,0.0317539070283036,0.0390035749282975,3.51742086075807,3.17539070283035,3.90035749282975,0.806029083388247,0.107714549412267,0.796189312796779,0.708202888035288,0.912219083743954
25,"medBMI","DIAB",16.5940351375846,2.84751115676845,16.1669645246444,14.0933202008297,19.4577600953387,0.0205071648153813,0.00398947987940377,0.021117736412421,0.0164911033480287,0.0240042404252502,2.1117736412421,1.64911033480287,2.40042404252502,0.0246308280084675,0.0042266125733156,0.0239969193342008,0.0209189713687338,0.0288815070213278
