"pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
"direct","Cancer",90764.1429428759,2537.38624912699,91790.0635508224,88070.2134661477,92586.0399028496,0.0897234092574438,0.00248174224333696,0.0907863326128686,0.0870821919534773,0.0914611417092994,9.07863326128686,8.70821919534773,9.14611417092994,37.065037360014,1.0361835970827,37.4839889903497,35.9649267495605,37.8090390846821
"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"direct","HSTK",652.01764067801,12.1999733071029,654.451487482632,639.56756621003,662.398945362062,0.0189559679412779,0.000437017217618066,0.0188941129129378,0.0185702207110823,0.0193942919455627,1.88941129129378,1.85702207110823,1.93942919455627,0.266262176092255,0.00498206066578007,0.267256077646513,0.261177982485303,0.270501553378087
"direct","IHD",1870.33254522624,117.179910123914,1851.44551368836,1768.12845267628,1988.59061458338,0.0051398848432103,0.000326446290603956,0.0050945899656674,0.00485125826506215,0.00546701206726991,0.50945899656674,0.485125826506215,0.546701206726991,0.763781196150232,0.0478523523250746,0.756068364773511,0.722044466359321,0.812073832611357
"direct","ISTK",652.015801611449,75.2058522864729,628.346392960228,593.334810519184,730.815790057251,0.0152586113006806,0.00181434757119086,0.0146457264424122,0.0138708616708495,0.0171673130600398,1.46457264424122,1.38708616708496,1.71673130600398,0.26626142507904,0.0307115523191155,0.256595630994485,0.242298072849445,0.298440702280506
"direct","OSTK",1208.62758765267,108.304337135847,1165.05068098284,1130.70700639981,1323.58853957489,0.0171472440074065,0.00154923504200006,0.0166828563973905,0.0159232908455495,0.0187659266377769,1.66828563973905,1.59232908455495,1.87659266377769,0.493563044151523,0.0442278654547336,0.47576769434287,0.461742887406705,0.540509248233696
"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medBMI","Cancer",38480.8572581964,1615.85638169938,38979.1077559604,36789.7821988316,39748.419394462,0.0380394594912085,0.00158389517079894,0.0385528684128878,0.0363770630969416,0.0392654583020479,3.85528684128878,3.63770630969416,3.92654583020479,15.7142938353759,0.659861650363388,15.9177626581454,15.023715395238,16.2319237761598
"medBMI","DIAB",878.849141055261,43.09055399576,856.070466739042,852.13571723911,924.9244380402,0.01211696625918,0.000593258336629061,0.0117934850435819,0.0117576444758259,0.0127512470757924,1.17934850435819,1.17576444758259,1.27512470757924,0.358892566941671,0.0175967396587631,0.34959051893937,0.34798369897183,0.377708175713466
"medBMI","HHD",489.691192644052,80.5590662686315,480.336401644002,417.523847234178,569.810110403969,0.00959860582248618,0.00159798530464289,0.00936272274462609,0.00819322558536642,0.011204486675787,0.936272274462609,0.819322558536642,1.1204486675787,0.199973489108412,0.0328976256935948,0.196153305645321,0.170502761274035,0.232691372886417
"medBMI","HSTK",163.34304009002,11.6911404636053,156.783824302444,156.423246185362,175.838167414118,0.00474848626266163,0.000338100975906322,0.0045937831403145,0.00451933318008683,0.0051091369992315,0.45937831403145,0.451933318008683,0.51091369992315,0.0667038291458913,0.00477427036729058,0.0640252650088187,0.0638780169773,0.0718064208309944
"medBMI","IHD",1788.99970195309,11.6418928791787,1794.64097986378,1776.5633214652,1796.64099621688,0.00491622480884887,3.95065343809135e-05,0.00493358935671737,0.0048741390392241,0.00494355071278542,0.493358935671737,0.48741390392241,0.494355071278542,0.730567585832634,0.00475415930253003,0.732871294871672,0.725488984388704,0.733688034593382
"medBMI","ISTK",177.843950875162,36.3689268804167,166.421893585782,149.450343384437,215.946307061859,0.00416002307874453,0.000845392632929667,0.00387902207252724,0.00351031948889659,0.00504857752387718,0.387902207252724,0.351031948889659,0.504857752387718,0.0726255156465149,0.0148518521726654,0.0679611298391644,0.061030516913462,0.0881852423158157
"medBMI","OSTK",290.24774389034,3.89948589818031,290.525360740571,286.432292908013,293.827220549971,0.00411750930020766,4.27316585697931e-05,0.00409846111422851,0.00408815658415105,0.00416305297434654,0.409846111422851,0.408815658415105,0.416305297434654,0.118527461640066,0.00159241949314574,0.118640831067595,0.11696935919322,0.119989200073514
"medBMI","Other_CVD",3535.60989673191,152.166924375134,3565.53825373019,3380.44421081724,3665.33647919806,0.0320805615556336,0.00139780473940174,0.0323638958634315,0.0306528501196086,0.0332674388300304,3.23638958634315,3.06528501196086,3.32674388300304,1.44382471605864,0.0621398776438891,1.45604645510996,1.38046024459507,1.49680070932859
"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
