"age","female","race","pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"direct","Cancer",225.247463688778,39.6004345506719,233.045053132784,184.86409600696,259.002880343191,0.0828938048717131,0.0130451415028016,0.0853615226610551,0.0696195732696923,0.0940704763527931,8.53615226610551,6.96195732696923,9.40704763527931,1.1673687387973,0.205233428959342,1.2077805685504,0.958077676305033,1.34230974599942
25,0,1,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","HSTK",2.93706075554101,0.354238823122747,3.09405786929105,2.55958521012589,3.18108875426861,0.0421649659423905,0.00766797726380854,0.0436489846402271,0.0343527266214292,0.0487157893701908,4.36489846402271,3.43527266214292,4.87157893701908,0.0152216271553861,0.00183588006457291,0.0160352812568432,0.0132653203266134,0.0164863279979201
25,0,1,"direct","IHD",4.93679748617411,1.19866611536738,4.74141713412807,3.89250377780106,6.1471644937863,0.0123534854186947,0.00332816242943655,0.0119046478014828,0.00940412511661071,0.0156843576954089,1.19046478014828,0.940412511661071,1.56843576954089,0.0255854736863785,0.00621221357355149,0.024572894403937,0.0201733113946788,0.0318583283681535
25,0,1,"direct","ISTK",1.10953381446157,0.305137793299008,1.02582093585044,0.863531421901403,1.42669215384121,0.0358155462364147,0.0120060581395863,0.0316855041871422,0.026682948010618,0.0484586802040931,3.16855041871422,2.6682948010618,4.84586802040931,0.00575027602277721,0.00158140879852491,0.00531642519966477,0.0044753426759544,0.0073939825692456
25,0,1,"direct","OSTK",0.978949360713851,0.352655522865017,0.808374466702059,0.74722990902665,1.35565747231107,0.0401157511844307,0.0123858695195586,0.0330511440327165,0.0328873550105606,0.0533490634372578,3.30511440327165,3.28873550105606,5.33490634372578,0.00507350831768714,0.00182767444398685,0.00418948593789175,0.00387259781844779,0.00702583783975257
25,0,1,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medBMI","Cancer",103.063687727987,11.9201530122891,101.657761306056,92.3962902415677,114.926122673048,0.0379635872257695,0.00370486866388029,0.0372359815355303,0.0348044746002506,0.0417411646879917,3.72359815355303,3.48044746002506,4.17411646879917,0.534138432408962,0.0617774502777672,0.526852070435629,0.478853519779817,0.595616752715441
25,0,1,"medBMI","DIAB",4.83205054016677,1.32570899870213,4.16076205823028,3.98547858769604,6.2492177022835,0.0194122053401023,0.00493165639704526,0.0184996714674653,0.0151755032457996,0.0244245612261464,1.84996714674653,1.51755032457996,2.44245612261464,0.0250426115903932,0.00687062671642518,0.0215635882278479,0.0206551631535825,0.0323872298853675
25,0,1,"medBMI","HHD",3.30880840542699,0.313252241659034,3.31752257013805,3.00760162829973,3.60260814254984,0.0186431889820795,0.00170550596550688,0.0188649282748897,0.0169390222648521,0.0201588773004182,1.88649282748897,1.69390222648521,2.01588773004182,0.0171482485614227,0.00162346278303133,0.0171934106391741,0.0155872126688362,0.0186708966879204
25,0,1,"medBMI","HSTK",0.659928489040657,0.099964426705985,0.642324551682893,0.573554861339251,0.761265463496164,0.00939447838467648,0.0012441920184265,0.00876325730714245,0.00860096189946591,0.010724532785791,0.876325730714245,0.860096189946591,1.0724532785791,0.00342014900115467,0.000518076185264386,0.00332891473900291,0.00297250856523636,0.00394533855990197
25,0,1,"medBMI","IHD",2.74594530499134,0.645012359233711,2.37856906180108,2.36904896031317,3.43511145638123,0.0068103964281984,0.00138750616093792,0.00604716579545705,0.00597581515797559,0.00829372373625135,0.604716579545705,0.597581515797559,0.829372373625135,0.0142311511747948,0.00334284458513456,0.0123271850450378,0.0122778461149332,0.0178028274449497
25,0,1,"medBMI","ISTK",0.442763490474766,0.101077676697341,0.44718503802966,0.34492946924252,0.536839196285351,0.0142538052789288,0.00400047370598591,0.0138126284029963,0.0106582279452413,0.0182243829571588,1.38126284029963,1.06582279452413,1.82243829571588,0.00229466849036386,0.000523845720765886,0.00231758362693481,0.00178763335617404,0.00278222575846836
25,0,1,"medBMI","OSTK",0.215697365903624,0.0251595271557658,0.218759779913302,0.1906274546472,0.238164225251822,0.00893402213374295,0.00104819521865531,0.00940137698526457,0.00781684024673198,0.00965395239696053,0.940137698526457,0.781684024673198,0.965395239696053,0.0011178743497184,0.000130391903214251,0.00113374563333513,0.000987946890354828,0.00123431121800776
25,0,1,"medBMI","Other_CVD",32.330587760821,4.7246190099216,32.3297564597198,27.8425530564715,36.8193290711065,0.0611872368416779,0.00713128836855653,0.0642886633885553,0.0535932937393008,0.0661449673792092,6.42886633885553,5.35932937393008,6.61449673792092,0.167556681175652,0.0244858363534359,0.167552372870013,0.14429696793984,0.190820056471258
25,0,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"direct","Cancer",30.1382114151152,5.69385160311968,32.5373204327452,24.0824114122323,34.1547687530125,0.0911529353760559,0.00495407444320489,0.0925270309687543,0.0860003682221888,0.0951375212761293,9.25270309687543,8.60003682221888,9.51375212761293,0.719863055842742,0.135999889246286,0.777166720116093,0.575217886439575,0.815800110613559
25,0,2,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"direct","HSTK",1.57522644175987,0.798794491454343,2.01206237977809,0.721218376271569,2.05792395993268,0.0431503125015492,0.01939143331057,0.0467756061091599,0.0234307567885966,0.0597883686480326,4.67756061091599,2.34307567885966,5.97883686480326,0.0376249042914617,0.0190795211994658,0.0480589028095694,0.0172265851188637,0.0491543247236681
25,0,2,"direct","IHD",2.9306105290645,1.02954878102454,2.71120215154707,2.06258973961964,3.98512843939917,0.0155538101073544,0.00438433466068936,0.0164183389981576,0.0110824476988649,0.0192903229586612,1.64183389981576,1.10824476988649,1.92903229586612,0.0699987873161989,0.0245911783363428,0.0647581317596458,0.0492657687100774,0.0951863631453904
25,0,2,"direct","ISTK",0.799763486801819,0.483068588578259,0.852888943477972,0.320356130317765,1.23401420511114,0.0375636515750607,0.0236788328849985,0.04709649673148,0.0124288097392422,0.0545955750279228,4.709649673148,1.24288097392422,5.45955750279228,0.0191026660351803,0.0115382835950637,0.0203715885023827,0.00765183241142316,0.0294749155618153
25,0,2,"direct","OSTK",0.369935264615728,0.0512947913922286,0.386921997542251,0.316032862501117,0.409398943742795,0.0582424557606978,0.00935713270662997,0.0622656209566768,0.0482825544128036,0.0647826666920098,6.22656209566768,4.82825544128036,6.47826666920098,0.00883604957116709,0.00122519630550825,0.00924178438086912,0.00754856945600579,0.00977865509808166
25,0,2,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medBMI","Cancer",15.2034856782259,5.18976487532382,16.1829684012002,9.92323152935104,19.6511795125726,0.0453991755670736,0.0108226147226558,0.0450302440878263,0.0352789688081408,0.0558329740833667,4.50302440878263,3.52789688081408,5.58329740833667,0.363141246474239,0.123959579113652,0.386536577285138,0.23702029540383,0.469376166355383
25,0,2,"medBMI","DIAB",4.33966884859072,0.199327733857746,4.24224964809861,4.2095090839301,4.55263493366962,0.0301482075419132,0.00177811031365163,0.0307984038360642,0.0282696068454002,0.0314741413883978,3.07984038360642,2.82696068454002,3.14741413883978,0.10365470052829,0.00476102146981031,0.101327804535755,0.100545783258921,0.108741479391315
25,0,2,"medBMI","HHD",1.65917830125383,2.03861058927421,1.04258187206903,0.052171119841751,3.79029244747298,0.0109623602683117,0.0141228955981288,0.00598728326982467,0.000299616328866881,0.0258539196564704,0.598728326982467,0.0299616328866881,2.58539196564704,0.0396301275373473,0.0486930172549092,0.0249024788517296,0.00124612775584902,0.0905326287016206
25,0,2,"medBMI","HSTK",0.472892131736021,0.184006710675403,0.519815347422923,0.282459491380767,0.623440038757407,0.0132393993135338,0.00474841832824645,0.0120844553255016,0.00932046399946109,0.0181400370174338,1.20844553255016,0.932046399946109,1.81400370174338,0.0112952149132762,0.0043950727937337,0.0124159944104099,0.00674665625695256,0.0148911109970362
25,0,2,"medBMI","IHD",3.19908649858448,1.92586279815461,2.10117930145463,2.07465341721574,5.25674069751359,0.0165871805687327,0.00819545435277204,0.0125551100860017,0.0112571977660119,0.0253444232817749,1.25551100860017,1.12571977660119,2.53444232817749,0.0764114416431928,0.0459999918348882,0.0501874956010181,0.0495539144032446,0.125559323018989
25,0,2,"medBMI","ISTK",0.367577088537248,0.143453521922706,0.337702240430064,0.2462278115033,0.514319986462301,0.0161803891366473,0.00589629038819907,0.0133308374765926,0.0123041758095648,0.0224787213747764,1.33308374765926,1.23041758095648,2.24787213747764,0.00877972360627526,0.00342644390008133,0.0080661510868228,0.00588124830570867,0.0122847355483764
25,0,2,"medBMI","OSTK",0.0683197146154237,0.0462702112940843,0.0720767326426603,0.0228750934809357,0.110570870426761,0.0107521612674832,0.00708926683518553,0.0120925442868991,0.00353859252169933,0.0168264044467637,1.20925442868991,0.353859252169933,1.68264044467637,0.00163184330549547,0.00110518222988986,0.00172158116155771,0.000546380621897693,0.00264102881144035
25,0,2,"medBMI","Other_CVD",24.034123379048,7.87948274543802,22.9705963050378,17.0519289060853,31.9203158649193,0.090222164729908,0.0291881987115755,0.0891497646683231,0.0629631861124779,0.118392683399685,8.91497646683231,6.29631861124779,11.8392683399685,0.574064507738699,0.188204550345228,0.548661744484989,0.407292041364851,0.762429322878202
25,0,2,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"direct","Cancer",62.2124368472652,10.936641954038,66.5924653933865,50.6060522768922,70.0957971534351,0.0707967828529194,0.00961324579341043,0.0751620813960183,0.0605447657857967,0.0773382961584081,7.51620813960183,6.05447657857967,7.73382961584081,0.903438885025897,0.158820134905516,0.967044946878197,0.734892856822849,1.01791976065449
25,0,3,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"direct","HSTK",0.836321785188928,0.397515821751141,1.01226652414034,0.412749805008656,1.1103407372605,0.0188075865854222,0.00577911437691928,0.0199779089193134,0.0129051318518181,0.0237152673352187,1.99779089193134,1.29051318518181,2.37152673352187,0.0121449288827716,0.00577266008185293,0.0146999697530509,0.00599388550792749,0.0161241875178782
25,0,3,"direct","IHD",0.508566705156109,0.245923176289991,0.41177694603192,0.330065279368233,0.769339426199547,0.00419842168295496,0.00189128377033101,0.00318618363838729,0.00303656204041546,0.00622068366337697,0.318618363838729,0.303656204041546,0.622068366337697,0.00738532294106283,0.00357125635079866,0.00597975780816566,0.00479315428055453,0.0111722219645337
25,0,3,"direct","ISTK",0.29863573996906,0.152473146006081,0.270893204701853,0.16738639746928,0.453466237445966,0.0246695793836515,0.0111343017080139,0.0214307303128098,0.015809644419521,0.0362825360579975,2.14307303128098,1.5809644419521,3.62825360579975,0.00433673962344382,0.00221419021669749,0.00393386704040821,0.00243075802784271,0.00658516291462519
25,0,3,"direct","OSTK",0.14313529788579,0.0467300736509232,0.153517450647506,0.0951588001620736,0.182286965762047,0.0188417452066617,0.00537558967254134,0.0163841385163418,0.0151967398116324,0.0245757162884629,1.63841385163418,1.51967398116324,2.45757162884629,0.00207858750569858,0.000678606525894733,0.00222935543877667,0.00138188061223011,0.00264714165605068
25,0,3,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medBMI","Cancer",16.8860509360353,6.08573167441736,19.9142772027198,10.38196179577,20.8161477496188,0.019596400418885,0.00787746164093471,0.0231620378201844,0.0111963502402565,0.0249656588064091,2.31620378201844,1.11963502402565,2.49656588064091,0.24521648408654,0.088376005138659,0.289191893194788,0.150765159901693,0.302288710529375
25,0,3,"medBMI","DIAB",0.33178242983159,0.213999751619383,0.261886533440661,0.166490841352599,0.556485530242871,0.0061919872063807,0.00470580181061621,0.00415642253659587,0.00291212600853587,0.0112020783735426,0.415642253659587,0.291212600853587,1.12020783735426,0.004818090460178,0.0031076695721385,0.00380307362586985,0.00241775290763631,0.00808119232188162
25,0,3,"medBMI","HHD",0.225356340117044,0.389977814105164,0.000303751130457629,0.000111472300792947,0.641895908571894,0.00357826085211577,0.00619200425701865,5.11225436339302e-06,1.67976242516077e-06,0.0101920182498959,0.000511225436339302,0.000167976242516077,1.01920182498959,0.00327258810241909,0.00566319436136175,4.41102449177025e-06,1.61878261394737e-06,0.00932150793846247
25,0,3,"medBMI","HSTK",0.195804132839663,0.0306398592024796,0.186865151415484,0.171439714417222,0.227766685472657,0.00487691429555985,0.00161684035630107,0.00543120384355645,0.00317459997994019,0.00610808249538241,0.543120384355645,0.317459997994019,0.610808249538241,0.00284343575691175,0.000444947049786806,0.00271362532317236,0.002489619637027,0.00330759074547499
25,0,3,"medBMI","IHD",0.49051082546202,0.146645933309553,0.460784125753972,0.365994570011707,0.640294775664174,0.00418809718362555,0.00167143876115692,0.0037301942997049,0.00284017641275587,0.0059252354058278,0.37301942997049,0.284017641275587,0.59252354058278,0.00712311839410001,0.00212956838209093,0.00669143209790698,0.00531491359305988,0.00929825654690421
25,0,3,"medBMI","ISTK",0.0585203134126314,0.0043071766820681,0.0577450281881942,0.0548080122662531,0.0628916069997812,0.00499790080937713,0.000917142402998798,0.00456828781426545,0.00438411390961368,0.00597685875498549,0.456828781426545,0.438411390961368,0.597685875498549,0.000849822469270432,6.2548118936579e-05,0.000838563903391361,0.000795913036068222,0.000913301683469853
25,0,3,"medBMI","OSTK",0.0377694052467652,0.0118500422682062,0.0333502208303809,0.0289932923776497,0.0503018248698072,0.00512353055142734,0.00183869192853556,0.00511767722696155,0.00337926752044087,0.00687276890820973,0.511767722696155,0.337926752044087,0.687276890820973,0.000548481157360882,0.000172084385644324,0.000484306480331855,0.000421035874277044,0.000730474915919393
25,0,3,"medBMI","Other_CVD",4.57839321220634,2.04645292580341,4.61158153656111,2.62034964917428,6.50822669953685,0.0298320168042751,0.00954096550665704,0.0306824427557203,0.0204337133552635,0.0385074581945583,3.06824427557203,2.04337133552635,3.85074581945583,0.0664866812563646,0.0297182564008034,0.0669686367024205,0.0380522912362351,0.0945114091473468
25,0,3,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"direct","Cancer",39.7601908555361,3.17318851478965,40.1084517338272,36.6112983765345,42.6130615879903,0.0836189845876436,0.00959066376459008,0.0815701218557102,0.0755359091433028,0.093443593354128,8.15701218557101,7.55359091433028,9.3443593354128,1.05038247516941,0.0838291148665299,1.05958281137185,0.967195211603356,1.12574945296339
25,0,4,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"direct","HSTK",0.358777929147464,0.174533392807436,0.347956171903609,0.197809666104153,0.528944685848051,0.0432645223239077,0.0184471225533567,0.042800379102368,0.0259411776151178,0.0609823887710062,4.2800379102368,2.59411776151178,6.09823887710062,0.00947817505764299,0.0046108133082883,0.00919228648631336,0.00522572458089656,0.0139736308200196
25,0,4,"direct","IHD",0.499567262596715,0.177307001977594,0.566226136448402,0.311973434854558,0.630501047564937,0.00955811467672056,0.00292263953439948,0.0103737168501716,0.00651728029116198,0.0119056872148457,1.03737168501716,0.651728029116198,1.19056872148457,0.0131975397126868,0.00468408635860862,0.0149585300752014,0.00824169657233942,0.0166565410448967
25,0,4,"direct","ISTK",0.126050370248595,0.0825306028605684,0.16666522444996,0.0378619934501772,0.179716120975854,0.0246240616639349,0.0132223342370533,0.0294030226450555,0.010662982389981,0.0345230241039364,2.94030226450555,1.0662982389981,3.45230241039364,0.00332999155810905,0.00218028880255833,0.00440295248125144,0.00100023600338195,0.00474773032816511
25,0,4,"direct","OSTK",0.112015406696165,0.0473929376651116,0.137203009039161,0.0613397256408737,0.141281625759908,0.0346218169468859,0.00730520955599013,0.0322603557675652,0.0289629834068663,0.042287892489328,3.22603557675652,2.89629834068663,4.2287892489328,0.00295921668409805,0.00125202394905753,0.00362462133944155,0.00162046940566691,0.00373237000548723
25,0,4,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"medBMI","Cancer",13.4461789879334,4.93350349696159,10.9156607609039,10.3226046489722,18.7206938198696,0.0280603720838167,0.00949635557978283,0.0240220559580474,0.0213891854994552,0.0381641273750821,2.40220559580474,2.13891854994552,3.81641273750821,0.355220396658379,0.130333016589982,0.288369309136538,0.272701986285183,0.494562231425138
25,0,4,"medBMI","DIAB",0.20345768739776,0.115602317564443,0.189279145999688,0.100282637548113,0.318684497435769,0.0151159522394024,0.00625633352499619,0.0142606724080322,0.00957772980392273,0.0213811625315466,1.42606724080322,0.957772980392273,2.13811625315466,0.00537493368826087,0.00305397549271956,0.00500036578283732,0.00264926105176472,0.00841898904436705
25,0,4,"medBMI","HHD",0.108234831750309,0.120224163956058,0.0539279917744681,0.0262041676514057,0.236426309828678,0.00510307037110984,0.00575003460412175,0.0026008681920816,0.0011067295860768,0.0112262830083169,0.26008681920816,0.11067295860768,1.12262830083169,0.0028593416688191,0.00317607516951228,0.00142466663922198,0.000692260220214843,0.00624589689258089
