"female","race","pathway","disease_type2","V1","V2","V3"
0,1,"direct","Cancer",26778.2671078853,23870.1340461915,26698.5157331447
0,1,"medSBP","Cancer",0,0,0
0,1,"medBMI","Cancer",13423.2066834377,13017.9131951088,12869.1472291134
0,1,"direct","DIAB",0,0,0
0,1,"medSBP","DIAB",0,0,0
0,1,"medBMI","DIAB",376.532401455958,487.547968011374,332.751034968072
0,1,"direct","HHD",0,0,0
0,1,"medSBP","HHD",0,0,0
0,1,"medBMI","HHD",225.379313784732,195.357891106341,190.906592703643
0,1,"direct","HSTK",192.178251886147,183.32547764823,153.000943378903
0,1,"medSBP","HSTK",0,0,0
0,1,"medBMI","HSTK",63.6576681083297,64.6443497415444,42.8115163156543
0,1,"direct","IHD",978.983164873664,1108.46106461479,1006.27577922884
0,1,"medSBP","IHD",0,0,0
0,1,"medBMI","IHD",1087.34601327444,977.422746810352,786.375452990184
0,1,"direct","ISTK",245.461934038171,192.040934226964,191.36104566761
0,1,"medSBP","ISTK",0,0,0
0,1,"medBMI","ISTK",69.579083786665,48.6278600775647,69.5737093910165
0,1,"direct","OSTK",385.529711979232,535.54914050487,458.88767200191
0,1,"medSBP","OSTK",0,0,0
0,1,"medBMI","OSTK",101.612965060964,111.552118582763,92.1035441422423
0,1,"direct","Other_CVD",0,0,0
0,1,"medSBP","Other_CVD",0,0,0
0,1,"medBMI","Other_CVD",1509.29959353649,1578.03605672682,1350.04381712256
0,2,"medSBP","Cancer",0,0,0
0,2,"medBMI","Cancer",1634.46050535973,1425.95608797492,1572.81831446805
0,2,"direct","Cancer",4468.72216607495,5121.10125059686,5210.86255877628
0,2,"medSBP","DIAB",0,0,0
0,2,"medBMI","DIAB",101.481608663075,77.1488928708354,68.2249192543877
0,2,"direct","DIAB",0,0,0
0,2,"medSBP","HHD",0,0,0
0,2,"medBMI","HHD",69.1138585966798,45.3345898481384,39.4591195508862
0,2,"direct","HHD",0,0,0
0,2,"medSBP","HSTK",0,0,0
0,2,"medBMI","HSTK",14.2554018019996,12.3612171863225,12.9998115239262
0,2,"direct","HSTK",54.6929181426056,38.9870069896142,57.0452183494923
0,2,"medSBP","IHD",0,0,0
