"female","race","disease_type1","V1","V2","V3"
0,1,"Cancer",40201.473791323,36888.0472413003,39567.662962258
0,1,"CMD",44108.4306455429,45701.155728715,38961.0880977978
0,2,"Cancer",6103.18267143468,6547.05733857179,6783.68087324433
0,2,"CMD",7530.69816775821,6204.59986548212,6781.43121514168
0,3,"Cancer",3175.03651425066,2894.34224151234,2907.6824158697
0,3,"CMD",924.641779897454,305.923562750439,942.677712781721
0,4,"Cancer",3201.36179528543,3326.66238133764,3641.20749675801
0,4,"CMD",775.588410382757,1082.72919952951,820.791245597639
1,1,"Cancer",60280.4451534914,54849.6444108571,55289.9069056833
1,1,"CMD",38158.0702811894,36041.6645718953,33084.1288733085
1,2,"Cancer",8854.01708078407,9326.81428614436,10985.9119332529
1,2,"CMD",3571.21667565186,5007.47798444601,7547.93495811274
1,3,"Cancer",4963.65270195755,5461.32922506526,6065.49672566758
1,3,"CMD",1368.52013051658,2656.58758584229,1315.35762789425
1,4,"Cancer",5637.67316723375,5255.08929588511,5527.62199404897
1,4,"CMD",750.123683512247,1236.21191277009,1608.90930467298
