"female","race","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"direct",87279.8767218055,3451.58193719848,85548.629602907,85062.1641284487,90969.149366226,0.143686230659302,0.0056037182151439,0.140856526307155,0.140101360402245,0.149676349615684,14.0856526307155,14.0101360402245,14.9676349615684,118.97721047722,4.70508903135098,116.617228307334,115.954093718717,124.006312080126
0,1,"medBMI",74716.48685218,5300.56735971175,77665.8769630518,69050.6742594204,77875.3178506987,0.123002800990337,0.00867686454695884,0.127877508878793,0.113729455120305,0.128132645155181,12.7877508878793,11.3729455120305,12.8132645155181,101.851188569671,7.22556839092727,105.871705339179,94.1277292490091,106.157208636251
0,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"direct",16103.5601889842,797.040912263843,15750.3724558922,15554.4507549174,16952.8791961792,0.17117844734566,0.00750868252950816,0.167072860190354,0.166640493535302,0.179206150238029,16.7072860190354,16.6640493535302,17.9206150238029,126.752768042193,6.27359047854682,123.972791299002,122.430671567299,133.437844748799
0,2,"medBMI",9753.18024058102,980.205060345363,9338.27628128139,9063.14099205284,10795.8878545139,0.103760406530829,0.0114432267360533,0.0986967106985737,0.0958713468171689,0.115953607701907,9.86967106985738,9.58713468171689,11.5953607701907,76.7682784552035,7.71529420759578,73.502526988092,71.3369090075622,84.9755366498897
0,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"direct",5813.2411656288,377.035288515245,5931.08690304046,5418.34481384255,6107.96864061515,0.0924889634859828,0.00613493154808466,0.0941831703898418,0.0861098725680657,0.0974279785356199,9.41831703898418,8.61098725680657,9.74279785356199,30.4043960308705,1.9719688041518,31.0207524435374,28.3390103486379,31.9458787623364
0,3,"medBMI",1488.99446772942,690.434865085006,1756.59183482796,757.404663130888,1993.1265102942,0.0236979204446163,0.0110149313880891,0.0278939409908487,0.0120362664876932,0.0317929569372419,2.78939409908487,1.20362664876932,3.17929569372419,7.78773427675671,3.61111030378085,9.18732120154966,3.96137553515186,10.4244441322876
0,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"direct",5766.79451218849,361.500782738653,5856.29765657905,5393.31727251032,6064.19407913468,0.129014114707499,0.00719555056046663,0.130162107864294,0.121756007329902,0.13529642790182,13.0162107864294,12.1756007329902,13.529642790182,45.4646365410616,2.85002381509947,46.1702673590834,42.5201919414771,47.8092949453276
0,4,"medBMI",2288.61673360167,307.252705923884,2219.56950427123,2031.6528849461,2604.27072718811,0.0511815953175075,0.00648477736135542,0.0495296918506628,0.0458748950065686,0.0578924135752644,4.95296918506628,4.58748950065686,5.78924135752644,18.0431481917854,2.4223392339648,17.4987890718201,16.0172795816545,20.5317220538868
0,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"direct",108803.15074862,7327.57716145205,107788.872240473,102323.21779132,116145.220437845,0.154811176381828,0.0101859101309173,0.153454361859454,0.145775810251357,0.164999834856317,15.3454361859454,14.5775810251357,16.4999834856316,137.32672957549,9.24855760490951,136.04655019241,129.148032591334,146.593579035265
1,1,"medBMI",83388.9609342196,6221.35192258199,81236.0625178125,78665.3113293994,89942.5741929859,0.118650417201402,0.00868109063843545,0.115738312301038,0.111996708016492,0.127779415551623,11.5738312301038,11.1996708016492,12.7779415551623,105.250015362629,7.85232695182046,102.532718146517,99.2880248556699,113.521708503284
1,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"direct",19151.8066697776,1996.75447931305,18600.1424809587,17544.4448704175,21228.0830296337,0.170817049450667,0.0170751409333125,0.166718904839996,0.156691646420656,0.18842587539975,16.6718904839996,15.6691646420656,18.842587539975,124.542101695047,12.9846757389774,120.954689881111,114.089603916206,138.043899515734
