"age","female","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"AA","medBMI",3.029787183841,0.0918614704998174,3.06279275436323,2.93282365201094,3.09869598072715,0.0270050498291884,0.00234098772977626,0.0258102691709808,0.0255179225542638,0.0295077406635896,2.58102691709808,2.55179225542638,2.95077406635896,0.00887109881060659,0.000268966805998038,0.00896773783494624,0.00858719336784895,0.00907286108267552
25,0,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"AFF","medBMI",0.3238294526081,0.0745130307397861,0.325907294312229,0.252179635491357,0.393713104276334,0.0285657041793644,0.00517199503866773,0.0308371761116893,0.0230562050046948,0.0321444522115576,3.08371761116893,2.30562050046948,3.21444522115576,0.000948160018364465,0.000218171250408556,0.00095424385790555,0.000738372145871478,0.00115277662724753
25,0,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"APCA","medBMI",0.0356163709025833,0.00388679531175704,0.0360011610726076,0.031773975542935,0.0391316946177109,0.00360850613618581,0.000354283528302751,0.00350135648927924,0.00332922525540065,0.00397886421684155,0.350135648927924,0.332922525540065,0.397886421684155,0.000104283346116567,1.13803852135539e-05,0.000105409996740031,9.30329622326258e-05,0.000114576076970564
25,0,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"BC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"BC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"BC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"CC","direct",89.5551491592509,15.9552167248742,95.3529481490099,72.7037404098171,101.47842876739,0.0689608683834453,0.0118309434559935,0.0740166626517701,0.056370777115193,0.0772535345236213,7.40166626517702,5.6370777115193,7.72535345236213,0.262213986984777,0.046716252833166,0.279189716500202,0.212873718826195,0.297124885055247
25,0,"CC","medBMI",2.98830546562435,1.46243772805743,3.6097807628914,1.43237041710011,4.01598651147158,0.00227489427356006,0.00107365503820012,0.00262457530748724,0.00114772102724822,0.00310483864103379,0.262457530748724,0.114772102724822,0.310483864103379,0.00874964195611322,0.00428196067999384,0.0105692974090807,0.00419392476516321,0.0117586520120409
25,0,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"CM","medBMI",14.092874734618,2.58955256787155,14.1069385883658,11.6268498680919,16.5469453254584,0.0314786884587578,0.0079135703235041,0.0299667132586829,0.0247070136755549,0.0395355421620243,2.99667132586829,2.47070136755549,3.95355421620243,0.0412633880567825,0.00758210900995551,0.0413045664725207,0.0340429633427827,0.0484488111174049
25,0,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"DIAB","medBMI",28.0218231754922,3.36375407858402,26.9561234583907,25.401814257006,31.5476768535147,0.060457884994336,0.00843721118587207,0.0629406931690039,0.0516519908779377,0.0671533921622665,6.29406931690039,5.16519908779377,6.71533921622665,0.0820468063133053,0.00984894086450984,0.0789264790694434,0.0743755222955624,0.0923703684883308
25,0,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ECA","medBMI",1.16113956678722,0.550989165502523,1.3680169035655,0.57822167494662,1.56821172236628,0.0213702638977883,0.0042513825362851,0.0227086872988948,0.0169156296193845,0.0246872382852517,2.27086872988948,1.69156296193845,2.46872382852517,0.00339977140467531,0.00161327480583965,0.00400550018523892,0.00169301053230513,0.00459166281356643
25,0,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ENDO","medBMI",2.52274304392158,0.599091469982594,2.23531558747983,2.12721536087853,3.16258406494013,0.0284204628347392,0.00520732627593481,0.0269133453558014,0.0242719422532876,0.0338500332732879,2.69133453558014,2.42719422532876,3.38500332732879,0.00738649332724001,0.00175411647892364,0.00654491693515044,0.00622840368407339,0.00925992290368275
25,0,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"GC","medBMI",0.0411284817140491,0.0380155684168592,0.0351479180470833,0.00789218090739656,0.0794482616376225,0.0131675563331773,0.00218496018535184,0.0127962264116206,0.0112722642676498,0.0153784788320279,1.27962264116206,1.12722642676498,1.53784788320279,0.000120422591778546,0.000111308102947283,0.000102911734410169,2.31079981571313e-05,0.000232621414163082
25,0,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HHD","medBMI",15.1786235213034,5.69140486179353,16.2096117275493,9.40056726821405,20.0803397990837,0.0360408453299808,0.0146801084077625,0.0373748014258694,0.0215710606543118,0.0493767673241444,3.73748014258694,2.15710606543118,4.93767673241444,0.0444424181951211,0.0166642116546714,0.0474611114878239,0.0275244946433364,0.0587944524481083
25,0,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HSTK","direct",18.5515703523098,2.48595652529592,19.1879638205929,15.9782137028877,20.5839925536914,0.118109420683162,0.0113182716483729,0.11719559054316,0.107771757495915,0.12922383948941,11.719559054316,10.7771757495915,12.922383948941,0.0543182750805038,0.00727878383418816,0.0561816103568799,0.0467835870886512,0.0602691280874365
25,0,"HSTK","medBMI",4.5578481166553,0.103108842585942,4.60054432002541,4.4482640068305,4.63114045361552,0.0291533106295579,0.00204894689462876,0.0291223825579705,0.0272201218315914,0.0311127882883736,2.91223825579705,2.72201218315914,3.11127882883736,0.0133452016769466,0.000301898673182575,0.0134702144966437,0.0130243436736146,0.0135597987835362
25,0,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"IHD","direct",26.9119838698236,3.04599632945386,25.1817013905092,25.1280288740984,30.1666789729661,0.0354545152146155,0.00441619348286906,0.0347881277482316,0.0315783232120304,0.0398971365636268,3.47881277482316,3.15783232120304,3.98971365636268,0.0787972400741349,0.00891855855732878,0.0737310403997405,0.0735738893631812,0.0883268605083237
25,0,"IHD","medBMI",20.0170961051736,5.84747895335262,17.412303918331,15.9990343679582,26.2492312012051,0.0261570613146755,0.00645007108055827,0.0240548263085287,0.0211721008784421,0.0329289215061336,2.40548263085287,2.11721008784421,3.29289215061336,0.0586092773767974,0.0171211905129162,0.050982547356347,0.0468445491846454,0.0768567260863323
25,0,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ISTK","direct",7.11315692417513,1.88973944317753,7.19452407715008,5.28457195248186,8.87257981583969,0.102367634791306,0.0350598777642642,0.100284485002027,0.0699902134093131,0.136515733494186,10.0284485002027,6.99902134093131,13.6515733494186,0.0208270462909911,0.00553308345092277,0.0210652861442152,0.0154730207495283,0.0259785679572134
25,0,"ISTK","medBMI",2.7482522163801,0.119890897245849,2.7653918245757,2.62794781339349,2.85398795240044,0.0390470934938369,0.00412934481045735,0.0398467405049169,0.0348399252402647,0.0425745617879911,3.98467405049169,3.48399252402647,4.25745617879911,0.00804677539663652,0.00035103587526959,0.00809695950154303,0.00769452879267134,0.00835636551143117
25,0,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"KC","medBMI",6.72577183267112,1.52601274949452,6.66976866042671,5.30059344076741,8.19855292098257,0.0111493422872389,0.00158724902386424,0.011775511038709,0.00946606573466669,0.0123003754010615,1.1775511038709,0.946606573466669,1.23003754010615,0.0196927978385531,0.00446810586539261,0.0195288227325334,0.0155199310429087,0.0240050434743144
25,0,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","medBMI",1.74151047108752,0.147211986960208,1.76590985162758,1.59273753071556,1.86954393800043,0.0140188066148896,0.00286207689966159,0.0125898306566139,0.0121744577826435,0.0170777850116699,1.25898306566139,1.21744577826435,1.70777850116699,0.0050990747967776,0.000431030961314631,0.00517051523221242,0.00466347342470005,0.00547395179873555
25,0,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MLPC","direct",18.5973198601502,5.53484260465553,21.3869106926498,12.6809612408751,22.1425262718008,0.0417374075093775,0.00928592482955506,0.0468175819253422,0.0318096639689747,0.0473470027962104,4.68175819253422,3.18096639689747,4.73470027962104,0.0544522278567098,0.0162058034666342,0.0626200411104754,0.0371293603660509,0.0648324540816678
25,0,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MMC","medBMI",0.242231064619211,0.0316940736773716,0.257152793967086,0.20839637558356,0.263382283709169,0.00429361522523206,0.000605130698538135,0.00452547054221356,0.00365277273211246,0.00473738069891739,0.452547054221356,0.365277273211246,0.473738069891739,0.000709243118030241,9.2799012683844e-05,0.000752933360096125,0.000610176466992101,0.000771173063312381
25,0,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
