"age","female","pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"direct","Cancer",474.492480162339,56.6325280745163,460.72857488616,427.746452093409,532.937827716021,0.107817619277469,0.00959904162670076,0.104624075443151,0.100442491194676,0.117907259619431,10.4624075443151,10.0442491194676,11.7907259619431,1.38929549205948,0.165817835365776,1.34899531375784,1.25242494345641,1.56042119221895
25,0,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","HSTK",18.5515703523098,2.48595652529592,19.1879638205929,15.9782137028877,20.5839925536914,0.118109420683162,0.0113182716483729,0.11719559054316,0.107771757495915,0.12922383948941,11.719559054316,10.7771757495915,12.922383948941,0.0543182750805038,0.00727878383418816,0.0561816103568799,0.0467835870886512,0.0602691280874365
25,0,"direct","IHD",26.9119838698236,3.04599632945386,25.1817013905092,25.1280288740984,30.1666789729661,0.0354545152146155,0.00441619348286906,0.0347881277482316,0.0315783232120304,0.0398971365636268,3.47881277482316,3.15783232120304,3.98971365636268,0.0787972400741349,0.00891855855732878,0.0737310403997405,0.0735738893631812,0.0883268605083237
25,0,"direct","ISTK",7.11315692417513,1.88973944317753,7.19452407715008,5.28457195248186,8.87257981583969,0.102367634791306,0.0350598777642642,0.100284485002027,0.0699902134093131,0.136515733494186,10.0284485002027,6.99902134093131,13.6515733494186,0.0208270462909911,0.00553308345092277,0.0210652861442152,0.0154730207495283,0.0259785679572134
25,0,"direct","OSTK",4.90461896502316,1.09235641942429,4.54738856712514,4.0611916783014,6.05169208995825,0.117400390110412,0.0198516925569979,0.111715267697729,0.101546675665002,0.138086458606602,11.1715267697729,10.1546675665002,13.8086458606602,0.0143605332081235,0.00319837702951411,0.0133145765235064,0.0118910109789796,0.0177191186191919
25,0,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","Cancer",472.578364270051,23.908253035748,481.008777184149,447.367531999297,490.623345563822,0.107529177943054,0.00236349948093153,0.108527886080043,0.105015144521487,0.109194309448181,10.8527886080043,10.5015144521487,10.9194309448181,1.38369103531546,0.0700024332402868,1.40837495581458,1.30987470083352,1.43652603737314
25,0,"medBMI","DIAB",28.0218231754922,3.36375407858402,26.9561234583907,25.401814257006,31.5476768535147,0.060457884994336,0.00843721118587207,0.0629406931690039,0.0516519908779377,0.0671533921622665,6.29406931690039,5.16519908779377,6.71533921622665,0.0820468063133053,0.00984894086450984,0.0789264790694434,0.0743755222955624,0.0923703684883308
