"age","race","pathway","disease_type3","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"direct","All_HD",28.4902603016819,6.19089995504569,28.8297567127503,22.471255525076,34.2206931288796,0.0365507930692415,0.00716726504858474,0.0380964226859965,0.0292047967317292,0.042583004232512,3.80964226859965,2.92047967317292,4.2583004232512,0.0759984543877047,0.0165143744869403,0.076904069227238,0.0599426144223797,0.0912845217394264
25,1,"direct","All_STK",66.9948133424232,8.97408022302768,70.1734809962432,57.5295131168759,73.7582460622235,0.306255189771305,0.0439091434168705,0.32299340713683,0.259766417752969,0.338516477028944,32.299340713683,25.9766417752969,33.8516477028944,0.178710275445127,0.0239385747718532,0.187189447841044,0.153461359505432,0.196751894848292
25,1,"direct","Cancer",961.453261216214,25.8896327094123,948.205495864227,945.035258402298,989.13186457932,0.107305989267207,0.00445519811252732,0.109397355371334,0.10255024659031,0.110284070755596,10.9397355371334,10.255024659031,11.0284070755596,2.56469969192022,0.0690612177546354,2.52936095930841,2.52090427465206,2.63853303190841
25,1,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","All_HD",53.9286605849904,8.45279735871456,58.0823754025852,44.8966220629536,59.4300415120717,0.0692166450661563,0.00939083029852563,0.073839233859008,0.0591819948217774,0.0753220948366113,7.3839233859008,5.91819948217774,7.53220948366113,0.143855998796067,0.0225480401973321,0.154936132945838,0.119762818868031,0.158531064696799
25,1,"medBMI","All_STK",20.1470177545985,1.70004018138951,19.3894447494232,18.9790606713474,21.9589118922487,0.0918722781678339,0.00453584431127824,0.09167140218807,0.0876517687524672,0.0962635321659999,9.167140218807,8.76517687524672,9.62635321659999,0.0537426542845852,0.00453489806040727,0.0517218100778449,0.0506271006821136,0.0585759254627859
25,1,"medBMI","Cancer",984.224489598098,187.599313783494,994.516403677926,801.83233976001,1157.86851246833,0.109343067548456,0.0170222568903469,0.109753872413036,0.0930008637249411,0.125336087237078,10.9753872413036,9.30008637249411,12.5336087237078,2.62544249115082,0.500425680241957,2.65289641942229,2.13890704593668,3.0886420973342
25,1,"medBMI","DIAB",25.721065931539,7.83180160049216,23.2945938676328,19.5849275361988,33.9197055811996,0.0611390318882051,0.0194997641742664,0.0581495102495009,0.044048807073072,0.080770350096237,5.81495102495009,4.4048807073072,8.0770350096237,0.068611561821561,0.0208915190807652,0.0621388892478768,0.0522432651118472,0.0904816302189064
25,1,"medBMI","Other_CVD",166.14144598307,7.88232733103504,167.615628228061,158.125580960401,172.904256097498,0.180355475536454,0.00980336318683497,0.177857414685248,0.172333556673023,0.190500746123411,17.7857414685248,17.2333556673023,19.0500746123411,0.443186301941449,0.0210262976818523,0.447118718525881,0.42180378925632,0.461226260529811
25,1,"medSBP","All_HD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","All_STK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
