"","age","female","race","pathway","V1","V2","V3"
"1",25,0,1,"direct",1748.38841217393,1587.47392321542,1754.6235241356
"2",25,0,1,"medSBP",0,0,0
"3",25,0,1,"medBMI",1764.62221691398,1790.29220565406,1742.67837669931
"4",25,0,2,"medSBP",0,0,0
"5",25,0,2,"medBMI",621.46309178081,531.426029427002,415.374012959823
"6",25,0,2,"direct",468.370800011436,475.841509560657,474.744105275768
"7",25,0,3,"medBMI",489.287502423713,478.032356320623,441.807981307894
"8",25,0,3,"medSBP",0,0,0
"9",25,0,3,"direct",581.230671334998,440.229034025482,486.591829439868
"10",25,0,4,"direct",260.302398610623,256.86635379815,280.856305733621
"11",25,0,4,"medSBP",0,0,0
"12",25,0,4,"medBMI",245.989250128296,228.787207481932,291.54498833132
"13",25,1,1,"direct",3074.55425646498,2459.28335604969,3025.07222626711
"14",25,1,1,"medBMI",3089.0772919642,3310.68581631318,2465.03990980232
"15",25,1,1,"medSBP",0,0,0
"16",25,1,2,"medSBP",0,0,0
"17",25,1,2,"direct",573.224873361116,640.232723727189,733.9252666823
"18",25,1,2,"medBMI",650.260207610539,621.047298510553,713.084560987974
"19",25,1,3,"medSBP",0,0,0
"20",25,1,3,"medBMI",940.371183072666,1145.48969805033,1083.43258272376
"21",25,1,3,"direct",714.93973006452,1004.44633882985,938.300785439317
"22",25,1,4,"direct",433.95325286707,577.284455323738,759.765321154329
"23",25,1,4,"medBMI",480.972251561783,717.871210482797,627.417571644031
"24",25,1,4,"medSBP",0,0,0
"25",35,0,1,"direct",4048.97808095076,4549.19966141999,3826.86205854465
"26",35,0,1,"medBMI",4603.62745470332,4449.64667229409,4126.9940101006
"27",35,0,1,"medSBP",0,0,0
"28",35,0,2,"medSBP",0,0,0
"29",35,0,2,"direct",1693.3558860092,1408.25319010194,1315.78630414167
"30",35,0,2,"medBMI",1738.04881294606,1867.06037917389,1514.93928737997
"31",35,0,3,"medBMI",1183.25273205754,984.868836898042,1076.88926198642
"32",35,0,3,"medSBP",0,0,0
"33",35,0,3,"direct",1038.00396962817,1105.40518269845,1236.89611224204
"34",35,0,4,"medBMI",602.982408273981,683.473387666413,546.711041008646
"35",35,0,4,"direct",687.57216044608,537.209450274226,421.797458121809
"36",35,0,4,"medSBP",0,0,0
"37",35,1,1,"medBMI",4702.37913546904,5118.26453457635,4689.1446135711
"38",35,1,1,"direct",4456.75310915536,5038.85151779066,5373.74159273758
"39",35,1,1,"medSBP",0,0,0
"40",35,1,2,"direct",1761.5114545338,1426.97248168524,1616.92126806137
"41",35,1,2,"medBMI",1816.22323473082,1480.38378868857,1361.54931536734
"42",35,1,2,"medSBP",0,0,0
"43",35,1,3,"medSBP",0,0,0
"44",35,1,3,"direct",1559.49988964025,1824.89614641488,1736.88518174569
"45",35,1,3,"medBMI",1530.01312539307,1440.93496512283,1599.48407640882
"46",35,1,4,"medBMI",992.769695352382,1271.79209756822,1270.06078326895
"47",35,1,4,"medSBP",0,0,0
"48",35,1,4,"direct",1113.66867268604,1126.52451292083,1165.48428115732
"49",45,0,1,"direct",11773.5739753858,16602.8848363615,11947.6011141763
"50",45,0,1,"medBMI",16092.2953199791,15904.7005988022,14695.750286176
"51",45,0,1,"medSBP",0,0,0
"52",45,0,2,"direct",4594.80504954998,4274.03131022368,3753.95885182213
"53",45,0,2,"medSBP",0,0,0
"54",45,0,2,"medBMI",4337.90818124467,4482.58698242427,3702.13493825883
"55",45,0,3,"medSBP",0,0,0
"56",45,0,3,"direct",2345.11854029606,2007.72591716001,1741.5150519716
"57",45,0,3,"medBMI",2649.02657361547,1693.18085155419,2243.28502627913
"58",45,0,4,"medBMI",2125.58206401583,2499.49691217449,2423.8726888445
"59",45,0,4,"medSBP",0,0,0
"60",45,0,4,"direct",2249.72788522383,2538.0519970564,2583.80528117246
"61",45,1,1,"medSBP",0,0,0
"62",45,1,1,"medBMI",18307.8546935579,17654.2209776444,18551.9770190068
"63",45,1,1,"direct",17722.8009582247,17162.9033794202,18502.2586297248
"64",45,1,2,"medBMI",3880.06967208427,3589.96364895431,3946.34039386313
"65",45,1,2,"medSBP",0,0,0
"66",45,1,2,"direct",3777.49722976954,4124.72734877553,3805.35841694127
"67",45,1,3,"direct",2844.07528169663,1878.25275742579,3514.3808598995
"68",45,1,3,"medBMI",3231.83550320852,2624.25514921528,3418.50836828107
"69",45,1,3,"medSBP",0,0,0
"70",45,1,4,"medSBP",0,0,0
"71",45,1,4,"direct",2226.70814639511,2766.6451160725,2139.81574713424
"72",45,1,4,"medBMI",1893.63156039576,2255.28139402987,2119.50439376061
"73",55,0,1,"medBMI",43575.5326840561,41703.0014732334,44897.5744792876
"74",55,0,1,"medSBP",0,0,0
"75",55,0,1,"direct",38886.2173654657,38521.6760857855,37308.4209360218
