"female","race","pathway","disease_type1","V1","V2","V3"
0,1,"direct","Cancer",33453.4273502909,31763.19578667,33430.5313594127
0,1,"medSBP","Cancer",0,0,0
0,1,"medBMI","Cancer",35850.9624831266,34638.9671334887,36684.2720178649
0,1,"direct","CMD",49837.2229751583,50641.1720081699,47597.8913584591
0,1,"medSBP","CMD",0,0,0
0,1,"medBMI","CMD",63901.9047657372,64419.3032474707,59414.338121421
0,2,"medSBP","Cancer",0,0,0
0,2,"medBMI","Cancer",4931.36876419489,4786.87676389056,4963.22235247789
0,2,"direct","Cancer",5430.23083739243,6514.88450390026,6199.59801299101
0,2,"medSBP","CMD",0,0,0
0,2,"medBMI","CMD",11146.1853915852,10123.4483255846,9965.36973033472
0,2,"direct","CMD",9615.77142659281,9034.05281530843,10572.1531813604
0,3,"medBMI","Cancer",3101.9819473512,2698.91212808517,2997.4319080898
0,3,"medSBP","Cancer",0,0,0
0,3,"direct","Cancer",3609.06411831247,3704.95732441228,3539.53501306849
0,3,"medBMI","CMD",4975.14322168458,4645.19105911064,5069.40478260592
0,3,"medSBP","CMD",0,0,0
0,3,"direct","CMD",3563.30739818359,3499.42834485767,4637.23661118824
0,4,"direct","Cancer",3637.84141369488,3516.20968054819,3917.77976469327
0,4,"medSBP","Cancer",0,0,0
0,4,"medBMI","Cancer",2340.05039187106,2649.9778762376,2709.13653234394
0,4,"direct","CMD",1927.99572277557,2154.683919363,2060.80139645514
0,4,"medSBP","CMD",0,0,0
0,4,"medBMI","CMD",2257.28522398642,2438.93915616751,2177.08015004873
1,1,"direct","Cancer",53232.4849057891,47662.7772901567,52209.7402178601
1,1,"medBMI","Cancer",51595.6471055831,48758.9884068159,51938.3898405714
1,1,"medSBP","Cancer",0,0,0
1,1,"direct","CMD",43685.4053109901,46276.9960540236,41955.1012199627
1,1,"medBMI","CMD",51036.6736636581,47130.8563107118,49611.9779637335
1,1,"medSBP","CMD",0,0,0
1,2,"medSBP","Cancer",0,0,0
1,2,"direct","Cancer",8721.61113304003,8820.88725408685,9751.70187839232
1,2,"medBMI","Cancer",6678.46657509248,7130.29302516192,7648.54707778272
1,2,"medSBP","CMD",0,0,0
1,2,"direct","CMD",7035.65474383679,8074.52960488361,8833.01499740447
1,2,"medBMI","CMD",8299.68936358595,8905.54148887044,10107.0454575826
1,3,"medSBP","Cancer",0,0,0
1,3,"medBMI","Cancer",5367.89136029052,5160.39847193594,5167.79562954536
1,3,"direct","Cancer",4928.68583002604,5377.72428973869,6297.3372055515
1,3,"medSBP","CMD",0,0,0
1,3,"medBMI","CMD",3955.82542465147,4735.92202110737,3756.58350965945
1,3,"direct","CMD",3401.99978280686,3650.63375532055,3047.2908188767
1,4,"direct","Cancer",5460.51782472453,5205.32611435797,4911.30877334256
1,4,"medBMI","Cancer",4402.18019813339,4245.30345610546,4562.45899210278
1,4,"medSBP","Cancer",0,0,0
1,4,"direct","CMD",1481.5261739407,1769.57871107565,2154.31789178469
1,4,"medBMI","CMD",1721.43370861452,2100.99125982948,2123.07276720172
1,4,"medSBP","CMD",0,0,0
