"female","disease_type3","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,"All_HD",14961.7843003049,605.426698868715,14638.7701883715,14588.9870391352,15609.1435566179,0.062385919862183,0.00276314735703751,0.0608476674998548,0.060739908202278,0.0653394460300668,6.08476674998548,6.0739908202278,6.53394460300668,12.6937796997684,0.513652181153347,12.4197301683422,12.3774934727394,13.2430080285097
0,"All_STK",11183.4980500588,142.86055734227,11226.4345428349,11034.2103518443,11296.2897294136,0.179357858099616,0.00233981807937205,0.179905487386608,0.176948428421095,0.181301802884194,17.9905487386608,17.6948428421095,18.1301802884194,9.48823065958408,0.121204824657977,9.52465855945489,9.3615729618801,9.58392464239787
0,"Cancer",92356.805154803,2083.76351646045,92354.9273062344,90378.0285026828,94337.1779782066,0.223184745492499,0.00472665353301178,0.22298039706711,0.218784421160957,0.227758765985623,22.298039706711,21.8784421160957,22.7758765985623,78.3567597873749,1.76789308637639,78.3551665953089,76.6779389734331,80.0369348145728
0,"DIAB",1517.14970282483,147.978790868469,1494.82932074238,1387.26055950049,1666.01117091926,0.037123835501853,0.00346447931945253,0.0365153400107566,0.0341294878185729,0.040635404352565,3.65153400107566,3.41294878185729,4.0635404352565,1.28717028080903,0.125547203048781,1.26823336745147,1.17697057884452,1.41346635912746
0,"Other_CVD",5110.38051935489,202.99477763615,5192.31433244496,4894.87869486651,5256.23860271671,0.0979710739290266,0.00387323854929246,0.0999710419146654,0.0938299067752673,0.100412268294993,9.99710419146654,9.38299067752673,10.0412268294993,4.33571579382796,0.172223508626859,4.40522954649623,4.15288113787734,4.45946376001056
1,"All_HD",9313.42976887229,913.872632991307,8840.42023610326,8738.38401245144,10290.5336281468,0.0531856407862858,0.00502141483408079,0.0505746208455513,0.0500360240692605,0.0585546244529355,5.05746208455513,5.00360240692605,5.85546244529355,7.33277408692519,0.719522423881462,6.96035789537889,6.88002137110268,8.10208056556204
1,"All_STK",15719.8762703595,763.060904163964,15649.4713511716,15027.2084120522,16472.3883099766,0.184330095890519,0.00872320951799688,0.18238437661898,0.177026057846779,0.193287995315067,18.238437661898,17.7026057846779,19.3287995315067,12.3767832286902,0.600783316528593,12.3213510860934,11.8314227064884,12.9692610720993
1,"Cancer",138412.154285396,5343.99640481482,140387.484932679,132762.987639575,142382.289881025,0.23154639699716,0.00916884350957385,0.234691017217321,0.221892618891937,0.238527247915247,23.4691017217321,22.1892618891937,23.8527247915247,108.97650848795,4.2075067220475,110.531752231981,104.528731050293,112.102328743181
1,"DIAB",1138.43875466738,110.077917757226,1079.27871292752,1071.02517294424,1256.13837186941,0.0359467280350186,0.00354297810133775,0.0339530179240866,0.0338549547532094,0.0397331549111201,3.39530179240866,3.38549547532094,3.97331549111201,0.896330826230859,0.086668018431904,0.849752150939682,0.843253863454114,0.988999663005105
1,"Other_CVD",4995.87988602569,110.325828759483,5022.18701205321,4882.1488933109,5087.24982161709,0.0860649013326131,0.00206969111908552,0.0868735427490079,0.0838709965695561,0.0875714608917344,8.68735427490079,8.38709965695561,8.75714608917344,3.93342296863379,0.0868632070378555,3.95413544693913,3.8438787623687,4.00536156833933
