"","age","female","race","pathway","disease_type2","V1","V2","V3"
"1",25,0,1,"direct","Cancer",355.17387578163,275.429509552925,262.445164758348
"2",25,0,1,"medSBP","Cancer",0,0,0
"3",25,0,1,"medBMI","Cancer",321.98979289838,309.810789505409,270.870847875964
"4",25,0,1,"direct","DIAB",0,0,0
"5",25,0,1,"medSBP","DIAB",0,0,0
"6",25,0,1,"medBMI","DIAB",11.3562217789114,19.6156383657666,12.455779399066
"7",25,0,1,"direct","HHD",0,0,0
"8",25,0,1,"medSBP","HHD",0,0,0
"9",25,0,1,"medBMI","HHD",10.2769727958237,10.3041850473387,8.97131194458066
"10",25,0,1,"direct","HSTK",8.58198342546624,7.72541465004227,9.22037638398458
"11",25,0,1,"medSBP","HSTK",0,0,0
"12",25,0,1,"medBMI","HSTK",2.20141683679141,2.01929507179064,1.72467771105526
"13",25,0,1,"direct","IHD",11.0538622798484,19.3906518242081,14.2981157717375
"14",25,0,1,"medSBP","IHD",0,0,0
"15",25,0,1,"medBMI","IHD",10.036797637767,7.46840942115319,7.22007155756514
"16",25,0,1,"direct","ISTK",2.41356499536521,3.13857857751181,4.18871957422739
"17",25,0,1,"medSBP","ISTK",0,0,0
"18",25,0,1,"medBMI","ISTK",0.974224082583608,1.39722428981441,1.62130080045645
"19",25,0,1,"direct","OSTK",3.7980827312849,2.27317652065879,2.3813027356258
"20",25,0,1,"medSBP","OSTK",0,0,0
"21",25,0,1,"medBMI","OSTK",0.687031402497212,0.686852686352139,0.573029463853775
"22",25,0,1,"direct","Other_CVD",0,0,0
"23",25,0,1,"medSBP","Other_CVD",0,0,0
"24",25,0,1,"medBMI","Other_CVD",87.9071731055113,82.6607129015259,105.840411864661
"25",25,0,2,"medSBP","Cancer",0,0,0
"26",25,0,2,"medBMI","Cancer",44.4647429135235,40.2316121003524,26.2034429716475
"27",25,0,2,"direct","Cancer",41.7154218589868,42.1258983061239,29.2091253487661
"28",25,0,2,"medSBP","DIAB",0,0,0
"29",25,0,2,"medBMI","DIAB",10.4153932954935,10.6671444296576,11.5643712154853
"30",25,0,2,"direct","DIAB",0,0,0
"31",25,0,2,"medSBP","HHD",0,0,0
"32",25,0,2,"medBMI","HHD",8.99814853820763,2.67378100706125,4.42381455781925e-05
"33",25,0,2,"direct","HHD",0,0,0
"34",25,0,2,"medSBP","HSTK",0,0,0
"35",25,0,2,"medBMI","HSTK",0.62479947489802,1.59697437219697,1.44968031097087
"36",25,0,2,"direct","HSTK",1.49865569687041,5.05879720681913,5.43612019268874
"37",25,0,2,"medSBP","IHD",0,0,0
"38",25,0,2,"medBMI","IHD",12.4080648348685,5.36648186927167,5.77950303085036
"39",25,0,2,"direct","IHD",9.31330815695621,5.18232515570856,7.53134584880485
"40",25,0,2,"medSBP","ISTK",0,0,0
"41",25,0,2,"medBMI","ISTK",1.20058349994738,0.861777332509025,0.67249989310148
"42",25,0,2,"direct","ISTK",2.81326032478448,0.746961760507697,2.30362583498121
"43",25,0,2,"medSBP","OSTK",0,0,0
"44",25,0,2,"medBMI","OSTK",0.259201538807083,0.183954531521378,0.0570369831734816
"45",25,0,2,"direct","OSTK",0.916461501656528,0.9466173556997,0.843168240143043
"46",25,0,2,"medSBP","Other_CVD",0,0,0
"47",25,0,2,"medBMI","Other_CVD",69.491664959531,55.1006486371315,44.602730073292
"48",25,0,2,"direct","Other_CVD",0,0,0
"49",25,0,3,"medBMI","Cancer",83.0307275141561,87.4355892522361,95.7558680856837
"50",25,0,3,"medSBP","Cancer",0,0,0
"51",25,0,3,"direct","Cancer",88.7448304390711,87.6583121026594,80.8630408299758
"52",25,0,3,"medBMI","DIAB",2.22026807746409,0.735279419554317,2.66838803796663
"53",25,0,3,"medSBP","DIAB",0,0,0
"54",25,0,3,"direct","DIAB",0,0,0
"55",25,0,3,"medBMI","HHD",0.000303751130457629,3.00920394340818,0.000101352362389543
"56",25,0,3,"medSBP","HHD",0,0,0
"57",25,0,3,"direct","HHD",0,0,0
"58",25,0,3,"medBMI","HSTK",1.46106689592551,0.842981540705752,1.09296145172578
"59",25,0,3,"medSBP","HSTK",0,0,0
"60",25,0,3,"direct","HSTK",8.34750469727046,1.68929441838058,4.55406323860549
"61",25,0,3,"medBMI","IHD",3.0987029738789,2.09296312396732,3.08282824254743
"62",25,0,3,"medSBP","IHD",0,0,0
"63",25,0,3,"direct","IHD",3.52180143334111,3.55314753348448,1.56024873126868
"64",25,0,3,"medBMI","ISTK",0.526629623987739,0.261663059574674,0.260661119141108
"65",25,0,3,"medSBP","ISTK",0,0,0
"66",25,0,3,"direct","ISTK",1.25155593787927,1.1719301903173,2.0081914585438
"67",25,0,3,"medBMI","OSTK",0.28497007764964,0.230411120681911,0.136867895015469
"68",25,0,3,"medSBP","OSTK",0,0,0
"69",25,0,3,"direct","OSTK",1.189841624743,0.787674674614381,0.423464436738063
"70",25,0,3,"medBMI","Other_CVD",20.2066209104382,28.1187394286773,20.9045478103118
"71",25,0,3,"medSBP","Other_CVD",0,0,0
"72",25,0,3,"direct","Other_CVD",0,0,0
"73",25,0,4,"direct","Cancer",51.1041866273781,55.5148549244516,53.4932199567004
"74",25,0,4,"medSBP","Cancer",0,0,0
"75",25,0,4,"medBMI","Cancer",41.6441121524822,43.5307863261522,52.7667812141675
"76",25,0,4,"direct","DIAB",0,0,0
