"age","female","disease_type2","V1","V2","V3"
25,0,"Cancer",1027.86769018561,941.737352070309,871.607491041253
25,0,"DIAB",25.3200085095647,31.7893375585212,26.9561234583907
25,0,"HHD",20.2840623291645,16.2096117275493,9.0421965071964
25,0,"HSTK",23.6282130740973,20.4098238061917,25.2902185266063
25,0,"IHD",51.8395366419594,46.3536979741919,42.5940053088402
25,0,"ISTK",10.0531749836466,7.8047620745148,11.7262903635043
25,0,"OSTK",7.3966240855981,5.78532803488581,4.90781403261941
25,0,"Other_CVD",188.488365461524,178.962998683053,186.827541657984
25,1,"Cancer",2289.66146756418,2586.99872269179,2344.21794976758
25,1,"DIAB",14.3620022898685,26.3020602480501,22.4781463975957
25,1,"HHD",5.31689544824208,6.50128188909053,7.49379933017473
25,1,"HSTK",13.2119252289154,15.1369307959857,17.3090851324454
25,1,"IHD",15.4868719041439,16.0625478426602,16.3348125911195
25,1,"ISTK",11.5392711185178,8.87582479706355,12.3345239427494
25,1,"OSTK",7.198307453664,5.85240205114906,6.17029740555253
25,1,"Other_CVD",139.92447373081,135.877092353071,114.024020997941
35,0,"Cancer",2537.19323997743,2622.13814283139,2290.77940261632
35,0,"DIAB",102.723686471984,90.5514247930439,96.4583667320226
35,0,"HHD",52.0440231196797,50.9731229283423,20.7183823645485
35,0,"HSTK",48.6116950943608,65.3692890664769,59.6130678767159
35,0,"IHD",177.146102686692,222.573723398794,198.161938849184
35,0,"ISTK",34.5560802251487,26.8858762448184,21.4272915738998
35,0,"OSTK",22.0247247733629,25.4076020192601,25.1702091802263
35,0,"Other_CVD",293.420620208344,306.642204753994,272.287468276075
35,1,"Cancer",3849.96284374139,4059.52431789663,4533.6129605183
35,1,"DIAB",44.8207597215665,56.2386043015337,29.1833124652848
35,1,"HHD",34.8812163612106,16.3670021090881,12.6186514793697
35,1,"HSTK",74.2776546533265,80.9262125604934,69.8018738359441
35,1,"IHD",54.9933412662087,70.8348457020646,59.4496738203698
35,1,"ISTK",19.0139619564647,14.9905491456954,21.9987480050872
35,1,"OSTK",21.113854287056,23.8047944226033,25.3471117619391
35,1,"Other_CVD",168.348023844528,172.471466250478,151.273021933796
