"pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
"direct","Cancer",117099.119294151,4025.85434903465,118473.86341327,112861.357302341,120168.34878471,0.115756938449691,0.0039757222009505,0.117026928731834,0.111587656623938,0.118846728535622,11.7026928731834,11.1587656623938,11.8846728535622,47.8193600549292,1.64402413788953,48.3807595292534,46.0887999300112,49.0727306266716
"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"direct","HSTK",1944.1102361459,71.9399256621214,1937.02993801074,1879.02513525986,2015.21359044683,0.0565134000520325,0.00191728103096668,0.0567551883053504,0.0546001183944422,0.0582211616943025,5.67551883053504,5.46001183944422,5.82211616943025,0.79390953517938,0.0293778572229933,0.791018178456438,0.767330958907915,0.822945764665346
"direct","IHD",5596.0210464098,401.23782208999,5748.50701178558,5171.2750531396,5891.15396911059,0.0153789418678913,0.0011228030593355,0.0158180653566568,0.0141886967638999,0.016195932006432,1.58180653566568,1.41886967638999,1.6195932006432,2.28522765078215,0.163852093831547,2.34749781408979,2.11177560685127,2.40575005590153
"direct","ISTK",1932.40780413161,174.60734343044,1916.36502195467,1773.87495586165,2104.57701725198,0.0452186592959193,0.00422058864671275,0.044667333480073,0.0414691527336248,0.0494367928016833,4.46673334800729,4.14691527336248,4.94367928016833,0.789130653720811,0.0713037935218009,0.782579318562817,0.724391145877786,0.859438796448132
"direct","OSTK",3486.8166154351,269.876970068371,3341.20254660013,3322.03055177856,3775.37463760136,0.0494639094388106,0.00378818182019252,0.0475551198517161,0.0470370921730558,0.0535131978535958,4.75551198517161,4.70370921730558,5.35131978535958,1.42389917348703,0.110208719587504,1.3644352626681,1.35660606182636,1.54173660934378
"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medBMI","Cancer",113669.840146048,3341.24408668657,114268.548825643,110279.658839917,116551.119074522,0.112367199096018,0.00331024139280025,0.112872974126467,0.109035167195764,0.11526932222039,11.2872974126467,10.9035167195764,11.526932222039,46.418957256851,1.36445222624871,46.6634498379239,45.0345207085102,47.5955751112799
"medBMI","DIAB",2655.58845749222,86.0702839184176,2647.04582072253,2577.75492302253,2740.68323321613,0.0366150253057649,0.00125264141256866,0.0366437919497049,0.0354130255092544,0.0377925734549264,3.66437919497049,3.54130255092544,3.77925734549264,1.08445342178485,0.0351482224762587,1.08096489492,1.05266881203211,1.11920327937271
"medBMI","HHD",1453.95403864688,197.90593334733,1412.15273037657,1286.88111815353,1656.55807116998,0.0284996240799043,0.00394400130675115,0.0275256974951935,0.0252534224878423,0.0325736632689705,2.75256974951935,2.52534224878423,3.25736632689705,0.593746153655711,0.0808181576495895,0.576675898789628,0.52551916622269,0.676482857724901
"medBMI","HSTK",498.182240948684,27.4046958213653,493.787794203739,474.267679236912,525.832082393659,0.0144810800165907,0.00075347692366838,0.0142557279143835,0.0138854792794908,0.0152682300405667,1.42557279143834,1.38854792794908,1.52682300405667,0.203440948971223,0.0111911603142445,0.201646404038645,0.193675042584016,0.214732218551122
"medBMI","IHD",5326.95384330084,108.7108132861,5310.51761910072,5231.55308466196,5436.32539250984,0.0146388248910623,0.000320373962870667,0.0145989718825233,0.0143531784278315,0.0149583464115512,1.45989718825233,1.43531784278315,1.49583464115512,2.17534961291135,0.0443938567064174,2.16863760920281,2.13639113692652,2.22001329204845
"medBMI","ISTK",529.285739343572,92.9879259004144,514.692817932946,447.968858632731,623.006603253445,0.0123803635442184,0.0021538025782645,0.01199664754628,0.0105218309972087,0.0145650546894756,1.199664754628,1.05218309972087,1.45650546894756,0.216142576427335,0.0379731558716778,0.210183315867611,0.182935484685786,0.254415039644649
"medBMI","OSTK",866.91054057348,27.8137387336531,863.469730152098,842.10191197587,894.643858029266,0.0122965029389033,0.0002887671071178,0.0122367121987972,0.0120520316558634,0.0125917963510333,1.22367121987972,1.20520316558634,1.25917963510333,0.354017242187467,0.0113581997456126,0.352612130403427,0.343886228815811,0.365342600575556
"medBMI","Other_CVD",10106.2604053806,159.592234970572,10067.0927984536,9974.75808918137,10271.0551874677,0.0916987065539009,0.00148654893430356,0.0913776041067008,0.0904478830817255,0.0932224671061964,9.13776041067008,9.04478830817255,9.32224671061964,4.12705841040349,0.0651721259052188,4.11106367099452,4.07335726692529,4.19435508237933
"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
