"female","pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,"direct","Cancer",46239.085055129,799.640527019435,46130.5637196906,45530.8131167387,47039.6001286418,0.111739699834785,0.00178999364877897,0.111376964014478,0.11021976030308,0.11356796481375,11.1376964014478,11.021976030308,11.356796481375,39.2298637266613,0.678425813743661,39.1377927612518,38.6289562564694,39.9090315174514
0,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","HSTK",764.216568559779,44.5533363186062,787.496918859541,716.578371582519,792.066467782241,0.0478769426422874,0.00279676372743559,0.0491054479354266,0.0448976554351628,0.0498120003502438,4.91054479354266,4.48976554351628,4.98120003502438,0.648371649363581,0.0377996517505305,0.668123012710838,0.607954760202093,0.671999879679899
0,"direct","IHD",3619.00864279701,168.195516066999,3612.91233285063,3461.8925717484,3781.30657730005,0.0169048783475611,0.000763826359318363,0.0167864710994207,0.0162361352011389,0.0176742676549026,1.67864710994207,1.62361352011389,1.76742676549026,3.07041576867854,0.142699345518558,3.06524357705436,2.93711637382337,3.20811152641427
0,"direct","ISTK",791.461444434584,76.4606145482363,787.897860734013,720.397576366941,865.554358647713,0.0462274380305439,0.0044535761569507,0.0458033652176333,0.0421911817293792,0.0506241562226828,4.58033652176333,4.21911817293792,5.06241562226827,0.671486569707357,0.0648702171681784,0.668463177207586,0.61119502507884,0.73434799796068
0,"direct","OSTK",1605.7242863166,217.378912456719,1654.65612241179,1382.38021735524,1787.47629459705,0.054817177412912,0.00699651587900577,0.0559535302719409,0.0477536163914934,0.0609148385041562,5.59535302719409,4.77536163914934,6.09148385041562,1.3623181526989,0.184427202713022,1.40383258274485,1.1728300307115,1.51651900914726
0,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medBMI","Cancer",46117.7200996741,1292.96714198996,46224.3635865437,44847.2153859441,47297.5778495649,0.111445045657715,0.00296430176634055,0.111603433052631,0.108564660857877,0.114190801171873,11.1603433052631,10.8564660857877,11.4190801171873,39.1268960607135,1.09697077100125,39.2173738340571,38.0489827169637,40.1279032971214
0,"medBMI","DIAB",1517.14970282483,147.978790868469,1494.82932074238,1387.26055950049,1666.01117091926,0.037123835501853,0.00346447931945253,0.0365153400107566,0.0341294878185729,0.040635404352565,3.65153400107566,3.41294878185729,4.0635404352565,1.28717028080903,0.125547203048781,1.26823336745147,1.17697057884452,1.41346635912746
0,"medBMI","HHD",790.936197653812,75.9609357028564,757.994021625483,738.056531165095,871.816713766608,0.0306854700548774,0.00303176160127585,0.0293350154131186,0.0286021658674931,0.0339166606877567,2.93350154131186,2.86021658674931,3.39166606877567,0.671040943250692,0.0644462828929224,0.643092356575366,0.626177120625517,0.739661064549893
0,"medBMI","HSTK",235.052464431208,24.2887280756413,244.35092561507,209.33138809468,252.869848761454,0.0147301063801732,0.00158284735526361,0.0153142078977604,0.0130570137190501,0.0159067127513471,1.53142078977604,1.30570137190501,1.59067127513471,0.199421682701081,0.0206068846597052,0.207310622646056,0.177599574448246,0.214538192000686
0,"medBMI","IHD",3218.44495093151,378.27551670529,3205.7785815933,2864.61754410079,3583.03877169971,0.0150368459195932,0.00180244640206555,0.014894828479992,0.0133888702545608,0.0168055364082866,1.4894828479992,1.33888702545608,1.68055364082866,2.73057212715759,0.320934052950835,2.71982580848678,2.43038018053543,3.03989844464995
0,"medBMI","ISTK",228.04061750392,36.2638091680374,247.714490342753,189.267825152844,250.090617941988,0.013315867866515,0.00208435351250452,0.0144923948614875,0.0110884189652559,0.0145432688220475,1.44923948614875,1.10884189652559,1.45432688220475,0.19347273714773,0.0307667050542982,0.210164316350105,0.160577376903872,0.212180255069568
0,"medBMI","OSTK",374.371992635886,17.3791841680033,364.796877917958,363.931774142859,392.951058639153,0.012790177956601,0.000589851970741327,0.0126186428484818,0.0123207833579417,0.0134053773971617,1.26186428484818,1.23207833579417,1.34053773971617,0.317622250454876,0.0147447343687371,0.309498593918341,0.308764628201544,0.333384980764263
0,"medBMI","Other_CVD",5110.38051935489,202.99477763615,5192.31433244496,4894.87869486651,5256.23860271671,0.0979710739290266,0.00387323854929246,0.0999710419146654,0.0938299067752673,0.100412268294993,9.99710419146654,9.38299067752673,10.0412268294993,4.33571579382796,0.172223508626859,4.40522954649623,4.15288113787734,4.45946376001056
0,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","Cancer",70860.0342390221,3311.01920679545,72343.2996935797,67330.5441856021,73128.7486560681,0.118540436640615,0.00564700347798291,0.120939003943873,0.112532522858085,0.122509568215377,12.0939003943873,11.2532522858085,12.2509568215377,55.7904698656946,2.60687592470471,56.9582942611245,53.0115845521146,57.5767044431593
1,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","HSTK",1179.89366758612,45.9111486097949,1163.12643444188,1145.64314099303,1228.39634235183,0.0639861075782742,0.00194024776316763,0.062959899030432,0.0627837417439961,0.0660607506782181,6.2959899030432,6.27837417439961,6.60607506782181,0.928969662703567,0.0361473795563542,0.915768260453184,0.902003080026926,0.967157437293032
1,"direct","IHD",1977.01240361278,458.652954756731,1958.33757951451,1549.49986531795,2420.39854239116,0.0131862427567787,0.00299784535016701,0.013096282453227,0.0103774846829612,0.0160714670886152,1.3096282453227,1.03774846829612,1.60714670886152,1.55656784691649,0.361112778535405,1.54186453464335,1.21997295755345,1.9056605517117
1,"direct","ISTK",1140.94635969703,250.685088533674,1128.46716122066,908.320597213931,1384.17944088504,0.0445557547222277,0.00997072281260301,0.0439069935926524,0.0353743417566876,0.0542886146479068,4.39069935926524,3.53743417566876,5.42886146479068,0.898305147360448,0.197372736660562,0.88847985791456,0.715151120818213,1.08981066993169
1,"direct","OSTK",1881.0923291185,170.384627449118,1952.97159285673,1699.86768262176,2001.21960143773,0.0456517582519053,0.00436494766034274,0.0477197623167764,0.0409912732659457,0.0485544397827244,4.77197623167764,4.09912732659457,4.85544397827244,1.48104677099466,0.134149503671039,1.53763971426123,1.33836255854858,1.57562698166416
1,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","Cancer",67552.1200463737,2055.75674052158,68044.1852390995,65432.4434539732,69253.5412249572,0.113005960356545,0.00356306075861542,0.113752013273448,0.109360096033853,0.116017679699871,11.3752013273448,10.9360096033853,11.6017679699871,53.1860386222558,1.61856589140777,53.5734579708568,51.5171464981787,54.525624300022
1,"medBMI","DIAB",1138.43875466738,110.077917757226,1079.27871292752,1071.02517294424,1256.13837186941,0.0359467280350186,0.00354297810133775,0.0339530179240866,0.0338549547532094,0.0397331549111201,3.39530179240866,3.38549547532094,3.97331549111201,0.896330826230859,0.086668018431904,0.849752150939682,0.843253863454114,0.988999663005105
1,"medBMI","HHD",663.017840993065,135.069106036991,675.145540814653,529.936438131227,785.790699006554,0.0262586096915214,0.00534460883340226,0.0264755254692123,0.0210921793897783,0.0312406615822272,2.64755254692123,2.10921793897783,3.12406615822272,0.522016074019498,0.106344415029837,0.531564616843428,0.417236644037808,0.618679242600847
1,"medBMI","HSTK",263.129776517476,37.4517040040892,283.167698262269,223.084371959138,286.142947592739,0.014259858131107,0.001905298752526,0.015327834673302,0.0122235027910639,0.0153884334102843,1.5327834673302,1.22235027910639,1.53884334102843,0.207170854843885,0.0294869764896107,0.222947379386664,0.175641771344781,0.225289892481628
1,"medBMI","IHD",2108.50889236933,450.657900502038,2021.6184749403,1723.32281927265,2567.55182028069,0.0140794986994349,0.00304955627685618,0.0135407555857274,0.011445493231103,0.0171714358144182,1.35407555857274,1.1445493231103,1.71714358144182,1.66009942112757,0.354818005490751,1.59168769557237,1.35682957043434,2.02151923854272
1,"medBMI","ISTK",301.245121839652,69.1333508627796,264.47714064363,258.575974132559,375.167053563364,0.0117539370713326,0.00267255457159246,0.0102904156352071,0.0101406810471704,0.0146111863162013,1.02904156352071,1.01406810471704,1.46111863162013,0.23718033829184,0.0544309944166015,0.208231679587841,0.203585494245935,0.295381542236144
1,"medBMI","OSTK",492.538547937594,34.7039040572084,476.180412048638,469.39404950367,529.587461877131,0.0119463702878892,0.000774514869017006,0.0116352005149378,0.0113888014414736,0.0127684334413135,1.16352005149378,1.13888014414736,1.27684334413135,0.387792036957172,0.0273235418853272,0.374912730629245,0.369569600906987,0.416961883386095
1,"medBMI","Other_CVD",4995.87988602569,110.325828759483,5022.18701205321,4882.1488933109,5087.24982161709,0.0860649013326131,0.00206969111908552,0.0868735427490079,0.0838709965695561,0.0875714608917344,8.68735427490079,8.38709965695561,8.75714608917344,3.93342296863379,0.0868632070378555,3.95413544693913,3.8438787623687,4.00536156833933
1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
