"","age","female","race","pathway","disease_type","V1","V2","V3"
"54",75,0,1,"medBMI","Cancer",0.112794493150448,0.114667608487648,0.0949317330741449
"55",25,1,1,"medBMI","Cancer",0.106632698221495,0.131467289267659,0.0876249318755562
"56",35,1,1,"medBMI","Cancer",0.0976258734873141,0.133864438790889,0.120556817036708
"57",45,1,1,"medBMI","Cancer",0.12705726921346,0.124251577301511,0.117937426660845
"58",55,1,1,"medBMI","Cancer",0.106576373690504,0.105898956209138,0.116135524477003
"59",65,1,1,"medBMI","Cancer",0.119465018310316,0.10271219507577,0.126170823372246
"60",75,1,1,"medBMI","Cancer",0.128802833236493,0.121736302833083,0.118614831305308
"61",25,0,2,"medBMI","Cancer",0.126445281598444,0.111947281117552,0.0949555830506611
"62",35,0,2,"medBMI","Cancer",0.14753264666268,0.165362976510283,0.109177894211689
"63",45,0,2,"medBMI","Cancer",0.108294386320897,0.130179562603384,0.109906303452099
"64",55,0,2,"medBMI","Cancer",0.113770960131776,0.101172071460376,0.141811359371532
"65",65,0,2,"medBMI","Cancer",0.129932596282509,0.107128151311773,0.100222638469965
"66",75,0,2,"medBMI","Cancer",0.0842877536837648,0.0965648594086405,0.0835153725155182
"67",25,1,2,"medBMI","Cancer",0.141395369403257,0.100484370289591,0.118129675696947
"68",35,1,2,"medBMI","Cancer",0.140527994590103,0.112402579311624,0.154146905609832
"69",45,1,2,"medBMI","Cancer",0.13498431282311,0.123186226958093,0.125159897656577
"70",55,1,2,"medBMI","Cancer",0.0913065072163772,0.0990057498634983,0.119978750951021
"71",65,1,2,"medBMI","Cancer",0.118132365502638,0.118553048441166,0.0935177744365701
"72",75,1,2,"medBMI","Cancer",0.073194165942303,0.10602887037372,0.119536540019861
"73",25,0,3,"medBMI","Cancer",0.0887983216639244,0.101695201109976,0.115018333712821
"74",35,0,3,"medBMI","Cancer",0.118300899322055,0.0836700576148203,0.083382358018109
"75",45,0,3,"medBMI","Cancer",0.0982299911758955,0.0579945298232108,0.090676438288343
"76",55,0,3,"medBMI","Cancer",0.0888132779619911,0.0888355093653068,0.092031877963188
"77",65,0,3,"medBMI","Cancer",0.0990099098660503,0.0782340021976026,0.0898257493152851
"78",75,0,3,"medBMI","Cancer",0.0748503638726739,0.0782434610673181,0.0788795310851537
"79",25,1,3,"medBMI","Cancer",0.106036626601812,0.119673996423326,0.0898213780125744
"80",35,1,3,"medBMI","Cancer",0.0860664957381958,0.095388424537475,0.0891957576133025
"81",45,1,3,"medBMI","Cancer",0.116532517066703,0.101011839339902,0.114617405244234
"82",55,1,3,"medBMI","Cancer",0.101960099499646,0.0867371746458223,0.110238836722624
"83",65,1,3,"medBMI","Cancer",0.0882172805180311,0.0930179034922658,0.0731347357933905
"84",75,1,3,"medBMI","Cancer",0.100213211988449,0.109650348540001,0.0963694338298584
"85",25,0,4,"medBMI","Cancer",0.0859906024292629,0.0957980472212878,0.107313859984855
"86",35,0,4,"medBMI","Cancer",0.0761597862759394,0.106068314874784,0.085203920366517
"87",45,0,4,"medBMI","Cancer",0.0949473151835293,0.0979225954697814,0.121784284356407
"88",55,0,4,"medBMI","Cancer",0.0777119682164084,0.0781066524039274,0.0858467411863387
"89",65,0,4,"medBMI","Cancer",0.0686643784284596,0.0814658659661565,0.0754508931291968
"90",75,0,4,"medBMI","Cancer",0.0753282015632868,0.0901182746714027,0.0811192342613292
"91",25,1,4,"medBMI","Cancer",0.0883691606833191,0.114265106817898,0.128764637778321
"92",35,1,4,"medBMI","Cancer",0.121781432830018,0.109554957250461,0.112026205374913
"93",45,1,4,"medBMI","Cancer",0.102036303350448,0.102536609823093,0.108737429648265
"94",55,1,4,"medBMI","Cancer",0.107424149653223,0.0828323159888245,0.0839012263620504
"95",65,1,4,"medBMI","Cancer",0.113632165180475,0.105986484866001,0.132477359609455
"96",75,1,4,"medBMI","Cancer",0.076778494153966,0.104077422854157,0.110302034432665
"97",25,0,1,"medSBP","Cancer",0,0,0
"98",35,0,1,"medSBP","Cancer",0,0,0
"99",45,0,1,"medSBP","Cancer",0,0,0
"100",55,0,1,"medSBP","Cancer",0,0,0
"101",65,0,1,"medSBP","Cancer",0,0,0
"102",75,0,1,"medSBP","Cancer",0,0,0
"103",25,1,1,"medSBP","Cancer",0,0,0
"104",35,1,1,"medSBP","Cancer",0,0,0
"105",45,1,1,"medSBP","Cancer",0,0,0
"106",55,1,1,"medSBP","Cancer",0,0,0
"107",65,1,1,"medSBP","Cancer",0,0,0
"108",75,1,1,"medSBP","Cancer",0,0,0
"109",25,0,2,"medSBP","Cancer",0,0,0
"110",35,0,2,"medSBP","Cancer",0,0,0
"111",45,0,2,"medSBP","Cancer",0,0,0
"112",55,0,2,"medSBP","Cancer",0,0,0
"113",65,0,2,"medSBP","Cancer",0,0,0
"114",75,0,2,"medSBP","Cancer",0,0,0
"115",25,1,2,"medSBP","Cancer",0,0,0
"116",35,1,2,"medSBP","Cancer",0,0,0
"117",45,1,2,"medSBP","Cancer",0,0,0
"118",55,1,2,"medSBP","Cancer",0,0,0
"119",65,1,2,"medSBP","Cancer",0,0,0
"120",75,1,2,"medSBP","Cancer",0,0,0
"121",25,0,3,"medSBP","Cancer",0,0,0
"122",35,0,3,"medSBP","Cancer",0,0,0
"123",45,0,3,"medSBP","Cancer",0,0,0
"124",55,0,3,"medSBP","Cancer",0,0,0
"125",65,0,3,"medSBP","Cancer",0,0,0
"126",75,0,3,"medSBP","Cancer",0,0,0
"127",25,1,3,"medSBP","Cancer",0,0,0
"128",35,1,3,"medSBP","Cancer",0,0,0
"129",45,1,3,"medSBP","Cancer",0,0,0
"130",55,1,3,"medSBP","Cancer",0,0,0
"131",65,1,3,"medSBP","Cancer",0,0,0
"132",75,1,3,"medSBP","Cancer",0,0,0
"133",25,0,4,"medSBP","Cancer",0,0,0
"134",35,0,4,"medSBP","Cancer",0,0,0
"135",45,0,4,"medSBP","Cancer",0,0,0
"136",55,0,4,"medSBP","Cancer",0,0,0
"137",65,0,4,"medSBP","Cancer",0,0,0
"138",75,0,4,"medSBP","Cancer",0,0,0
"139",25,1,4,"medSBP","Cancer",0,0,0
"140",35,1,4,"medSBP","Cancer",0,0,0
"141",45,1,4,"medSBP","Cancer",0,0,0
"142",55,1,4,"medSBP","Cancer",0,0,0
"143",65,1,4,"medSBP","Cancer",0,0,0
"144",75,1,4,"medSBP","Cancer",0,0,0
"145",25,0,1,"direct","CMD",0.326478995131123,0.30767007271872,0.359757309519204
"146",35,0,1,"direct","CMD",0.288545164676556,0.331596177716341,0.283675457403655
"147",45,0,1,"direct","CMD",0.212503743165893,0.361698142823167,0.26102337578537
"148",55,0,1,"direct","CMD",0.228004239928669,0.207846119430704,0.200977482509193
"149",65,0,1,"direct","CMD",0.225995126746635,0.23464697322959,0.187501456133175
"150",75,0,1,"direct","CMD",0.115665555283976,0.1050808390247,0.119267406970415
"151",25,1,1,"direct","CMD",0.365728444940907,0.255608353987543,0.373533204619866
"152",35,1,1,"direct","CMD",0.315295857955613,0.400218765342108,0.376881928769867
"153",45,1,1,"direct","CMD",0.292955424432186,0.294911277002311,0.331434461825962
"154",55,1,1,"direct","CMD",0.236486039559376,0.172826886617401,0.259373684888164
"155",65,1,1,"direct","CMD",0.230618970530429,0.242277586362654,0.16311597192486
"156",75,1,1,"direct","CMD",0.135418512069904,0.15291960075739,0.135454791297596
"157",25,0,2,"direct","CMD",0.315651267459356,0.322356551272503,0.365698780855189
"158",35,0,2,"direct","CMD",0.402390693093181,0.261611165578726,0.254257794945268
"159",45,0,2,"direct","CMD",0.347651484056134,0.30056618330409,0.248211590523204
"160",55,0,2,"direct","CMD",0.179858607777505,0.221670635323958,0.254444681949852
"161",65,0,2,"direct","CMD",0.199526355328241,0.169301369700457,0.264092594612384
"162",75,0,2,"direct","CMD",0.10966629312004,0.0956077072819824,0.10870392209718
"163",25,1,2,"direct","CMD",0.329362043545894,0.3331149264506,0.404620899490311
"164",35,1,2,"direct","CMD",0.406522704413243,0.275150825690492,0.356572417423843
"165",45,1,2,"direct","CMD",0.293019582587438,0.344762954932183,0.299179401932925
"166",55,1,2,"direct","CMD",0.201313436626187,0.305227016212298,0.224033418679393
"167",65,1,2,"direct","CMD",0.188687793980376,0.15652080227284,0.159951419314581
"168",75,1,2,"direct","CMD",0.090099795599585,0.111669177829867,0.167341628530605
"169",25,0,3,"direct","CMD",0.357279199757254,0.256940423427118,0.317496084923712
"170",35,0,3,"direct","CMD",0.252208594427834,0.27742898560853,0.327683382321682
"171",45,0,3,"direct","CMD",0.217365101872985,0.173840539824683,0.152197493186485
"172",55,0,3,"direct","CMD",0.170050170811193,0.153357889279388,0.233333354914915
"173",65,0,3,"direct","CMD",0.0826867061391064,0.144377380646364,0.193927769153612
"174",75,0,3,"direct","CMD",0.078772398749738,0.0613228596385492,0.0898200050617697
"175",25,1,3,"direct","CMD",0.202064117580654,0.334073862296165,0.282340067722028
"176",35,1,3,"direct","CMD",0.277487032439016,0.337740395965586,0.297755821035137
"177",45,1,3,"direct","CMD",0.228654362905712,0.11148416937807,0.313226882859955
"178",55,1,3,"direct","CMD",0.214799055632884,0.258391158824843,0.219133114683126
"179",65,1,3,"direct","CMD",0.184226636736093,0.11813680574614,0.131847810677612
"180",75,1,3,"direct","CMD",0.107810403279011,0.141192277698706,0.0940917474523464
"181",25,0,4,"direct","CMD",0.324644931992465,0.318217059772101,0.357464265396832
"182",35,0,4,"direct","CMD",0.263137677507929,0.207346536954553,0.135135337336012
"183",45,0,4,"direct","CMD",0.278656744096319,0.311186390963202,0.290220090693564
"184",55,0,4,"direct","CMD",0.175465672727064,0.198453658605263,0.221633554197139
"185",65,0,4,"direct","CMD",0.124611380244034,0.10675150249314,0.10064016503667
"186",75,0,4,"direct","CMD",0.0864600134810515,0.11723213143597,0.106198982543859
"187",25,1,4,"direct","CMD",0.224229428786608,0.277425864551349,0.426269969633743
"188",35,1,4,"direct","CMD",0.295554076254177,0.285908683179177,0.308075137947484
"189",45,1,4,"direct","CMD",0.260712072847728,0.331739574423136,0.279123740500936
"190",55,1,4,"direct","CMD",0.199364026649697,0.236255255322361,0.247549022715966
"191",65,1,4,"direct","CMD",0.181302222335099,0.209177972442067,0.173676862580059
"192",75,1,4,"direct","CMD",0.0868071735502689,0.105486414566476,0.157635353023291
"193",25,0,1,"medBMI","CMD",0.340013315625057,0.352241366504626,0.354281668586457
"194",35,0,1,"medBMI","CMD",0.346014843422646,0.344333583658502,0.319855290438827
"195",45,0,1,"medBMI","CMD",0.334034284381328,0.323430624010904,0.299552637021583
"196",55,0,1,"medBMI","CMD",0.254984483307714,0.235607314725684,0.237456467917813
"197",65,0,1,"medBMI","CMD",0.26298600889747,0.254994961424846,0.219279055780724
"198",75,0,1,"medBMI","CMD",0.16428225244856,0.174011892577193,0.162618693124415
"199",25,1,1,"medBMI","CMD",0.363901234429653,0.363353289698007,0.302127615353319
"200",35,1,1,"medBMI","CMD",0.3373146317598,0.373325381639684,0.312755829213353
"201",45,1,1,"medBMI","CMD",0.296648687026587,0.285504313387494,0.321263716631543
"202",55,1,1,"medBMI","CMD",0.251910133657792,0.2227933831781,0.245139132555968
"203",65,1,1,"medBMI","CMD",0.215128374826412,0.215613205126612,0.224120973545225
"204",75,1,1,"medBMI","CMD",0.172833448955222,0.157450281901816,0.164938869303538
"205",25,0,2,"medBMI","CMD",0.458011062398526,0.379229339912064,0.313523808557701
"206",35,0,2,"medBMI","CMD",0.398322601626998,0.411226693992932,0.344246165781869
"207",45,0,2,"medBMI","CMD",0.335293264176755,0.317089693763345,0.25798394876228
"208",55,0,2,"medBMI","CMD",0.271581410071795,0.1996970137881,0.252750044256876
"209",65,0,2,"medBMI","CMD",0.21636171631868,0.198166473916474,0.193182165799818
"210",75,0,2,"medBMI","CMD",0.119695487163012,0.126733876250946,0.116253515701957
"211",25,1,2,"medBMI","CMD",0.370259143201703,0.346070330643633,0.395356439725215
"212",35,1,2,"medBMI","CMD",0.414952149378424,0.318403941833187,0.273977351658997
"213",45,1,2,"medBMI","CMD",0.302704446305423,0.296187546272042,0.311183814360191
"214",55,1,2,"medBMI","CMD",0.228124261951205,0.295614911242594,0.231285779090905
"215",65,1,2,"medBMI","CMD",0.214213886294109,0.210425649293164,0.190399397017665
"216",75,1,2,"medBMI","CMD",0.122216721188769,0.131861297909888,0.20834777259081
"217",25,0,3,"medBMI","CMD",0.288975213944366,0.288958457199935,0.263787314525307
"218",35,0,3,"medBMI","CMD",0.2935731619499,0.249026703640789,0.288907789384034
"219",45,0,3,"medBMI","CMD",0.262556913577164,0.175346664499211,0.223993007044284
"220",55,0,3,"medBMI","CMD",0.224262543898287,0.230229813451307,0.224370492885385
"221",65,0,3,"medBMI","CMD",0.173772992695016,0.163002077079085,0.194794006989142
"222",75,0,3,"medBMI","CMD",0.109840245872948,0.109847563295224,0.115016359544207
"223",25,1,3,"medBMI","CMD",0.309142375800785,0.373739692620242,0.366466940531102
"224",35,1,3,"medBMI","CMD",0.267197102240376,0.251947298052412,0.279162535252034
"225",45,1,3,"medBMI","CMD",0.275667321254369,0.214428998317151,0.290984734398414
"226",55,1,3,"medBMI","CMD",0.268516198543199,0.207256604717819,0.234780690977809
"227",65,1,3,"medBMI","CMD",0.159969810903046,0.162692421461651,0.158442790169854
"228",75,1,3,"medBMI","CMD",0.135603788441946,0.201679327108163,0.132344142251189
"229",25,0,4,"medBMI","CMD",0.315260534956343,0.289561909282132,0.376747376439158
"230",35,0,4,"medBMI","CMD",0.242778791645385,0.306268819025203,0.229224422485155
"231",45,0,4,"medBMI","CMD",0.28103633329468,0.315985018059545,0.280332673590381
"232",55,0,4,"medBMI","CMD",0.186090481189069,0.20416814595401,0.182089669097286
"233",65,0,4,"medBMI","CMD",0.138384227710357,0.148778014083855,0.118873172016686
"234",75,0,4,"medBMI","CMD",0.126467327344853,0.130464221989251,0.122207165876204
"235",25,1,4,"medBMI","CMD",0.288545017000749,0.368252511104685,0.337044600873526
"236",35,1,4,"medBMI","CMD",0.25042012196056,0.350007801814599,0.354050648176578
"237",45,1,4,"medBMI","CMD",0.24645832955085,0.264867206949621,0.278264380386049
"238",55,1,4,"medBMI","CMD",0.239568674086253,0.198012188936681,0.208791237893037
"239",65,1,4,"medBMI","CMD",0.196330096978715,0.221215247735297,0.199464472868387
"240",75,1,4,"medBMI","CMD",0.108297166133,0.148837691805849,0.152583417045337
"241",25,0,1,"medSBP","CMD",0,0,0
"242",35,0,1,"medSBP","CMD",0,0,0
"243",45,0,1,"medSBP","CMD",0,0,0
"244",55,0,1,"medSBP","CMD",0,0,0
"245",65,0,1,"medSBP","CMD",0,0,0
"246",75,0,1,"medSBP","CMD",0,0,0
"247",25,1,1,"medSBP","CMD",0,0,0
"248",35,1,1,"medSBP","CMD",0,0,0
"249",45,1,1,"medSBP","CMD",0,0,0
"250",55,1,1,"medSBP","CMD",0,0,0
"251",65,1,1,"medSBP","CMD",0,0,0
"252",75,1,1,"medSBP","CMD",0,0,0
"253",25,0,2,"medSBP","CMD",0,0,0
"254",35,0,2,"medSBP","CMD",0,0,0
"255",45,0,2,"medSBP","CMD",0,0,0
"256",55,0,2,"medSBP","CMD",0,0,0
"257",65,0,2,"medSBP","CMD",0,0,0
"258",75,0,2,"medSBP","CMD",0,0,0
"259",25,1,2,"medSBP","CMD",0,0,0
"260",35,1,2,"medSBP","CMD",0,0,0
"261",45,1,2,"medSBP","CMD",0,0,0
"262",55,1,2,"medSBP","CMD",0,0,0
"263",65,1,2,"medSBP","CMD",0,0,0
"264",75,1,2,"medSBP","CMD",0,0,0
"265",25,0,3,"medSBP","CMD",0,0,0
"266",35,0,3,"medSBP","CMD",0,0,0
"267",45,0,3,"medSBP","CMD",0,0,0
"268",55,0,3,"medSBP","CMD",0,0,0
"269",65,0,3,"medSBP","CMD",0,0,0
"270",75,0,3,"medSBP","CMD",0,0,0
"271",25,1,3,"medSBP","CMD",0,0,0
"272",35,1,3,"medSBP","CMD",0,0,0
"273",45,1,3,"medSBP","CMD",0,0,0
"274",55,1,3,"medSBP","CMD",0,0,0
"275",65,1,3,"medSBP","CMD",0,0,0
"276",75,1,3,"medSBP","CMD",0,0,0
"277",25,0,4,"medSBP","CMD",0,0,0
"278",35,0,4,"medSBP","CMD",0,0,0
"279",45,0,4,"medSBP","CMD",0,0,0
"280",55,0,4,"medSBP","CMD",0,0,0
"281",65,0,4,"medSBP","CMD",0,0,0
"282",75,0,4,"medSBP","CMD",0,0,0
"283",25,1,4,"medSBP","CMD",0,0,0
"284",35,1,4,"medSBP","CMD",0,0,0
"285",45,1,4,"medSBP","CMD",0,0,0
"286",55,1,4,"medSBP","CMD",0,0,0
"287",65,1,4,"medSBP","CMD",0,0,0
"288",75,1,4,"medSBP","CMD",0,0,0
