"age","female","race","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"direct",1696.82861984165,94.7552447675323,1748.38841217393,1595.51964766334,1754.31176853752,0.404666140096048,0.0240197406163093,0.413328447974913,0.379307348333118,0.422661970161941,41.3328447974913,37.9307348333118,42.2661970161941,8.79399329724124,0.491079050424017,9.06120735933053,8.2689488632491,9.09190577845748
25,0,1,"medBMI",1765.86426642245,23.8312020714281,1764.62221691398,1743.77556871004,1789.00870621706,0.421062531703812,0.0043455646996868,0.420272460598176,0.417321519630873,0.425475104216541,42.0272460598176,41.7321519630873,42.5475104216541,9.1517778172589,0.123507718358085,9.14534076467468,9.03730081153405,9.27172631768034
25,0,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"direct",472.985471615954,4.03391491658926,474.744105275768,468.689465274652,475.786639346413,0.410486742258829,0.0195146726854756,0.401788740813795,0.397081254763319,0.431285530982618,40.1788740813795,39.7081254763319,43.1285530982618,11.2974443730897,0.0963516473777606,11.3394500310574,11.1948325687536,11.3643513681533
25,0,2,"medBMI",522.754378055879,103.317836095456,531.426029427002,421.176613783182,616.96123866312,0.451324829769916,0.0739515626798218,0.448722927506457,0.382209274163501,0.52265200230027,44.8722927506457,38.2209274163501,52.265200230027,12.4861943152255,2.46778722832349,12.6933201253554,10.0599693880773,14.7363623037635
25,0,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"direct",502.683844933449,71.8650134138674,486.591829439868,442.547173796201,576.498729240242,0.378255117433802,0.0430578430551766,0.383787438935361,0.335252949949203,0.416554811642076,38.3787438935361,33.5252949949203,41.6554811642076,7.29989300213644,1.04361203131122,7.06620737154408,6.42659804899409,8.37182074128232
25,0,3,"medBMI",469.70928001741,24.8099058988277,478.032356320623,443.619200058531,488.724745118558,0.353948754122314,0.00659581010831023,0.352113021607557,0.348647658403884,0.360810222478287,35.2113021607557,34.8647658403884,36.0810222478287,6.82104173586797,0.360285416529536,6.94190809565742,6.44216583994134,7.09718122597356
25,0,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"direct",266.008352714131,12.972967379904,260.302398610623,257.038156038774,279.828610377471,0.408263152441556,0.0167792693461213,0.401511398251431,0.396191523423672,0.426073772521046,40.1511398251431,39.6191523423672,42.6073772521046,7.02739362984475,0.34271911913869,6.87665405678228,6.79041948098182,7.39249641581079
25,0,4,"medBMI",255.440481980516,32.4288313376887,245.989250128296,229.64730961425,289.267201421169,0.391797735442074,0.045642684771247,0.374141694062538,0.358446551195424,0.440156554861329,37.4141694062538,35.8446551195424,44.0156554861329,6.74821221799548,0.856703033722734,6.49853010901353,6.06680964799808,7.64184458062753
25,0,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"direct",2852.96994626059,341.839094183275,3025.07222626711,2487.57279956056,3072.08015495508,0.40253215893487,0.0615392958820907,0.42970041931227,0.336964976391035,0.445006320157916,42.970041931227,33.6964976391034,44.5006320157916,15.6820068115516,1.87899736219202,16.6280066566896,13.673517184459,16.886396570277
25,1,1,"medBMI",2954.9343393599,438.491731506645,3089.0772919642,2496.24177891041,3299.60539009573,0.414020101525393,0.0446061451047328,0.431730162137781,0.366701211846915,0.446285439683342,43.1730162137781,36.6701211846915,44.6285439683342,16.2424775971675,2.41027085802613,16.9798252510464,13.7211682273281,18.1370414612098
25,1,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"direct",649.127621256868,80.718606931385,640.232723727189,576.575265879419,729.240639534544,0.436604880952545,0.039195817768999,0.424500771994677,0.405869423924742,0.477628830594535,42.4500771994677,40.5869423924742,47.7628830594535,14.1227129348814,1.75615037300096,13.9291915374193,12.5442312092675,15.8656878483381
25,1,2,"medBMI",661.464022369689,47.0303999552678,650.260207610539,622.507943965552,709.943343319102,0.445954804457444,0.0298316594933589,0.459301584277022,0.414156118812309,0.466408727255937,45.9301584277022,41.4156118812309,46.6408727255937,14.3911092345621,1.02321456679791,14.1473539937781,13.5435632445993,15.4458471791914
25,1,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"direct",885.895618111228,151.701171062434,938.300785439317,726.10778283326,1001.13906116032,0.3502755751804,0.0532801576551034,0.36665876092289,0.294524244853001,0.392101197626682,36.665876092289,29.4524244853001,39.2101197626682,13.5251962126703,2.31606078906427,14.325279378429,11.0856742415152,15.2846474929304
