"age","female","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"direct",2938.50628910518,157.268361341494,2996.81576458486,2772.23106779897,3055.21845625368,0.401203946800135,0.0226567982349484,0.410104782464535,0.377181144896834,0.417661038388697,41.0104782464535,37.7181144896834,41.7661038388697,8.60383190782189,0.460475633629783,8.77455977984326,8.11698453919154,8.94556058523407
25,0,"medBMI",3013.76840647626,115.687606971596,3028.53779888362,2898.26198127761,3116.72084812864,0.411277604040999,0.00762427193268179,0.411916742905125,0.403782024312046,0.418229915735444,41.1916742905125,40.3782024312046,41.8229915735444,8.8241964546967,0.33872880513891,8.86744066013698,8.48599814272876,9.1256371920404
25,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct",4978.32752874373,418.595169051029,4796.67211275768,4687.01813587182,5424.04402520378,0.395301202308711,0.0427083266756867,0.386869612168873,0.358909124983618,0.438860131252665,38.6869612168873,35.8909124983618,43.8860131252665,14.9870445816991,1.26016306159646,14.4401786308007,14.1100699686726,16.3288552529892
25,1,"medBMI",5281.58319424138,465.001191728257,5160.68093420919,4902.55994061064,5763.37336889948,0.418113136155578,0.0234867698229362,0.416228290075258,0.396655716557096,0.441172674922332,41.6228290075258,39.6655716557096,44.1172674922332,15.8999829434732,1.39986643119345,15.5360118004199,14.7589494604677,17.350391898074
25,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct",7289.77317152633,428.124047215996,7467.91009703421,6834.67034124938,7593.45961512159,0.376268722718201,0.0186807735319532,0.379569018368548,0.357328306201471,0.392403887932137,37.9569018368548,35.7328306201471,39.2403887932137,36.7842703523449,2.16031834277717,37.6831511094598,34.4878167929374,38.3166752682047
35,0,"medBMI",7792.83142816298,462.206281328013,7985.04927603243,7301.50938425347,8120.76830138348,0.402190355078945,0.0188143674016107,0.41299086406131,0.382091780113592,0.413108497409289,41.299086406131,38.2091780113592,41.3108497409289,39.3227074860791,2.33229764642481,40.2926407221629,36.8434914023981,40.9774803190889
35,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"direct",9400.57003617634,501.007754911629,9417.24465881163,8917.72370265526,9869.24294045745,0.412785766940153,0.0216144620260278,0.420068987814186,0.390050403350588,0.42933039278679,42.0068987814186,39.0050403350588,42.933039278679,44.6747018093457,2.38095902362435,44.7539452798105,42.3800520288772,46.901994639919
35,1,"medBMI",9090.99978850583,200.232778692574,9041.38519094531,8926.29610873267,9297.87587620543,0.399307277572802,0.0143836225710797,0.395021947058051,0.387926770871358,0.414330315211785,39.5021947058051,38.7926770871358,41.4330315211785,43.2035188437911,0.951574175408828,42.9677334240902,42.4207910142603,44.1866642800675
35,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,"direct",22137.5999367999,2883.2391703186,20963.2254504557,20073.6975567082,25199.7206302843,0.348360304707837,0.0434828802685658,0.330936732733335,0.317023544364065,0.394507101229936,33.0936732733335,31.7023544364065,39.4507101229936,116.755995584098,15.2065020959214,110.562222874629,105.870760605422,132.905937365823
45,0,"medBMI",24283.2734744562,1100.30568756132,24579.9653449552,23140.7890598283,25173.5697991601,0.382278435815471,0.0169378823884344,0.384664611831247,0.365293528678345,0.397235093339189,38.4664611831247,36.5293528678345,39.7235093339189,128.072500119491,5.80312619095229,129.637283782612,122.046918952155,132.768015173175
45,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"direct",26821.8079571599,1037.61612803325,26571.081616086,25964.4562524136,27892.2770518191,0.373587144225017,0.0168153875864102,0.368851376092883,0.360107660137027,0.39109203122532,36.8851376092883,36.0107660137027,39.109203122532,133.137026327139,5.15047777450627,131.892480861532,128.881337945926,138.450578354119
45,1,"medBMI",27157.8142580006,965.749187794771,27313.3914292464,26183.2046828139,28000.1832376284,0.378254289833406,0.0155241047604449,0.379155886839849,0.363141877449621,0.392600344761715,37.9155886839849,36.3141877449621,39.2600344761715,134.804881074014,4.79374750748383,135.577128864958,129.967152727082,138.986198798643
45,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,"direct",55065.951395753,1081.63453822503,55025.4449027465,54056.1543964443,56110.1789141172,0.298496886980459,0.00613150027816245,0.299320401575784,0.292361505325137,0.303932281229755,29.9320401575784,29.2361505325137,30.3932281229755,243.189042023316,4.77684777077262,243.010152256041,238.729452046654,247.800688302163
55,0,"medBMI",60047.8375707329,2525.42686168955,60660.2259366846,57441.9157050302,62133.2293253768,0.325475150083852,0.0128638374131564,0.327978003325967,0.312365523344784,0.336457351567123,32.7978003325967,31.2365523344784,33.6457351567123,265.190661820192,11.153101392553,267.895166805345,253.682068469043,274.400425933961
55,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,"direct",66506.6376222919,6227.98231949991,65800.4611404021,60918.774070421,72694.7511837693,0.31991037732073,0.0306623073718492,0.31529617012691,0.292990651132823,0.350752179623384,31.529617012691,29.2990651132823,35.0752179623384,264.199883065647,24.7408718794599,261.394572940083,242.001904792028,288.782374945996
55,1,"medBMI",66508.9771382828,2297.56600538106,67380.3389680316,64077.0485538831,68200.2481673962,0.319875947612099,0.0108332515423471,0.325216497853791,0.308299692993629,0.326912734525131,32.5216497853791,30.8299692993629,32.6912734525131,264.209176872601,9.12715920784753,267.670691418487,254.548257743425,270.927808637775
55,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,"direct",66719.5077132686,1053.99161032358,66380.8412665394,65901.6969245756,67825.1849816814,0.30316979169547,0.00566573548429676,0.302820967368181,0.297943249662578,0.308692834406559,30.2820967368181,29.7943249662578,30.8692834406559,490.515041750832,7.74883922952091,488.025200444285,484.502579925065,498.643868687165
65,0,"medBMI",70156.7074236026,3719.79284822501,69561.8721461853,66909.7599840991,73909.2648489107,0.318830893172633,0.0183475160439017,0.316559181573075,0.30246672381123,0.33712601739366,31.6559181573075,30.246672381123,33.712601739366,515.784984788573,27.3475390749725,511.411816266541,491.91375711562,543.373405705255
65,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"direct",67759.6182536504,5645.78998368125,70452.8440101532,61730.5886078246,71499.406006449,0.296107356909541,0.0251423566759417,0.308226528238662,0.269252122402965,0.312661295786364,30.8226528238662,26.9252122402965,31.2661295786364,434.066926717421,36.1668316656506,451.319683701753,395.445068494203,458.023941503957
65,1,"medBMI",68710.1423099371,1656.03368658629,68929.940670286,67053.9234096834,70179.5326038942,0.300225800185101,0.00678420742097996,0.301418037665291,0.293349181171712,0.306089017340327,30.1418037665291,29.3349181171712,30.6089017340327,440.155967159456,10.6085227662613,441.56399160282,429.546257917688,449.568855624364
65,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,"direct",62251.6200601217,4687.45152565555,64086.6225499216,57282.386590315,65661.1014135986,0.198135213828788,0.0156751691398583,0.204092571527472,0.181541624840952,0.209665048772742,20.4092571527472,18.1541624840952,20.9665048772742,716.343519493665,53.9395684819303,737.459309581591,659.161422232434,755.577195180159
75,0,"medBMI",76934.2122004034,3962.49997067034,76949.5513447498,73163.3392457532,80692.0468823591,0.244797041417735,0.0119875582325999,0.245744212754482,0.233033005855609,0.255755981343626,24.5744212754482,23.3033005855609,25.5755981343626,885.299439338023,45.5973864172875,885.475950353102,841.907148482159,928.541695831071
75,0,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"direct",97284.5724430162,3746.92087605156,98005.2516285637,93468.4378278677,100488.129750449,0.240871755195148,0.00933192365362156,0.242458463986886,0.231428715325236,0.248966092592082,24.2458463986886,23.1428715325236,24.8966092592083,822.916856509063,31.6946898308528,829.012982904331,790.636697151289,850.015308430858
75,1,"medBMI",105673.426162025,1619.78757553472,106343.893870551,103951.944637476,106825.010134327,0.261639250737675,0.00386867321261547,0.263087709421516,0.257546979226489,0.264500332367597,26.3087709421516,25.7546979226489,26.4500332367597,893.877019655226,13.7015609607806,899.54841405246,879.31524352623,903.618110546573
75,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
