"age","race","pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"direct","Cancer",961.453261216214,25.8896327094123,948.205495864227,945.035258402298,989.13186457932,0.107305989267207,0.00445519811252732,0.109397355371334,0.10255024659031,0.110284070755596,10.9397355371334,10.255024659031,11.0284070755596,2.56469969192022,0.0690612177546354,2.52936095930841,2.52090427465206,2.63853303190841
25,1,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","HSTK",12.1481701654398,1.29525665607722,11.8129084934031,11.0914758075055,13.4898369446053,0.119186104635416,0.0233832646069872,0.110976829940415,0.10151257462827,0.143837518133312,11.0976829940415,10.151257462827,14.3837518133312,0.0324055360125209,0.00345512827383486,0.0315112174411767,0.0295867784050844,0.0359844644056002
25,1,"direct","IHD",19.8317989032957,4.24562706744388,20.147631473039,15.6726030768929,23.7225370454167,0.0365329923634154,0.00713555739675474,0.0381583642643123,0.029196634792357,0.0424877838187116,3.81583642643123,2.9196634792357,4.24877838187116,0.0529018004194673,0.0113253122862233,0.0537442913932816,0.0418070455469139,0.0632804379642786
25,1,"direct","ISTK",8.4038085988871,2.31305779495998,9.64762160276836,5.93060205526642,9.81977408920871,0.121145029455325,0.035522750612814,0.129058916442886,0.0846690697603421,0.150894185210881,12.9058916442886,8.46690697603422,15.0894185210881,0.022417361502584,0.00617013728428494,0.0257352625972512,0.0158200235805562,0.0261944834941447
25,1,"direct","OSTK",4.99455381735788,1.43002813712477,4.25507575261557,4.09414651947035,6.52351747027637,0.107319457264077,0.0278954055156994,0.0957635646709914,0.0874942063668516,0.136967216865425,9.57635646709914,8.74942063668516,13.6967216865425,0.0133230923991593,0.00381463444003689,0.0113505168811073,0.0109212342822357,0.0174016397064272
25,1,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","Cancer",984.224489598098,187.599313783494,994.516403677926,801.83233976001,1157.86851246833,0.109343067548456,0.0170222568903469,0.109753872413036,0.0930008637249411,0.125336087237078,10.9753872413036,9.30008637249411,12.5336087237078,2.62544249115082,0.500425680241957,2.65289641942229,2.13890704593668,3.0886420973342
25,1,"medBMI","DIAB",25.721065931539,7.83180160049216,23.2945938676328,19.5849275361988,33.9197055811996,0.0611390318882051,0.0194997641742664,0.0581495102495009,0.044048807073072,0.080770350096237,5.81495102495009,4.4048807073072,8.0770350096237,0.068611561821561,0.0208915190807652,0.0621388892478768,0.0522432651118472,0.0904816302189064
