"age","female","pathway","disease_type1","riskfactor","V1","V2","V3"
25,0,"direct","CMD","dairy_tot",0,0,0
25,0,"direct","Cancer","dairy_tot",0.022495555381205,0.0216531263408914,0.0168236970307108
25,0,"medBMI","CMD","dairy_tot",0,0,0
25,0,"medBMI","Cancer","dairy_tot",0,0,0
25,0,"medSBP","CMD","dairy_tot",0,0,0
25,0,"medSBP","Cancer","dairy_tot",0,0,0
25,1,"direct","CMD","dairy_tot",0,0,0
25,1,"direct","Cancer","dairy_tot",0.00920358411763099,0.00952266198679237,0.00961817778513424
25,1,"medBMI","CMD","dairy_tot",0,0,0
25,1,"medBMI","Cancer","dairy_tot",0,0,0
25,1,"medSBP","CMD","dairy_tot",0,0,0
25,1,"medSBP","Cancer","dairy_tot",0,0,0
35,0,"direct","CMD","dairy_tot",0,0,0
35,0,"direct","Cancer","dairy_tot",0.0251809163010293,0.0259181062160224,0.0279708701325448
35,0,"medBMI","CMD","dairy_tot",0,0,0
35,0,"medBMI","Cancer","dairy_tot",0,0,0
35,0,"medSBP","CMD","dairy_tot",0,0,0
35,0,"medSBP","Cancer","dairy_tot",0,0,0
35,1,"direct","CMD","dairy_tot",0,0,0
35,1,"direct","Cancer","dairy_tot",0.0138259733306411,0.0123807914846416,0.0139939678372646
35,1,"medBMI","CMD","dairy_tot",0,0,0
35,1,"medBMI","Cancer","dairy_tot",0,0,0
35,1,"medSBP","CMD","dairy_tot",0,0,0
35,1,"medSBP","Cancer","dairy_tot",0,0,0
45,0,"direct","CMD","dairy_tot",0,0,0
45,0,"direct","Cancer","dairy_tot",0.0233539944148399,0.0197475402185265,0.0191734614182281
45,0,"medBMI","CMD","dairy_tot",0,0,0
45,0,"medBMI","Cancer","dairy_tot",0,0,0
45,0,"medSBP","CMD","dairy_tot",0,0,0
45,0,"medSBP","Cancer","dairy_tot",0,0,0
45,1,"direct","CMD","dairy_tot",0,0,0
45,1,"direct","Cancer","dairy_tot",0.0113714289593665,0.0113094537233467,0.00909961657877165
45,1,"medBMI","CMD","dairy_tot",0,0,0
45,1,"medBMI","Cancer","dairy_tot",0,0,0
45,1,"medSBP","CMD","dairy_tot",0,0,0
45,1,"medSBP","Cancer","dairy_tot",0,0,0
55,0,"direct","CMD","dairy_tot",0,0,0
55,0,"direct","Cancer","dairy_tot",0.0134148865787608,0.0144780071126621,0.0159150919382917
55,0,"medBMI","CMD","dairy_tot",0,0,0
55,0,"medBMI","Cancer","dairy_tot",0,0,0
55,0,"medSBP","CMD","dairy_tot",0,0,0
55,0,"medSBP","Cancer","dairy_tot",0,0,0
55,1,"direct","CMD","dairy_tot",0,0,0
55,1,"direct","Cancer","dairy_tot",0.00669063445991626,0.00678477493353432,0.00774376292447725
