"age","race","pathway","riskfactor","V1","V2","V3"
65,3,"direct","dairy_tot",214.873720453834,265.103437572867,257.530109249606
65,3,"medBMI","dairy_tot",0,0,0
65,3,"medSBP","dairy_tot",0,0,0
65,4,"direct","dairy_tot",175.798508512504,196.936512496521,217.192682157573
65,4,"medBMI","dairy_tot",0,0,0
65,4,"medSBP","dairy_tot",0,0,0
75,1,"direct","dairy_tot",2567.21777386538,1919.75172664986,1983.36720649417
75,1,"medBMI","dairy_tot",0,0,0
75,1,"medSBP","dairy_tot",0,0,0
75,2,"direct","dairy_tot",515.243564079917,369.942153321379,387.609752404613
75,2,"medBMI","dairy_tot",0,0,0
75,2,"medSBP","dairy_tot",0,0,0
75,3,"direct","dairy_tot",161.607637770323,173.686647877104,174.226762334244
75,3,"medBMI","dairy_tot",0,0,0
75,3,"medSBP","dairy_tot",0,0,0
75,4,"direct","dairy_tot",203.524507435138,209.07748931466,174.462437819872
75,4,"medBMI","dairy_tot",0,0,0
75,4,"medSBP","dairy_tot",0,0,0
25,1,"direct","leg_tot",23.3880951617618,18.8013916394023,22.5592971761188
25,1,"medBMI","leg_tot",43.0692805345866,47.7017081724563,35.2164257467588
25,1,"medSBP","leg_tot",0,0,0
25,2,"direct","leg_tot",12.4834437748903,10.249904565702,11.1550341234875
25,2,"medBMI","leg_tot",30.4138376744539,19.4766535087143,18.5717529404092
25,2,"medSBP","leg_tot",0,0,0
25,3,"direct","leg_tot",3.12425683036758,3.87801213006172,4.39253237251395
25,3,"medBMI","leg_tot",6.28424967183686,8.0806862317248,7.20310672339131
25,3,"medSBP","leg_tot",0,0,0
25,4,"direct","leg_tot",2.81075908976271,3.8760587157148,6.38024880442363
25,4,"medBMI","leg_tot",3.44483098055669,5.0021997329336,6.07048553197092
25,4,"medSBP","leg_tot",0,0,0
35,1,"direct","leg_tot",59.9930132549409,105.32050140917,77.7557782480238
35,1,"medBMI","leg_tot",103.813165640178,123.083019530486,105.784527828228
35,1,"medSBP","leg_tot",0,0,0
35,2,"direct","leg_tot",50.7091627542283,36.315141139256,32.1830850735141
35,2,"medBMI","leg_tot",73.9893546311691,69.6608911985589,52.3467004683434
35,2,"medSBP","leg_tot",0,0,0
35,3,"direct","leg_tot",7.75622805056798,2.55732297928879,4.08561937788928
35,3,"medBMI","leg_tot",12.094251346086,4.49214297741234,5.50829305439806
35,3,"medSBP","leg_tot",0,0,0
35,4,"direct","leg_tot",4.38831231902957,8.41602200960442,4.4664938342486
35,4,"medBMI","leg_tot",8.53152619936108,16.4805426139199,10.4888423813734
35,4,"medSBP","leg_tot",0,0,0
45,1,"direct","leg_tot",270.00405630088,343.561125990127,267.29891703721
45,1,"medBMI","leg_tot",426.759061128355,441.238676248292,372.655583847904
45,1,"medSBP","leg_tot",0,0,0
45,2,"direct","leg_tot",119.749960911595,96.3017619658303,70.8865090743981
45,2,"medBMI","leg_tot",136.882977607276,114.98562285576,94.3926117566644
45,2,"medSBP","leg_tot",0,0,0
45,3,"direct","leg_tot",15.5716921663151,3.64765970265632,14.4181816957014
45,3,"medBMI","leg_tot",29.1240265898189,14.0735219727986,29.5488135625517
45,3,"medSBP","leg_tot",0,0,0
45,4,"direct","leg_tot",25.3723986895616,36.8522589080248,33.3314976198994
45,4,"medBMI","leg_tot",29.1823097185854,41.9190161142352,39.8219145967078
45,4,"medSBP","leg_tot",0,0,0
55,1,"direct","leg_tot",583.88908839541,527.165089136211,683.752487230944
55,1,"medBMI","leg_tot",957.787578636461,741.040102502968,832.601990416262
55,1,"medSBP","leg_tot",0,0,0
55,2,"direct","leg_tot",135.910545140054,160.811362331282,164.189609374842
55,2,"medBMI","leg_tot",214.640754510227,190.161214450772,244.403804724178
55,2,"medSBP","leg_tot",0,0,0
55,3,"direct","leg_tot",32.8339068670831,31.4810275988602,51.5660888633656
55,3,"medBMI","leg_tot",67.4804112258111,62.1498473641777,84.277325315136
55,3,"medSBP","leg_tot",0,0,0
55,4,"direct","leg_tot",21.9055001126635,15.2448823088157,33.0031553061177
55,4,"medBMI","leg_tot",45.5901156659284,31.8346952886595,48.0456232807137
55,4,"medSBP","leg_tot",0,0,0
65,1,"direct","leg_tot",1235.07265588203,1419.88259042698,1104.39448672923
65,1,"medBMI","leg_tot",1487.20185481872,1323.20989616462,1351.86709867985
65,1,"medSBP","leg_tot",0,0,0
65,2,"direct","leg_tot",151.481787640867,152.919490218468,202.313414331726
65,2,"medBMI","leg_tot",180.4985929594,179.274021856664,147.033016825293
65,2,"medSBP","leg_tot",0,0,0
65,3,"direct","leg_tot",19.3100986180391,10.2429880193142,19.491510984104
65,3,"medBMI","leg_tot",23.4048838663449,17.9442708712279,21.9387260644394
65,3,"medSBP","leg_tot",0,0,0
65,4,"direct","leg_tot",21.8423265167926,15.9932400091317,18.2236525738284
65,4,"medBMI","leg_tot",39.1381003903131,26.6313293582878,36.8858395458687
65,4,"medSBP","leg_tot",0,0,0
75,1,"direct","leg_tot",2300.12089394832,2045.51331378999,1808.60299739136
75,1,"medBMI","leg_tot",2265.08731549662,2317.38938247703,2032.65731186414
75,1,"medSBP","leg_tot",0,0,0
75,2,"direct","leg_tot",41.9578917917858,92.3951520846346,292.24078996926
75,2,"medBMI","leg_tot",34.9079786675639,112.266599605499,274.732303532881
75,2,"medSBP","leg_tot",0,0,0
75,3,"direct","leg_tot",36.7388063162616,94.8365723400498,30.4144631237835
75,3,"medBMI","leg_tot",42.2580871210005,113.61305222612,29.9206868966641
75,3,"medSBP","leg_tot",0,0,0
75,4,"direct","leg_tot",32.3147185653755,73.9667497847978,85.9835309423446
75,4,"medBMI","leg_tot",32.8440771767225,70.2698930566634,65.9766900990162
75,4,"medSBP","leg_tot",0,0,0
