"age","female","pathway","disease_type2","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"medBMI","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","HSTK","leg_tot",1.39557602010468,0.132200078452802,1.44932033808915,1.2551857757129,1.49028359420966,0.00894727159272818,0.00126949248437617,0.00911071270001479,0.00767931101193056,0.0100763072323322,0.911071270001479,0.767931101193056,1.00763072323322,0.00408619220455169,0.00038707667818371,0.00424355347332056,0.00367513503965015,0.00436349229099968
25,0,"medBMI","IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","IHD","leg_tot",6.76687938628974,2.42460711315213,5.57050626291313,5.1928568847547,9.35781904269491,0.00882379479785539,0.00273977388909459,0.00769556752704498,0.00687164610848799,0.0117349366674116,0.769556752704498,0.687164610848799,1.17349366674116,0.0198131591536838,0.00709915514607342,0.0163102252682836,0.0152044826051437,0.0273993295048142
25,0,"medBMI","ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","ISTK","leg_tot",0.914637861008846,0.048624604955615,0.912514678540508,0.869379877992408,0.961700549123372,0.0129924775042292,0.00138358584045962,0.0134412301239036,0.0115402679570467,0.0140632473246884,1.34412301239036,1.15402679570467,1.40632473246884,0.00267802401574788,0.000142370948523561,0.00267180742021601,0.00254551040507289,0.00281582173262496
25,0,"medBMI","OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","OSTK","leg_tot",0.348101789013916,0.0635948781534147,0.375442867027921,0.280410438870139,0.39255322284579,0.00835595641554734,0.00127383170575292,0.00895089451801337,0.00699637455903974,0.00920984088495882,0.895089451801337,0.699637455903974,0.920984088495882,0.00101922847352484,0.000186203325090385,0.00109928208453234,0.000821030838076549,0.00114938053961675
25,0,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","Other_CVD","leg_tot",9.87332347756711,1.27424676536293,9.28883627022654,9.01080481082918,11.2326562705445,0.00981268376085715,0.00182362588874218,0.00880539506071961,0.00871940503049253,0.0117621578863387,0.880539506071961,0.871940503049253,1.17621578863387,0.0289087064021247,0.00373094487458352,0.0271973506351232,0.0263832853562397,0.0328887798499612
25,0,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","HHD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","HSTK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","IHD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","ISTK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","OSTK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","Cancer","dairy_tot",103.517645722739,4.81829323463239,103.509512250485,98.9437287667286,108.098476130165,0.0094481412965192,0.000217110518498162,0.00952266198679237,0.00921953801108906,0.00961340199521714,0.952266198679237,0.921953801108906,0.961340199521714,0.311635496556154,0.0145052681042377,0.311611011081751,0.297865912908447,0.325425892857103
25,1,"direct","Cancer","leg_tot",5.07852505963015,0.3486012921664,4.95017814686543,4.81918674213196,5.44695825297835,0.000464374993389448,4.28600341768139e-05,0.000461578524366456,0.000424911513575262,0.000506215471873175,0.0461578524366456,0.0424911513575262,0.0506215471873175,0.0152886850128882,0.00104944945401255,0.0149023020574836,0.0145079579707948,0.0163978375670755
25,1,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","HHD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","HSTK","leg_tot",4.03960098851379,0.638556460175873,3.98694505117182,3.45689995930106,4.66705956446719,0.0356008572864727,0.00677472253047084,0.0350236991854379,0.0294277037046857,0.0422645952541392,3.50236991854379,2.94277037046857,4.22645952541392,0.0121610480141329,0.00192234723033636,0.0120025295406337,0.0104068511975934,0.0140499855331466
25,1,"direct","IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","IHD","leg_tot",2.86035318613644,0.127369735864631,2.82046262505109,2.76084114198305,2.99377220721239,0.0116856712859636,0.0011961416019271,0.0116875057241398,0.0105485581301638,0.0128212251693135,1.16875057241398,1.05485581301638,1.28212251693135,0.00861097235417326,0.000383441205654094,0.00849088350627737,0.00831139555181705,0.00901262467724097
25,1,"direct","ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","ISTK","leg_tot",2.9795105919857,0.695329694408158,3.34605049844442,2.23601982473556,3.41144243874592,0.0447607343040713,0.0119499026521399,0.047737783996797,0.0324104472779426,0.0545805290913833,4.7737783996797,3.24104472779426,5.45805290913833,0.00896969068746722,0.00209326065207766,0.0100731435815067,0.00673144316146097,0.0102700032535399
25,1,"direct","OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","OSTK","leg_tot",1.75569504575615,0.3361084373958,1.59500864726554,1.53333676441606,2.11463676581326,0.0349950398350832,0.00950136186956828,0.0300724972877221,0.0290203779867785,0.0451538628486448,3.00724972877221,2.90203779867785,4.51538628486448,0.00528544571860574,0.00101184024282292,0.00480170610847623,0.00461604551214829,0.00636602459367328
25,1,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","Cancer","leg_tot",16.6674495388939,2.92361117975879,17.2642060312722,13.6801357881207,19.1475202711454,0.00151838077892181,0.000232901235106151,0.00160979797248694,0.00127144776624724,0.00168760917706601,0.160979797248694,0.127144776624724,0.168760917706601,0.0501766522713417,0.00880140786993494,0.0519731624655896,0.0411834705041995,0.0576428003733733
25,1,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","DIAB","leg_tot",6.88707563159779,1.92523270806576,7.13082721868349,4.96553765257797,8.60142476159477,0.0199681771798352,0.00616584665735077,0.0211418338819434,0.0136919543134082,0.0252467918494703,2.11418338819434,1.36919543134082,2.52467918494703,0.0207332500588478,0.00579583168430222,0.0214670539079158,0.014948541200155,0.0258942256458328
25,1,"medBMI","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","HHD","leg_tot",2.19149561633112,0.309341941381472,2.17234033967333,1.90618463325729,2.49308858456407,0.0143423356678736,0.00342281961758733,0.0125370610752027,0.0122169198958826,0.0180022348436347,1.25370610752027,1.22169198958826,1.80022348436347,0.00659740491418425,0.000931260838043612,0.00653973876353677,0.00573848826029046,0.00750533779612839
25,1,"medBMI","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","HSTK","leg_tot",1.05821079153627,0.366305119274889,0.896507811828039,0.805378782765365,1.44849033305916,0.00923857396061043,0.00292259605184954,0.00812957197721332,0.00708763243471203,0.0123321671723964,0.812957197721332,0.708763243471203,1.23321671723964,0.00318569885529231,0.00110274607714746,0.00269889887038004,0.0024245587805881,0.00436061891717194
25,1,"medBMI","IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","IHD","leg_tot",2.53340770605375,0.372971254977177,2.65149278425045,2.14247799729474,2.82396509834556,0.010299839649879,0.00134517368180667,0.0100846542788432,0.00912570099506975,0.0116568858700686,1.00846542788432,0.912570099506975,1.16568858700686,0.00762671680700543,0.00112281419688868,0.00798220694323074,0.0064498394441453,0.00850142755407404
25,1,"medBMI","ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","ISTK","leg_tot",0.754890678774683,0.0430486115980118,0.776841696185558,0.708868890555842,0.78225410219428,0.0112657952580257,0.000368993867847817,0.0113570878371077,0.0108845927646689,0.0115693990591628,1.13570878371077,1.08845927646689,1.15693990591628,0.00227256647775447,0.000129596025467304,0.00233864908775773,0.00213401982975212,0.00235494290725406
25,1,"medBMI","OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","OSTK","leg_tot",0.405727133603717,0.00964054117189266,0.404587743151032,0.397100959930893,0.415321789161323,0.00801027511848094,0.000598273432784713,0.00817386275975698,0.00738855563824389,0.00849294510363337,0.817386275975698,0.738855563824389,0.849294510363337,0.0012214243848392,2.90224416735636e-05,0.00121799429804565,0.0011954556536423,0.00125030868981063
25,1,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","Other_CVD","leg_tot",6.59137350357554,1.53957825996452,7.26762685218746,4.9513205228353,7.65661113799566,0.00962854517782583,0.00207382985848091,0.0103208400460692,0.00744830877203352,0.0112203309456113,1.03208400460692,0.744830877203352,1.12203309456113,0.0198430513023407,0.00463483527065676,0.021878883421793,0.0149057411320504,0.0230499041710965
25,1,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","HHD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","HSTK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","IHD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","ISTK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","OSTK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct","Cancer","dairy_tot",286.72181319684,9.95622576046897,283.435464844662,279.054776008477,297.182246484554,0.0263566308831989,0.00144574842496493,0.0259181062160224,0.025217775796779,0.0278682319367187,2.59181062160224,2.5217775796779,2.78682319367187,1.4468012164964,0.0502392175236078,1.43021826893217,1.40811326803734,1.49958467038504
35,0,"direct","Cancer","leg_tot",15.2386524381761,6.92178387402678,13.4472132718504,9.59162142005355,22.4084067476756,0.00140100331934699,0.000647779575765021,0.0011946746045564,0.000897178038797562,0.00208020800746841,0.11946746045564,0.0897178038797562,0.208020800746841,0.0768943968353853,0.0349273925747393,0.0678547763885796,0.0483994202742413,0.113073050776314
35,0,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct","HHD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct","HSTK","leg_tot",10.4923534021855,0.909344788730004,10.0204247038761,9.92121521616854,11.4646309817656,0.0177453424812818,0.00156613135805043,0.0168576994136848,0.0168263246552771,0.0194188569147439,1.68576994136848,1.68263246552771,1.94188569147439,0.052944523114363,0.00458856315074297,0.0505631660519168,0.0500625539572076,0.0578506457745976
35,0,"direct","IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct","IHD","leg_tot",37.7754883134215,8.26727294104159,35.3078086200169,31.2372831294895,46.4112212367473,0.0113834903373994,0.00234281956198086,0.0108302029720922,0.00944000590002222,0.0137972690352876,1.08302029720922,0.944000590002222,1.37972690352876,0.190615502309491,0.0417167442366695,0.178163565212224,0.15762365174763,0.234191499404027
35,0,"direct","ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct","ISTK","leg_tot",7.06600217403538,2.85238555991608,6.72980771136577,4.5132720250805,9.90449761625942,0.0364349307807167,0.0165413040123558,0.0344228692259473,0.0216632515641854,0.052916862318802,3.44228692259473,2.16632515641854,5.2916862318802,0.035655119598948,0.0143931668539296,0.0339586788847014,0.0227740170287734,0.0499781967762323
35,0,"direct","OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct","OSTK","leg_tot",6.29614860258618,0.396231015063701,6.07059554322108,6.06450880430964,6.71950850132305,0.0365302030250962,0.00291283581787892,0.0360590006697891,0.0339905598118348,0.0394703682403687,3.60590006697891,3.39905598118348,3.94703682403687,0.0317704305643815,0.00199938577472027,0.0306322875084506,0.0306015737613401,0.0339067089649641
35,0,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medBMI","Cancer","leg_tot",14.5998910808217,2.84390085038786,15.0972699682293,11.7179685836794,17.0590415236675,0.00134003663223855,0.000255902583534124,0.0013412686081905,0.00109640770103857,0.00158261838387937,0.13412686081905,0.109640770103857,0.158261838387937,0.0736712004605881,0.014350352922439,0.0761809794388166,0.059128989917816,0.086080098871866
35,0,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medBMI","DIAB","leg_tot",31.8801465472583,4.32641605808832,30.9462938010112,28.2393869748263,36.3146809540004,0.0244508338361618,0.00333939968501016,0.0237721959979139,0.0216163434732146,0.0278621663616198,2.37721959979139,2.16163434732146,2.78621663616198,0.160867547161442,0.021831139898709,0.156155316605159,0.142496236936958,0.183244253358765
35,0,"medBMI","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medBMI","HHD","leg_tot",13.7481821147191,8.76679383669363,18.6278825671784,4.37734051175957,18.9712783330881,0.0112848703006107,0.00725753236488149,0.0154507907346313,0.00353194785922661,0.0154967603730773,1.54507907346313,0.353194785922661,1.54967603730773,0.0693734682632397,0.0442373318105162,0.0939964869029461,0.0220881052153673,0.0957292654673617
35,0,"medBMI","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medBMI","HSTK","leg_tot",4.52356901364889,1.28206633052453,4.54820001271367,3.29530641764191,5.7308952604508,0.00764880517495057,0.00216808336076348,0.00765159072129808,0.00558794339999712,0.00970729923550865,0.765159072129808,0.558794339999712,0.970729923550865,0.0228259757389283,0.00646931988170199,0.022950264013382,0.0166281500546302,0.028918156389941
35,0,"medBMI","IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medBMI","IHD","leg_tot",25.6636894050042,2.59036871821141,25.2890067013311,23.3814628689879,28.2643962391427,0.00773838826755865,0.000654733960576986,0.00763555028486196,0.00716587837579807,0.00839831044461141,0.763555028486196,0.716587837579807,0.839831044461141,0.129499240525014,0.0130710271775157,0.127608587751058,0.117983101966132,0.14262243394176
35,0,"medBMI","ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medBMI","ISTK","leg_tot",1.71995656382122,0.33319818186544,1.62336019569953,1.4546105206086,2.06740951993728,0.00879776612910833,0.00218461389439889,0.00830346395021031,0.00697269556469499,0.011042993545585,0.83034639502103,0.6972695564695,1.1042993545585,0.00867891849982529,0.00168132145051118,0.00819149223340567,0.00733997963838273,0.0104321696877245
35,0,"medBMI","OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medBMI","OSTK","leg_tot",1.56531103371131,0.332967956982889,1.47686571992104,1.29506403847059,1.91073654567376,0.00905069310049184,0.00165317056734363,0.00964610444275807,0.00730548177748171,0.0102898047825757,0.964610444275807,0.730548177748171,1.02898047825757,0.00789857556534771,0.00168015973338743,0.00745227960286607,0.00653490644959631,0.00964159624920851
35,0,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medBMI","Other_CVD","leg_tot",13.4135582660444,1.80600533216815,13.6671717956409,11.6028023482284,15.0087426837035,0.00799142143169325,0.000821942998806015,0.00796850929943702,0.00722054080508918,0.00878177737071513,0.796850929943702,0.722054080508918,0.878177737071513,0.0676849528833555,0.00911312146936665,0.0689646893604968,0.05854785990998,0.075734269851161
35,0,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","HHD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","HSTK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","IHD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","ISTK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","OSTK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"direct","Cancer","dairy_tot",250.302000550125,20.7033901452545,259.554116522862,228.234325731988,264.505376791435,0.0134002442175158,0.000886858751147781,0.0138259733306411,0.0124530505769416,0.0139855681119334,1.38259733306411,1.24530505769416,1.39855681119334,1.18952012418683,0.0983895420833433,1.23348932186281,1.08464703794504,1.25701939240404
35,1,"direct","Cancer","leg_tot",8.49761410090816,2.68648355283085,8.49216929978036,5.94777269748802,11.0520835852869,0.000454993309318061,0.000141004524563313,0.000464017267059672,0.000317409725852592,0.000584906528703161,0.0464017267059672,0.0317409725852592,0.0584906528703161,0.0403835485069558,0.0127670823340035,0.0403576729626155,0.0282658360788218,0.0525232551477792
35,1,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"direct","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
