"race","disease_type2","riskfactor","V1","V2","V3"
1,"Cancer","dairy_tot",0.0102309735901297,0.00915904936350109,0.00952375944178466
1,"DIAB","dairy_tot",0,0,0
1,"HHD","dairy_tot",0,0,0
1,"HSTK","dairy_tot",0,0,0
1,"IHD","dairy_tot",0,0,0
1,"ISTK","dairy_tot",0,0,0
1,"OSTK","dairy_tot",0,0,0
1,"Other_CVD","dairy_tot",0,0,0
2,"Cancer","dairy_tot",0.0148304540267504,0.0150710216507138,0.0161585860936875
2,"DIAB","dairy_tot",0,0,0
2,"HHD","dairy_tot",0,0,0
2,"HSTK","dairy_tot",0,0,0
2,"IHD","dairy_tot",0,0,0
2,"ISTK","dairy_tot",0,0,0
2,"OSTK","dairy_tot",0,0,0
2,"Other_CVD","dairy_tot",0,0,0
3,"Cancer","dairy_tot",0.0119630915708014,0.0122928694411731,0.0124588616171168
3,"DIAB","dairy_tot",0,0,0
3,"HHD","dairy_tot",0,0,0
3,"HSTK","dairy_tot",0,0,0
3,"IHD","dairy_tot",0,0,0
3,"ISTK","dairy_tot",0,0,0
3,"OSTK","dairy_tot",0,0,0
3,"Other_CVD","dairy_tot",0,0,0
4,"Cancer","dairy_tot",0.0147776722696685,0.0132981470640279,0.0148213639165822
4,"DIAB","dairy_tot",0,0,0
4,"HHD","dairy_tot",0,0,0
4,"HSTK","dairy_tot",0,0,0
4,"IHD","dairy_tot",0,0,0
4,"ISTK","dairy_tot",0,0,0
4,"OSTK","dairy_tot",0,0,0
4,"Other_CVD","dairy_tot",0,0,0
1,"Cancer","leg_tot",0.003057060573675,0.00284997064820811,0.00281445394294612
1,"DIAB","leg_tot",0.0133783305539752,0.0147697403050721,0.0131804022584424
1,"HHD","leg_tot",0.0129687812231787,0.0104120820200558,0.00837515647589733
1,"HSTK","leg_tot",0.0265104355562276,0.0255517578844738,0.0237439671410417
1,"IHD","leg_tot",0.0116720478825628,0.0106206996064084,0.0104469427064583
1,"ISTK","leg_tot",0.0214441594278194,0.0226283370747805,0.0187023094389582
1,"OSTK","leg_tot",0.0235881365551843,0.0255921624146518,0.0204836968176876
1,"Other_CVD","leg_tot",0.00478106097271834,0.00535021577213976,0.00438708158526309
2,"Cancer","leg_tot",0.00206575272524927,0.00227798540277053,0.00230761168190431
2,"DIAB","leg_tot",0.0113888365696038,0.0109892999719778,0.0121454676695745
2,"HHD","leg_tot",0.00920820481174045,0.00747667276666577,0.00956772475747381
2,"HSTK","leg_tot",0.0266028928612597,0.0256323625401136,0.0310116232037288
2,"IHD","leg_tot",0.00783107206596071,0.0080093302571112,0.0124281329745788
2,"ISTK","leg_tot",0.0150482417845545,0.0160598468703311,0.0258090329955643
2,"OSTK","leg_tot",0.0145582760249537,0.017877670442402,0.0244245039389259
2,"Other_CVD","leg_tot",0.00492909183420729,0.00477997452748329,0.00507811038200115
3,"Cancer","leg_tot",0.000982695465940176,0.00103152497829928,0.00113843001982595
3,"DIAB","leg_tot",0.00438401548031951,0.00514221586895293,0.00401889172308053
3,"HHD","leg_tot",0.00365290385478303,0.00557669804026969,0.00305226225690897
3,"HSTK","leg_tot",0.00831086046981992,0.00957972886181165,0.0122340720694959
3,"IHD","leg_tot",0.00311417632352494,0.00342334299386976,0.00261132423675559
3,"ISTK","leg_tot",0.00644492792472985,0.0136741300682328,0.00592754796954345
3,"OSTK","leg_tot",0.00601088615262957,0.00859892172875938,0.00638808405450335
3,"Other_CVD","leg_tot",0.00180158497362141,0.00250796155440519,0.00158620401509852
4,"Cancer","leg_tot",0.00160752620682474,0.00160758978665637,0.00193017269057651
4,"DIAB","leg_tot",0.00643350200350147,0.00832486293669134,0.00727363713844783
4,"HHD","leg_tot",0.00323070965327345,0.00549041670739068,0.00509802577682261
4,"HSTK","leg_tot",0.0125711366615468,0.0180950328713974,0.019143298368242
4,"IHD","leg_tot",0.00456302753482611,0.00678273604912639,0.00739564611471622
4,"ISTK","leg_tot",0.00904754130273898,0.0170583632873615,0.0189199296383851
4,"OSTK","leg_tot",0.00858959021962083,0.0130119129162284,0.0166457348208627
4,"Other_CVD","leg_tot",0.00236583240026081,0.00371360268145277,0.0037818074457206
