"age","female","pathway","disease_type3","riskfactor","V1","V2","V3"
55,1,"direct","Cancer","dairy_tot",1192.98438181559,1205.20512346737,1370.28282610686
55,1,"medBMI","Cancer","dairy_tot",0,0,0
55,1,"medSBP","Cancer","dairy_tot",0,0,0
65,1,"direct","Cancer","dairy_tot",1219.85439007308,1353.6470417523,1259.84397460135
65,1,"medBMI","Cancer","dairy_tot",0,0,0
65,1,"medSBP","Cancer","dairy_tot",0,0,0
75,1,"direct","Cancer","dairy_tot",2015.73122701649,1699.24843598647,1461.49022368125
75,1,"medBMI","Cancer","dairy_tot",0,0,0
75,1,"medSBP","Cancer","dairy_tot",0,0,0
25,0,"direct","DIAB","dairy_tot",0,0,0
25,0,"medBMI","DIAB","dairy_tot",0,0,0
25,0,"medSBP","DIAB","dairy_tot",0,0,0
35,0,"direct","DIAB","dairy_tot",0,0,0
35,0,"medBMI","DIAB","dairy_tot",0,0,0
35,0,"medSBP","DIAB","dairy_tot",0,0,0
45,0,"direct","DIAB","dairy_tot",0,0,0
45,0,"medBMI","DIAB","dairy_tot",0,0,0
45,0,"medSBP","DIAB","dairy_tot",0,0,0
55,0,"direct","DIAB","dairy_tot",0,0,0
55,0,"medBMI","DIAB","dairy_tot",0,0,0
55,0,"medSBP","DIAB","dairy_tot",0,0,0
65,0,"direct","DIAB","dairy_tot",0,0,0
65,0,"medBMI","DIAB","dairy_tot",0,0,0
65,0,"medSBP","DIAB","dairy_tot",0,0,0
75,0,"direct","DIAB","dairy_tot",0,0,0
75,0,"medBMI","DIAB","dairy_tot",0,0,0
75,0,"medSBP","DIAB","dairy_tot",0,0,0
25,1,"direct","DIAB","dairy_tot",0,0,0
25,1,"medBMI","DIAB","dairy_tot",0,0,0
25,1,"medSBP","DIAB","dairy_tot",0,0,0
35,1,"direct","DIAB","dairy_tot",0,0,0
35,1,"medBMI","DIAB","dairy_tot",0,0,0
35,1,"medSBP","DIAB","dairy_tot",0,0,0
45,1,"direct","DIAB","dairy_tot",0,0,0
45,1,"medBMI","DIAB","dairy_tot",0,0,0
45,1,"medSBP","DIAB","dairy_tot",0,0,0
55,1,"direct","DIAB","dairy_tot",0,0,0
55,1,"medBMI","DIAB","dairy_tot",0,0,0
55,1,"medSBP","DIAB","dairy_tot",0,0,0
65,1,"direct","DIAB","dairy_tot",0,0,0
65,1,"medBMI","DIAB","dairy_tot",0,0,0
65,1,"medSBP","DIAB","dairy_tot",0,0,0
75,1,"direct","DIAB","dairy_tot",0,0,0
75,1,"medBMI","DIAB","dairy_tot",0,0,0
75,1,"medSBP","DIAB","dairy_tot",0,0,0
25,0,"direct","All_HD","dairy_tot",0,0,0
25,0,"medBMI","All_HD","dairy_tot",0,0,0
25,0,"medSBP","All_HD","dairy_tot",0,0,0
35,0,"direct","All_HD","dairy_tot",0,0,0
35,0,"medBMI","All_HD","dairy_tot",0,0,0
35,0,"medSBP","All_HD","dairy_tot",0,0,0
45,0,"direct","All_HD","dairy_tot",0,0,0
45,0,"medBMI","All_HD","dairy_tot",0,0,0
45,0,"medSBP","All_HD","dairy_tot",0,0,0
55,0,"direct","All_HD","dairy_tot",0,0,0
55,0,"medBMI","All_HD","dairy_tot",0,0,0
55,0,"medSBP","All_HD","dairy_tot",0,0,0
65,0,"direct","All_HD","dairy_tot",0,0,0
65,0,"medBMI","All_HD","dairy_tot",0,0,0
65,0,"medSBP","All_HD","dairy_tot",0,0,0
75,0,"direct","All_HD","dairy_tot",0,0,0
75,0,"medBMI","All_HD","dairy_tot",0,0,0
75,0,"medSBP","All_HD","dairy_tot",0,0,0
25,1,"direct","All_HD","dairy_tot",0,0,0
25,1,"medBMI","All_HD","dairy_tot",0,0,0
25,1,"medSBP","All_HD","dairy_tot",0,0,0
35,1,"direct","All_HD","dairy_tot",0,0,0
35,1,"medBMI","All_HD","dairy_tot",0,0,0
35,1,"medSBP","All_HD","dairy_tot",0,0,0
45,1,"direct","All_HD","dairy_tot",0,0,0
45,1,"medBMI","All_HD","dairy_tot",0,0,0
45,1,"medSBP","All_HD","dairy_tot",0,0,0
55,1,"direct","All_HD","dairy_tot",0,0,0
55,1,"medBMI","All_HD","dairy_tot",0,0,0
55,1,"medSBP","All_HD","dairy_tot",0,0,0
65,1,"direct","All_HD","dairy_tot",0,0,0
65,1,"medBMI","All_HD","dairy_tot",0,0,0
65,1,"medSBP","All_HD","dairy_tot",0,0,0
75,1,"direct","All_HD","dairy_tot",0,0,0
75,1,"medBMI","All_HD","dairy_tot",0,0,0
75,1,"medSBP","All_HD","dairy_tot",0,0,0
25,0,"direct","All_STK","dairy_tot",0,0,0
25,0,"medBMI","All_STK","dairy_tot",0,0,0
25,0,"medSBP","All_STK","dairy_tot",0,0,0
35,0,"direct","All_STK","dairy_tot",0,0,0
35,0,"medBMI","All_STK","dairy_tot",0,0,0
35,0,"medSBP","All_STK","dairy_tot",0,0,0
45,0,"direct","All_STK","dairy_tot",0,0,0
45,0,"medBMI","All_STK","dairy_tot",0,0,0
45,0,"medSBP","All_STK","dairy_tot",0,0,0
55,0,"direct","All_STK","dairy_tot",0,0,0
55,0,"medBMI","All_STK","dairy_tot",0,0,0
55,0,"medSBP","All_STK","dairy_tot",0,0,0
65,0,"direct","All_STK","dairy_tot",0,0,0
65,0,"medBMI","All_STK","dairy_tot",0,0,0
65,0,"medSBP","All_STK","dairy_tot",0,0,0
75,0,"direct","All_STK","dairy_tot",0,0,0
75,0,"medBMI","All_STK","dairy_tot",0,0,0
75,0,"medSBP","All_STK","dairy_tot",0,0,0
25,1,"direct","All_STK","dairy_tot",0,0,0
25,1,"medBMI","All_STK","dairy_tot",0,0,0
25,1,"medSBP","All_STK","dairy_tot",0,0,0
35,1,"direct","All_STK","dairy_tot",0,0,0
35,1,"medBMI","All_STK","dairy_tot",0,0,0
35,1,"medSBP","All_STK","dairy_tot",0,0,0
45,1,"direct","All_STK","dairy_tot",0,0,0
45,1,"medBMI","All_STK","dairy_tot",0,0,0
45,1,"medSBP","All_STK","dairy_tot",0,0,0
55,1,"direct","All_STK","dairy_tot",0,0,0
55,1,"medBMI","All_STK","dairy_tot",0,0,0
55,1,"medSBP","All_STK","dairy_tot",0,0,0
65,1,"direct","All_STK","dairy_tot",0,0,0
65,1,"medBMI","All_STK","dairy_tot",0,0,0
65,1,"medSBP","All_STK","dairy_tot",0,0,0
75,1,"direct","All_STK","dairy_tot",0,0,0
75,1,"medBMI","All_STK","dairy_tot",0,0,0
75,1,"medSBP","All_STK","dairy_tot",0,0,0
25,0,"direct","Other_CVD","leg_tot",0,0,0
25,0,"medBMI","Other_CVD","leg_tot",11.3349625863508,8.99617157612405,9.28883627022654
25,0,"medSBP","Other_CVD","leg_tot",0,0,0
35,0,"direct","Other_CVD","leg_tot",0,0,0
35,0,"medBMI","Other_CVD","leg_tot",13.6671717956409,15.0793516778121,11.4941513246803
35,0,"medSBP","Other_CVD","leg_tot",0,0,0
45,0,"direct","Other_CVD","leg_tot",0,0,0
45,0,"medBMI","Other_CVD","leg_tot",24.136293427992,27.8986562507567,14.0022293572186
45,0,"medSBP","Other_CVD","leg_tot",0,0,0
55,0,"direct","Other_CVD","leg_tot",0,0,0
55,0,"medBMI","Other_CVD","leg_tot",43.200519264948,36.152318654216,31.1791943041795
55,0,"medSBP","Other_CVD","leg_tot",0,0,0
65,0,"direct","Other_CVD","leg_tot",0,0,0
65,0,"medBMI","Other_CVD","leg_tot",66.7413764741229,53.6305828619573,44.8352907382976
65,0,"medSBP","Other_CVD","leg_tot",0,0,0
75,0,"direct","Other_CVD","leg_tot",0,0,0
75,0,"medBMI","Other_CVD","leg_tot",100.4181010559,114.996721481694,120.94000318753
75,0,"medSBP","Other_CVD","leg_tot",0,0,0
25,1,"direct","Other_CVD","leg_tot",0,0,0
25,1,"medBMI","Other_CVD","leg_tot",7.67708399514346,7.26762685218746,4.82940966339571
25,1,"medSBP","Other_CVD","leg_tot",0,0,0
35,1,"direct","Other_CVD","leg_tot",0,0,0
35,1,"medBMI","Other_CVD","leg_tot",8.72091807616321,9.08609033218218,7.65488268777091
35,1,"medSBP","Other_CVD","leg_tot",0,0,0
45,1,"direct","Other_CVD","leg_tot",0,0,0
45,1,"medBMI","Other_CVD","leg_tot",15.3102916308319,13.3146537035529,15.8814374756108
45,1,"medSBP","Other_CVD","leg_tot",0,0,0
55,1,"direct","Other_CVD","leg_tot",0,0,0
55,1,"medBMI","Other_CVD","leg_tot",30.0838481934107,23.9740992210734,20.5115326754775
55,1,"medSBP","Other_CVD","leg_tot",0,0,0
65,1,"direct","Other_CVD","leg_tot",0,0,0
65,1,"medBMI","Other_CVD","leg_tot",37.1271905153146,36.9765635529224,38.6543768912982
65,1,"medSBP","Other_CVD","leg_tot",0,0,0
75,1,"direct","Other_CVD","leg_tot",0,0,0
75,1,"medBMI","Other_CVD","leg_tot",144.524322962007,213.081627716625,154.750065637619
75,1,"medSBP","Other_CVD","leg_tot",0,0,0
25,0,"direct","Cancer","leg_tot",6.92961154639628,3.54374195884975,6.92178335483064
25,0,"medBMI","Cancer","leg_tot",5.61673635246103,5.29933693548308,5.42908460519106
25,0,"medSBP","Cancer","leg_tot",0,0,0
35,0,"direct","Cancer","leg_tot",13.4472132718504,22.8800485095611,9.38869553311687
35,0,"medBMI","Cancer","leg_tot",15.0972699682293,17.1622926581643,11.5401106160715
35,0,"medSBP","Cancer","leg_tot",0,0,0
45,0,"direct","Cancer","leg_tot",67.6035610914186,91.6582666374462,37.3361321323466
45,0,"medBMI","Cancer","leg_tot",54.9785389455186,70.8262850408174,44.7861588363113
45,0,"medSBP","Cancer","leg_tot",0,0,0
55,0,"direct","Cancer","leg_tot",107.071087211809,151.513997077922,110.40156457877
55,0,"medBMI","Cancer","leg_tot",145.127260896918,145.484497397673,190.175670609405
55,0,"medSBP","Cancer","leg_tot",0,0,0
65,0,"direct","Cancer","leg_tot",204.191905670942,248.188726520496,229.762975548643
65,0,"medBMI","Cancer","leg_tot",203.467734121633,185.695462480476,158.520327697684
65,0,"medSBP","Cancer","leg_tot",0,0,0
75,0,"direct","Cancer","leg_tot",115.099334007037,117.614169764911,97.9669988404677
75,0,"medBMI","Cancer","leg_tot",133.985375307186,146.922166767855,114.559215456217
75,0,"medSBP","Cancer","leg_tot",0,0,0
25,1,"direct","Cancer","leg_tot",4.95017814686543,4.81229245767231,5.47310457435271
25,1,"medBMI","Cancer","leg_tot",17.2642060312722,19.246642073244,13.4915005121653
25,1,"medSBP","Cancer","leg_tot",0,0,0
35,1,"direct","Cancer","leg_tot",5.81385708684105,8.49216929978036,11.1868159161031
35,1,"medBMI","Cancer","leg_tot",33.8218896819871,41.7227305582778,51.2622796871904
35,1,"medSBP","Cancer","leg_tot",0,0,0
45,1,"direct","Cancer","leg_tot",33.8663528181662,19.5323206956101,39.9364314632901
45,1,"medBMI","Cancer","leg_tot",170.56640179516,164.249442252239,157.628484983786
45,1,"medSBP","Cancer","leg_tot",0,0,0
55,1,"direct","Cancer","leg_tot",81.6889575921298,47.7719593996339,89.9452656019916
55,1,"medBMI","Cancer","leg_tot",397.521488876609,312.360139964436,391.890841867559
55,1,"medSBP","Cancer","leg_tot",0,0,0
65,1,"direct","Cancer","leg_tot",78.634315362631,41.8144571416348,73.0689582709784
65,1,"medBMI","Cancer","leg_tot",455.658622549115,289.284316832546,414.111847925904
65,1,"medSBP","Cancer","leg_tot",0,0,0
75,1,"direct","Cancer","leg_tot",74.264438248529,81.7383699896037,68.5578167325839
75,1,"medBMI","Cancer","leg_tot",271.596770453129,329.375476743828,244.288211242766
75,1,"medSBP","Cancer","leg_tot",0,0,0
25,0,"direct","DIAB","leg_tot",0,0,0
25,0,"medBMI","DIAB","leg_tot",9.13260598205648,10.9521352299431,9.03613730596097
25,0,"medSBP","DIAB","leg_tot",0,0,0
35,0,"direct","DIAB","leg_tot",0,0,0
35,0,"medBMI","DIAB","leg_tot",36.597227646263,30.9462938010112,28.0969181945008
35,0,"medSBP","DIAB","leg_tot",0,0,0
45,0,"direct","DIAB","leg_tot",0,0,0
45,0,"medBMI","DIAB","leg_tot",78.73458366509,87.9487239317048,46.5619478896094
45,0,"medSBP","DIAB","leg_tot",0,0,0
55,0,"direct","DIAB","leg_tot",0,0,0
55,0,"medBMI","DIAB","leg_tot",88.9982826244992,69.3182573465802,96.6867910113455
55,0,"medSBP","DIAB","leg_tot",0,0,0
65,0,"direct","DIAB","leg_tot",0,0,0
65,0,"medBMI","DIAB","leg_tot",181.583120146276,245.898826829253,117.679127310594
65,0,"medSBP","DIAB","leg_tot",0,0,0
75,0,"direct","DIAB","leg_tot",0,0,0
75,0,"medBMI","DIAB","leg_tot",107.839587740662,134.37897567689,122.424834340729
75,0,"medSBP","DIAB","leg_tot",0,0,0
25,1,"direct","DIAB","leg_tot",0,0,0
25,1,"medBMI","DIAB","leg_tot",4.85157504383557,8.67882463227432,7.13082721868349
25,1,"medSBP","DIAB","leg_tot",0,0,0
35,1,"direct","DIAB","leg_tot",0,0,0
35,1,"medBMI","DIAB","leg_tot",14.9971466973301,20.1582953180996,9.97419368430566
35,1,"medSBP","DIAB","leg_tot",0,0,0
45,1,"direct","DIAB","leg_tot",0,0,0
45,1,"medBMI","DIAB","leg_tot",38.0056689079788,44.9127137338658,63.5558017896766
45,1,"medSBP","DIAB","leg_tot",0,0,0
55,1,"direct","DIAB","leg_tot",0,0,0
55,1,"medBMI","DIAB","leg_tot",64.3742059483194,71.4059907726338,72.3894646637217
55,1,"medSBP","DIAB","leg_tot",0,0,0
65,1,"direct","DIAB","leg_tot",0,0,0
65,1,"medBMI","DIAB","leg_tot",69.8194426038095,78.1570426101894,91.3092854580875
65,1,"medSBP","DIAB","leg_tot",0,0,0
75,1,"direct","DIAB","leg_tot",0,0,0
75,1,"medBMI","DIAB","leg_tot",161.137019732922,125.792251384131,187.083296292952
75,1,"medSBP","DIAB","leg_tot",0,0,0
25,0,"direct","All_HD","leg_tot",8.61036997860938,9.60398808173272,8.41226788863213
25,0,"medBMI","All_HD","leg_tot",17.3560079697638,10.2626769525336,8.58668687221635
25,0,"medSBP","All_HD","leg_tot",0,0,0
35,0,"direct","All_HD","leg_tot",35.3078086200169,46.9956113744699,31.0230449457776
35,0,"medBMI","All_HD","leg_tot",41.9089483923588,47.410347482953,28.9163186838581
35,0,"medSBP","All_HD","leg_tot",0,0,0
45,0,"direct","All_HD","leg_tot",130.298221554802,141.311154743681,111.608842918222
45,0,"medBMI","All_HD","leg_tot",164.359533095942,121.656863181695,91.9935025507862
45,0,"medSBP","All_HD","leg_tot",0,0,0
55,0,"direct","All_HD","leg_tot",163.749547795396,218.290418477128,331.928371716389
55,0,"medBMI","All_HD","leg_tot",355.563494059325,213.929510147502,221.894729936069
55,0,"medSBP","All_HD","leg_tot",0,0,0
65,0,"direct","All_HD","leg_tot",290.037809896064,645.403114836853,407.28594044024
65,0,"medBMI","All_HD","leg_tot",436.130900808924,377.508351789205,397.9512489062
65,0,"medSBP","All_HD","leg_tot",0,0,0
75,0,"direct","All_HD","leg_tot",529.77307433466,186.525478285074,303.68665220366
75,0,"medBMI","All_HD","leg_tot",499.864153029782,566.520524694664,404.905974732794
75,0,"medSBP","All_HD","leg_tot",0,0,0
25,1,"direct","All_HD","leg_tot",2.82046262505109,2.75770316918999,3.00289376416825
25,1,"medBMI","All_HD","leg_tot",4.72521902674386,4.82383312392378,4.62565781648697
25,1,"medSBP","All_HD","leg_tot",0,0,0
35,1,"direct","All_HD","leg_tot",11.841846385736,14.6282663349834,14.0824185499865
35,1,"medBMI","All_HD","leg_tot",18.2588036427476,15.9385769422917,11.0305851655196
35,1,"medSBP","All_HD","leg_tot",0,0,0
45,1,"direct","All_HD","leg_tot",41.7306994556544,48.1225739585851,42.172668664992
45,1,"medBMI","All_HD","leg_tot",34.4774512226516,45.1878595935804,65.0108781473622
45,1,"medSBP","All_HD","leg_tot",0,0,0
55,1,"direct","All_HD","leg_tot",132.1463232287,53.3784491924984,95.7307399564453
55,1,"medBMI","All_HD","leg_tot",79.9667640284832,91.2867919691181,115.708407541916
55,1,"medSBP","All_HD","leg_tot",0,0,0
65,1,"direct","All_HD","leg_tot",270.535543398575,107.780150654086,142.749120874551
65,1,"medBMI","All_HD","leg_tot",151.16014661098,149.661467679579,175.454793448778
65,1,"medSBP","All_HD","leg_tot",0,0,0
75,1,"direct","All_HD","leg_tot",378.957070515117,288.946435093675,359.762551765295
75,1,"medBMI","All_HD","leg_tot",565.388810946357,611.761463846969,684.885399751347
75,1,"medSBP","All_HD","leg_tot",0,0,0
25,0,"direct","All_STK","leg_tot",9.51005997668526,8.39300829872102,11.0331486836833
25,0,"medBMI","All_STK","leg_tot",2.60271121420966,2.73499204741801,2.63724374875465
25,0,"medSBP","All_STK","leg_tot",0,0,0
35,0,"direct","All_STK","leg_tot",26.1626068057194,25.0241113647698,20.3767943659321
35,0,"medBMI","All_STK","leg_tot",8.11584626963713,9.35007442674461,5.96058913716251
35,0,"medSBP","All_STK","leg_tot",0,0,0
45,0,"direct","All_STK","leg_tot",82.6412428391318,109.649595482339,57.2041410163474
45,0,"medBMI","All_STK","leg_tot",24.7619100024184,21.6628286940634,17.4235936105082
45,0,"medSBP","All_STK","leg_tot",0,0,0
55,0,"direct","All_STK","leg_tot",159.105530795986,136.332617080763,152.37761156506
55,0,"medBMI","All_STK","leg_tot",43.1148018224096,34.6786010559198,38.9672192782506
55,0,"medSBP","All_STK","leg_tot",0,0,0
65,0,"direct","All_STK","leg_tot",330.830747259821,305.31543007561,311.547025116183
65,0,"medBMI","All_STK","leg_tot",80.1453748582278,77.4339657155768,68.0346988148509
65,0,"medSBP","All_STK","leg_tot",0,0,0
75,0,"direct","All_STK","leg_tot",421.878551570438,507.498589015897,474.360812156899
75,0,"medBMI","All_STK","leg_tot",130.157746680092,123.080913430378,120.656975889996
75,0,"medSBP","All_STK","leg_tot",0,0,0
25,1,"direct","All_STK","leg_tot",8.9858725831749,7.69463308471512,9.64391421087691
25,1,"medBMI","All_STK","leg_tot",2.65109065959724,1.99900822269762,2.00638692944914
25,1,"medSBP","All_STK","leg_tot",0,0,0
35,1,"direct","All_STK","leg_tot",30.273384208603,34.5887806537541,32.4332072227596
35,1,"medBMI","All_STK","leg_tot",7.2430756464374,6.86254312284023,8.19833455128348
35,1,"medSBP","All_STK","leg_tot",0,0,0
45,1,"direct","All_STK","leg_tot",74.558030309179,70.0888950489765,97.6768892320105
45,1,"medBMI","All_STK","leg_tot",16.6177023504521,14.5588108088104,19.5748891229591
45,1,"medSBP","All_STK","leg_tot",0,0,0
55,1,"direct","All_STK","leg_tot",130.77759389119,127.414920147223,152.127787356615
55,1,"medBMI","All_STK","leg_tot",37.5481943235062,26.5956530774245,29.9248918483662
55,1,"medSBP","All_STK","leg_tot",0,0,0
65,1,"direct","All_STK","leg_tot",253.476547069694,250.536429445215,180.009044368297
65,1,"medBMI","All_STK","leg_tot",48.4095233463741,52.8129378990977,51.1736839237543
65,1,"medSBP","All_STK","leg_tot",0,0,0
75,1,"direct","All_STK","leg_tot",891.15984194596,1124.38874585032,912.906949727846
75,1,"medBMI","All_STK","leg_tot",260.185570553874,247.628805622278,248.793015860748
75,1,"medSBP","All_STK","leg_tot",0,0,0
