"female","pathway","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","All_HD","leg_tot",1199.95057269714,45.4748529295412,1193.94512011292,1159.58524657622,1245.42053351464,0.00500233562916347,0.000166181892104825,0.00498059429824566,0.00485471948289982,0.00516843190670727,0.498059429824566,0.485471948289982,0.516843190670726,1.01805425841609,0.0385814788785052,1.01295915140403,0.983807771031708,1.05663158676073
0,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","All_STK","leg_tot",1049.74720782333,36.8121848155114,1030.12873924778,1027.06099322129,1089.10912071458,0.0168359239006438,0.000606799129979799,0.0166428532028277,0.0163638365585208,0.0174721213359106,1.66428532028277,1.63638365585208,1.74721213359106,0.890619696762025,0.0312319543535819,0.873975123284265,0.871372406158183,0.924014874821963
0,"direct","Cancer","dairy_tot",5706.34280337738,422.218268927165,5878.20390809994,5257.9423146977,6008.66135304288,0.0137888617055981,0.000999189209036166,0.014192250264281,0.0127280991075348,0.014506744028781,1.4192250264281,1.27280991075348,1.4506744028781,4.84133823770974,0.35821567691427,4.98714751810838,4.46090921224569,5.09782937483496
0,"direct","Cancer","leg_tot",547.173271085605,77.2341747592145,514.342712799454,492.906378128738,629.346138585699,0.00132249846758342,0.000188929998674145,0.00124182158628427,0.0011900267047632,0.00152354557950792,0.124182158628427,0.11900267047632,0.152354557950792,0.464229186930652,0.0655265160898561,0.436375298253998,0.418188422650196,0.533945756586265
0,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medBMI","All_HD","leg_tot",1335.57325776219,180.473399536981,1337.28827424855,1163.40045231026,1506.28829920072,0.00556930857835813,0.000765070619588063,0.00554822444004029,0.00485165927550107,0.00630487939878535,0.554822444004029,0.485165927550107,0.630487939878535,1.13311837456377,0.153116067536413,1.13457341769382,0.987044643060145,1.27795531940687
0,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
