"age","race","pathway","disease_type2","riskfactor","V1","V2","V3"
25,1,"direct","Cancer","dairy_tot",0.0131185657153989,0.0131663107172568,0.0111222011505007
25,1,"direct","DIAB","dairy_tot",0,0,0
25,1,"direct","HHD","dairy_tot",0,0,0
25,1,"direct","HSTK","dairy_tot",0,0,0
25,1,"direct","IHD","dairy_tot",0,0,0
25,1,"direct","ISTK","dairy_tot",0,0,0
25,1,"direct","OSTK","dairy_tot",0,0,0
25,1,"direct","Other_CVD","dairy_tot",0,0,0
25,1,"medBMI","Cancer","dairy_tot",0,0,0
25,1,"medBMI","DIAB","dairy_tot",0,0,0
25,1,"medBMI","HHD","dairy_tot",0,0,0
25,1,"medBMI","HSTK","dairy_tot",0,0,0
25,1,"medBMI","IHD","dairy_tot",0,0,0
25,1,"medBMI","ISTK","dairy_tot",0,0,0
25,1,"medBMI","OSTK","dairy_tot",0,0,0
25,1,"medBMI","Other_CVD","dairy_tot",0,0,0
25,1,"medSBP","Cancer","dairy_tot",0,0,0
25,1,"medSBP","DIAB","dairy_tot",0,0,0
25,1,"medSBP","HHD","dairy_tot",0,0,0
25,1,"medSBP","HSTK","dairy_tot",0,0,0
25,1,"medSBP","IHD","dairy_tot",0,0,0
25,1,"medSBP","ISTK","dairy_tot",0,0,0
25,1,"medSBP","OSTK","dairy_tot",0,0,0
25,1,"medSBP","Other_CVD","dairy_tot",0,0,0
25,2,"direct","Cancer","dairy_tot",0.014766615691362,0.0162553883959516,0.0161287534143837
25,2,"direct","DIAB","dairy_tot",0,0,0
25,2,"direct","HHD","dairy_tot",0,0,0
25,2,"direct","HSTK","dairy_tot",0,0,0
25,2,"direct","IHD","dairy_tot",0,0,0
25,2,"direct","ISTK","dairy_tot",0,0,0
25,2,"direct","OSTK","dairy_tot",0,0,0
25,2,"direct","Other_CVD","dairy_tot",0,0,0
25,2,"medBMI","Cancer","dairy_tot",0,0,0
25,2,"medBMI","DIAB","dairy_tot",0,0,0
25,2,"medBMI","HHD","dairy_tot",0,0,0
