"race","pathway","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","All_HD","leg_tot",1573.80588230872,140.519433985734,1509.06090270867,1478.91700946974,1723.72798780774,0.0048840184353308,0.000434930071575168,0.00467175546260985,0.00459976568480145,0.00534869471267295,0.467175546260985,0.459976568480145,0.534869471267295,1.03140944077339,0.0920908178411471,0.988978170212746,0.96922306799983,1.12966239352349
1,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","All_STK","leg_tot",2029.67924368229,203.701326559009,2040.82028252285,1831.645240124,2218.24336422609,0.0183275186636264,0.00190159740898412,0.018470086855056,0.0164642215307128,0.0200696328338248,1.8470086855056,1.64642215307128,2.00696328338248,1.33017061202281,0.1334977036703,1.33747200336297,1.20038704521817,1.45374799618833
1,"direct","Cancer","dairy_tot",7131.55121937514,419.38516758054,7036.7303640346,6781.14628558813,7562.55388020162,0.00963792746513848,0.000545005633067868,0.00952375944178466,0.00917728486741527,0.0101956128827124,0.952375944178466,0.917728486741527,1.01956128827124,4.67373348753287,0.274848268153852,4.61159169070785,4.44409210617564,4.95619539619135
1,"direct","Cancer","leg_tot",695.540133725032,28.6174409484543,696.621264975958,667.908638538878,722.252667347898,0.000940065496446505,3.8691025716557e-05,0.000938985365278456,0.000903778821641051,0.000977270282744799,0.0938985365278456,0.0903778821641051,0.0977270282744799,0.455829189879757,0.0187547264226204,0.456537720068554,0.437720612883034,0.473335516216004
1,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","All_HD","leg_tot",1931.11607169799,133.95988821228,1914.03746757897,1811.89064714474,2064.85830975242,0.0059926931970215,0.000410378380441246,0.00592548317881125,0.00563533929113869,0.00640717561838301,0.592548317881125,0.563533929113869,0.640717561838301,1.26557625051996,0.0877919538491021,1.25438361633196,1.18744067494056,1.35322556515915
1,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","All_STK","leg_tot",518.33478666246,44.3293533252578,505.772872080105,482.848569873614,564.498630846308,0.0046801380651935,0.00041456884464685,0.00457592932721525,0.00434003145516138,0.00510882210250713,0.457592932721525,0.434003145516138,0.510882210250713,0.339695891630966,0.0290516854950229,0.331463315148647,0.316439644196146,0.369949829075758
1,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","Cancer","leg_tot",1455.57629967855,101.460503559333,1413.09160699671,1383.80567742076,1563.45891071591,0.00196709622516324,0.000132414853752661,0.00191252809728598,0.00187277750618113,0.00210779785284102,0.191252809728598,0.187277750618113,0.210779785284102,0.953926500167924,0.0664931567565397,0.926083731492969,0.906890904355893,1.02462844935367
1,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","DIAB","leg_tot",667.859029865326,42.3372444069336,647.635748345023,639.836305108832,713.071543914077,0.0137761577058299,0.000866140109151426,0.0133783305539752,0.013190298673219,0.0147001698175173,1.33783305539752,1.3190298673219,1.47001698175173,0.437688101342176,0.0277461369718504,0.424434571337027,0.419323128129824,0.467318575058904
1,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","Other_CVD","leg_tot",429.83513867364,42.7490868038155,424.323819507961,391.819738065516,472.535160572592,0.00483945277670706,0.000484214898121112,0.00478106097271834,0.00440678055463585,0.00532175803216869,0.478106097271834,0.440678055463585,0.532175803216869,0.281696761327243,0.0280160420097141,0.278084863136687,0.256782987956105,0.309680648160352
1,"medSBP","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","All_HD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","All_STK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","All_HD","leg_tot",216.739756667862,60.8718087712868,189.181039959885,175.254205007113,281.650217530393,0.00427952791958889,0.00117271519448789,0.00377054082780474,0.00346346357596753,0.00552823129122679,0.377054082780474,0.346346357596753,0.552823129122679,0.771797120851879,0.216760817087747,0.673662203028823,0.624069588898504,1.00293933295485
2,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","All_STK","leg_tot",332.119600617282,82.1338500868492,303.351949091031,269.994856460729,418.696848571148,0.0170039934628266,0.00399340335545746,0.0154473801082601,0.0140945160789093,0.0212365921981256,1.54473801082601,1.40945160789093,2.12365921981256,1.18265774344159,0.292473655946065,1.08021788209371,0.961435299480084,1.49095406954881
2,"direct","Cancer","dairy_tot",1695.83214503127,87.7448829269325,1660.1947681685,1632.94695064867,1789.00910974721,0.0153533539237173,0.000707649158192907,0.0150710216507138,0.0148424824079486,0.0161042078715389,1.50710216507138,1.48424824079486,1.61042078715389,6.0387553585238,0.312454203389503,5.91185282213523,5.81482499745454,6.37055287552335
2,"direct","Cancer","leg_tot",62.5586581367958,8.15881416073992,61.683792843022,55.2130950868321,70.6478566864672,0.000566479775545472,7.40777861516024e-05,0.000555033459733417,0.000501603492969435,0.000641085426561757,0.0555033459733417,0.0501603492969435,0.0641085426561757,0.222767585313503,0.0290530421166534,0.219652243092728,0.196610481050968,0.251572730463697
2,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medBMI","All_HD","leg_tot",253.816744438425,56.2320624009616,225.70678342498,217.608527830891,313.918427907387,0.00501212064500113,0.00107344794172236,0.00445836550541221,0.00433511686942678,0.00615981628922606,0.445836550541221,0.433511686942678,0.615981628922606,0.903826024321732,0.200238961821537,0.803728158978636,0.774890762242885,1.11784447194221
2,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medBMI","All_STK","leg_tot",79.5092365643257,14.6650393817793,74.7418700379674,68.1670902616646,94.9036444143913,0.00407277550729137,0.000699755150581522,0.00380602821224066,0.0035586455042778,0.00481364071109805,0.380602821224066,0.35586455042778,0.481364071109805,0.28312756646449,0.0522213153047938,0.266151263567152,0.242738871767885,0.337946118623831
2,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medBMI","Cancer","leg_tot",182.325018229006,11.4035951890852,179.818842593421,172.754754087662,194.025531660596,0.00165063682776257,9.41469039375933e-05,0.00163237092532307,0.0015702318152702,0.0017465678573285,0.163237092532307,0.15702318152702,0.17465678573285,0.649248325696207,0.0406075104521946,0.640323986342732,0.615169195851101,0.690913143991766
2,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medBMI","DIAB","leg_tot",153.209753210416,6.37036155034711,153.720252195913,146.95553931995,159.03004296321,0.0115078680703854,0.000587202954586628,0.0113888365696038,0.0110092768018591,0.012107636114576,1.13888365696038,1.10092768018591,1.2107636114576,0.54557063379669,0.0226844709015605,0.547388489704907,0.523299757663658,0.566296332407739
2,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medBMI","Other_CVD","leg_tot",60.6854774824362,1.99663479940894,60.2269308253356,59.0214518797308,62.7392677436773,0.00492905891456391,0.000149067929985127,0.00492909183420729,0.00478743039281949,0.00507065945461145,0.492909183420729,0.478743039281949,0.507065945461145,0.216097302675484,0.00710989535684473,0.214464445856009,0.210171808484033,0.223410725163489
2,"medSBP","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","All_HD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","All_STK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"direct","All_HD","leg_tot",37.1432746534306,5.09749334321388,34.9354317202658,33.5925678255446,42.5706479745066,0.00130737030141171,0.000168909896340791,0.00124187149145147,0.00118406178063283,0.00148635281065679,0.124187149145147,0.118406178063283,0.148635281065679,0.0961707371863223,0.0131983433661515,0.0904542276847978,0.0869773072489659,0.110223200199975
3,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"direct","All_STK","leg_tot",77.1573224707475,20.6516592393233,72.3602573388351,59.9780622753612,98.4140880282592,0.00689544996481063,0.00178894840969686,0.00637629094337027,0.00547114022728144,0.00876104487056414,0.637629094337028,0.547114022728144,0.876104487056414,0.19977443159146,0.0534709260747155,0.187353951858012,0.155294182267149,0.254812088689201
3,"direct","Cancer","dairy_tot",1072.90734861918,18.97666411129,1078.06962461081,1053.19297658823,1088.23378605725,0.0122382742096971,0.000252353847168696,0.0122928694411731,0.01197958046432,0.0124505620083196,1.22928694411731,1.197958046432,1.24505620083196,2.77795352219434,0.0491340570789287,2.79131959969575,2.72690940427333,2.81763647423914
3,"direct","Cancer","leg_tot",14.481725554563,2.24887184222246,13.336349716706,13.0511310951251,16.8858894761792,0.000165231412405116,2.61652488563604e-05,0.000152069961110792,0.000148450514376475,0.000193199544033933,0.0152069961110792,0.0148450514376475,0.0193199544033933,0.0374958383531671,0.00582274085745213,0.0345302506469163,0.033791767426128,0.0437206588305195
3,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
